Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1,10,53,26,0.8,1205,8,1.2,8270,1149,2,121,878
8,53,527,90,7.8,9247,6,22.2,74625,10012,51,1183,7795
7.5,55,481,120,2.1,9704,20,8.5,66266,10101,35,748,6715
2.5,18,156,29,0.5,2908,18,7.2,20084,3487,17,350,2241
3.5,20,221,61,2.4,4110,12,5.8,34783,4373,13,390,3415
7,35,365,178,5.1,8791,18,13.1,64471,9840,31,975,5635
2,17,118,14,0.4,2381,6,1.4,18107,2694,14,255,1902
6,38,305,57,4.6,7346,14,5.9,57597,8401,34,893,5943
3,17,183,81,1,3770,16,3.7,24858,3528,19,294,2828
6,46,374,135,2.5,7570,16,16.8,50787,7663,21,552,5189
6.5,34,410,98,1,8057,16,4.7,53672,8851,27,788,5216
5.5,30,383,17,5.3,6632,20,11.5,54881,8065,17,482,4578
1,9,58,28,0.6,1263,11,0.6,8603,1145,3,77,887
7,56,388,151,4.1,8223,9,14.7,68047,9091,43,749,5735
12,94,713,274,4,13399,17,31.1,97507,15777,63,1190,11095
4.5,24,249,17,2.4,5649,15,6.7,40953,5717,27,465,3876
1.5,13,87,18,0.3,1776,5,1.2,14961,2208,4,124,1272
9,69,629,43,6.2,11208,4,26.4,72683,11074,23,1088,8225
7,52,393,129,3.5,8561,15,8.1,67058,8604,32,966,6163
11.5,92,593,109,0.8,13887,7,30.8,96967,12745,31,1306,9911
1,7,70,22,0.6,1219,20,2.1,8480,1200,3,124,904
6,57,378,149,2.4,7012,19,15.7,53582,7815,39,428,5129
12.5,100,699,212,9.7,15444,7,12.1,120204,17009,43,964,10558
0.5,4,28,7,0.2,597,19,0.4,4196,703,1,48,442
10,94,536,53,8.7,12878,18,22.1,87934,11239,33,1295,8123
8,55,411,37,4.4,9553,10,8.7,78409,11951,28,638,6407
6,45,378,117,1.4,6667,6,16.8,53701,8512,14,698,5191
9.5,93,635,48,0.5,11186,5,18.6,87895,11993,26,1185,8961
10.5,71,622,6,10.5,13020,14,22.5,87412,13789,54,1002,9363
5,36,266,111,1,5983,16,11.8,48051,6795,33,358,4031
3,21,151,3,1.4,3470,13,8.9,25251,4422,19,309,2784
6,36,327,0,4.4,6727,16,7.3,57070,7840,37,500,5192
1.5,10,76,34,1.1,1670,20,3.4,12240,1726,6,117,1439
8,50,504,52,1.9,9029,12,22.9,71020,10886,21,579,7506
8.5,71,490,147,3.7,9547,12,5.8,81709,12235,39,890,7160
2.5,19,163,45,1.9,2995,4,3.9,24283,3543,11,283,2210
6.5,52,352,21,5.2,8252,15,9.7,53178,8345,42,703,6183
6,46,338,160,4.6,7200,12,6.1,58557,7887,31,870,5094
9,65,526,69,8.6,10382,5,13.2,80696,10006,53,1337,7741
9.5,64,533,15,7.8,12231,11,9.9,86797,13812,55,888,8646
3.5,29,177,27,0.2,3931,15,7,28264,5069,21,268,2866
6,41,367,19,3.8,7387,14,16.5,56733,8226,31,892,5874
6,40,400,50,1.7,7687,20,12.9,56037,8801,14,592,5838
5,39,264,74,1,6286,4,12.4,47779,6396,17,540,4895
4,33,224,7,2,4717,9,3.9,39249,5690,17,550,3892
14,96,715,209,11.9,17072,14,15.5,138035,20821,80,1258,13259
10,98,557,159,3.5,11258,14,11.5,96511,12652,65,814,8390
4,33,234,26,2.6,5011,12,6.5,36543,5547,21,438,3687
3.5,33,220,25,0.9,4538,4,4,29129,4572,15,484,3075
14,103,939,125,5.1,17706,6,23.5,136331,20891,92,1665,12534
14.5,140,972,384,9.6,18359,9,29.7,125966,16217,58,1153,13670
3.5,23,202,94,2.2,4068,8,8.3,32118,4579,11,415,3117
10.5,57,583,258,10.3,12636,4,23.5,91217,15125,49,1269,8683
12,79,624,326,11.6,15114,13,32.5,116805,17441,61,1231,10346
7,36,444,54,3.8,8016,10,16.7,63599,8279,17,591,6413
2,15,121,39,0.4,2468,15,2.4,18138,2443,6,259,1746
1.5,8,95,27,0,1833,11,3.5,14803,1877,8,115,1432
9.5,85,479,191,1.6,12256,18,23.5,80437,10946,37,682,8945
3.5,34,212,36,3,4382,7,6.6,31447,4692,12,357,3072
0.5,4,26,1,0.1,598,13,0.7,4836,632,1,48,458
2.5,25,164,55,0.7,3150,19,5.9,24874,3477,17,191,2349
9,86,577,37,7,11114,11,19.6,87999,10827,47,752,8214
7,52,364,1,5.9,8136,17,3.9,62524,9582,36,912,5685
12,117,796,324,3.1,13705,15,9.8,116545,17389,37,1754,11993
7.5,43,439,52,0.9,8866,17,20.3,72159,11228,28,739,6886
3.5,34,219,36,1.9,3906,11,2.6,29255,4599,24,262,3496
11,59,609,158,8.2,13900,7,11.3,88724,14669,23,1506,9311
1.5,10,76,15,1.2,1689,17,0.9,14713,2243,4,217,1471
7,53,382,79,6.2,8251,20,5.8,63190,9243,19,565,6055
4.5,41,235,51,3.5,5077,5,8.6,36384,4975,29,390,4050
7.5,39,412,207,5.2,8630,14,11.2,66800,8846,19,1069,6718
9,64,541,237,4.8,10503,13,10.3,82938,12880,26,1319,8173
4.5,38,233,113,2.5,5539,11,3.4,37974,5988,24,401,4185
5.5,41,308,141,3.2,6586,13,15.1,44557,6911,38,776,5138
4.5,38,227,46,2.8,5306,17,10.3,42431,5686,11,366,3916
3.5,27,216,69,0.6,4343,9,9,33791,4385,12,442,3427
8.5,85,521,29,7.7,9659,11,8,83804,12236,28,922,8282
9.5,89,502,256,2.6,11676,7,25.8,81853,11794,60,1083,8814
8.5,56,476,110,8.5,9969,4,18.1,76185,9537,57,710,7098
5.5,54,339,90,1.6,6954,9,5.9,53419,6493,38,656,4928
2,15,110,52,1.9,2495,7,3,16059,2336,8,185,1792
11,60,596,57,2.4,13585,18,20.4,103389,16313,36,1023,10308
6,40,367,105,0.7,7581,5,17.2,53139,8663,19,650,4821
8,78,405,92,5.6,10372,7,23.1,73069,9708,32,1083,7476
14,105,867,359,11,17067,4,19.9,115218,20464,85,2044,12537
0.5,3,33,11,0.5,634,12,0.8,4671,732,3,42,437
2.5,18,157,46,1.5,3220,11,3.7,23489,3552,6,224,2105
4.5,33,289,51,2.2,5323,13,4.1,39937,5327,20,562,3916
8,75,492,34,6.7,8970,17,22.7,76936,9788,34,1101,6707
3.5,24,192,38,1.3,3916,15,4.2,34956,4468,8,352,3311
0.5,3,32,1,0.2,553,13,0.9,4779,590,2,51,444
1.5,12,93,10,1.4,1675,4,4.4,13171,1743,6,184,1274
2.5,14,162,40,2.3,2768,15,6.6,20064,2984,13,248,2327
8,54,486,191,6,8879,9,4,78464,10316,35,903,7180
4.5,42,236,9,0.8,5752,6,9.4,43693,5386,13,654,3675
5.5,32,360,135,1,6987,8,10.1,44239,6378,17,690,4703
3,17,207,17,0.6,3863,8,3.8,26677,4078,6,275,2951
1.5,10,105,12,1.2,1718,5,2.6,14354,1687,5,185,1485
16,157,819,83,1.4,20092,10,47.7,154554,20229,105,2139,14849
7.5,45,380,6,2.9,9070,13,4.7,70638,11067,48,1088,7275
11.5,95,754,102,10.3,14185,8,13.6,114898,12849,74,911,10583
8,55,490,109,7,8973,18,14.6,69513,10075,47,1137,7451
4,30,249,7,0.1,4727,14,8.4,32894,4558,11,389,3949
4,26,256,109,0.1,4898,4,11.3,37274,5408,15,507,3896
0.5,3,27,11,0.5,589,13,0.6,4369,707,2,51,444
11,99,623,274,1.2,13305,13,29.9,107225,16221,42,814,9742
8.5,83,532,235,4.7,10423,9,15,75796,10534,30,960,8050
6.5,41,340,91,3.7,7350,20,14.5,61797,9606,25,568,5901
10,70,523,190,4.3,12412,15,26.1,99071,12742,53,980,9660
4.5,30,244,21,3.2,5282,7,3.3,43194,5887,28,634,4322
4,30,209,19,3,4589,4,6.2,36736,4989,16,436,3398
9,73,484,199,6.3,10555,4,23,89458,11969,31,1283,8462
3,23,165,79,0.5,3744,16,4.5,29577,4304,11,337,2765
5.5,46,311,27,3.8,6157,19,8.9,53516,7281,13,500,4667
9,61,564,188,1.1,10138,13,20.7,81773,10945,43,1122,8944
6,36,321,137,2.5,6883,14,14.4,55193,7349,17,825,5800
3.5,30,244,33,1.3,4115,8,2.5,31840,4626,7,267,3494
1,6,54,23,0.8,1129,17,2.2,9279,1154,5,123,828
3,24,168,44,1.6,3498,8,4.9,29243,3713,12,349,2756
13.5,129,921,339,3.7,15681,7,22.6,115526,19915,87,1665,10961
9.5,89,625,48,6.7,11726,15,10.8,80170,12913,29,1067,8501
2.5,18,154,30,1.1,3136,18,5.2,24877,3060,12,247,2123
17,122,1137,118,11.2,21701,7,8.8,147905,24864,36,2466,15476
1.5,10,92,30,0.2,1664,13,3.9,14620,1963,6,168,1303
2,17,129,2,0.2,2532,20,4.7,19651,2403,9,217,1986
8,77,495,200,3,9610,11,5.5,66341,10183,27,570,7864
4,26,216,42,0.6,4830,19,7.5,32797,5450,14,526,3506
8,67,427,90,4.7,8876,15,23,75600,11235,33,830,7437
11,91,600,314,1.2,14287,5,10.9,105785,14145,40,971,10805
7,51,359,130,0.7,8853,11,18.3,56068,8762,36,827,6695
7.5,59,377,60,3.8,9436,6,14.9,60063,10960,34,534,6970
3.5,19,195,96,2,3987,9,8.7,33784,5071,8,365,3204
12.5,81,729,116,10.7,14994,8,17.9,118978,14511,35,934,12173
3.5,23,185,61,1.2,4402,11,4.5,29916,3895,8,449,2909
13,80,873,28,9.5,16734,19,30.4,112155,18517,59,1915,12558
5,43,293,121,2.8,5764,20,12.6,43282,5743,35,700,4036
6.5,49,345,132,1,7256,6,12.2,62521,9336,38,966,5934
2,18,113,52,0.7,2451,15,4.3,19131,2616,7,262,1876
11.5,102,650,213,0.5,13985,18,12.7,97256,14302,53,933,10132
6.5,46,372,46,5.9,7492,7,8.7,63645,7727,26,908,6044
8,75,469,89,3.6,9773,16,9.4,73064,10229,29,874,7377
6.5,49,427,126,0.5,7344,4,10,62537,8264,18,559,5490
1.5,11,79,27,0.5,1759,12,4,13345,1895,4,211,1401
3.5,27,235,33,0,4205,19,5.7,33485,4329,16,327,2962
3.5,22,184,41,0.1,4367,13,1.9,32609,4863,14,439,3301
2.5,15,151,9,2.5,2917,9,6.5,23254,2821,17,232,2231
5.5,42,382,147,1.4,6939,18,8.6,49729,7813,13,598,5456
9.5,50,486,101,3.3,11253,4,18.1,85738,10717,45,739,8333
3,20,190,78,1.3,3743,5,7.9,26483,4225,8,279,2630
5.5,41,363,68,5.5,6968,19,14.7,45170,7886,32,503,5431
6.5,43,366,58,2.8,8373,9,14,62594,8396,17,696,5881
1.5,12,102,30,0.8,1935,14,1.9,14511,1883,8,186,1361
4.5,24,314,19,3.1,5526,7,4.8,38120,5219,22,365,4482
7,48,354,182,0.1,8134,12,19.5,61668,7810,17,590,5800
10.5,63,539,234,10,12491,10,13.5,90346,13858,46,1149,10342
8,65,441,24,8,9346,9,20.5,75613,11801,23,616,6760
4.5,32,299,57,4,5609,4,4.4,36827,5682,15,562,4294
10,52,502,1,3.5,12525,16,23.6,82292,13144,52,1473,9185
4,27,242,1,1.1,4949,15,2.3,35118,5118,20,519,3259
4.5,23,253,104,4,5094,6,4.8,42804,5240,13,316,4305
15,104,801,182,13,18967,12,42.5,125411,19130,45,1642,13720
10.5,90,587,68,6.9,12268,11,20.6,101624,14373,54,1429,9235
2.5,17,150,47,2.5,3188,15,6.9,20661,3670,5,209,2349
9,48,573,76,6,10900,14,15.9,87427,10724,38,842,8157
9,59,466,250,7,11067,5,11.9,84547,12322,58,1065,7995
4,36,243,68,1.4,4967,7,10.5,39101,5371,22,486,3464
1,5,52,20,0.8,1285,17,2.7,9467,1144,4,90,965
7.5,52,466,7,2.4,8470,18,11.1,74926,11134,26,856,6750
5,26,271,47,1.3,6291,11,5.1,46878,6336,17,442,4769
8,49,526,33,7.1,10303,12,12,73322,10560,52,996,6561
2.5,18,146,43,2.3,3103,16,2,21912,3728,8,224,2087
1,8,52,9,0.1,1156,4,2.8,8782,1205,4,106,934
18,108,1016,109,17.7,20973,12,29.4,177010,21053,81,2136,15012
5.5,30,354,2,3,6094,13,11.1,50257,7468,23,402,5343
2.5,21,139,6,1.7,3178,11,7.2,24860,3616,16,265,2119
1,8,58,29,0.3,1275,4,2.5,8824,1354,6,94,898
1.5,8,79,42,1.3,1777,4,1.7,14170,2170,10,158,1384
14,90,940,130,12.4,17058,9,24.3,117163,18570,80,984,12018
5,32,272,47,2.5,6415,5,14.6,46126,6781,11,470,4434
3.5,33,177,15,3.3,4333,15,5.9,32598,4189,16,266,3226
12,62,809,113,11.5,13597,14,12.7,96482,15929,48,971,11974
8.5,48,540,166,2.4,10470,10,19.6,82093,9971,37,794,6990
5.5,36,348,62,1.4,6139,14,3.5,44649,6176,31,819,5035
3,20,184,70,1.3,3882,9,8.9,24511,4457,8,434,2642
12.5,71,781,252,1.2,15399,5,37.5,115756,16555,33,1593,11802
3,18,209,22,2.2,3668,13,2.9,25315,4247,10,276,2790
4,25,244,112,1,4841,5,4.7,36782,4710,19,368,3658
4.5,39,261,73,2.1,5659,5,10.2,41081,5308,24,605,3977
8,75,408,38,3.5,9697,7,21.9,64644,11054,25,931,7463
1.5,11,96,28,0.7,1901,17,2.3,14088,2028,4,172,1377
2.5,23,127,63,1.1,3142,4,1.9,22274,3624,16,335,2216
2,13,130,8,1.8,2360,13,5.1,19872,2226,7,140,1939
5.5,35,385,143,2,6686,14,8.1,46738,7519,13,626,5071
2.5,23,157,50,2.3,2945,20,7.3,22581,3750,17,232,2120
4.5,35,259,77,3.9,5597,16,11.8,44338,5370,25,320,3952
11.5,79,628,142,2.1,14711,15,26.2,92118,12831,73,1279,9262
12,64,824,226,9.4,15115,14,23.1,101138,17579,79,1395,9912
5,43,303,45,0.9,6440,20,13.4,40331,5849,10,529,4829
10,87,644,194,7.6,12192,9,7.3,91376,12330,63,1141,8376
10.5,86,624,109,1.3,13314,7,6,86739,12468,44,1076,8565
6,41,405,159,4.6,7424,19,14.4,51785,8413,20,607,4882
5.5,32,376,124,5.1,6958,7,4.7,54649,6474,38,622,4480
7.5,48,425,113,4.1,9284,12,6.4,60459,9618,35,977,6711
5,47,259,47,2.2,6484,6,4.8,48810,7112,15,492,4904
7.5,62,403,65,4.6,8746,7,12.1,69672,9436,37,886,6286
6.5,64,329,5,1.8,7807,20,12.7,63674,7636,37,817,5864
6.5,36,395,1,1.8,7339,10,14.8,62038,7596,28,491,5858
7,42,464,6,0.2,7822,7,15.4,65286,8895,30,896,6109
4,37,202,83,1.3,4472,4,5.3,39310,5297,24,298,3320
1,5,53,12,0.5,1103,5,2.7,8810,1204,2,124,918
5,45,251,76,3.3,6285,6,10.3,45861,6079,34,571,4553
3.5,18,219,91,3.3,4226,16,3.6,32673,4892,23,271,3195
5,43,297,144,4.1,5724,9,3.1,41465,5781,14,456,4287
4,38,262,95,2,4973,19,7.5,39017,5025,18,406,3865
5.5,43,298,52,0.6,6528,17,14.9,45027,7879,20,485,5311
10,79,627,90,2.2,12391,14,10.7,84607,14909,46,1331,8419
9.5,67,649,23,3.2,10589,7,6.2,80646,14238,36,1225,8467
7,47,404,174,1.9,8321,8,13.1,68713,9751,47,886,6197
8.5,66,468,223,3.3,9541,7,7.2,71610,10804,58,1101,7742
5,33,333,60,0.1,6215,16,2.6,49686,6977,20,654,4380
2,19,134,21,1.7,2334,6,4.7,19724,2259,13,298,1609
1.5,14,84,34,0.1,1900,7,3,14736,1889,10,159,1206
1.5,13,98,41,1.1,1806,5,1.2,14692,1811,7,123,1323
10,66,548,47,9.6,11524,13,11.2,92474,11341,25,857,9359
2,13,115,16,1.2,2231,10,4.4,17685,2740,7,241,1894
7.5,51,383,65,7.1,8699,5,11.6,63843,8909,26,774,6070
6,37,359,58,2.5,7508,8,12.3,53265,6870,30,514,5161
8,59,454,179,6.4,9349,16,22.3,75056,10431,32,753,7831
5.5,50,322,22,3.8,6317,19,9.7,48148,6837,34,751,5447
10.5,69,569,293,8.9,11762,18,12.9,102531,14612,34,1200,10469
8.5,78,478,86,0.5,9644,7,5.9,70855,10327,47,1212,6906
2,16,125,55,1,2545,15,2.8,16911,2453,6,217,1916
1,9,52,21,0.5,1163,6,1.9,9823,1112,3,141,844
1.5,15,84,42,1.4,1794,18,4.3,14240,1752,10,107,1363
8,48,486,94,4.4,10314,8,7.3,69718,10803,34,909,7388
1,9,66,24,0.3,1220,11,2.7,9684,1467,6,149,839
0.5,3,31,4,0.4,592,20,0.4,4788,556,2,40,473
8.5,81,434,187,5.9,10354,4,16.6,81154,11300,32,868,8236
6.5,44,437,42,2.7,8399,19,4,56738,8069,34,481,5842
1.5,14,76,12,1.4,1839,11,4.2,12585,1651,10,156,1350
6.5,55,352,103,0.1,7678,9,19.5,53551,7166,22,499,6306
0.5,4,28,14,0.4,572,9,0.8,4824,731,3,54,500
1.5,12,96,42,0.8,1945,17,2.7,14905,2062,10,170,1467
6,55,349,166,2.4,7224,20,6.8,52492,8446,29,797,5245
1.5,11,95,21,1.5,1806,6,2.5,13468,1995,8,210,1279
2,18,105,49,1.6,2547,8,1.6,16919,2390,14,166,1683
6.5,58,411,44,0.8,7581,10,10.8,53619,9384,17,679,5798
5,36,270,24,2.2,6071,8,4.4,43042,6490,24,733,4303
8,73,431,20,6.1,9417,14,20.5,71409,10795,20,1177,6851
3,20,209,55,0.5,3549,7,4.5,27686,3315,10,297,2448
8.5,48,594,118,7.3,10492,5,18.9,81671,9674,32,609,7578
2.5,25,146,38,1.6,2931,16,3.5,22976,2873,10,187,2266
2.5,13,170,33,2.2,2775,4,4.6,24096,2907,12,366,2498
2.5,19,129,33,0.6,2887,4,4.5,23981,2822,13,334,2425
9,58,478,17,0.3,10721,5,24.6,75684,13231,20,782,8062
3.5,27,206,88,3,4545,5,2.9,28513,5185,24,500,3067
9.5,61,558,61,4.3,10504,9,11.5,92265,12539,46,1151,8950
2,18,123,31,0.7,2491,15,5.1,19891,2706,4,193,1691
9,63,479,107,6.1,11468,7,25.7,76893,13239,53,1271,7248
20.5,158,1278,298,20.2,26282,16,43.1,176041,26778,87,1590,19011
7,49,422,140,5.8,8407,10,4.7,61483,9757,20,975,6102
7.5,38,482,65,7,9064,15,9.1,66278,8705,18,838,6909
5.5,45,333,31,0.4,6199,19,7.5,48516,7102,20,573,4580
2,17,113,4,1.5,2248,20,3.7,19517,2832,10,185,1818
10,62,512,253,6.3,11557,14,20,82793,13794,66,1277,8480
15,131,781,256,6.8,18435,20,44.5,143796,22342,70,1412,13488
4,33,204,41,1.8,4540,19,4.7,39050,5118,10,313,3901
7,49,475,40,0.4,9003,11,6.8,69754,8952,14,944,5671
5.5,46,324,37,0.9,6441,17,16,51502,8159,35,409,5205
1,10,59,1,0.8,1236,14,1.5,8335,1274,4,108,842
6,46,392,64,5.1,7467,17,9.1,53500,8019,16,636,5660
7,44,399,136,5.4,8906,14,9.3,62506,9203,23,1023,5857
5,29,317,134,0.2,5964,20,5.7,44572,5637,11,468,4767
9.5,77,636,66,7.7,11457,15,21.4,88009,12179,41,1288,9381
7.5,45,422,128,5.7,9686,14,10.9,73195,9669,31,625,7146
9,61,595,241,6.9,11560,17,10.7,82844,10373,60,775,7208
1.5,10,75,35,0.6,1773,12,1.4,14589,1875,7,156,1324
2.5,21,132,31,0.1,3114,20,4.5,21132,2944,10,250,2239
0.5,4,29,4,0.3,614,16,0.6,4305,567,1,64,497
2,12,110,1,1,2346,18,5.8,18849,2467,10,193,1838
6.5,64,446,123,0.4,8356,17,10.9,58104,9220,25,856,6291
9,74,551,195,2.3,11023,17,18.5,88188,12263,51,926,7984
7,56,368,72,0.7,8833,11,13.5,65068,10202,34,656,6206
8.5,58,548,126,1,9388,10,10.9,78114,11306,34,897,7314
14,81,729,231,9.5,17671,9,38.2,128715,18062,67,1835,13795
1,6,56,4,0.4,1114,4,1.8,9439,1471,2,132,848
3,28,209,39,2.1,3516,11,5.4,26191,3373,6,369,2462
16.5,105,1024,276,4.9,18627,16,28.7,159391,22767,91,1482,14962
7.5,74,470,53,6.2,9471,12,10.6,71077,9339,22,556,6397
11.5,79,584,169,6.1,14045,8,11.4,99212,12789,28,1357,10649
15.5,122,868,350,2,18193,7,34.1,151383,20282,69,1139,14963
1.5,15,100,21,1.3,1866,18,2,13647,1868,10,121,1284
1.5,14,85,42,1.4,1889,17,0.8,14369,2077,9,126,1411
4,33,237,13,3.1,4944,14,8.7,38194,4485,22,574,3402
10.5,90,630,110,8,13155,20,8.2,86187,11997,66,1369,8820
6.5,58,418,89,0,8071,10,9.6,53723,9256,18,508,5324
4.5,24,298,96,2,5669,7,5.1,42386,6734,10,484,3897
7,61,438,198,4.2,8017,5,18.2,69780,7991,24,764,6151
7,53,401,97,4.1,8569,17,16.6,63028,9548,49,731,5629
0.5,5,28,10,0,630,19,0.5,4546,598,3,45,496
3.5,25,241,82,2.4,3988,8,6.8,34330,4733,9,310,2849
10.5,90,594,32,10.2,12582,20,15.6,97919,12515,24,914,9222
10.5,92,678,78,3.5,12096,15,16.1,85311,15041,32,1453,9768
6,59,345,15,0.7,6935,12,15.3,56307,7920,40,838,5876
3.5,30,235,70,2,4175,8,9.6,34153,4741,12,316,3178
4.5,39,241,101,2.8,5258,9,10.4,36574,5882,19,412,4407
1.5,15,101,13,0.4,1651,14,2.5,14468,2215,5,160,1287
2.5,14,135,28,0.6,3244,9,2.4,20637,3491,12,294,2240
5.5,51,361,135,3,6286,4,12.2,49490,6197,17,784,5422
9,68,554,18,0.2,10934,11,25.9,77073,11590,38,805,8972
4.5,33,238,118,2.4,5799,13,10.9,43462,5550,21,326,4353
11,107,751,133,9.5,13397,10,24.6,97848,15929,40,904,10527
6,32,351,139,4.6,6669,12,13.4,52789,7073,19,702,5192
5.5,33,349,134,4.1,6278,18,7.5,50808,6848,12,758,4503
8,74,543,116,6.8,9928,19,10.4,73093,9589,22,952,7273
13.5,70,809,209,7.8,16213,4,38.9,127993,16837,71,1071,12212
7,39,383,148,7,8602,15,12.8,62870,8446,32,649,6458
9,87,529,196,2,11070,12,11.2,73500,10046,44,1116,7259
3.5,30,206,34,1.4,4099,13,3.5,30025,5064,12,407,3250
13,66,763,224,7.4,16693,20,21.2,113832,15789,57,1829,11047
5,37,276,44,3.1,5838,10,8,49182,6729,17,450,4125
4,31,275,7,0.9,4890,8,6.3,35992,5437,19,432,3944
9.5,77,538,227,4.6,10595,9,23.6,76833,13666,47,1295,8041
9.5,64,543,164,8.4,11405,15,21.8,83423,10795,22,755,9324
2,12,112,16,0,2369,13,2.8,17683,2268,13,264,1807
7.5,72,406,109,1.9,8870,14,7.6,74357,9110,19,706,6473
1,9,52,23,0.3,1248,10,2.1,8062,1192,4,106,910
4.5,31,281,77,1,5176,11,12.7,40958,5819,16,501,4184
9,55,612,213,2.2,11405,16,26,83954,11171,58,1081,8919
2,18,122,27,0.2,2442,4,2.2,18793,2373,8,229,1697
1.5,12,84,39,0.8,1762,19,2.1,13055,1890,6,167,1436
3.5,32,187,49,2,4446,16,2.1,31364,4081,7,312,2994
3.5,31,208,26,2.4,4362,17,9.2,30498,4517,17,362,2892
5.5,38,354,43,0.9,6852,6,9.3,53492,7217,25,535,5017
3,20,166,65,2.8,3747,13,3.9,28328,3617,9,348,2961
0.5,4,28,9,0.2,558,17,1.4,4793,715,3,46,446
12.5,122,650,355,4.5,15326,7,15.7,106801,16625,46,1720,12480
3,30,183,5,2.1,3453,9,2.8,28334,3355,10,259,2955
10,76,573,34,3.5,12525,16,20.3,87396,12781,67,899,9462
3.5,34,242,81,2.1,4501,13,2.3,32282,3887,19,429,2895
9.5,56,637,135,4.8,10829,13,19.4,77549,13531,41,762,8340
4.5,35,244,130,2.2,5130,19,13.2,38392,5788,19,646,3707
6.5,65,358,43,6.5,7812,12,10.7,63650,7342,42,757,5841
5.5,32,383,22,5.4,6716,18,4.7,46621,8013,17,512,5043
7,43,447,183,4.9,8753,4,19.7,66323,9608,41,600,5921
4,22,242,12,0.1,4536,16,11.1,39629,4799,24,449,3628
11.5,105,606,105,0.5,13940,10,9.3,109751,14413,27,871,9369
8.5,52,528,243,8.3,11040,17,12.8,81177,11130,53,744,8022
7.5,58,518,143,1.7,9138,18,19.7,65914,10670,16,924,7392
4.5,25,228,33,3.2,5812,17,5.9,42785,5035,15,444,3887
12,104,735,78,1.6,15229,15,31.6,116602,17868,27,1395,11985
2.5,13,158,39,1.3,3101,20,4.9,21870,3183,9,181,2436
2,12,105,27,1.4,2392,15,5.1,18293,2382,7,235,1877
2,17,135,49,0.9,2360,17,4.5,18417,2813,4,255,1645
12,97,619,247,1.5,15194,7,14.5,119488,15378,53,1357,10142
12,84,752,17,10.2,14664,6,25.3,105208,16835,62,1786,11251
11.5,98,648,172,8.9,13331,5,17.6,99334,13707,44,1432,9217
9,49,504,197,5.4,9939,18,15.7,84179,13168,23,1307,8334
7,62,469,164,5.9,7813,18,12.3,69774,9052,20,782,6654
2,11,138,54,0.8,2367,12,5.8,19589,2492,8,187,1844
8.5,70,484,104,5.4,9470,20,4.5,78698,12426,26,941,7931
2,11,107,15,1.2,2556,12,3.4,17673,2488,6,275,1649
3.5,19,214,15,1.5,3981,5,2.2,28504,4262,19,336,3362
8.5,59,528,137,2,9910,7,14.8,69545,11435,53,749,6857
7,49,451,64,5.4,7893,17,11.8,66809,9210,34,1028,5778
2,14,110,7,0.7,2355,15,2.4,16581,2205,10,206,1735
4.5,30,234,78,2.6,5308,15,12.3,44409,6557,25,565,4063
4,29,278,80,3.1,5190,6,3.3,33777,5028,18,349,3362
7,37,430,116,0.3,7817,14,10,60636,9936,48,979,6486
2,19,110,30,1,2568,13,5.7,18358,2875,6,230,1960
5.5,29,309,130,5.1,7001,13,5.4,51501,7242,24,775,5096
4.5,42,313,105,2.9,4980,7,6.3,42983,5153,14,577,4251
2,16,122,41,1.7,2473,12,1.2,17776,2227,4,154,1830
8.5,54,483,236,4,10599,17,17.2,79910,10381,32,1086,7813
7,50,409,22,6.7,8058,17,14,68229,8944,46,938,6931
9.5,77,534,260,0.4,11774,4,23.1,86499,10584,40,957,7786
2.5,19,166,12,2.3,3104,4,5,23607,3392,9,325,2309
11.5,85,739,21,0.5,13964,5,27.8,92101,14606,35,1599,9441
2,13,119,4,1.3,2299,12,3.2,18958,2616,12,282,1928
10,80,671,198,9.9,12026,15,27.1,98694,14637,64,784,9764
4,26,241,58,0.4,5124,6,9.1,33609,5899,19,517,3950
3.5,27,218,67,3.3,4406,14,7.9,30031,3913,7,319,3426
6,54,389,41,0.7,6844,13,17,49054,6745,21,801,5727
7.5,38,410,132,4.3,8807,17,7.9,61760,8844,47,683,7149
