Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1,11,93,2,231,3050,14,4.7,24416,4822,83,2146,7873
1,11,115,8,288,3802,13,4.1,23329,4554,51,2334,7996
1,13,90,21,296,3112,7,0.6,27101,4445,65,2148,8445
2,20,177,18,512,6286,13,1.7,55286,8893,106,4681,15762
2,21,190,16,590,7908,19,5.8,54854,9864,129,4317,14671
3,32,348,10,719,9241,18,13.7,72329,13497,152,6668,25195
2.5,24,197,35,738,8185,4,2.4,60528,10979,181,5394,22399
3,36,358,86,740,10349,14,4.2,73955,14816,201,6584,22619
2.5,40,286,21,761,9738,14,1.3,58273,11510,161,5857,20583
4,18,403,13,1283,12931,16,17.5,100747,18482,327,9349,35130
1.5,14,148,31,490,5095,16,4.8,36041,6402,124,3393,11287
2.5,5,283,45,782,8117,12,2.7,68321,11384,206,5962,20662
2.5,11,196,20,768,9811,13,9.4,69546,11188,196,5824,17526
3,26,321,62,937,11871,17,4.1,76104,13838,166,7062,22673
1,2,108,14,240,3949,11,2.4,23814,4729,83,2253,7630
1.5,15,169,9,381,5351,4,2.7,37366,6863,116,3493,10783
2.5,6,261,17,617,7682,14,6.4,65319,10896,206,5988,18897
2.5,10,221,28,681,8627,4,5.5,67242,11500,209,5684,21401
2,5,219,55,572,7297,4,9.3,54883,9300,120,4784,14398
2.5,36,197,72,721,8951,10,4.2,67370,11718,129,5893,21890
2,9,155,16,603,7757,19,9.1,55650,9279,161,4440,15420
3,5,266,57,852,10524,13,10.5,69657,14099,249,6828,23926
1.5,11,130,18,452,5461,9,6.9,35223,7179,118,3259,12896
1,1,124,3,247,3985,7,3,23610,4916,63,2294,8840
2.5,32,315,50,628,8693,12,9.2,67681,11743,157,5266,19426
1.5,8,143,27,403,5600,11,5.6,39857,6849,100,3586,11440
3,49,290,57,701,10156,14,7.3,69872,14518,223,6500,22202
2,5,242,16,524,6902,20,9.1,53988,8845,108,4377,14112
1,14,83,6,252,3828,7,3,25146,4249,67,2183,8534
2,9,239,19,534,7636,17,2.6,55716,8813,139,4622,15819
3,21,256,17,744,9062,8,2.3,81597,14842,182,7136,23037
1,2,115,1,248,3962,5,4.3,26299,4998,63,2101,7830
1.5,17,144,13,443,4731,10,4,41381,6550,115,3520,12840
0.5,5,46,11,132,1518,16,0.6,12419,2165,29,1179,4288
3,11,275,40,860,9541,5,5.2,79553,14139,209,6339,21846
1.5,7,120,43,366,5062,14,1.1,38644,6728,113,3492,13266
1,16,122,22,292,3129,10,4.5,24738,4255,60,2342,8727
0.5,2,52,6,147,1574,12,1,12491,2412,35,1074,3999
2.5,3,207,9,737,8484,11,6,67559,11280,157,5390,20717
3.5,57,417,43,971,10774,18,14.6,91907,15735,190,7409,29235
1.5,15,138,35,459,5392,20,6.8,39269,6461,85,3242,12528
1.5,22,149,25,459,5701,19,2.1,34791,7434,78,3300,10780
2,13,201,5,521,6493,6,8.7,55402,8946,128,4582,14731
3,7,331,73,886,10700,15,11,81538,13901,202,6535,26973
4,7,459,95,1306,12348,19,2.8,107884,18612,207,9162,33775
2.5,35,261,69,650,9755,9,3,63930,11854,152,5451,19445
2,29,180,2,648,6258,4,9.6,55525,9649,157,4677,16143
1.5,2,188,13,445,5483,14,4.7,38938,6590,123,3548,12914
2.5,18,223,7,652,8758,17,4.4,64788,11917,127,5879,20398
1,16,88,28,252,3593,11,4.8,24216,4623,90,2264,8618
3,15,270,72,812,10462,7,13,69619,13105,215,6779,23744
2,31,218,45,571,7414,11,6.5,48260,8810,112,4207,16823
1.5,3,167,3,368,5161,20,1,37764,7154,115,3460,11510
4,46,405,57,1270,14665,17,4.7,102348,19472,273,9529,28455
2,24,196,55,643,6450,18,8.4,49495,8975,125,4355,15447
0.5,1,56,11,154,1785,20,1.8,13767,2201,30,1167,3563
1.5,5,141,10,393,5666,18,5.8,39865,6932,106,3538,12477
1.5,24,157,40,456,5583,20,2.3,38857,6670,119,3575,10771
3,37,285,9,806,10626,9,3.6,72893,13522,259,6416,25531
3.5,32,363,32,1124,13328,18,3,85624,17236,235,7800,31255
1.5,6,148,23,393,4816,14,6.9,40054,7466,81,3479,12515
2,27,233,36,543,7878,12,3.4,50620,9940,126,4328,16525
3.5,29,307,3,922,12182,16,15.2,95003,16956,193,7685,30878
1,6,92,26,311,3666,5,1.2,24258,4651,70,2318,7154
1,13,103,18,271,3101,14,5,23960,4405,64,2100,8045
2.5,38,239,50,670,9691,18,4.1,64079,11992,175,5639,17856
2.5,21,244,33,788,9316,15,1.6,62264,10894,135,5723,21074
2.5,12,275,52,790,9771,17,7,65754,10890,203,5834,20689
3,36,313,56,862,9050,13,7.8,83867,14675,181,6967,23419
1,4,81,8,252,3834,6,0.8,25391,4699,78,2163,7142
0.5,8,54,12,143,1557,7,0.9,13889,2317,35,1160,3595
1.5,19,179,43,488,4573,18,1.1,35802,6871,112,3189,13331
2.5,4,272,10,744,7852,19,10.7,69530,11571,142,5753,21127
1,13,103,29,248,3031,15,3.2,26681,4301,68,2164,7910
3.5,27,376,59,1004,11050,5,10.9,91993,15502,304,7951,31103
1.5,12,138,18,362,5955,19,6.8,36842,6805,113,3577,12961
1,5,121,23,329,3262,15,2.6,23457,4568,78,2135,7392
1,15,111,26,265,3236,9,2.3,24140,4582,66,2127,8165
2,33,193,41,491,7448,7,6.4,55966,9122,122,4647,17451
2.5,28,250,14,789,9523,6,9.5,60449,11894,219,5856,21265
1.5,13,143,39,368,4819,13,5.2,34505,6731,119,3251,11119
1,6,106,25,308,3224,20,4.8,26280,4571,50,2157,7190
2,30,242,6,555,7312,10,9.7,48011,8532,130,4753,16552
4.5,26,398,84,1348,15992,14,7.3,107844,21290,301,10201,35831
2.5,15,222,47,625,8354,5,9.1,58869,10704,215,5327,20065
2,14,220,55,557,6621,16,9.9,53400,9155,126,4215,16710
1.5,25,178,30,360,5726,11,0.8,37986,6543,122,3547,11521
0.5,1,58,5,151,1848,19,1.4,12569,2256,27,1082,4425
1.5,18,173,24,479,5847,17,3.2,40209,7137,85,3479,11153
2.5,7,311,65,776,9162,11,2.6,69682,11532,209,5461,21167
1,6,116,7,285,3216,17,2.5,24458,4517,81,2241,8705
1.5,10,170,43,448,4894,6,2.3,40494,6355,89,3505,11671
1.5,7,123,29,403,4604,5,6.9,38412,6392,127,3183,13445
0.5,1,42,4,154,1983,19,1.7,12130,2310,41,1141,3694
3,44,232,60,829,9244,20,7,74614,14416,172,6997,26182
1.5,14,160,11,451,5550,4,5.7,35200,7265,130,3573,12510
2,4,210,12,502,7568,14,5.9,55264,9146,115,4361,14280
3,19,359,82,972,11187,14,6.7,81638,12974,220,6882,26862
1.5,17,124,43,348,5971,5,1.4,41807,7253,125,3501,11852
1,1,95,25,286,3242,20,1.4,24109,4796,86,2375,8266
2.5,31,242,13,819,8124,19,4.5,68532,11165,138,5923,22186
1,12,100,21,273,3633,20,2.7,24037,4827,53,2193,7539
2.5,13,249,13,771,9842,5,2.3,62285,10941,197,5776,18613
3,37,366,19,704,11771,12,11.9,83156,14676,253,6975,22194
1.5,16,121,8,485,5114,20,5.1,37158,6492,83,3275,13014
2,8,224,25,588,6471,20,4.9,51426,8894,140,4491,16646
2,7,171,38,527,6415,15,9.4,53048,9656,140,4212,17776
2,8,164,36,631,6061,14,4,53940,9119,157,4201,17635
1.5,3,175,36,477,5328,5,5.7,41342,6796,77,3383,12526
2.5,20,275,21,694,9482,11,6,59334,11323,200,5620,19550
2,34,252,11,637,6585,4,9.9,54037,9335,118,4733,14072
2,7,168,20,628,7756,20,2.3,51903,9711,147,4747,17509
3,34,328,69,840,10714,11,4.1,69781,13263,204,6424,21091
1.5,25,166,31,455,5608,8,6.9,35906,7301,123,3279,11315
0.5,7,42,13,145,1901,10,1.8,13964,2392,28,1113,3748
2.5,31,251,51,579,9606,18,1.7,62241,11898,173,5386,21275
1.5,14,135,10,432,5859,16,3.2,35268,6441,120,3245,11795
1,14,117,11,316,3493,13,3,26052,4746,85,2232,7693
3,47,337,43,923,10702,14,8.9,72642,13534,245,7013,25119
2,4,172,6,605,6085,6,1.9,52806,8942,159,4210,17804
1,3,84,14,232,3751,13,4.5,24185,4946,83,2110,8028
1.5,2,170,20,375,4909,6,2.3,36125,6423,101,3218,12920
2.5,3,302,35,586,9022,10,9.7,61364,12121,141,5835,17895
2,32,178,10,611,6712,11,3.1,49357,9222,171,4476,16589
1.5,9,163,16,428,5359,5,2.8,40664,6786,115,3238,12628
1.5,14,179,9,457,5712,8,6.1,37543,6557,129,3281,10514
2.5,18,232,35,719,8794,15,7,61346,11386,146,5844,21511
2.5,34,261,37,619,8643,6,10.7,62705,10821,222,5882,22427
1.5,12,118,12,409,5736,7,3.7,36705,7303,83,3538,13073
3,39,367,32,973,9921,10,15,79257,14558,179,6734,24440
2.5,3,244,71,708,9775,8,8.4,62151,12050,170,5656,18457
2.5,18,296,16,761,8971,20,2,68433,12054,138,5342,18462
1.5,23,172,35,447,5982,5,6.9,35506,6318,111,3233,12888
2.5,16,252,25,583,8952,15,4.2,68191,10862,138,5707,17918
1.5,8,182,10,386,5323,7,6.3,41330,6582,131,3465,12002
2,5,215,21,499,6705,18,3.6,51737,9350,127,4779,17187
3,45,340,46,933,10173,15,10.7,80325,15000,221,6839,23274
2,15,238,51,621,6272,18,5.5,51028,9352,178,4634,17873
2,13,217,15,492,7967,7,4.7,48781,9995,111,4298,15409
2.5,14,312,65,806,8899,4,7,68569,12487,189,5998,21654
2.5,36,202,9,597,8323,15,4.5,64855,12369,179,5527,22079
4,50,346,89,1278,14949,18,19.6,108971,17582,288,8514,33318
3,9,237,53,863,9677,7,5,80508,14981,233,6333,24902
1,10,98,19,241,3333,18,3.7,26501,4631,64,2305,8991
4.5,33,507,93,1083,13621,8,8.9,108676,22101,238,9686,40250
2,27,202,57,478,7810,14,5.3,47485,8470,142,4531,16714
4,31,322,10,1286,15655,6,15,101857,18718,269,8677,29395
1,9,87,17,270,3433,15,1.3,24080,4642,76,2156,7160
1,14,102,11,272,3037,14,1.9,27394,4467,53,2299,8480
1,6,88,20,262,3565,5,0.7,27881,4512,74,2202,7876
1,1,109,12,266,3779,20,2.3,24888,4635,72,2155,8788
3,44,312,69,860,10154,16,8.2,73350,12825,250,6366,26162
3,18,258,35,805,11670,12,12.8,72553,14825,152,6823,23138
4,18,364,59,960,15931,20,13.2,101854,19305,249,9584,31825
2.5,15,281,53,645,9148,13,2.8,68795,11296,222,5388,17543
1,15,104,12,303,3429,14,1.9,27427,4564,80,2248,8908
2,11,209,9,539,7079,13,3.4,50859,9695,124,4609,15819
2.5,6,317,67,737,9340,19,7.1,59268,11962,184,5328,17567
3,28,238,72,729,11377,9,2.8,75740,12821,181,6951,23392
1,4,119,8,255,3049,20,0.8,23279,4686,73,2321,7086
2,2,206,6,615,6422,17,2.9,46668,9461,114,4567,14780
3.5,54,441,34,998,10816,9,13.9,94256,16596,264,7905,28313
1.5,10,157,17,370,5812,11,4.3,41687,7486,104,3404,13159
1.5,13,152,17,387,4997,15,5.6,40403,6345,102,3210,10844
1,5,103,2,299,3808,18,3.9,23255,4520,74,2296,8176
2,3,204,51,651,7725,20,5.3,55751,8709,132,4638,14611
4.5,52,442,10,1230,14346,7,2.9,107246,20391,361,9501,37641
0.5,7,44,11,158,1570,11,0.7,13842,2336,32,1075,4184
1,15,97,21,321,3148,5,4,27901,4372,78,2162,7516
1,10,88,15,308,3830,12,2.7,25070,4399,90,2271,7556
2,11,200,32,604,7294,20,8.4,47376,9905,151,4538,17520
2,19,240,8,618,7888,12,8,55410,9450,123,4366,14581
1.5,11,157,1,486,5510,12,5.4,37821,6309,125,3209,12728
1,13,80,22,253,3136,4,3.4,27526,4713,89,2260,8610
1.5,12,173,35,462,4707,9,5.6,37731,7217,116,3346,11737
2.5,40,283,65,670,9169,9,3.2,58154,11418,165,5900,19035
2,10,250,53,618,7115,19,2.6,54903,8903,147,4673,17796
1.5,20,181,6,474,5899,9,6.4,35805,7309,123,3357,11166
2.5,22,232,26,746,7884,8,10.3,69402,12182,202,5296,18743
1,4,86,12,237,3949,17,2.7,26916,4955,67,2387,7722
3.5,42,342,90,1114,11416,12,8.2,95797,15725,194,8008,29262
2.5,18,225,24,731,9641,13,7.7,60650,12456,132,5583,21090
2.5,5,203,31,695,9262,17,2.4,60174,10687,153,5851,19208
2.5,14,288,65,752,9104,15,2.1,61477,11175,167,5567,21364
