Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
2,1,1,592,1,606,362,185,15,1752,1,0.4,4.3,4,3,10569,10,2,7433,7433,85,4479,3818,5777.3588
1.25,1,2,357,1,424,222,103,7,1092,1,0.3,3.2,4,2,5437,7,2,4845,4845,75,2787,2144,3877.4064
1.5,1,1,392,2,487,357,112,12,1227,1,0.6,4.9,2,2,6837,11,4,5618,5618,84,3167,2623,4419.8234
2,2,2,555,1,553,459,145,8,1752,3,1,6.4,3,3,8460,11,3,7061,7061,107,4446,3877,5559.037
0.5,1,2,148,1,121,97,38,4,449,3,0.3,1.1,3,0,2655,10,2,1852,1852,22,1096,976,1304.745
1.25,1,2,348,1,423,243,111,11,1078,1,0.7,2.6,4,2,5843,10,3,4833,4833,64,2846,2479,3881.4516
1.5,2,2,443,2,446,299,117,13,1236,1,0.4,3.3,2,0,7489,7,3,5198,5198,77,3186,2597,4208.6788
1.25,2,2,325,2,397,254,83,10,1029,2,0.7,3.4,4,3,6427,7,4,4495,4495,69,2701,2400,3672.1044
1.5,2,1,522,2,356,260,107,10,1310,1,0.9,3.4,2,2,8483,7,2,5659,5659,83,3203,2662,3819.4276
1.25,2,1,343,2,303,234,99,7,1096,1,0.6,3.7,3,0,5340,7,3,4711,4711,56,2801,2538,3273.375
1.25,2,2,392,1,407,224,103,11,1092,1,0.5,3.6,2,3,6246,8,4,4353,4353,54,2719,2206,3687.2482
0.75,2,2,252,3,200,138,53,6,617,1,0.3,1.8,2,2,3693,8,1,2645,2645,33,1578,1376,1977.7076
0.5,2,2,150,1,125,116,38,3,423,3,0.4,1.3,3,1,2897,8,1,1877,1877,26,1061,942,1320.7734
1.75,2,1,486,3,612,417,116,13,1560,2,1,3.5,4,3,8211,10,4,6653,6653,90,3900,3025,5418.1702
1.25,1,2,427,2,296,263,89,10,1043,1,0.7,3.3,3,1,6039,11,2,4292,4292,62,2677,2299,3180.0248
0.75,2,2,208,3,181,164,69,4,676,2,0.6,2.4,4,1,3274,11,3,2636,2636,40,1662,1298,2007.7518
1.75,2,2,462,3,490,332,153,14,1516,2,0.8,3.5,3,2,8815,8,3,6070,6070,106,3686,3162,4833.232
3,1,1,971,1,784,524,225,21,2626,1,1.1,7.5,2,2,17061,7,1,10374,10374,158,6481,6188,7977.1372
2.5,2,2,706,1,778,589,189,16,2254,1,1.1,5.8,4,2,13620,7,2,9326,9326,152,5385,4819,7297.681
1,2,1,277,2,313,179,91,5,820,2,0.8,2.8,2,1,4591,10,1,3478,3478,46,2134,2077,2897.3812
1,2,1,338,1,295,207,93,6,890,2,0.7,2.8,4,0,4611,11,4,3767,3767,54,2185,2001,2889.4312
1,2,1,319,2,343,234,77,8,840,3,0.7,2.3,2,3,4284,7,2,3712,3712,47,2253,1713,3080.5378
2,2,2,583,1,482,342,150,13,1811,1,1,6.7,2,1,10406,11,1,7328,7328,103,4600,3676,5300.6912
2,1,1,585,3,533,406,144,9,1684,2,0.7,3.8,2,3,9995,7,3,7473,7473,112,4243,3697,5334.451
0.5,1,2,175,1,122,102,38,4,412,2,0.4,1.6,4,1,2237,11,4,1712,1712,21,1072,1030,1307.5014
1,1,1,318,1,270,205,79,8,860,3,0.2,2.9,2,3,5597,8,1,3608,3608,64,2252,1805,2804.0864
3,2,2,808,1,979,585,209,25,2539,3,1.5,5.7,3,2,16661,10,1,10431,10431,172,6763,5296,9034.2692
1.25,1,1,402,3,372,272,97,6,1017,3,0.9,3.1,3,0,6269,10,4,4564,4564,76,2709,2195,3596.1348
1.75,2,1,497,3,576,363,120,10,1537,1,1.4,5,2,1,9469,11,2,6547,6547,104,3731,3529,5209.6338
1.75,2,2,556,1,560,312,146,7,1550,2,0.8,5.2,2,3,7864,7,1,6358,6358,92,3866,3535,5198.8308
1,1,1,274,1,239,216,72,7,878,1,0.5,2.9,4,1,5763,10,3,3641,3641,54,2219,1827,2626.5286
3,2,2,828,3,918,598,285,13,2431,1,1.9,8.3,3,0,15749,11,4,10595,10595,167,6773,5300,8877.9148
2,1,1,662,2,502,346,176,14,1653,2,1,4.4,3,1,8306,8,2,6865,6865,117,4491,3875,5398.2692
0.75,2,1,246,2,223,148,69,3,641,3,0.4,2.2,3,3,4110,11,4,2661,2661,37,1635,1368,2160.239
3,2,2,898,1,952,617,252,27,2675,1,1.2,6.2,4,1,13242,8,2,10263,10263,143,6547,5113,8774.3044
2,2,1,620,2,496,401,141,8,1752,1,1,3.7,2,0,9657,10,1,7103,7103,105,4257,3684,5150.5644
1,1,1,274,2,236,177,74,6,876,1,0.4,3.2,4,3,4817,7,4,3789,3789,48,2252,1770,2613.1254
0.75,2,1,223,1,235,159,53,3,674,3,0.2,2.1,3,1,4312,11,1,2577,2577,40,1670,1295,2219.4314
0.75,1,1,248,3,187,164,71,3,621,2,0.2,2.1,3,1,3409,10,3,2563,2563,40,1697,1543,2041.2648
1,1,1,320,2,245,226,87,5,883,3,0.3,2,2,0,4776,11,4,3600,3600,57,2187,1773,2639.2262
2,1,1,619,3,523,440,131,10,1780,3,1,5.1,2,2,11440,7,2,7207,7207,108,4461,4020,5394.871
0.5,2,1,146,1,165,113,46,4,445,1,0.2,1.6,2,3,2695,10,2,1933,1933,29,1053,880,1509.197
1.25,2,2,388,2,311,270,104,7,1135,1,0.3,3.5,4,2,6481,8,3,4813,4813,66,2850,2264,3380.6682
1.25,1,2,407,2,293,275,98,5,1127,3,0.6,2.4,4,0,6981,11,2,4431,4431,71,2737,2397,3239.4902
1,1,2,329,2,258,229,88,7,860,3,0.5,2.2,2,0,4284,7,1,3809,3809,53,2296,1976,2749.6408
1,2,1,297,1,340,217,86,8,828,2,0.2,3.3,4,1,4337,7,3,3850,3850,47,2282,1790,3114.2854
1,2,2,314,2,333,209,78,6,872,2,0.8,3.1,4,0,5517,10,4,3698,3698,63,2166,2033,3063.0574
0.75,1,1,233,3,236,146,64,4,645,1,0.6,2.4,2,1,4269,7,3,2550,2550,40,1627,1548,2212.5458
1.5,1,1,503,2,381,284,123,10,1357,1,0.5,3.1,4,0,8518,10,4,5534,5534,78,3329,3071,4018.4226
0.75,2,2,253,2,233,138,69,6,618,1,0.3,2.3,3,0,3162,8,3,2782,2782,31,1590,1541,2161.3294
1,2,1,307,1,233,200,75,7,893,2,0.7,3.4,2,0,5096,11,4,3537,3537,49,2231,2074,2582.3742
2,1,1,679,1,595,356,154,12,1639,3,0.6,3.7,2,0,9840,7,2,7622,7622,85,4312,3935,5575.11
1,1,1,288,2,331,179,85,7,886,3,0.6,2.2,2,3,5354,8,1,3655,3655,62,2236,2002,3068.4958
2.5,2,2,653,3,793,450,205,18,2210,3,1.2,7.6,2,3,11096,11,3,8516,8516,103,5683,4300,7383.4242
3,1,1,804,3,908,543,255,19,2587,2,1,7.8,2,1,13670,7,3,11516,11516,138,6876,5487,8731.049
1.5,1,2,494,2,388,317,106,10,1262,3,1,4.4,3,2,7715,11,3,5317,5317,75,3259,2574,3990.921
1.75,1,1,565,2,427,310,166,16,1516,1,0.6,4.6,2,1,8845,8,4,6283,6283,84,3716,3437,4511.007
0.75,1,1,254,3,184,142,66,5,638,2,0.2,2.2,2,3,4025,10,4,2705,2705,44,1610,1392,1977.303
1,2,1,262,2,302,230,76,8,874,1,0.6,2.9,2,1,5357,7,2,3648,3648,42,2234,1793,2872.3194
0.5,2,2,174,2,115,115,38,3,449,2,0.3,1.5,4,1,2599,8,3,1793,1793,23,1050,1019,1269.4338
2.5,1,2,697,3,618,514,202,21,2057,2,1.8,4.9,4,0,11093,10,3,9336,9336,150,5566,4435,6675.7046
3,1,2,935,2,914,684,280,14,2467,1,2,7.8,2,2,17133,10,4,11404,11404,173,6420,5324,8676.4266
3,1,1,850,1,830,567,213,16,2444,3,1.4,6.5,4,1,16250,8,4,10950,10950,154,6898,6107,8396.039
2.5,1,1,653,2,866,437,215,22,2186,1,1.3,6.6,2,3,11913,8,4,8641,8641,130,5745,5003,7835.5576
0.5,2,2,141,2,137,91,39,4,424,2,0.1,1.2,4,0,2055,11,3,1738,1738,28,1077,890,1393.658
3,2,2,972,2,964,715,258,17,2444,3,1.6,6,3,2,14539,10,1,11645,11645,148,6689,6207,8930.6218
2.5,2,1,747,2,713,497,198,13,2139,2,1.8,8.3,3,2,10481,7,3,8576,8576,132,5342,5197,6943.2702
1.25,1,2,414,1,345,275,92,11,1047,3,0.7,4.2,4,3,6311,10,3,4693,4693,56,2837,2391,3490.7982
0.75,1,2,204,1,233,139,51,3,674,1,0.5,2.1,4,2,3442,10,2,2691,2691,40,1722,1316,2245.5314
2.5,1,2,670,1,792,581,194,14,2179,2,1.1,8.1,4,0,14459,7,4,9411,9411,133,5569,5117,7427.9338
3,1,2,906,2,939,560,269,16,2640,3,2.2,7.1,2,1,16919,8,3,10532,10532,175,6593,5827,8860.1608
1.25,2,1,434,3,323,240,101,6,1125,2,0.7,3.3,2,0,7028,8,1,4519,4519,68,2704,2518,3341.2186
2,1,2,523,2,521,376,141,15,1817,3,0.5,5.9,3,1,9389,8,3,7201,7201,127,4410,3710,5436.0708
1,2,1,272,1,304,188,93,5,861,3,0.8,2.4,3,1,5302,10,4,3472,3472,61,2147,1899,2918.9494
3,2,2,780,2,918,557,235,17,2617,3,2.1,9.2,3,1,13234,8,2,10319,10319,120,6377,5576,8457.1018
1,1,1,264,3,230,183,80,6,899,1,0.8,2.3,2,0,5048,10,3,3456,3456,43,2225,1776,2543.2496
0.5,1,1,158,2,128,96,47,3,435,1,0.3,0.9,2,2,2561,8,2,1802,1802,32,1072,1036,1356.2232
1,2,1,324,2,350,232,79,5,878,2,0.3,1.9,3,0,4676,8,2,3879,3879,64,2108,1939,3090.4022
0.75,2,1,223,1,238,135,68,4,642,2,0.4,1.7,3,1,3389,7,2,2745,2745,39,1722,1416,2274.2418
0.5,2,1,152,3,151,110,36,4,428,3,0.2,1.6,3,0,2600,8,2,1908,1908,29,1083,973,1457.028
2,1,2,599,3,538,466,179,18,1648,1,1.5,6.5,2,3,10822,7,3,7385,7385,126,4443,3778,5592.6514
1.25,2,2,413,2,314,243,99,11,1044,3,0.9,2.3,4,3,6016,8,1,4606,4606,52,2875,2484,3350.3302
1.25,2,1,327,1,343,276,95,8,1086,3,0.4,4.1,3,2,5599,8,3,4833,4833,78,2820,2493,3532.7548
1.25,2,2,382,3,407,298,84,8,1086,1,1,3.9,2,2,6780,7,2,4745,4745,58,2765,2615,3712.968
0.75,1,1,236,3,202,146,60,3,651,3,0.5,1.7,3,1,3822,8,4,2891,2891,40,1624,1314,2053.0244
2.5,1,2,875,2,858,580,184,19,2242,2,1.7,4.7,3,3,10798,8,3,8927,8927,154,5318,5127,7608.9916
0.75,2,1,205,2,231,175,60,7,617,3,0.4,2,4,0,3083,7,4,2891,2891,46,1657,1345,2233.0166
1.25,2,2,411,2,301,262,89,6,1113,1,0.4,3.5,4,0,6844,10,1,4537,4537,52,2784,2219,3236.5858
2,1,2,554,1,563,396,172,13,1626,3,1.4,6.1,3,1,9149,11,1,7149,7149,100,4448,3481,5615.8658
1,2,2,347,1,262,214,67,7,892,1,0.5,2,4,0,5095,11,1,3655,3655,41,2142,2021,2633.29
3,2,2,950,3,937,684,258,26,2517,1,1.3,5.5,3,2,17114,8,4,10617,10617,171,6360,5905,8693.2168
3,2,1,1027,3,1040,615,214,19,2583,2,1.4,7.8,2,2,17150,7,1,11031,11031,144,6779,6138,9249.832
3,2,2,910,2,980,706,255,21,2674,3,0.8,7.8,3,2,16854,8,2,11002,11002,157,6644,5189,9010.6658
1.5,1,2,511,2,449,258,117,8,1343,1,1.2,3.2,2,3,6267,11,3,5323,5323,75,3231,2594,4243.8744
1.75,2,2,547,1,518,309,122,13,1421,1,1.1,5.5,2,3,8559,11,1,5969,5969,96,3733,3516,4923.2578
1,1,1,318,3,322,227,73,7,818,1,0.3,2.4,2,0,4829,10,4,3746,3746,43,2208,1715,2939.9548
0.75,1,1,255,2,237,178,62,7,682,1,0.3,1.9,4,2,3205,8,1,2824,2824,44,1601,1549,2224.687
2,2,2,651,2,558,444,146,10,1711,1,1.5,4.9,4,2,10174,8,1,7092,7092,85,4595,4134,5593.9328
2,1,2,683,1,615,400,156,10,1637,1,1.2,5.4,2,1,9354,11,3,7293,7293,127,4386,3904,5863.8988
0.75,1,1,228,3,234,151,69,5,642,1,0.6,2.4,3,0,3386,7,2,2823,2823,34,1584,1559,2176.9542
2,2,1,532,1,684,393,139,12,1748,1,0.9,6,4,2,10716,11,2,7421,7421,120,4588,3762,6259.4702
0.5,2,1,136,3,136,93,37,3,452,2,0.3,1.3,3,0,2353,8,1,1767,1767,26,1077,904,1374.8516
1.25,1,2,336,1,307,266,117,9,1118,1,0.9,3.1,4,0,5237,11,1,4502,4502,54,2750,2181,3290.3084
3,2,2,937,1,698,534,282,22,2684,3,0.6,9,3,3,15481,8,2,11025,11025,171,6605,6236,7789.4022
0.75,1,2,258,1,260,172,64,6,676,3,0.3,2.4,4,2,3324,11,2,2635,2635,42,1618,1539,2338.2968
0.75,1,2,245,2,240,168,67,6,652,3,0.3,2.4,2,1,3972,10,1,2768,2768,34,1604,1561,2202.1854
1.25,2,2,336,2,318,221,96,10,1064,3,0.6,3.8,2,3,7154,7,3,4505,4505,61,2669,2523,3273.2188
0.5,2,1,151,1,133,86,43,3,453,2,0.2,1.3,4,0,2220,8,4,1823,1823,30,1074,950,1387.063
1,1,2,260,1,291,209,85,5,842,1,0.2,2,3,0,5733,7,1,3685,3685,56,2214,1927,2862.2716
2.5,1,2,849,3,778,475,174,15,2088,2,1,5.1,3,0,10758,11,4,8803,8803,109,5332,4613,7089.4136
1.75,2,2,571,1,499,338,139,13,1574,2,1.3,5.3,4,3,9618,8,4,6086,6086,100,3693,3085,4870.6506
1,1,2,312,1,322,208,74,5,818,2,0.4,2.3,3,1,5068,11,3,3789,3789,59,2126,1707,2954.0556
2.5,2,1,773,1,616,442,180,18,2051,3,0.5,5,3,1,10923,11,1,9021,9021,145,5657,4489,6644.4846
2.5,1,1,651,1,826,486,183,19,2260,3,1.7,6.6,4,1,13110,11,4,9284,9284,145,5518,4807,7561.481
2,2,2,587,1,677,405,153,15,1694,2,0.9,5.4,3,1,10750,11,3,7550,7550,102,4366,3986,6057.519
1,2,2,315,1,230,192,88,7,855,3,0.6,2.2,2,0,4749,8,4,3461,3461,54,2152,2001,2546.5738
2,2,1,522,3,490,470,142,11,1699,2,0.6,6.6,3,2,8282,8,2,7186,7186,81,4511,3659,5222.9024
1.75,2,2,577,3,468,413,123,12,1558,3,1.2,4.8,2,0,9041,11,3,6289,6289,100,3705,3411,4699.0672
2.5,1,1,803,2,685,469,201,14,2096,1,1.1,5.4,2,2,12619,7,1,9247,9247,127,5321,4953,6750.3568
1,2,1,279,3,325,202,93,5,857,1,0.3,2.4,4,3,5352,11,3,3572,3572,58,2249,1926,3064.2194
0.5,2,1,156,3,135,102,33,4,409,1,0.2,1,2,1,2063,10,3,1921,1921,27,1104,938,1371.1616
2.5,1,1,850,3,728,468,214,20,2043,2,1.8,8.2,2,3,14478,8,3,9433,9433,156,5435,5199,7146.5776
2.5,2,2,723,3,746,451,211,22,2027,1,1.9,4.6,3,1,10750,11,2,9039,9039,145,5422,4677,7157.593
0.5,2,2,163,2,122,95,41,3,444,1,0.3,0.9,4,2,2658,7,1,1814,1814,30,1113,874,1353.9446
1,1,1,289,2,334,175,75,8,844,2,0.6,2.7,2,2,5531,7,2,3656,3656,54,2164,1975,3009.1012
2,1,1,569,2,506,395,184,12,1771,1,1.2,6.8,2,1,11059,11,2,7800,7800,94,4391,3766,5320.8238
1.75,2,2,523,3,586,307,162,14,1486,3,1.3,4.9,3,2,9623,8,3,6584,6584,84,4018,3608,5405.5506
3,1,2,892,3,911,522,250,16,2632,3,2.1,6.8,4,3,16661,11,2,10832,10832,167,6862,5957,8838.7822
1.25,2,1,402,1,416,222,108,11,1079,2,0.3,4.2,3,3,5837,11,3,4311,4311,75,2759,2549,3833.3714
1.25,2,1,373,3,429,289,102,6,1124,3,0.3,3.9,3,0,5690,8,4,4369,4369,78,2627,2595,3824.844
0.75,1,2,233,1,238,162,67,4,640,2,0.3,1.4,4,3,4170,10,4,2762,2762,46,1636,1410,2255.425
1.5,2,1,450,1,377,294,128,10,1347,2,1,3.4,2,3,8109,10,4,5279,5279,63,3203,2625,3883.5858
2,2,1,647,3,471,452,145,15,1737,3,0.4,4.7,3,2,11574,10,1,7277,7277,104,4407,3494,5136.7398
0.75,1,2,255,2,248,141,56,4,631,2,0.4,2.2,2,2,3510,7,2,2890,2890,46,1615,1453,2264.01
1.75,1,2,501,2,489,341,144,9,1451,1,0.4,3.4,3,1,9715,7,3,6600,6600,96,3801,3670,4843.615
1.75,1,2,562,3,542,307,137,14,1528,1,0.6,5.6,3,3,7222,8,3,6297,6297,97,3788,3118,5088.5254
0.5,1,2,133,2,148,103,44,3,446,1,0.3,1.6,2,1,2072,11,2,1924,1924,29,1137,932,1475.1264
1.25,1,1,334,3,375,243,110,9,1037,3,0.9,4.1,2,2,6859,8,2,4671,4671,57,2659,2258,3539.0418
0.5,2,1,168,2,125,90,45,4,429,2,0.2,1.2,4,2,2551,11,1,1739,1739,21,1136,892,1358.4552
1.25,1,2,327,3,389,293,97,8,1072,3,0.8,2.6,3,1,7033,7,2,4815,4815,66,2645,2354,3603.5476
0.75,2,2,199,1,250,130,66,3,668,3,0.3,2.1,4,2,4326,8,1,2662,2662,34,1655,1409,2284.9232
1.25,2,2,335,2,378,252,97,9,1120,1,0.9,3.3,2,0,6677,10,3,4273,4273,69,2648,2311,3560.2564
2.5,1,1,868,2,620,446,185,19,2072,2,1.8,5,4,2,11230,7,4,9015,9015,120,5706,5054,6639.571
2,1,2,630,2,540,349,150,12,1809,2,1.4,6.5,3,2,8955,11,4,7422,7422,105,4277,3640,5405.641
1,1,2,319,2,248,174,75,4,843,2,0.7,2,3,3,4213,10,2,3544,3544,55,2197,1704,2644.1776
0.5,1,2,173,1,160,103,43,2,419,1,0.1,1,3,3,2718,10,3,1754,1754,21,1108,1030,1488.6426
2.5,2,1,689,2,690,536,186,17,2110,2,1,7.3,3,1,10715,10,1,9460,9460,134,5348,4661,6818.961
1,1,1,269,1,249,214,85,7,859,1,0.6,3.2,4,2,4452,11,3,3657,3657,41,2214,1985,2649.0754
1.25,2,1,333,1,305,219,97,10,1042,3,0.5,3.1,3,0,6742,10,4,4394,4394,63,2673,2266,3225.1494
1,1,1,263,3,299,226,93,5,845,1,0.7,3.4,3,3,5571,10,1,3785,3785,60,2273,2074,2972.3632
1,1,2,325,1,263,234,75,9,820,1,0.6,2.1,2,3,5554,11,4,3576,3576,58,2269,2083,2756.6858
3,2,2,930,2,1028,686,219,22,2721,3,0.6,7.2,3,0,14726,7,1,10959,10959,162,6778,5889,9258.1722
1.5,2,1,511,2,387,356,132,10,1226,2,0.6,4.7,4,0,6354,10,3,5636,5636,68,3214,2924,3984.9668
0.5,2,2,171,1,138,111,34,4,433,1,0.3,1.6,2,1,2387,10,1,1798,1798,31,1055,967,1379.2594
2.5,1,2,805,3,697,589,236,16,2199,2,0.9,5.8,3,0,12334,10,4,8740,8740,129,5371,4868,6904.1348
1.75,2,2,544,2,489,338,151,13,1568,2,1.3,5.8,3,3,8574,10,2,5966,5966,89,3838,3288,4881.2178
1.5,1,2,434,3,396,307,138,11,1291,2,0.6,4.6,3,1,6559,7,1,5599,5599,94,3199,2816,4093.3858
1.5,1,1,521,3,482,319,103,10,1291,3,0.8,4.7,2,0,8468,10,2,5227,5227,67,3358,2728,4432.8126
1,1,1,277,1,262,236,94,4,852,3,0.8,2.5,4,0,4513,11,3,3417,3417,45,2114,1984,2675.7846
2,1,1,682,3,593,479,166,9,1637,3,0.4,4.5,3,0,9206,7,2,6915,6915,125,4296,3680,5721.6392
2.5,1,1,851,1,679,523,237,21,2246,2,1.9,7,4,2,12121,8,2,8543,8543,147,5543,5005,6997.1252
0.5,2,2,166,2,120,95,36,3,432,2,0.1,1.2,2,2,2323,8,3,1912,1912,31,1102,938,1319.0526
1.25,2,1,369,2,360,258,84,5,1076,2,0.8,3.7,2,0,5165,10,4,4577,4577,79,2777,2415,3565.205
1.75,1,1,506,3,487,299,120,8,1564,3,0.6,3.3,2,0,10013,10,3,6589,6589,91,3999,3553,4883.2026
1.75,1,2,474,1,423,396,147,12,1448,2,0.4,5.7,2,2,7430,10,4,6237,6237,89,3757,3342,4519.837
3,2,1,960,1,976,572,273,16,2654,3,1.5,8.5,2,0,15233,7,1,10403,10403,124,6837,5202,9011.5956
1.75,1,1,512,1,449,345,163,10,1568,3,1.1,4,4,3,8848,8,1,6808,6808,103,3866,3481,4766.1286
1.5,2,2,465,1,523,341,117,11,1280,1,0.5,4.7,4,1,7012,10,2,5370,5370,92,3171,3061,4629.2834
2.5,1,1,739,1,778,591,234,21,2073,3,1.1,5,2,1,10783,8,2,9357,9357,146,5514,4619,7383.9986
0.75,1,1,257,3,258,176,60,5,608,1,0.5,1.6,4,0,3811,11,3,2789,2789,44,1645,1316,2339.9622
1.25,1,1,349,2,357,293,97,8,1048,1,0.4,2.7,4,2,5199,8,4,4476,4476,75,2826,2307,3589.7608
0.75,1,2,209,3,187,131,49,4,673,3,0.3,2.1,2,2,3630,7,2,2705,2705,47,1622,1394,1983.183
0.75,1,2,210,3,240,133,58,5,660,2,0.2,2.2,3,1,3166,8,3,2813,2813,35,1620,1333,2204.6872
2.5,2,2,846,2,780,534,171,22,2033,3,0.9,5.8,2,2,13100,11,3,8510,8510,124,5491,5067,7229.103
2.5,1,1,785,3,605,549,214,17,2118,3,1.9,6.6,2,2,14091,7,3,9690,9690,133,5656,4635,6631.2002
0.5,1,2,164,3,118,109,45,2,453,3,0.2,1.1,4,2,2272,7,3,1784,1784,31,1056,1031,1315.3794
0.5,1,1,149,3,174,107,46,3,409,3,0.3,1,4,1,2129,7,4,1879,1879,30,1084,948,1581.7438
0.75,2,1,249,2,192,153,54,4,653,2,0.2,2.3,3,2,4349,7,1,2599,2599,42,1615,1429,2004.2718
1.75,2,1,581,1,452,412,115,12,1504,2,0.6,5.6,3,3,7960,7,2,6385,6385,74,3849,3194,4622.127
1.75,2,1,581,1,541,330,147,12,1469,1,0.9,5,3,3,10060,8,1,6268,6268,84,3917,3175,5126.443
3,1,1,857,2,835,613,268,22,2634,1,0.8,9.7,4,2,13394,10,4,11548,11548,183,6517,6003,8402.6028
1.75,2,2,546,2,434,416,144,14,1575,1,1.1,4.4,3,3,9094,11,4,6622,6622,87,3678,3295,4522.3908
0.5,1,2,153,2,119,105,35,4,414,1,0.2,1.2,3,2,2150,10,2,1775,1775,31,1118,903,1332.105
1.5,1,1,407,2,382,259,98,9,1258,1,1.1,4.1,3,1,7656,11,1,5524,5524,69,3238,2660,3916.7252
2,1,1,637,2,567,432,134,11,1629,2,1.1,4.7,2,2,8943,7,2,7723,7723,126,4423,3924,5629.6506
1.75,2,2,514,3,485,310,142,8,1482,1,0.4,4.8,2,3,9109,11,3,6755,6755,108,3769,3232,4844.5278
1.75,2,2,589,2,475,396,116,14,1516,3,1.2,4.3,2,0,9523,7,2,6802,6802,88,3688,3583,4668.9926
2,1,2,679,3,498,394,132,13,1808,3,0.9,5.4,3,0,8252,8,4,7607,7607,82,4282,3883,5111.3064
2.5,2,2,792,2,772,437,199,13,2048,1,1.6,6.6,4,1,12555,10,2,8890,8890,107,5250,5072,7070.418
2,1,2,567,1,630,474,190,13,1765,3,1,5.4,2,1,10256,10,4,7780,7780,127,4310,3789,5940.0812
2,1,1,680,2,652,342,180,15,1794,1,0.8,6.5,3,0,10706,7,1,6942,6942,111,4355,3980,6006.5012
1,1,1,274,2,299,175,67,7,856,1,0.4,1.9,3,1,5487,8,4,3493,3493,49,2181,1902,2833.1084
2.5,1,1,864,3,635,434,187,14,2080,3,1.4,4.8,3,2,11990,7,2,8545,8545,123,5743,5043,6724.269
2,1,2,667,1,537,357,156,15,1730,1,1.4,6.3,4,2,8263,7,3,6941,6941,100,4386,3619,5450.5406
3,2,1,926,1,704,512,223,24,2477,1,1,8.5,4,1,16144,8,2,11115,11115,135,6766,5484,7718.8678
0.5,2,2,165,2,123,105,40,4,443,3,0.3,1.4,2,3,2211,11,3,1740,1740,25,1056,1047,1298.9622
1,2,2,341,2,323,227,85,7,847,3,0.7,2.3,3,2,5201,8,1,3853,3853,62,2114,1958,2980.6652
1.75,2,2,544,3,582,383,120,13,1473,3,0.6,4,2,1,9859,7,4,6366,6366,72,3895,3593,5210.1518
2.5,2,1,863,3,825,488,177,20,2192,2,1.6,5.9,4,2,13847,8,4,9320,9320,103,5661,4872,7488.1504
1.75,1,1,541,1,555,405,135,12,1570,2,1,3.4,2,2,9183,11,2,6387,6387,93,3992,3113,5226.2316
1,1,1,264,1,294,219,74,6,811,3,0.3,2.6,4,3,5637,10,3,3891,3891,52,2132,2100,2820.0894
1.25,2,2,334,2,414,266,88,8,1051,2,0.5,3.4,2,1,5856,8,1,4682,4682,75,2833,2343,3827.4552
1.75,2,1,476,2,535,328,161,16,1555,1,1.1,4.7,4,3,7660,7,1,6722,6722,86,3889,3585,5116.265
1.5,1,1,397,2,446,327,107,9,1247,1,0.7,3.4,3,1,8276,11,4,5592,5592,63,3167,2875,4156.2062
3,1,2,1023,3,718,676,276,17,2607,1,1.7,7.4,2,0,16848,10,4,11358,11358,138,6691,5280,7815.0176
1,2,1,341,2,265,179,88,6,859,3,0.6,3.1,2,1,5091,11,3,3806,3806,60,2101,2057,2703.0822
2.5,2,1,824,2,601,432,226,13,2218,2,1.9,7.5,3,1,12646,7,1,8544,8544,137,5716,4901,6680.9472
1,2,1,321,1,321,175,88,9,888,1,0.2,3.2,4,1,4709,7,3,3522,3522,63,2220,1882,3043.3258
1.25,2,1,423,2,400,225,117,7,1032,3,0.5,3.2,2,3,5335,8,4,4380,4380,50,2839,2396,3722.888
1.75,2,2,593,3,530,390,121,7,1566,2,0.9,5.2,2,3,9780,11,3,6394,6394,75,3847,2994,4974.229
1,2,1,330,3,236,200,72,7,859,2,0.4,1.8,4,1,4531,11,3,3661,3661,50,2133,1771,2541.6222
2,1,1,627,2,697,437,135,16,1731,3,0.6,6.7,4,2,8938,11,2,6877,6877,128,4488,3644,6290.3226
1,1,2,315,1,262,183,73,7,889,1,0.4,2.8,4,0,4807,8,3,3750,3750,41,2279,1768,2718.9304
3,2,2,1049,3,948,634,239,22,2497,1,1.9,5.5,4,2,12314,11,3,11122,11122,151,6673,5961,8833.7698
2,2,2,686,1,602,431,150,15,1725,3,0.7,6,3,0,8702,10,2,7566,7566,107,4406,3591,5756.7904
2.5,1,2,843,3,640,571,229,21,2072,3,0.6,4.9,2,2,11872,8,1,8507,8507,135,5724,5249,6825.3714
3,1,1,830,1,749,676,243,18,2611,1,0.7,8.7,4,3,14074,8,4,11011,11011,161,6463,5622,7877.9338
1.25,1,2,350,3,436,218,93,10,1085,2,0.5,2.6,3,2,5876,7,4,4508,4508,67,2816,2294,3896.8842
1.25,2,2,331,2,303,250,109,10,1019,1,0.8,2.8,2,1,5328,10,1,4452,4452,68,2663,2529,3236.3026
2,2,2,669,1,525,417,142,12,1768,3,1.3,4.4,4,1,9282,8,4,7024,7024,97,4553,3633,5445.3624
