Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
1.25,2,1,193,1,325,217,91,10,799,1,7,2.6,6,0,11691,4,1,3499,3499,27,269,2918,1853
1.5,1,1,243,3,384,291,86,17,1031,2,8,4,5,0,10534,3,2,3755,3755,37,395,3891,2258
2,1,1,282,2,484,410,168,20,1252,1,10,6,6,2,17039,3,1,5783,5783,47,477,4745,2862
2,1,1,312,3,492,376,126,15,1237,3,10,5.8,5,1,18612,6,1,5541,5541,41,457,4724,2858
0.5,2,1,74,1,116,98,29,5,347,2,2,1.3,5,0,3675,4,2,1161,1161,13,128,1370,690
0.5,1,1,80,2,120,91,37,4,316,2,2,1.2,5,2,3656,3,1,1228,1228,11,109,1137,691
1.75,1,1,249,2,408,316,111,15,1051,3,8,5.1,5,2,15648,6,3,4450,4450,49,376,5141,2418
1.75,1,1,289,2,427,333,126,17,1202,1,9,2.4,6,2,14903,4,3,4553,4553,40,448,4609,2485
1.75,2,2,271,3,459,368,116,21,1196,2,8,3.6,4,0,15155,6,1,4868,4868,52,447,4386,2676
1.75,2,2,276,2,471,314,123,23,1159,2,7,4.6,5,2,16662,5,1,4557,4557,47,503,4607,2747
1,2,2,162,3,234,179,56,11,630,2,5,1.8,4,1,8682,5,3,2524,2524,21,265,2152,1376
0.5,2,1,71,2,134,102,30,5,317,2,2,0.9,6,1,4905,6,2,1378,1378,11,143,1059,768
0.5,1,1,71,1,140,89,40,5,318,3,2,1.1,5,1,4213,3,2,1393,1393,13,131,1030,798
0.5,2,2,72,3,132,101,29,4,305,2,2,0.9,4,2,3550,5,2,1276,1276,14,140,1001,766
1,1,2,158,1,266,171,65,8,603,1,4,2.6,6,2,7862,6,3,2792,2792,23,266,2971,1530
1.75,1,1,250,2,431,344,133,14,1088,1,9,2.7,5,2,17018,5,2,5008,5008,46,472,4703,2541
1.5,1,1,237,2,352,291,93,16,910,1,8,3.1,5,0,12094,6,3,3529,3529,40,369,3102,2095
1.75,1,2,266,2,477,313,147,14,1183,2,7,4.8,5,0,15574,6,2,4318,4318,35,425,4135,2700
1.5,2,2,213,2,379,318,90,12,1030,1,7,3.4,6,1,12996,4,1,3576,3576,44,397,4025,2240
0.75,2,2,107,2,203,143,42,10,497,1,3,2.1,5,1,6760,6,1,2145,2145,22,173,2221,1166
0.5,1,2,72,2,120,90,35,5,313,2,2,0.8,5,1,4907,3,1,1318,1318,13,112,1244,692
1.25,2,2,189,3,338,234,89,15,874,2,6,2.3,4,1,9231,4,1,2940,2940,26,359,2615,1941
1.5,1,1,239,1,360,278,97,17,1012,1,7,2.3,5,0,11068,4,1,3664,3664,37,355,3600,2089
2,1,2,285,3,492,425,161,20,1299,3,11,5,4,0,19310,4,2,5685,5685,50,562,5081,2950
0.5,1,2,82,2,116,85,37,4,315,2,3,0.8,4,2,3832,5,2,1424,1424,14,124,1461,695
1.25,2,2,192,2,344,227,69,10,762,3,6,3.8,5,2,9605,5,3,3189,3189,34,316,3587,1992
1.5,2,2,218,2,361,288,85,19,1045,2,6,4.2,6,0,13270,5,3,3808,3808,44,418,4169,2169
1,1,2,157,3,248,191,85,12,600,1,4,2,4,2,8839,4,1,2798,2798,26,254,2639,1445
0.75,1,1,111,1,181,153,62,8,503,3,4,2.2,4,1,5617,5,1,2021,2021,20,164,1532,1072
0.5,1,2,75,1,127,90,39,6,324,2,2,1.3,6,2,4573,5,2,1253,1253,13,112,1270,732
1,2,1,141,2,254,189,76,7,600,2,5,1.9,6,2,9102,5,2,2833,2833,28,241,2345,1480
0.5,2,2,75,3,115,103,41,4,324,1,2,1.3,4,2,4718,5,1,1439,1439,14,116,1388,685
1,1,1,158,1,272,198,64,14,632,1,5,2.9,5,1,9645,4,2,2359,2359,21,213,2230,1541
0.5,1,1,70,2,130,95,34,5,349,3,2,0.9,5,0,4345,4,1,1438,1438,11,131,1008,743
2,2,2,314,3,522,420,117,16,1278,2,8,4.3,6,0,19415,6,2,4620,4620,43,562,5733,3011
1,1,1,142,1,231,183,83,8,693,2,4,2.3,5,0,7556,3,3,2351,2351,30,231,2881,1372
1.75,2,1,268,2,444,326,145,24,1070,3,7,3,4,0,13992,3,2,4915,4915,45,442,4475,2562
3,1,2,451,1,731,546,172,29,1873,3,14,9.1,6,2,24766,3,1,7113,7113,76,860,8639,4386
1.5,1,2,225,3,415,268,100,18,910,2,8,3.5,4,1,12495,5,1,4054,4054,43,351,3508,2385
3,2,1,429,2,793,537,168,29,1995,1,14,8,5,0,21456,6,2,6925,6925,86,790,8644,4639
1.75,2,2,286,3,490,330,122,14,1110,1,10,3.5,4,2,16917,3,1,4076,4076,45,433,3535,2806
3,1,1,467,2,720,619,206,29,1913,2,14,4.5,4,0,24361,4,2,8423,8423,69,722,8957,4174
1.5,2,1,228,3,417,274,127,15,1006,2,6,3.3,5,0,13400,6,2,3969,3969,35,396,3298,2371
2,1,2,327,2,546,344,134,14,1303,2,8,6.2,6,1,19474,6,3,4662,4662,48,536,4336,3149
3,1,2,421,3,824,616,228,25,2018,1,15,9.1,6,2,27833,4,1,8071,8071,67,743,7552,4740
1.5,1,1,226,1,374,282,114,13,942,3,7,4.4,4,2,14991,5,2,3888,3888,43,398,4228,2232
0.5,2,2,75,1,124,89,30,5,346,3,2,1,4,2,3956,5,3,1359,1359,10,140,1101,718
3,1,1,477,1,796,573,168,30,1879,1,12,5.1,6,1,22884,3,3,8145,8145,83,671,8622,4511
1.5,1,1,220,3,364,272,85,13,930,3,8,3.6,5,0,10914,3,1,3998,3998,30,429,3792,2156
1,1,2,157,2,256,170,80,8,685,1,4,2.3,6,1,9269,6,2,2588,2588,29,277,2815,1506
1,1,2,154,3,240,172,63,8,687,3,4,1.7,4,2,7770,5,2,2695,2695,29,256,2260,1410
1.5,2,1,240,2,377,299,86,17,1011,2,8,3.9,4,1,14987,5,3,3565,3565,32,392,3515,2209
2,1,2,318,3,560,397,117,18,1236,2,10,4.2,6,2,14288,4,1,5656,5656,50,487,5778,3183
1,2,1,153,3,259,215,65,8,655,1,4,1.6,6,1,8223,6,1,2591,2591,22,222,2243,1458
1,2,2,145,1,258,200,76,10,650,3,5,2.1,4,1,7216,5,3,2875,2875,26,255,2324,1504
0.5,2,2,78,2,131,96,30,6,302,3,2,1.4,4,1,4904,4,1,1217,1217,13,131,1019,762
2.5,1,2,373,2,627,518,166,25,1540,1,9,7.7,4,1,19746,4,3,6819,6819,51,702,6738,3668
0.75,2,1,110,1,207,154,51,10,495,1,3,1.5,6,2,5787,3,3,2020,2020,20,210,1593,1190
2.5,1,1,354,3,650,467,206,19,1642,3,9,5.3,6,1,19527,6,2,6165,6165,66,560,7488,3703
0.75,2,2,110,3,187,132,53,8,474,3,4,1.6,5,1,7416,5,3,2126,2126,21,186,1704,1102
2,2,1,322,1,461,390,150,19,1242,3,11,4.8,6,1,17288,3,3,4728,4728,49,430,5309,2727
2.5,1,1,406,3,612,511,201,25,1704,3,14,5.5,4,0,18861,3,3,5813,5813,58,609,5049,3597
1.75,2,2,286,3,418,322,121,20,1184,2,7,2.8,4,2,14167,5,2,4357,4357,50,436,5010,2450
2,2,1,319,2,488,383,158,17,1292,1,11,5.2,6,0,18250,4,3,5663,5663,45,490,4863,2877
1.75,2,1,249,1,483,331,127,18,1120,2,7,4.4,6,2,16433,3,1,4618,4618,51,382,4700,2746
1.25,1,1,177,2,330,220,81,9,868,1,6,3.3,4,1,10534,5,2,3548,3548,32,320,3337,1917
2,2,1,310,1,479,354,131,22,1230,3,9,4.1,4,2,15085,5,1,4918,4918,56,459,4005,2806
1.5,1,1,214,1,360,265,89,12,994,2,7,3,5,1,11390,3,2,3677,3677,42,406,3086,2141
1.25,1,1,201,2,332,224,70,12,786,2,6,3.4,4,0,11729,5,1,3002,3002,29,273,3134,1892
1.75,2,2,280,1,476,334,100,18,1092,1,9,3.7,5,2,12964,6,2,4744,4744,49,434,4552,2745
2,2,1,293,2,560,410,165,17,1234,2,11,3,4,1,17550,5,1,4756,4756,50,478,5172,3178
1.25,2,2,186,1,307,259,105,11,771,2,6,3.4,4,0,9041,6,2,3383,3383,36,296,3204,1820
2.5,1,2,403,3,590,463,198,24,1588,3,12,4.8,4,0,19429,4,1,7040,7040,57,531,7372,3413
1.25,2,2,186,3,324,224,88,16,786,3,5,3,6,1,11130,6,3,2999,2999,25,291,3010,1837
1,1,1,161,3,274,174,67,7,665,2,4,2.5,6,1,7515,3,1,2636,2636,21,217,2828,1532
1.25,2,1,177,2,322,218,98,12,795,3,6,1.9,4,2,9899,5,1,2907,2907,31,279,2750,1834
2,1,2,300,1,553,421,138,21,1270,2,11,5.4,6,1,18330,5,3,5483,5483,41,440,5669,3135
1.5,1,2,228,2,383,274,111,16,1008,1,6,3,6,1,12067,5,2,3666,3666,38,380,3976,2211
0.75,1,2,115,1,182,160,42,7,485,3,4,1,4,2,6646,3,1,2098,2098,18,217,1761,1078
3,2,1,438,2,763,624,234,36,1851,1,16,7.2,6,0,29810,3,3,8619,8619,75,839,7514,4523
3,2,1,424,3,759,578,171,32,1941,2,15,8.2,5,1,28696,3,1,8409,8409,87,720,8088,4471
1.75,1,2,288,3,481,333,129,21,1116,2,7,2.5,6,2,12391,4,3,4363,4363,48,490,4113,2755
1.25,2,1,182,3,296,259,84,14,776,2,5,1.8,4,2,11901,3,1,3470,3470,34,309,2655,1731
2.5,1,1,404,2,654,531,182,29,1692,2,11,7,4,2,23584,3,3,5789,5789,59,622,7166,3787
1.75,2,1,255,2,465,361,144,14,1200,3,7,5.4,6,0,12943,3,3,4792,4792,36,411,4310,2654
2.5,2,2,379,1,643,486,190,34,1590,2,11,5.8,4,2,24913,5,2,6277,6277,65,606,6045,3725
1,1,2,153,1,238,199,71,12,661,1,5,2.5,6,0,9272,3,3,2363,2363,28,243,2414,1419
0.75,2,1,111,1,190,130,47,7,481,2,4,1.1,5,2,7098,6,1,1758,1758,18,177,1952,1092
2,2,1,299,3,538,412,166,25,1388,2,7,4.4,4,1,16177,5,1,4752,4752,43,513,5039,3052
1.75,1,2,283,1,428,319,145,18,1185,3,9,3.1,6,2,12781,6,3,4670,4670,43,394,5111,2482
3,1,1,484,3,770,639,186,25,1895,3,12,8.5,6,1,28505,6,3,7237,7237,75,687,6927,4442
2.5,2,1,358,3,687,483,162,23,1620,1,12,4.3,5,2,18352,3,3,6063,6063,65,648,5323,3929
1.75,1,2,287,2,469,314,136,14,1148,1,7,5.1,6,2,16350,5,1,4189,4189,41,402,4486,2674
2,1,2,321,3,536,385,143,23,1310,2,8,3.6,5,2,15715,4,2,5489,5489,42,455,4793,3002
1.25,2,1,181,2,299,258,97,9,821,1,7,3.6,5,2,9025,6,1,3538,3538,35,337,3707,1817
1.25,1,2,191,3,298,232,84,13,851,2,6,3.2,5,0,11609,4,3,3040,3040,26,288,2545,1736
1.5,1,2,223,2,401,271,114,15,1026,2,6,2.3,6,0,13415,5,1,4177,4177,42,397,3055,2303
1,2,2,147,1,271,182,63,9,654,1,5,2.6,4,1,7087,6,2,2376,2376,23,263,2812,1563
2.5,2,2,398,2,663,466,199,18,1537,1,9,4.5,5,0,24087,6,3,5965,5965,68,704,6337,3832
1.25,2,2,184,2,290,245,102,12,827,3,6,3,4,1,9698,3,3,3306,3306,37,303,3511,1742
3,2,1,441,1,792,640,229,39,1861,3,14,6.9,4,1,22504,4,3,7116,7116,87,659,8303,4565
1.25,2,2,189,1,311,239,105,11,778,2,5,2.5,4,2,10051,4,2,3319,3319,30,271,3705,1778
1,1,1,147,2,275,211,80,13,624,3,5,1.4,6,0,8209,6,1,2801,2801,24,235,2102,1554
2,2,2,319,1,497,360,133,26,1377,1,9,3.1,4,0,14486,6,3,5348,5348,52,502,4931,2882
0.5,1,2,74,1,116,104,41,6,339,1,2,1.5,6,1,3527,5,3,1409,1409,14,123,1155,696
1,2,2,159,3,256,177,72,10,640,2,4,1.3,4,1,7360,5,1,2424,2424,22,238,2889,1446
1,2,2,159,3,243,214,80,11,687,1,5,2.5,6,0,8758,5,3,2594,2594,25,226,2356,1426
2.5,1,2,361,1,629,514,154,28,1640,1,14,5.6,6,0,18066,4,1,6094,6094,71,650,5669,3732
1.75,1,1,269,2,408,376,113,12,1150,2,9,4.7,6,2,17089,4,2,4216,4216,36,419,5009,2411
0.5,2,1,79,3,127,89,35,5,331,2,2,0.8,6,0,4451,4,1,1358,1358,11,117,1399,720
2.5,1,2,397,3,619,481,197,22,1519,2,13,7.1,5,2,22184,4,2,6400,6400,65,587,5719,3651
2.5,2,2,386,3,661,474,165,30,1631,2,12,6.7,5,2,17634,6,2,5859,5859,57,530,6226,3762
3,2,1,450,3,825,533,209,23,1986,2,13,6.1,5,0,27933,5,3,8184,8184,86,727,6486,4713
1.25,1,1,180,3,339,266,74,11,817,3,6,1.7,4,0,11382,6,3,3476,3476,37,295,3077,1936
0.75,2,2,112,2,177,156,53,6,487,1,4,1.2,5,1,5936,3,2,1821,1821,16,194,1638,1041
1.5,1,1,247,2,419,281,108,19,942,2,6,3,5,1,14050,4,2,3616,3616,42,352,3633,2372
0.5,2,2,71,3,132,107,28,6,318,2,2,1.2,5,2,3870,6,1,1401,1401,13,124,1335,760
0.75,2,2,109,3,180,151,62,9,524,3,4,1,5,2,5857,3,1,2152,2152,16,199,1915,1054
2,1,1,291,2,500,379,122,25,1318,1,10,5.6,4,1,15730,4,3,5306,5306,48,504,4760,2937
0.5,2,1,73,3,127,87,38,4,321,3,3,1.5,6,0,4244,4,2,1219,1219,15,115,1270,755
3,1,2,430,3,761,628,190,37,2000,3,15,8,6,2,26125,6,1,7953,7953,67,795,7587,4461
1.25,1,2,176,3,341,215,83,9,780,3,5,1.9,5,1,10617,3,1,3335,3335,28,294,3504,1906
0.75,1,1,116,3,209,146,52,10,463,1,3,1.5,6,0,7234,4,2,2041,2041,21,205,1723,1199
3,1,2,433,1,834,551,185,42,1848,2,11,8.5,6,2,22806,5,2,7794,7794,62,847,7919,4758
1.75,1,1,255,1,409,361,136,20,1083,1,8,3.4,6,1,14662,5,2,4759,4759,42,491,4249,2441
1.5,2,1,214,1,383,279,84,11,1033,2,7,3.8,4,1,11067,6,3,4031,4031,43,366,4443,2241
1.5,1,2,235,3,417,289,85,18,931,1,7,2.7,4,1,14515,3,2,4076,4076,35,378,3097,2359
0.5,1,1,73,3,128,106,28,4,308,3,2,0.8,6,1,4740,5,2,1284,1284,12,126,1166,733
0.75,1,2,124,2,194,145,50,8,488,2,4,1.7,4,2,5611,6,2,2057,2057,17,214,1804,1138
3,2,1,495,3,792,620,207,34,1818,3,11,5,4,2,28020,4,2,7539,7539,71,756,6289,4498
1.75,2,2,251,3,459,368,116,19,1132,1,8,2.4,6,0,12913,5,3,4841,4841,41,375,5160,2583
1.75,1,1,284,1,404,357,139,15,1158,1,7,4.3,4,2,13712,4,3,4972,4972,46,419,5083,2395
2,1,1,319,3,549,375,166,17,1364,1,8,4.2,4,1,17969,5,3,5011,5011,57,490,5508,3138
2.5,2,2,387,1,594,429,164,34,1710,3,10,4.7,6,0,18273,5,2,6539,6539,62,655,5099,3482
1,2,2,144,3,254,185,83,14,641,2,4,1.9,6,2,7342,5,1,2446,2446,24,252,2909,1463
3,1,2,425,1,693,572,179,38,2066,2,11,9.1,6,2,24242,3,1,8453,8453,85,772,6314,4163
1.25,2,1,198,1,317,242,74,11,758,2,5,3.5,5,0,11753,4,3,3571,3571,33,344,3492,1867
1.5,1,1,212,3,378,263,97,14,1031,3,8,4.4,4,1,11187,3,1,3571,3571,36,345,3629,2207
1.75,2,1,252,2,470,372,138,15,1063,1,6,3.9,4,0,15075,6,3,4829,4829,50,501,5154,2733
2,2,1,324,3,495,390,121,27,1389,2,11,2.8,5,2,18777,5,3,5492,5492,57,467,5606,2890
2.5,2,1,405,1,640,503,172,18,1528,1,9,7.6,4,0,17761,3,3,6680,6680,72,629,6229,3750
1.5,1,1,219,3,350,272,118,12,970,1,6,2,4,1,13781,6,3,3855,3855,42,320,4096,2026
1.5,2,2,233,3,417,263,107,11,931,2,8,2.2,4,0,10620,4,1,3648,3648,33,386,3758,2361
0.75,1,2,109,1,196,151,46,6,507,3,4,2.3,6,2,5880,3,1,2096,2096,17,195,1697,1147
2.5,2,1,365,2,634,521,151,25,1705,2,11,4.6,5,2,24653,3,3,6963,6963,68,598,5359,3668
1.5,2,2,234,3,394,322,113,20,1041,3,8,2.5,4,2,14485,5,1,3655,3655,30,357,3458,2243
2.5,1,2,368,1,679,460,147,20,1690,3,10,4.1,6,0,20168,4,1,5977,5977,53,611,6110,3805
0.75,1,1,123,1,206,148,50,10,512,1,4,2.1,6,1,5566,6,2,1976,1976,19,178,1761,1186
0.75,2,2,107,1,192,152,43,5,478,3,4,1.7,4,0,5918,3,2,1860,1860,21,207,1659,1138
1.5,2,1,243,2,398,311,124,20,1003,2,7,4.4,6,2,14022,4,3,4186,4186,31,326,3415,2267
1.5,1,2,217,2,356,284,123,16,1044,1,8,3.1,6,1,13875,4,2,3915,3915,40,399,3743,2133
3,1,1,437,1,761,519,207,31,1926,1,12,8.2,4,0,23616,3,1,7227,7227,87,679,6039,4422
2,1,1,315,1,541,398,134,21,1303,1,8,4.5,6,2,19191,3,2,5590,5590,57,555,5684,3141
2,1,2,318,3,514,351,153,28,1214,1,10,5.4,5,1,16085,6,1,5323,5323,49,548,4313,3026
0.5,1,2,77,3,124,99,30,4,317,2,2,1.3,5,0,3693,4,2,1327,1327,11,137,1056,725
1.75,1,1,280,2,454,363,125,14,1086,2,8,2.3,5,1,17074,6,3,4348,4348,42,373,4424,2562
1,2,2,152,3,250,173,70,13,675,1,4,2.5,6,0,7560,4,3,2668,2668,28,280,2996,1479
0.5,1,1,81,1,139,86,32,7,334,1,2,1.4,4,0,4941,4,1,1319,1319,14,106,1091,787
3,1,1,444,2,804,585,207,29,1886,2,15,6.1,4,2,28335,5,2,7151,7151,78,700,6932,4606
1.25,2,1,198,3,297,226,76,15,868,1,5,3.1,6,0,8854,4,1,3280,3280,37,316,3262,1766
1.75,2,2,266,3,489,337,118,16,1154,3,9,2.5,6,1,14752,6,3,5002,5002,41,458,3861,2774
0.75,2,2,106,3,174,142,59,6,477,3,4,1.9,4,1,7285,6,2,1973,1973,17,180,1661,1034
2.5,1,2,407,3,597,489,158,25,1675,3,12,4.1,5,1,20821,5,2,7150,7150,65,702,6302,3548
1.25,1,2,191,2,341,239,70,10,752,2,7,3.7,4,0,11403,5,3,3118,3118,27,333,3394,1977
0.5,2,2,73,1,122,87,36,5,340,3,3,1.4,5,0,4922,4,1,1347,1347,13,110,1229,721
1.75,1,2,277,2,446,344,107,14,1053,1,7,3.5,6,2,15525,3,3,4236,4236,44,419,3951,2561
0.5,1,2,71,2,138,99,30,5,313,1,2,1.3,5,0,3579,4,1,1382,1382,10,144,1168,789
1.25,2,2,194,1,293,224,79,13,857,2,6,1.9,5,0,10180,4,2,3076,3076,26,317,3189,1707
2.5,2,1,404,1,585,474,211,30,1587,1,13,4.3,5,2,18469,4,3,6415,6415,70,613,5256,3481
2.5,1,2,389,1,619,431,179,23,1619,3,13,7,5,1,24196,3,1,6896,6896,73,607,7018,3679
2.5,1,1,400,1,653,439,194,19,1561,1,14,6,5,1,17807,3,2,6004,6004,73,566,7290,3807
3,2,2,429,2,764,595,221,41,1900,1,14,4.1,4,1,24677,5,3,8516,8516,71,809,8909,4419
2.5,1,1,365,1,635,478,155,25,1520,1,12,4.7,4,0,23496,4,3,6235,6235,67,636,7131,3700
3,1,2,424,3,754,615,193,24,2012,1,12,5.9,4,0,22480,3,1,7840,7840,84,633,8586,4324
3,1,2,457,1,736,526,252,27,2000,3,12,7.6,6,1,29602,5,2,7191,7191,64,837,8879,4320
2.5,2,2,377,1,609,537,166,23,1633,2,12,5.2,6,0,21792,5,1,5754,5754,72,547,5501,3563
3,1,1,485,2,768,619,220,22,2018,2,14,6.7,4,2,28600,4,1,8534,8534,61,764,7364,4428
1.25,1,2,189,1,289,261,87,10,787,3,6,3,4,1,10432,5,2,3576,3576,36,265,3515,1713
3,2,1,438,3,769,549,205,34,1941,3,12,8.2,5,0,23836,4,1,7434,7434,72,867,6900,4515
2.5,2,2,365,2,685,489,179,26,1550,2,9,7.1,4,1,22870,3,1,5934,5934,62,585,7304,3891
2.5,1,2,390,2,600,437,203,30,1643,3,13,5.1,6,1,20497,6,1,5815,5815,71,534,6787,3519
3,2,1,442,1,827,556,254,35,2090,1,15,8.5,6,2,27184,4,3,8181,8181,76,866,6973,4836
2,2,1,308,3,505,343,150,16,1356,3,8,3.7,5,2,19374,6,2,5775,5775,43,525,4947,2903
1,2,2,147,3,248,190,79,11,680,2,4,2.7,6,0,7427,4,2,2588,2588,21,254,2152,1440
2.5,1,1,384,1,614,531,162,27,1518,1,10,5.8,4,1,23838,6,2,7116,7116,67,545,6433,3556
3,1,2,489,2,805,591,237,29,1889,1,14,4.9,4,0,25164,6,3,8075,8075,77,761,6434,4612
0.75,1,1,121,2,181,152,58,7,524,3,4,1.5,4,0,6013,4,1,1838,1838,20,208,1784,1084
3,1,1,423,1,825,518,212,23,1936,3,16,4.3,6,1,25936,4,3,7323,7323,86,694,8881,4699
1,2,2,149,2,264,182,81,8,640,2,5,2.8,4,0,9990,4,2,2644,2644,25,231,2358,1526
1.5,1,2,211,1,420,314,93,18,1030,3,6,3.4,4,1,14400,4,3,4026,4026,43,366,3953,2394
1.25,1,2,189,1,307,249,77,11,866,1,6,3.8,5,0,11109,6,2,3406,3406,27,357,2520,1828
1.25,1,2,178,1,303,239,76,13,856,2,6,2.7,5,2,11265,6,3,3530,3530,36,332,3550,1805
1,2,1,155,3,252,204,68,11,644,3,5,2,6,2,8570,6,2,2834,2834,22,244,2719,1456
0.75,1,2,122,3,197,145,46,6,494,2,3,1,5,2,5985,4,3,1782,1782,20,210,1856,1135
3,1,1,453,2,822,534,247,26,1909,2,16,8.4,5,1,28638,6,3,8394,8394,66,724,6137,4713
0.75,2,2,112,2,202,148,60,7,461,3,4,2.2,6,2,5563,5,2,2075,2075,19,173,1584,1168
1.5,1,1,215,1,367,318,95,18,960,2,6,2.4,5,1,14389,5,3,4244,4244,37,428,4075,2154
0.75,2,1,122,3,182,153,43,7,518,1,3,1.9,5,2,5715,5,3,2035,2035,16,167,2004,1047
2.5,2,1,411,2,622,494,144,23,1649,1,10,3.7,6,2,18209,3,3,6934,6934,53,581,7458,3527
1.5,2,2,243,1,410,271,113,14,976,2,6,2.8,6,0,14031,6,2,4076,4076,39,317,4026,2299
1.75,1,1,254,3,459,365,119,15,1225,3,9,3.1,5,0,14441,6,1,4063,4063,41,408,4379,2624
1,2,2,148,1,262,173,76,13,632,2,4,2.8,6,1,9437,6,2,2617,2617,23,261,2772,1514
1,1,2,147,3,255,196,82,10,613,3,4,2.8,4,2,9627,6,3,2522,2522,22,243,2119,1472
2,1,1,288,3,531,344,139,17,1298,2,7,3.3,6,2,14634,6,2,5795,5795,45,496,5587,2990
3,1,2,484,2,828,597,188,25,1977,2,15,8.6,4,2,27450,6,1,7532,7532,68,689,8198,4717
1.5,1,1,244,3,409,283,117,14,1044,3,6,4.3,4,1,14762,5,2,3955,3955,39,351,3222,2339
1.25,1,1,190,1,339,257,69,13,794,1,5,3.2,5,1,9497,4,2,3002,3002,37,306,3335,1954
1.75,1,2,247,1,409,329,140,19,1109,2,6,4.5,6,1,14770,5,2,4564,4564,39,507,4494,2433
2.5,1,2,375,2,666,521,146,26,1714,3,9,7.6,5,2,19901,4,1,6132,6132,67,606,6733,3838
2.5,1,1,406,3,686,441,198,19,1668,2,10,4.4,5,0,20901,3,1,6682,6682,56,661,6429,3883
1.25,2,2,190,3,322,237,100,14,843,3,6,2.5,6,0,10315,5,1,3275,3275,33,272,2742,1848
1.75,2,1,258,2,450,298,114,19,1137,2,7,2.8,5,0,16014,5,2,4243,4243,40,431,4441,2559
1.5,1,1,238,1,387,273,115,12,943,1,7,2.3,5,2,11879,6,3,4212,4212,35,419,3745,2241
2,1,1,313,3,533,369,145,21,1307,1,11,4.5,4,0,18959,4,1,5082,5082,42,514,4926,3069
1,2,1,162,1,248,193,84,8,689,2,5,2.9,4,1,7399,4,2,2538,2538,24,248,2458,1462
3,2,1,471,1,708,610,193,28,1818,2,13,7.2,5,1,25578,4,1,8323,8323,61,812,8949,4174
2,1,2,307,1,479,429,127,26,1300,2,9,4.8,6,2,14842,4,3,5246,5246,48,541,4154,2842
3,1,1,427,2,810,554,207,37,1872,2,12,8,5,2,27028,5,1,7462,7462,72,648,7923,4580
1.25,1,1,191,3,346,248,106,14,762,2,6,3.4,5,1,12440,3,1,3205,3205,32,263,3243,1966
1,2,1,148,1,250,213,70,11,630,2,5,1.4,5,2,7177,6,3,2515,2515,25,265,2078,1459
0.5,1,2,80,1,126,107,42,5,312,3,3,0.8,4,0,3878,5,1,1275,1275,13,110,1166,732
2.5,2,1,399,1,629,517,144,20,1548,1,13,5.4,6,1,19537,6,3,6093,6093,54,705,6015,3694
2.5,2,1,352,3,603,506,203,26,1722,1,10,4.1,6,0,22750,3,1,6137,6137,53,618,7036,3477
1,2,2,141,1,260,207,83,12,622,1,5,2.1,5,1,8980,4,3,2409,2409,29,243,2054,1517
2,1,2,307,1,472,389,122,19,1275,1,8,5.5,5,1,18690,4,3,4928,4928,46,427,5317,2740
2.5,1,1,382,3,606,475,211,28,1736,3,13,6.9,4,0,24436,6,1,6622,6622,55,556,6133,3543
1.75,1,2,265,1,457,312,124,22,1219,2,7,4.1,5,1,12947,6,3,4843,4843,46,443,4619,2639
0.75,1,1,116,2,192,156,44,9,460,2,4,2.2,4,1,5788,4,3,1874,1874,20,160,1757,1118
3,1,2,461,3,829,550,208,23,1805,2,16,6.7,5,2,29053,3,1,7190,7190,69,770,7206,4748
2,2,2,284,2,552,369,157,20,1239,3,8,6.1,5,0,15081,4,3,4791,4791,44,479,4097,3135
2.5,2,1,394,1,593,497,172,21,1558,1,11,3.9,6,1,23511,3,3,7225,7225,62,638,7075,3474
1.75,1,2,278,3,407,353,146,18,1178,2,7,3.1,4,0,16060,3,1,4336,4336,48,431,5003,2403
3,1,1,491,1,798,569,203,28,1954,1,12,5.7,5,0,28154,6,2,8451,8451,72,853,8588,4600
1.25,2,2,203,2,340,261,88,13,789,2,6,1.7,5,2,8867,3,3,3486,3486,36,354,3083,1970
1.75,2,2,269,2,466,365,105,21,1053,2,9,2.7,4,0,13730,3,1,4185,4185,44,400,4432,2652
0.75,2,1,115,1,209,132,59,9,505,3,4,1.3,6,0,5970,3,2,1744,1744,16,204,1863,1191
1.75,1,2,256,1,411,326,148,21,1136,1,6,2.5,5,1,14120,3,2,4050,4050,35,372,5033,2325
0.5,1,2,80,1,137,93,40,4,333,1,2,1.1,4,0,3772,3,3,1371,1371,11,141,1132,784
0.5,2,2,80,2,138,99,35,6,343,1,2,1.2,5,2,3688,3,2,1189,1189,10,110,1369,770
1.25,2,1,198,3,313,265,74,17,760,3,6,3,4,2,9225,5,3,3164,3164,27,331,3518,1828
1.25,1,1,201,3,321,236,84,17,753,2,5,3.6,6,0,10890,6,1,3113,3113,30,281,2674,1844
1,1,2,143,1,280,183,60,11,669,3,5,2.7,4,0,9616,4,2,2727,2727,26,255,2715,1610
