Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
0.75,1,1,77,1,82,51,1.4,9,179,1,0.6,1.7,1,2,3594,3,2,1381,1381,52,6012,6748,3818
0.5,2,2,45,2,60,31,2.2,3,138,3,0.5,1,1,1,2366,4,1,862,862,36,4233,4588,2694
1.25,2,1,154,2,125,52,0.9,4,344,1,1.6,3.5,2,2,5589,4,2,2024,2024,69,11019,11549,6811
0.75,1,2,94,3,70,44,3.6,4,177,3,0.9,1.2,1,2,3611,3,2,1256,1256,41,5091,6689,3228
0.75,1,1,64,1,75,30,3.6,10,178,1,0.4,1.3,1,1,3866,4,1,1397,1397,41,6670,6953,4098
1.75,2,2,201,2,196,71,8.3,12,374,1,1.9,3.6,1,1,8393,3,2,2869,2869,99,10836,16265,7134
2,2,1,240,2,226,112,2.8,22,471,3,2.1,4.4,2,2,10908,3,2,3216,3216,135,16357,18313,10381
0.5,2,1,49,3,49,24,1.4,0,141,3,0.5,1,1,2,2192,2,1,910,910,24,4549,4546,2777
3,1,1,342,1,327,184,5.5,1,754,2,2.7,6.6,2,2,15496,2,2,5113,5113,200,21809,27303,14034
1.25,1,2,132,2,130,60,5.4,17,346,3,1.8,3.2,2,1,5618,3,1,2308,2308,61,9749,11440,6121
1.5,1,1,140,2,137,82,6.6,9,318,2,0.9,3.6,2,1,6433,2,1,3081,3081,106,10040,13883,6448
1.75,1,2,153,1,200,115,7,0,443,1,2.3,3.2,1,2,7795,4,2,2846,2846,95,11180,16216,7327
1.25,2,2,137,3,117,64,1.2,10,335,2,1.3,2.9,2,2,5665,2,1,2015,2015,61,10178,11432,6283
1.75,1,1,196,1,167,108,1.3,14,484,2,1.7,2.8,1,2,8313,2,1,3427,3427,104,13596,15936,8495
2.5,1,2,249,2,279,168,8.9,16,500,3,2.8,5,2,1,10740,3,1,4897,4897,159,19481,22387,12405
1.25,2,2,135,3,114,71,3.6,9,317,1,0.7,3.5,1,2,5357,2,1,2642,2642,87,8903,11478,5666
0.75,1,1,89,1,76,47,2.2,11,160,1,0.7,1.3,1,2,3158,2,1,1400,1400,54,6596,6802,4107
3,1,1,361,1,299,203,3.3,0,610,3,3.6,8.2,1,1,15874,3,2,6064,6064,168,26672,27745,16472
2.5,1,1,234,3,293,117,0.7,8,716,1,1.4,4.1,2,1,10021,3,1,5365,5365,162,22743,23064,14203
2.5,2,1,294,1,260,147,2.1,35,510,1,2.4,4.9,1,1,10497,4,1,4213,4213,166,22701,22825,14071
1.75,2,1,220,3,189,110,7,25,459,2,1.3,4.1,2,1,7326,4,1,3709,3709,122,14349,15698,9075
1.75,2,1,188,1,172,77,4.2,26,485,1,2,3.4,2,2,8003,4,2,3488,3488,109,11180,15775,7240
3,2,2,364,1,357,198,12.1,9,833,1,2.9,6.5,1,1,15158,2,2,5533,5533,209,21941,27485,14271
1.5,1,1,132,2,158,81,1.6,12,324,1,0.8,2.5,1,2,7391,2,1,2509,2509,107,11007,13938,7048
1,1,1,93,3,91,43,5,9,244,1,0.9,2.5,2,2,4974,2,2,2101,2101,67,5989,8935,3910
2.5,2,2,245,3,227,145,2.4,0,645,1,1.6,6.3,1,1,11797,3,1,5346,5346,122,21170,22348,12973
2,2,2,214,3,217,134,7,17,500,1,1.3,3.3,2,2,10190,2,1,3906,3906,123,18182,18108,11264
0.75,2,1,87,1,72,43,2.1,5,159,1,0.7,1.6,2,1,3309,2,2,1560,1560,40,4848,6765,3106
1.5,2,1,132,3,184,78,1,0,358,1,1.3,3.7,1,1,7939,4,1,2786,2786,98,14300,13380,8942
1.75,1,2,209,1,176,75,0,10,491,3,1.5,3,1,2,7755,2,1,2959,2959,120,14577,15615,9114
1.5,1,1,148,1,174,68,5.9,16,397,2,1.5,2.4,1,2,7878,3,2,2591,2591,84,8111,13686,5492
0.5,1,1,63,3,47,22,0.4,1,122,2,0.6,1.2,2,2,2442,4,1,888,888,25,3479,4544,2198
2.5,2,1,304,2,244,117,6.3,27,615,3,2.3,3.8,2,1,12414,4,1,4096,4096,141,19467,23193,12154
3,1,2,372,2,279,121,14.8,17,795,2,1.7,6.5,2,1,15543,3,2,6391,6391,185,19018,27694,12246
1.5,2,1,184,2,176,82,0.1,14,416,3,1.6,3.5,1,1,7235,3,2,2863,2863,92,10415,13398,6789
1,2,1,90,2,112,66,3.8,5,268,1,0.6,2.5,1,2,5517,2,1,1956,1956,52,6361,9225,4157
1.25,1,1,112,2,153,74,6.2,2,270,3,1.7,3.1,1,1,5007,3,1,2484,2484,67,9031,11178,5855
1.75,2,1,163,1,202,75,0.7,25,468,2,1.3,2.8,2,1,7441,3,1,3108,3108,126,10411,15733,6994
0.75,2,2,83,3,79,31,2.3,2,207,2,1,1.5,2,1,4051,2,1,1560,1560,37,6649,6747,4102
0.5,1,1,64,1,59,27,2.3,1,132,3,0.3,1,1,1,2119,4,2,838,838,31,2803,4506,1899
3,2,1,306,2,372,127,13.3,20,634,2,2.6,5.3,2,2,13675,4,2,6140,6140,160,16395,26962,11163
1.5,2,2,146,1,174,78,1.1,13,355,2,2,4.2,1,1,8191,4,2,2646,2646,80,12431,13948,7848
2,2,2,243,1,188,92,3.5,15,559,1,2.5,4.8,1,2,8269,4,2,3713,3713,114,12004,18234,7803
1,1,1,106,2,108,50,1.9,12,236,3,0.8,1.7,2,1,4001,3,1,1969,1969,63,8285,9256,5200
2,1,2,237,1,187,83,6.9,13,563,2,2.8,4.4,2,2,10784,4,2,4055,4055,114,15008,18151,9418
1,2,2,122,1,115,60,2.5,9,208,2,0.9,2.2,2,2,5087,4,1,2052,2052,50,7781,9232,4929
1,2,2,94,1,108,51,0.4,13,285,2,0.6,1.8,1,1,5331,3,1,1943,1943,49,6941,9270,4430
0.75,1,2,73,1,93,43,1.3,10,212,1,0.7,1.5,1,2,4173,2,1,1207,1207,41,5161,6785,3372
1.5,2,1,136,2,151,73,5.9,22,323,3,1.2,3.7,2,2,7352,4,2,2874,2874,96,9777,13540,6343
2.5,2,2,302,2,251,129,3.6,7,573,3,1.8,4.5,2,1,12823,2,1,4776,4776,140,19119,22466,12001
0.5,2,2,48,2,50,26,1.9,2,108,3,0.5,0.8,2,2,2723,4,2,1001,1001,24,3454,4640,2187
2,1,2,230,1,200,88,8,20,497,1,1.1,3.7,2,2,10600,3,1,4269,4269,104,14915,17931,9364
3,1,2,307,3,305,159,13.3,28,722,2,3.6,8,1,1,15015,3,2,5634,5634,198,25782,27595,16106
1.75,2,2,184,2,195,91,6.5,12,456,2,2.3,4.2,1,2,8946,2,2,2821,2821,97,12740,15810,8168
2,2,2,248,3,184,88,3.9,8,482,3,1.7,5.5,1,2,10511,4,2,4006,4006,120,14554,18026,9183
1.75,2,2,161,2,187,107,2.9,4,374,3,1.1,4.1,2,1,9139,2,2,3045,3045,108,14732,15932,9226
1.5,2,2,187,1,155,93,2.9,9,383,3,2,2.9,2,2,7269,3,1,2756,2756,98,12889,13881,8045
1.25,2,1,129,1,136,85,4.9,17,348,1,1.6,2.8,2,2,5093,3,2,2109,2109,90,11648,11134,7257
1,2,1,107,2,106,62,3,0,245,1,1.1,1.8,1,1,4377,3,2,1857,1857,63,8306,9159,5208
1.75,2,1,218,2,204,85,4.3,20,502,3,2.2,4.1,2,2,8583,3,2,3363,3363,121,14695,15600,9335
2.5,2,1,244,1,228,139,7,2,650,1,3.1,6.2,2,1,11634,3,1,5194,5194,170,21275,22523,13199
1.25,2,1,139,1,124,51,4.1,11,326,2,1.4,2.9,1,2,5300,4,1,2379,2379,61,8544,11425,5433
2,2,2,231,1,228,87,9.8,10,502,2,1.8,4.8,1,1,10965,4,1,3909,3909,136,14627,18497,9461
2.5,2,1,215,3,309,145,2.9,2,668,1,2.8,6.4,1,2,10605,2,2,5019,5019,171,17102,23076,11314
0.5,1,2,61,3,59,26,2.3,1,102,1,0.4,0.8,2,1,2098,4,1,861,861,27,3222,4624,2111
3,1,2,295,1,354,173,1,0,733,2,2.9,7.2,2,2,12717,2,2,6395,6395,198,22336,27262,14444
1.25,2,2,160,3,125,69,0.4,0,255,2,1.4,2,2,2,6950,4,1,2621,2621,64,6961,11586,4579
0.75,2,1,64,2,89,46,0,9,209,2,0.5,1.5,1,2,4046,3,2,1303,1303,53,4302,6795,2925
2,2,2,220,1,185,127,9.6,15,469,1,1.4,4,1,1,11181,2,1,4159,4159,124,12773,17998,8214
1,2,2,110,1,123,40,2.6,10,244,1,1.1,1.8,2,1,5567,4,1,1907,1907,59,6519,8987,4306
0.5,2,1,50,2,58,32,1.3,7,124,2,0.3,0.9,2,2,2373,3,2,1028,1028,25,3658,4585,2337
2.5,1,1,213,1,258,169,7.1,11,511,3,2.4,6.9,1,2,11955,3,2,5195,5195,153,14529,22413,9645
3,1,1,348,2,318,133,0.3,22,624,2,3.4,6.4,1,2,16591,4,1,5329,5329,205,25387,27163,15941
3,1,1,271,2,310,191,11.9,23,827,2,2.8,5.1,1,2,13318,4,2,5968,5968,158,25139,26830,15602
2,1,1,226,2,189,98,0.4,5,467,2,1.5,4.8,2,2,8360,3,2,4122,4122,140,13897,18430,8899
0.5,1,1,49,2,48,23,1.9,5,103,1,0.5,0.8,2,1,2074,2,1,818,818,36,2866,4544,1898
1.75,1,1,216,1,178,88,4.8,11,352,3,2.5,3.6,2,1,9234,4,1,3160,3160,123,16374,16257,10126
2.5,1,1,262,3,271,163,11.7,21,692,1,1.3,4.8,1,2,12797,3,1,5029,5029,122,21701,23135,13433
2,2,2,225,1,241,105,4.3,21,516,2,1.7,3.3,2,1,9522,4,1,4088,4088,118,17510,18275,10996
3,1,1,375,2,366,127,3.9,24,632,2,1.9,4.8,1,2,15437,4,2,5589,5589,161,18082,27199,12033
0.75,1,2,66,2,92,31,3.2,5,207,2,0.9,1.8,2,2,3411,4,2,1584,1584,41,6426,6769,4057
1.75,2,2,184,2,161,92,6.8,18,466,1,2.2,4.7,1,1,8941,2,2,2993,2993,112,16699,15581,10205
2,2,2,229,1,199,122,8.5,22,568,1,1.9,4.2,1,2,10082,2,1,4130,4130,118,13849,18123,8848
2,1,2,185,3,241,130,4.7,6,477,2,1.5,4.9,2,1,11189,2,2,4171,4171,113,12267,18419,8175
3,2,2,389,3,355,146,14.5,30,696,1,4.2,8.2,2,2,12613,4,1,5610,5610,170,24846,27527,15748
1.5,2,2,151,1,166,83,6.2,7,402,2,1.5,3,1,1,6329,4,1,2928,2928,103,9203,13499,6115
2,1,1,187,1,194,98,3.9,28,568,3,2.3,4,1,1,8229,3,1,4183,4183,110,11334,17964,7441
0.75,2,2,70,2,86,48,1.8,8,186,1,0.8,1.7,1,1,3191,3,1,1245,1245,45,5344,6676,3456
1,2,1,106,2,124,44,0.2,3,201,2,0.9,2,1,1,4009,3,2,1892,1892,61,6265,9052,4180
2.5,2,2,291,3,237,154,2.2,25,518,2,3.2,6.5,1,2,13168,3,1,5174,5174,172,21564,22754,13409
1.25,1,2,151,2,155,77,0.3,4,326,2,0.9,2.3,1,2,6519,3,2,2341,2341,79,8013,11555,5328
2.5,1,2,295,1,233,113,12,14,535,2,2.4,3.8,2,2,11577,2,1,5043,5043,140,19596,22911,12172
2.5,2,1,279,3,282,102,5.3,30,636,2,2.5,5.5,1,2,12472,2,1,4675,4675,169,22889,23129,14290
3,2,1,380,2,339,201,10.6,32,855,1,3.1,4.6,1,2,16627,2,2,5618,5618,167,18441,27355,12141
1.25,1,1,106,3,114,76,4.8,4,269,3,1.6,2.6,2,1,6688,4,1,2369,2369,74,9278,11179,5824
2.5,1,2,298,2,235,123,5.8,37,606,1,1.5,4.9,2,1,13013,3,1,4182,4182,147,13910,22433,9141
2,1,1,185,1,217,124,1.1,11,537,1,2.2,3.1,2,2,8503,4,1,3455,3455,136,17194,18190,10776
1.5,2,1,162,1,185,77,7.5,4,412,2,0.8,2.9,1,2,7592,2,2,3119,3119,91,8342,13353,5689
1.5,2,2,178,2,159,68,0.2,22,364,2,1.8,3.8,2,2,6012,3,1,2854,2854,105,8121,13942,5520
1.5,2,2,129,1,177,82,5.3,19,386,1,1.5,3.5,1,2,7437,3,2,3124,3124,94,10920,13396,7072
0.75,1,2,96,2,72,39,2.6,8,186,1,1,1.3,1,1,3649,2,1,1266,1266,44,6491,6731,4004
1.75,1,2,181,3,218,74,1.1,11,354,3,2.4,4.1,1,2,7046,3,1,3324,3324,108,15320,15746,9696
1.5,1,2,133,2,138,82,6.8,7,364,3,1.3,3.3,2,1,7341,3,1,3204,3204,80,9435,13743,6045
1.75,2,2,156,2,205,98,1.9,17,418,3,2.2,3.6,2,2,7063,4,2,3739,3739,120,9952,15806,6767
0.75,2,1,95,2,69,41,0.3,10,168,2,0.5,1.7,2,2,3768,2,1,1274,1274,38,5128,6946,3237
1.5,2,1,166,1,160,76,1.9,5,397,3,1.1,2.6,2,1,6016,3,1,2726,2726,82,9698,13632,6277
0.75,2,2,77,3,82,38,2.1,8,174,1,0.9,1.6,2,1,4096,2,1,1349,1349,45,5808,6876,3687
0.5,2,2,46,1,47,23,0.8,5,140,2,0.3,1.3,1,1,2066,4,2,864,864,25,4719,4467,2865
1.5,1,2,138,2,148,71,5.2,13,380,3,1.6,3.1,2,1,7975,3,1,2903,2903,86,13990,13854,8568
1.25,2,2,107,1,141,74,2.7,2,267,2,1.5,2,2,1,6086,4,2,2159,2159,76,9609,11421,6120
0.5,1,1,59,3,48,29,0.2,7,140,3,0.5,1.4,1,2,2256,2,1,910,910,31,4342,4580,2689
0.5,1,1,59,3,48,33,1.3,6,127,3,0.5,1.2,2,1,2516,4,1,864,864,25,4194,4504,2588
3,1,2,308,3,358,143,4.7,28,855,1,1.6,6.4,2,1,12992,3,2,5908,5908,203,17115,27739,11628
1,2,1,86,3,121,59,3.1,1,249,2,1.2,1.6,1,2,4786,2,2,1728,1728,57,7615,9163,4882
1.75,1,1,196,1,192,85,0.8,14,481,1,1.9,4.8,1,2,7605,2,2,3231,3231,103,11661,15741,7594
1.25,2,1,125,3,131,79,1.2,10,346,2,0.7,2.4,1,2,5847,3,2,2276,2276,81,11376,11137,7042
1,2,1,95,3,92,46,0.3,8,204,1,1.3,2.4,1,2,4105,4,1,1720,1720,68,5615,8973,3718
0.75,1,1,67,2,78,38,2.9,0,206,2,1,2.1,2,2,3753,2,1,1226,1226,36,5081,6857,3258
0.75,1,2,97,2,90,38,2.8,8,169,2,0.6,1.4,2,1,3202,4,1,1282,1282,38,6344,6955,3984
0.5,2,2,59,3,59,28,0.7,7,136,1,0.6,0.9,2,1,2169,2,2,1021,1021,27,4268,4484,2680
1,2,1,86,1,120,44,1.1,13,209,1,0.8,2.1,1,1,5425,3,1,2129,2129,58,7724,9180,4942
0.5,1,1,64,3,48,26,0.4,0,142,1,0.3,0.9,1,2,2347,3,2,897,897,26,3902,4527,2426
0.5,2,1,46,3,53,21,0.2,3,108,3,0.5,1.3,1,2,2282,4,1,1004,1004,34,4265,4521,2677
3,1,2,340,1,374,199,12,9,776,1,2.6,8,2,1,16108,4,1,5242,5242,186,23606,26902,15197
1.5,2,2,147,2,142,80,6,19,355,3,1.1,2.4,2,1,7554,2,2,2661,2661,103,11078,13505,7004
2,2,2,222,1,192,97,1.8,18,518,1,1.9,5.5,2,1,11165,4,1,3934,3934,130,14548,18023,9250
2.5,2,1,213,3,272,112,1.1,13,559,1,3.3,5.3,1,2,12049,2,1,5034,5034,142,18774,23072,11945
1.25,1,2,131,2,121,71,2,17,329,1,1.2,3,2,2,6753,2,2,2686,2686,72,11270,11218,6927
2.5,2,1,258,3,234,104,7.2,37,525,2,2.3,4.9,2,1,10390,2,1,4763,4763,132,13609,22267,8935
1.5,1,2,160,3,145,72,0.9,10,345,2,1.1,4.1,1,2,7894,3,1,2837,2837,101,9443,13531,6156
2.5,2,1,277,3,310,101,10.5,7,714,2,2.4,4.9,1,1,11475,3,1,4791,4791,156,16282,22874,10797
0.75,2,2,88,3,92,49,1.9,7,164,2,0.4,1.2,1,1,3381,3,2,1598,1598,51,6059,6912,3875
3,2,2,324,1,324,168,4.3,11,692,1,3.2,6.8,2,2,15805,2,2,5518,5518,189,18390,26956,12147
2,2,1,232,3,184,111,6.1,28,542,3,2.8,3.3,2,2,9140,3,1,3289,3289,131,10886,18295,7215
0.5,2,1,50,1,52,27,2.2,6,140,1,0.7,0.9,1,1,2087,3,2,925,925,33,3258,4493,2122
1.75,1,1,156,3,210,107,3.1,20,393,2,1.9,3.1,1,1,9792,2,1,3247,3247,126,15264,15643,9666
2.5,2,2,295,2,259,131,3.6,20,711,1,3.1,4.4,2,1,11061,3,2,4507,4507,126,23244,22421,14235
1.25,1,2,130,3,121,55,2.1,13,297,2,1.5,2.8,1,1,5250,3,1,2572,2572,66,10865,11207,6688
2.5,1,1,293,3,252,154,2.3,21,547,3,2.5,5.4,1,1,13951,3,1,4848,4848,151,16063,22875,10415
3,1,1,369,2,344,183,5.9,44,832,3,2,6.1,2,2,15479,4,2,4825,4825,163,19032,27257,12480
0.75,1,1,74,3,75,46,0.9,7,210,2,0.5,2.1,2,2,3922,2,1,1390,1390,51,5216,6796,3359
0.75,2,1,77,1,75,46,2,2,177,2,0.6,1.4,1,1,3321,2,1,1221,1221,47,5904,6754,3708
2,1,2,247,3,236,115,4.3,24,559,2,1.2,4.8,1,1,10425,2,2,3216,3216,115,14727,17956,9481
1.5,2,1,151,2,165,63,2.4,14,403,2,1.7,2.7,2,2,6626,3,2,2876,2876,83,11201,13846,7123
0.75,1,1,82,1,88,46,2,8,197,2,0.9,1.7,1,1,3704,2,1,1397,1397,53,5577,6798,3617
1.75,2,2,178,3,213,89,5.5,10,486,1,1.9,3.7,1,1,8417,3,2,3630,3630,105,12433,16134,8095
1.75,1,2,201,1,213,81,1.9,26,365,2,2,3.1,1,2,7145,2,2,3469,3469,117,9629,15803,6608
0.75,2,1,94,2,71,44,2.8,7,179,3,0.6,1.5,2,2,4066,4,1,1254,1254,42,6725,6824,4119
0.75,2,2,82,1,92,39,2.2,5,209,1,1,1.6,2,1,3620,3,1,1577,1577,39,5555,6765,3579
1.25,2,2,129,2,138,69,1.1,15,277,1,1.1,3.4,1,1,6797,4,2,2390,2390,63,9418,11414,5981
2,1,2,175,2,238,101,5.5,21,487,3,1.6,4,1,1,10165,2,1,3506,3506,101,18549,18527,11501
1.5,1,2,129,3,143,94,4,7,418,3,1.4,3.9,1,1,7422,2,1,2477,2477,76,10374,13506,6574
1.5,2,2,194,3,172,93,0.9,5,401,1,1.6,3.9,2,1,8372,3,1,2647,2647,74,11529,13719,7325
0.5,2,2,58,2,56,23,1.3,5,127,3,0.3,1.4,1,1,2772,4,2,1023,1023,31,4795,4563,2968
0.5,1,2,61,1,60,32,1.1,7,102,3,0.3,0.9,2,1,2436,3,1,825,825,35,2920,4550,1978
2,2,1,256,1,201,122,2.6,6,501,1,2.3,4.5,2,2,9635,2,1,3919,3919,141,18151,18319,11260
2.5,2,2,320,3,307,154,5.5,4,674,3,1.7,6.9,1,2,11107,2,2,4907,4907,124,17040,22830,11122
2,2,1,201,1,195,114,8.5,1,464,2,1.2,3.3,1,2,9714,2,2,4076,4076,100,16312,18575,10080
2.5,1,1,282,2,240,125,11.5,10,689,3,2.7,6.6,1,1,12467,4,2,4327,4327,132,14101,23195,9263
0.75,2,1,80,2,70,50,3.7,10,214,1,1,2.1,2,1,3009,2,1,1407,1407,39,4424,6921,2878
1.25,1,2,118,1,134,54,0.5,17,278,2,1.2,2.5,2,1,6916,4,2,2101,2101,73,6885,11496,4611
2,2,1,207,2,190,131,7.9,8,493,1,2.5,3.6,1,1,10168,3,2,3465,3465,106,16859,18145,10393
2,1,2,213,1,228,134,6.4,24,527,1,1.4,4.4,2,2,9558,4,1,4201,4201,97,14695,18391,9369
2.5,2,1,294,2,249,139,3,32,636,3,3.5,5.2,2,1,13769,3,1,4687,4687,161,18225,22876,11607
1.25,2,2,125,2,120,82,2.3,3,323,3,1.5,3.5,2,1,6577,2,1,2154,2154,88,9329,11198,5936
0.5,1,1,58,1,46,22,1.5,4,111,1,0.6,0.9,2,1,2421,4,2,904,904,35,3688,4503,2332
2,2,2,170,2,224,83,8.2,13,434,2,1.3,3.7,2,2,10305,4,2,4171,4171,110,18871,17936,11630
0.75,1,1,66,2,87,40,0.8,2,150,3,0.4,1.4,2,1,3799,2,1,1536,1536,40,6700,6785,4167
2.5,1,2,236,3,268,110,8.1,14,708,3,1.5,6.4,2,2,13021,2,1,4115,4115,125,16251,22921,10510
1.25,2,1,141,1,118,60,3.3,17,315,1,0.6,2.4,2,1,5402,2,1,2384,2384,88,8251,11137,5315
0.5,1,1,46,1,53,31,2.2,7,105,2,0.6,1.1,2,2,2077,4,2,821,821,28,4624,4527,2852
1.75,1,1,223,1,168,96,1.7,4,492,2,1.4,3.7,2,2,7664,4,1,2806,2806,90,13588,15869,8463
0.5,2,2,49,3,47,32,1.3,7,115,2,0.6,1,2,1,2596,2,2,958,958,33,3522,4581,2243
1.5,2,1,147,2,161,62,4.7,15,309,2,1.8,3.8,1,1,8348,3,1,2563,2563,90,12713,13844,7963
2,2,2,230,2,233,95,0.5,19,449,3,2.1,4.7,1,2,9068,4,1,3890,3890,131,18099,18002,11344
1.5,2,2,156,3,170,91,6.5,9,417,1,2.1,2.7,2,2,8226,3,1,2727,2727,78,9111,13408,6009
2.5,2,1,229,1,304,158,4.6,30,691,2,2.8,6.3,1,1,10154,2,1,4099,4099,124,22867,23015,14258
2,2,1,193,2,214,90,2.6,3,443,2,2.3,3.1,1,2,8315,4,2,3450,3450,142,13133,17863,8586
1.25,2,2,157,1,151,56,2.6,18,252,3,1.6,2.4,1,1,6468,2,2,2243,2243,60,10908,11505,6823
3,2,2,263,1,363,133,9.7,10,765,3,2.5,4.6,1,1,12264,4,2,5573,5573,180,21948,26743,14170
1.75,2,1,219,2,172,99,2.3,9,376,2,1.3,2.7,2,2,8434,4,2,3641,3641,93,15247,16011,9369
3,2,2,312,2,336,188,7.1,42,768,3,3.4,7.9,1,1,15897,2,2,5544,5544,194,22959,26702,14707
1.75,1,1,218,3,196,82,7.9,25,496,3,2.2,4.8,2,2,7656,2,1,3019,3019,88,12258,16025,7892
3,2,1,308,2,359,130,2.3,8,610,1,4.2,8.1,2,1,16041,4,1,6147,6147,149,17278,27507,11611
2,1,2,190,3,228,86,4.3,9,404,3,2.5,4.7,2,1,9182,4,1,3468,3468,122,16596,18087,10486
1.75,1,1,153,1,193,79,0.3,20,389,1,1.3,4.6,2,1,8269,4,2,3283,3283,97,9757,16139,6541
2.5,2,1,268,1,226,118,7.8,30,717,3,2.6,6.3,2,1,13598,2,2,5084,5084,161,16380,22847,10513
2.5,1,1,225,3,256,158,11.4,30,691,3,1.7,4.3,2,1,13146,4,1,4196,4196,150,15922,22912,10327
2.5,1,2,242,3,263,168,4.1,14,532,2,1.5,5.7,1,2,13511,2,2,4441,4441,149,23201,22340,14307
1.75,1,1,212,1,199,82,0.1,6,442,2,0.9,4,2,2,9399,2,2,3526,3526,86,15539,16206,9642
0.5,2,2,63,2,47,29,0.3,3,131,1,0.7,1.3,1,2,2487,3,1,1037,1037,27,4243,4585,2620
1.5,2,2,176,3,171,66,0.2,9,339,2,1.1,4.2,1,2,7099,3,1,2466,2466,104,12185,13735,7764
3,1,1,292,2,289,164,7.6,39,661,2,2,7.5,2,1,15208,4,1,6209,6209,178,27917,26942,17097
0.5,2,2,61,1,58,26,0.7,6,118,3,0.3,0.8,2,1,2556,2,2,811,811,26,4362,4464,2718
2,2,2,240,1,181,96,2.3,10,513,3,2.5,5.2,1,1,8564,2,1,3858,3858,112,18763,18464,11422
2,2,2,231,2,207,102,7.8,7,475,1,2.2,5.4,2,2,9754,4,2,3871,3871,106,13970,18098,8934
1.75,1,1,158,1,177,72,5.2,20,423,2,1.8,3.3,1,2,7547,3,1,2809,2809,101,13062,15612,8250
0.5,1,2,58,1,47,29,1.2,7,135,2,0.6,1.1,2,2,2602,3,1,1053,1053,31,4658,4583,2852
1.75,2,2,161,1,173,87,0.6,17,408,1,1.5,3.6,2,1,8623,3,1,3498,3498,124,12988,15840,8265
2.5,1,1,285,3,307,100,1.7,16,620,2,2.9,4.6,1,1,12267,4,2,4316,4316,133,18145,22668,11718
1.5,1,2,184,2,165,74,2.8,5,403,1,1.5,3.1,2,1,6464,2,2,3210,3210,89,12702,13591,7957
1.5,2,2,195,1,168,84,3.4,2,401,1,1.4,3.8,1,2,7353,2,2,3213,3213,75,9809,13730,6376
2,2,2,231,1,208,103,5.2,19,473,1,1.5,5.1,1,2,9459,3,1,3214,3214,120,16626,18571,10403
1.25,2,1,125,1,136,76,3.5,1,269,3,1.1,3,1,2,5374,3,1,2460,2460,61,10343,11232,6459
1,1,1,110,1,99,43,3.8,13,239,2,0.6,1.6,2,1,4351,4,2,2022,2022,52,7046,9074,4452
0.5,1,1,63,3,46,22,1.8,5,128,1,0.3,0.8,2,2,2275,2,1,804,804,27,3697,4516,2307
1.75,2,1,195,2,209,117,7.7,19,471,2,1.2,3.8,2,1,7399,4,2,3756,3756,101,15448,16253,9688
1.5,1,1,136,1,171,62,3.8,15,362,3,0.9,2.3,1,2,8089,3,2,2871,2871,89,8985,13659,5956
1.25,1,1,136,3,119,64,5.6,7,288,2,1.6,2,1,2,6686,2,1,2370,2370,87,10194,11550,6371
0.75,1,1,72,1,77,35,0.3,11,186,2,1,1.4,2,1,3337,4,1,1313,1313,54,6747,6875,4197
1,2,2,114,2,113,64,1.3,1,206,3,0.7,2.7,1,1,4432,2,2,1940,1940,71,9202,9139,5759
1.75,1,2,209,1,164,76,3.6,2,469,2,1.8,4.5,1,2,7882,3,2,3113,3113,123,11167,15931,7256
2,2,2,239,1,246,135,0.2,21,442,3,1.6,4.7,2,2,8382,4,2,3380,3380,110,15879,17913,10136
1.25,1,2,126,1,116,57,5.8,10,357,3,0.9,2.4,1,1,5558,4,1,2620,2620,79,10190,11359,6328
1,2,1,124,3,92,56,0.9,7,248,1,1,2.6,2,2,5546,4,2,1719,1719,52,6173,9122,3971
2.5,2,1,240,3,264,134,10.8,5,699,1,3,4.9,1,1,11726,4,1,5068,5068,132,13888,22266,9232
3,2,2,338,1,271,170,11,11,772,1,1.8,6.5,1,2,16783,2,1,5754,5754,165,16462,26986,10772
0.5,1,2,63,2,55,31,0.2,1,140,3,0.5,0.9,1,1,2328,2,2,1055,1055,27,3897,4463,2460
2.5,2,2,296,3,304,103,7.8,15,600,2,2.3,5.4,2,1,10673,2,2,4186,4186,169,21361,22692,13560
1,1,1,87,2,104,56,3.8,8,258,1,1.3,2.4,1,2,5467,4,2,2150,2150,51,6608,9243,4257
1.75,2,1,181,3,160,89,4.3,19,463,1,2.1,3.2,2,1,9026,2,2,2956,2956,121,12557,16266,7966
0.5,2,1,63,2,50,32,0.1,2,129,2,0.5,0.9,1,1,2773,4,1,1051,1051,29,4018,4533,2509
3,1,2,293,1,349,171,6.8,16,807,3,3.3,4.6,1,1,16427,3,2,5285,5285,177,26248,27123,16432
1.75,2,2,159,3,169,106,8.7,3,396,1,2.2,3.1,2,1,7239,2,2,3300,3300,118,12467,16176,7950
1,1,1,97,1,105,57,0.4,4,245,1,0.6,2.4,1,2,4810,2,2,1916,1916,69,6541,9200,4273
