Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
2,1,2,73,3,886,207,90,13,1414,1,5.7,2.4,3,1,16259,3,1,102562,102562,108,1320,37763,5298.3618
1,2,2,33,2,575,112,49,5,735,2,2.8,0.5,2,0,8056,6,4,55153,55153,67,658,19632,3288.7482
1.25,2,1,43,1,564,111,61,8,901,1,3.3,0.8,4,2,9145,3,3,73986,73986,82,811,25389,3409.282
1.5,1,1,55,2,812,127,84,6,1094,3,3,1.2,4,0,11898,5,1,79221,79221,81,953,28405,4636.8916
3,2,2,109,1,1618,320,138,18,2104,2,8,2.1,4,0,23883,5,2,163784,163784,161,1861,57835,9167.8506
1.75,2,2,61,3,770,153,102,7,1320,2,4.8,0.2,2,1,12586,6,4,89600,89600,100,1115,35477,4612.0232
0.75,1,1,26,3,394,74,48,3,542,1,2.1,0.7,3,0,5588,6,1,42908,42908,42,528,14281,2320.8616
1.5,1,1,51,1,730,128,89,12,1143,1,3.9,1.6,4,1,11259,3,2,87647,87647,97,901,30151,4307.3088
0.75,1,2,26,1,352,81,47,6,553,3,1.8,1.2,2,3,5678,4,2,39641,39641,47,494,14779,2120.5066
1.25,1,1,40,1,604,114,56,5,871,3,2.5,2.1,3,0,8543,3,3,68800,68800,83,763,25066,3555.9366
0.5,2,1,18,1,222,48,30,4,380,1,1,0.2,2,1,3593,5,1,28157,28157,32,311,10022,1344.5686
3,1,1,97,2,1679,338,183,19,2074,2,7.8,0.7,3,2,20856,5,2,175674,175674,182,2077,61096,9663.4502
1.5,1,1,52,3,631,152,66,8,1065,2,2.9,0.6,3,1,10214,4,3,86633,86633,76,1002,29902,3792.4008
0.75,2,1,25,2,409,81,35,4,554,1,1.5,0.1,4,0,5721,5,2,39835,39835,39,481,15174,2334.2792
1.75,1,1,57,1,980,190,78,8,1343,3,4.8,3.1,2,1,13920,6,3,98143,98143,109,1140,35577,5600.138
1.25,1,1,41,3,651,106,76,9,883,2,2.4,1.1,4,3,8934,3,3,71354,71354,64,859,25448,3785.5348
3,1,1,97,3,1402,270,167,25,2239,2,7.7,4.2,3,3,21076,6,3,172006,172006,198,1862,58145,8349.0062
1.25,2,1,44,1,553,127,58,7,886,3,3.1,2.1,4,0,9162,5,1,64929,64929,77,848,23992,3370.9264
1.75,2,1,56,2,883,185,107,9,1209,3,4.7,2.9,3,0,13404,5,2,98091,98091,94,1124,35869,5150.1118
0.5,1,2,18,1,243,52,26,4,374,3,1.5,0.8,3,2,3619,4,3,28065,28065,30,305,9753,1443.9018
1.25,2,2,40,1,605,107,68,10,918,3,2.7,0.5,3,1,9660,3,3,71871,71871,63,827,25140,3535.876
1.25,2,2,41,3,643,140,56,8,867,3,3.6,1.2,3,0,10173,6,4,73420,73420,74,795,23969,3726.7226
2.5,1,1,78,2,1204,280,158,18,1723,1,6.9,4.2,4,3,19488,3,2,129403,129403,144,1703,50070,7188.6916
0.75,1,1,28,2,412,85,46,6,515,1,1.5,1.1,3,3,5661,6,2,43970,43970,44,469,14765,2372.4302
0.75,1,2,26,3,390,69,38,5,532,1,1.7,0.8,3,0,5527,4,4,37943,37943,45,453,14965,2254.7994
0.75,2,2,27,3,377,82,48,6,543,1,1.8,0,4,2,5294,6,3,38256,38256,42,496,14923,2226.5228
1.5,1,1,50,1,831,121,83,7,1119,2,3.1,0.1,2,2,10386,6,2,84362,84362,80,1057,30500,4747.7962
3,1,1,108,3,1435,263,181,23,2179,2,6.7,4.5,2,2,21056,6,1,169801,169801,151,2098,58497,8481.2642
2,2,2,70,3,843,185,94,11,1403,3,5.7,1.7,3,1,16078,5,1,116662,116662,129,1350,39841,5182.9576
1,1,2,37,3,560,104,50,6,728,1,2,0.5,4,2,6917,3,1,57076,57076,55,612,19285,3168.1334
0.75,2,1,25,2,384,84,34,6,563,2,2,0.8,4,0,5430,6,4,42534,42534,44,497,15218,2255.668
0.5,1,1,18,2,211,49,26,2,383,2,1,0.9,2,0,3799,4,1,27826,27826,26,344,9426,1295.0378
2.5,1,1,92,1,1242,268,159,18,1880,3,5.1,3.5,4,0,20347,4,2,147545,147545,170,1772,47347,7455.0764
3,2,1,110,1,1705,342,126,24,2187,2,8.1,3.4,4,0,20773,3,1,150406,150406,194,2119,59528,9801.2126
3,1,2,110,2,1639,318,172,17,2293,1,6.9,4.2,2,2,23675,6,1,177952,177952,180,1836,56587,9344.571
0.75,2,1,28,2,337,80,46,4,562,3,2.1,0.8,2,0,5900,4,3,39697,39697,50,483,15099,2054.158
2,2,1,69,1,1120,195,111,14,1453,3,3.8,0.7,2,0,13937,6,3,119117,119117,121,1334,37974,6387.9304
2.5,2,1,84,2,1374,206,141,11,1746,3,5.4,0.5,4,2,20241,3,1,143354,143354,168,1752,50311,7981.7012
0.5,1,1,17,3,278,44,27,4,342,1,1.4,0.1,2,3,3612,4,4,29031,29031,32,344,9699,1614.2934
1.75,1,2,56,1,993,178,88,9,1195,3,4.3,0.9,4,0,14269,5,3,91936,91936,107,1181,35484,5679.4378
0.5,2,2,17,2,274,44,24,4,363,2,1.2,0.1,3,1,3747,4,3,27635,27635,26,306,9706,1559.5014
1.25,1,1,45,3,703,143,72,8,875,3,3.3,1.2,4,3,8832,3,2,63990,63990,64,846,24326,4021.0624
1.25,1,2,40,3,618,144,55,7,934,1,3.1,1.7,4,2,8840,4,3,65569,65569,68,883,24978,3649.243
1.25,2,2,46,1,721,126,69,6,948,1,3.3,1.9,2,2,9107,6,4,68351,68351,65,800,25052,4064.6984
2,1,2,65,3,960,164,109,16,1422,1,4.3,2.7,2,3,16194,6,2,108530,108530,111,1394,37975,5684.2358
1.5,1,2,48,3,841,151,92,10,1086,3,3.5,0.9,2,0,10344,3,3,84972,84972,89,991,30735,4811.0248
1.5,2,1,47,1,800,150,77,13,1114,2,4,2.6,4,3,10277,3,4,89417,89417,91,902,29663,4601.0964
0.5,2,2,16,2,240,54,25,3,361,1,1.4,0.7,4,2,4031,5,1,25652,25652,25,342,9980,1440.2312
1.5,2,1,51,2,703,162,69,12,1124,2,3.3,0.5,2,0,12127,6,2,79361,79361,84,997,28348,4139.8824
1,2,1,36,3,546,100,41,9,703,1,2.5,0.8,3,1,7992,4,2,57023,57023,52,625,18808,3089.6114
3,2,2,107,1,1295,306,142,20,2060,2,6.4,3.6,3,0,21898,5,4,166705,166705,161,1846,57259,7692.6056
0.75,2,1,25,2,358,64,34,4,538,1,1.7,0.7,3,3,5558,3,4,40513,40513,45,463,14874,2108.9336
2.5,2,2,86,3,1274,237,147,21,1809,2,7.3,2,3,1,18163,6,3,140255,140255,149,1557,47140,7399.1836
3,2,2,99,3,1406,255,127,24,2302,3,7.1,0.4,4,0,22904,3,4,173625,173625,152,1896,61382,8156.0718
1.5,1,1,53,1,715,132,67,9,1066,1,3.2,0.9,4,3,11796,3,2,77997,77997,92,1063,29532,4269.1902
0.5,1,1,18,2,277,54,26,4,345,1,1.4,0.1,4,1,3559,5,4,29030,29030,31,325,10138,1612.8498
2,1,2,73,3,984,208,124,14,1482,1,4.4,2.5,2,1,15636,6,2,108000,108000,124,1222,38972,5762.9992
1.5,1,2,47,2,843,122,96,8,1112,1,4.5,1.4,3,1,11989,6,3,88278,88278,96,932,30661,4836.3858
3,2,1,94,2,1455,262,158,27,2201,2,7.7,2.3,2,0,22652,5,4,162509,162509,192,2028,61469,8621.5644
0.5,2,1,17,3,288,43,32,4,347,2,1.3,0.2,3,3,3725,4,4,25111,25111,26,321,10225,1643.361
2,2,2,71,1,1119,216,119,8,1503,2,3.8,2.6,3,1,16013,3,1,105472,105472,126,1302,40319,6420.0896
3,1,2,111,3,1651,341,171,26,2093,1,6.1,4,4,0,20919,3,2,160367,160367,154,2021,57525,9424.7468
3,2,2,108,2,1350,243,148,25,2294,2,6.8,1,4,0,20864,3,3,152047,152047,184,2117,56826,8151.1568
2,1,1,62,2,1055,174,115,11,1409,2,6,0.3,4,0,16366,6,1,113600,113600,102,1242,37783,6024.7082
2.5,1,1,89,2,1413,274,161,20,1749,2,5,0.3,2,2,18979,6,3,135676,135676,136,1732,47443,8056.3888
2.5,2,2,81,2,1205,220,158,14,1886,2,4.8,1.9,4,3,18828,5,2,131377,131377,130,1652,48149,7075.3596
0.5,1,2,18,1,232,44,27,3,342,2,1.1,0.3,2,1,3539,3,3,25444,25444,28,323,10188,1381.3388
1.25,2,2,44,3,570,134,64,5,887,2,3.6,0.2,2,1,8595,6,4,69642,69642,63,770,25074,3341.311
0.5,2,1,17,1,246,46,21,3,356,3,1.2,0.8,4,1,3862,6,3,29986,29986,28,331,9502,1463.6654
1.5,1,2,54,1,855,120,91,11,1074,1,4.5,2.1,2,1,11736,5,2,78009,78009,80,921,29139,4825.6902
1.75,2,2,55,2,794,169,82,13,1229,2,3.9,0.9,3,1,14113,4,4,91130,91130,114,1153,33874,4765.4286
1.25,1,1,43,2,674,110,80,7,898,2,3,0.7,2,2,10075,5,4,65567,65567,83,866,24455,3943.835
1.75,2,1,58,1,952,174,73,13,1243,2,3.5,1.2,3,0,13938,5,4,104573,104573,103,1217,35532,5466.8966
0.5,1,2,18,2,230,49,27,4,373,3,1.5,0.1,4,0,3956,5,1,28593,28593,28,323,9530,1391.9822
1.5,2,1,48,1,846,137,78,8,1140,3,3.6,0.8,3,3,11541,6,1,79459,79459,89,1026,29651,4841.5822
1.25,1,2,43,3,550,122,74,6,931,2,2.9,0.3,4,2,8530,3,3,62841,62841,78,877,25199,3378.748
3,1,1,100,2,1386,342,151,15,2064,3,7.9,4,3,0,23765,3,4,157560,157560,199,2047,57456,8364.876
3,1,1,97,1,1480,323,153,21,2123,1,7,0.7,3,3,22202,6,2,155876,155876,183,1870,59070,8606.3894
0.75,2,2,27,1,407,66,34,5,565,1,1.5,0.7,3,1,5449,3,3,42440,42440,41,509,14795,2340.9118
1.25,1,2,41,3,680,123,76,10,949,2,3.6,0.2,3,3,8865,4,1,70477,70477,76,797,23654,3917.321
0.75,1,2,27,1,375,84,41,4,512,2,2.2,0.2,2,3,5192,4,3,40456,40456,41,467,14226,2178.3114
0.75,2,2,25,2,331,73,35,5,531,1,2.1,0.4,4,2,5626,5,1,38424,38424,43,479,14873,2001.1602
1.75,1,2,59,1,954,183,105,9,1265,3,3.7,1.7,3,3,14191,4,2,95428,95428,99,1171,33821,5488.5432
1.25,2,2,39,2,529,105,81,10,946,2,2.8,0.1,4,0,9780,4,4,64462,64462,66,843,24303,3233.449
3,1,1,95,3,1450,284,143,27,2299,2,6.8,4.7,2,3,24091,6,3,177601,177601,165,1853,57463,8414.8772
2.5,2,2,89,2,1277,276,136,17,1735,1,6.9,0.1,2,0,17603,6,3,145256,145256,139,1660,47705,7395.9086
2,2,2,64,2,842,217,82,8,1462,1,4.4,1.8,4,1,15730,6,3,117380,117380,132,1226,40599,5103.732
2.5,1,1,90,1,1383,243,149,21,1835,2,6,3.3,2,3,19379,5,4,147909,147909,152,1758,48450,8003.3528
2,2,2,65,3,918,212,127,11,1531,3,4.6,2.9,2,2,14917,6,3,102272,102272,120,1336,37809,5523.5344
0.75,1,2,26,2,377,71,32,3,549,2,2.2,0.4,4,1,5710,3,3,43086,43086,38,511,14189,2207.618
3,1,2,101,3,1623,241,147,24,2163,1,6.1,1.7,2,0,23818,5,2,172071,172071,153,1811,57353,9104.5546
3,2,2,94,3,1372,281,162,25,2256,3,8.3,0.6,3,3,22495,4,1,163647,163647,192,1822,60804,8141.185
1.5,2,1,53,2,834,128,69,9,1134,3,4.2,2.2,4,2,10283,3,4,84473,84473,91,1060,29016,4826.0736
0.5,2,1,18,2,216,52,31,3,351,3,1,0,3,2,3654,6,1,28660,28660,31,309,9486,1321.6138
2,2,2,63,3,869,228,108,9,1500,1,5.1,1,3,2,16208,6,2,101530,101530,118,1343,38637,5272.2056
2,1,1,73,3,1039,203,111,13,1394,1,3.8,0.8,2,2,14504,6,4,111582,111582,111,1232,38231,5937.1838
2.5,1,1,91,3,1354,229,148,18,1744,2,7,0.8,2,2,18521,5,1,137730,137730,144,1516,48580,7701.5082
1.5,1,2,54,2,687,168,97,12,1092,1,3.5,0.7,4,3,10616,3,3,76926,76926,86,1039,30060,4154.7842
1,2,1,31,2,446,86,46,6,734,3,2.6,1.3,4,3,7649,6,2,51898,51898,67,631,19756,2707.1278
1.5,1,1,51,1,842,144,85,7,1101,1,3.7,0.3,2,0,10807,6,1,75423,75423,78,949,29621,4745.3464
2.5,2,1,87,3,1402,234,146,16,1894,1,7.2,3.5,2,2,18082,4,4,146207,146207,156,1547,49110,7996.5944
1.25,1,2,46,1,575,125,76,5,931,3,3,0.4,3,0,9622,6,1,73324,73324,78,836,23802,3466.1324
3,1,2,108,3,1526,280,173,14,2154,3,7.4,2.8,4,2,23775,3,2,170022,170022,171,2019,60173,8912.264
1.75,2,2,59,1,852,140,88,12,1260,2,3.6,1.9,2,2,13763,3,1,97068,97068,92,1144,33124,4957.1966
0.5,2,2,17,3,255,56,23,3,356,2,1,0.8,2,0,3494,3,2,27780,27780,32,304,9412,1486.6378
3,2,2,105,2,1308,324,154,13,2212,1,8.9,5.3,3,1,22892,4,4,179764,179764,162,2090,59302,7944.1804
1.75,2,2,58,3,975,157,105,12,1267,1,5.2,1.8,2,0,13686,4,1,91791,91791,104,1205,35386,5622.6422
1.5,1,1,54,2,733,146,85,7,1062,2,3.9,2.1,3,2,11234,4,4,82495,82495,88,1057,29569,4369.1318
1.5,1,2,54,2,835,131,67,13,1054,2,3.3,0.6,3,3,10895,3,4,85025,85025,92,996,28859,4764.95
2.5,2,1,83,2,1164,261,140,16,1710,3,5,3.1,3,2,19227,3,2,142933,142933,132,1749,50836,6932.3254
0.5,1,2,17,1,258,54,32,4,358,2,1.4,0.1,2,1,3760,3,4,29031,29031,26,352,9508,1516.988
2,1,2,67,2,897,191,108,17,1417,2,5,2.4,2,0,15654,4,4,116852,116852,116,1336,40117,5388.7748
3,1,1,100,1,1509,243,187,21,2074,1,6.1,1.2,3,3,21847,4,4,160451,160451,161,2111,60329,8833.3204
2.5,1,1,92,1,1399,213,110,12,1905,3,7.1,3.4,2,1,17984,5,3,145346,145346,164,1741,47935,8061.1668
2,1,2,63,2,855,200,101,17,1501,2,3.8,1.5,4,2,14139,3,2,112985,112985,102,1335,38393,5142.7008
1.75,1,2,62,1,910,190,94,16,1250,3,5,0.4,2,3,13768,6,2,100122,100122,91,1052,34927,5179.0556
1,2,1,32,1,534,109,62,6,748,3,2.7,1.4,4,0,8138,4,1,51882,51882,56,642,19042,3101.6736
3,1,1,101,2,1569,303,124,12,2291,3,6.3,0.6,4,1,22245,6,1,171826,171826,193,2004,56424,9072.581
3,1,2,109,2,1273,324,192,19,2227,2,7,2.6,3,3,22069,4,1,171781,171781,174,1885,61248,7719.9098
1.5,2,1,48,1,821,164,97,12,1100,3,3.2,1.7,4,1,11157,3,4,87502,87502,101,995,29242,4789.2924
1,1,1,36,1,556,96,40,7,688,1,2,1.2,3,2,6820,5,4,56784,56784,59,646,20435,3164.704
1.75,1,1,55,2,877,170,93,14,1276,1,4.6,2.7,4,2,14213,4,2,89222,89222,104,1232,33833,5198.5116
1,1,2,32,2,477,104,60,5,759,3,2.4,0.7,4,3,7011,5,2,52280,52280,54,649,19501,2828.9822
2.5,2,2,86,3,1167,275,133,12,1706,1,6.8,1.3,2,1,17315,6,4,139574,139574,153,1630,50778,6931.852
2.5,2,2,90,3,1157,258,104,19,1860,1,7.2,0.2,3,0,18967,4,3,142701,142701,130,1707,50056,6819.3854
3,1,2,108,2,1387,241,139,18,2299,1,8.9,0.6,4,2,21161,6,3,178175,178175,160,1856,56938,8107.8792
1.25,1,1,40,1,716,117,80,8,864,2,3.2,1.3,3,3,8963,3,1,69257,69257,79,759,25523,4079.6526
3,1,1,98,2,1327,336,151,21,2162,3,7,5,4,2,20691,4,1,157525,157525,183,1875,58472,7962.8012
0.5,2,1,17,1,247,42,26,4,359,1,1.4,0.4,4,0,3709,3,2,25037,25037,34,329,9501,1490.5398
1,2,2,32,1,557,94,60,5,738,1,2.9,1.7,4,1,6920,4,4,59642,59642,61,615,19852,3207.244
1.5,2,2,54,3,774,131,67,8,1076,3,3,2.1,3,3,11486,6,2,82549,82549,78,1056,30612,4488.5682
1.25,2,2,43,3,554,143,78,11,935,1,3.7,0.2,2,0,8584,5,3,67654,67654,71,776,25088,3317.5708
0.5,2,1,17,2,285,51,30,2,375,1,1.2,0.2,2,1,3967,6,3,26956,26956,31,316,9649,1631.2234
1,2,1,33,3,439,109,50,6,742,3,2.3,1.3,2,3,7586,6,4,51699,51699,66,609,19202,2647.6472
2.5,1,1,90,2,1154,250,124,15,1761,2,7,1.7,3,1,19622,4,4,137378,137378,141,1635,50755,6838.9164
0.75,1,2,27,1,430,76,32,5,552,2,1.6,0,2,0,5512,5,1,42278,42278,41,456,15189,2400.5984
1.25,2,1,45,2,611,127,75,10,936,3,2.9,2.2,3,3,9837,3,3,66305,66305,80,869,25031,3666.9824
3,2,1,97,3,1398,280,133,14,2240,3,8.5,0.5,3,0,23707,5,3,168316,168316,151,1868,57085,8118.2304
1.75,1,2,58,1,877,200,85,8,1201,1,3.7,1.7,2,2,12526,5,3,96215,96215,100,1097,34885,5069.5302
0.5,2,1,17,1,211,48,32,3,373,3,1.2,0.8,2,3,3770,6,1,28219,28219,26,303,10176,1281.91
0.75,2,1,23,1,319,70,37,4,554,2,1.7,0.6,2,3,6016,6,2,40706,40706,42,501,15240,1938.9842
2,1,1,71,2,962,166,90,13,1474,1,5.5,0.7,3,3,14994,6,4,107587,107587,107,1238,39183,5573.6488
1.25,1,1,41,1,539,116,81,5,941,3,2.9,1,4,1,8519,6,4,73644,73644,74,757,25541,3266.8968
1,1,2,34,2,424,114,65,6,717,3,2.6,0.2,3,0,7056,6,2,51530,51530,50,659,19029,2578.8162
1.5,1,2,55,1,774,126,67,11,1084,3,3.1,1.1,2,0,10587,3,2,83216,83216,88,945,29998,4442.7484
2.5,2,1,85,3,1080,224,130,12,1895,3,6.7,0.1,2,1,19093,3,1,144589,144589,160,1502,49015,6471.8086
0.75,1,2,24,3,418,64,45,4,559,3,1.9,0.1,2,2,6071,6,2,38716,38716,45,456,14348,2379.2192
0.5,2,2,17,2,272,50,22,4,344,2,1,0.8,3,2,3483,6,3,29716,29716,33,312,9546,1577.6026
1.5,2,1,47,2,846,143,91,7,1089,3,3,1,2,0,11818,5,2,80965,80965,76,935,28602,4757.0466
1.75,1,1,60,2,856,174,99,7,1280,2,5.2,1.1,2,3,13338,5,1,91287,91287,92,1066,32925,4959.2546
3,1,1,106,1,1394,251,138,14,2300,2,8.8,0.1,3,3,20666,4,2,151638,151638,204,1812,61450,8238.4072
0.5,2,2,18,3,234,40,27,2,366,1,1.4,0.6,3,0,3687,3,1,25847,25847,28,332,9477,1409.1484
1.5,2,2,52,3,751,146,63,12,1076,3,3,0.9,3,2,12052,6,1,83843,83843,90,1019,30260,4387.2494
1,1,2,35,2,552,106,65,9,720,2,2.4,0.4,2,1,7370,5,2,59788,59788,66,636,20223,3185.599
1.75,2,1,63,2,743,155,81,13,1321,3,4.1,0.8,4,3,11924,4,4,102839,102839,99,1176,34262,4507.2378
3,2,2,98,1,1499,241,147,17,2163,3,8,2.8,3,0,21513,3,4,166536,166536,176,2038,58203,8775.3536
1.5,1,1,50,3,867,162,95,9,1052,2,3.7,1.9,2,1,10695,5,3,82580,82580,76,977,30209,4896.374
1.75,1,1,60,3,879,178,72,13,1250,2,5.1,0.5,2,1,13356,3,3,100382,100382,88,1187,33671,5074.0072
1.25,1,2,45,1,691,111,67,7,903,1,2.6,1.8,4,3,10057,3,3,71204,71204,68,782,23903,3934.1624
0.75,2,2,27,1,366,78,32,6,524,1,1.5,0.6,4,1,5817,5,4,40968,40968,38,507,14975,2151.1194
1,2,1,35,2,439,89,42,5,767,3,2.8,0.2,4,0,6849,6,4,55904,55904,59,639,19477,2641.6958
0.75,1,2,25,2,348,64,34,4,545,2,2.2,0,3,3,5630,6,1,44602,44602,38,467,14930,2042.768
0.5,2,1,16,1,232,52,20,4,363,3,1.4,0.7,3,3,3453,6,1,28466,28466,28,351,10207,1402.8506
0.5,2,2,17,1,257,57,27,3,354,1,1.4,0.2,4,0,4082,4,2,29950,29950,31,355,9600,1541.2274
1.5,1,2,53,3,869,123,87,11,1078,3,3.6,0.4,2,2,10757,6,1,81573,81573,75,904,30574,4834.6024
1.25,2,1,46,1,701,129,65,9,855,2,3.3,2.2,4,2,8908,3,1,68714,68714,77,802,23970,4027.3866
0.5,2,1,16,3,271,49,31,4,377,3,1.4,0.6,4,3,3682,5,3,28491,28491,31,303,9932,1584.6394
1.25,2,1,40,3,634,114,70,8,854,1,3.7,2,2,3,8775,3,4,70673,70673,72,802,24030,3699.585
1.75,1,2,60,2,827,163,109,7,1210,1,5.2,1.5,2,2,12893,6,3,101061,101061,118,1136,33924,4963.0556
0.75,2,2,27,2,351,77,35,7,543,2,1.8,0.7,3,3,5123,4,1,38607,38607,45,469,14394,2083.8196
2.5,2,1,78,2,1245,239,141,16,1838,1,7.1,4.2,2,1,19656,5,4,148815,148815,152,1673,49070,7341.8642
2,1,1,72,2,904,192,98,13,1374,2,4.6,0.7,3,3,15614,6,1,116767,116767,127,1410,39813,5470.6368
3,2,2,100,2,1720,274,167,25,2257,3,7.6,2.7,2,0,23945,3,4,153430,153430,172,1803,57465,9651.28
1.5,1,1,55,1,779,128,97,12,1078,3,3.7,0.1,3,3,11357,5,3,88052,88052,75,1044,29136,4524.0524
1,2,2,35,3,509,87,41,5,704,1,2.5,1.3,4,1,7632,6,3,59774,59774,58,667,19531,2975.6594
0.5,2,2,16,2,249,55,23,2,362,2,1.5,0.5,3,3,3636,3,4,27122,27122,33,304,9776,1473.3862
0.5,1,2,16,1,256,52,21,2,363,3,1.1,0.8,2,0,3939,6,3,25636,25636,32,313,9687,1494.1208
0.75,2,2,26,1,347,79,33,6,547,3,2.2,0.9,2,0,6111,4,1,42228,42228,39,476,15265,2045.7912
1.5,2,1,47,3,699,144,63,12,1111,3,3,1.4,2,3,11858,6,3,84986,84986,102,939,30588,4142.2506
1.75,1,1,56,1,859,179,101,10,1339,3,3.4,0.9,4,2,14279,4,4,95889,95889,99,1168,33902,5050.1888
2.5,2,2,78,3,1222,240,114,11,1843,2,6.1,0.2,3,0,19110,6,2,131817,131817,166,1624,47461,7181.604
1.25,2,2,45,2,534,123,76,11,882,2,3.3,1.3,4,3,10046,4,1,73105,73105,76,840,24873,3296.2572
1.5,1,2,47,3,636,127,70,11,1124,1,3.3,1.1,4,1,10987,4,2,80398,80398,91,985,29485,3873.1074
1,2,1,36,2,569,110,47,4,763,2,1.9,1.6,2,3,7226,6,1,55733,55733,58,697,20251,3252.5162
1.5,2,1,52,1,802,165,67,13,1045,2,3.8,2.5,3,3,11288,3,2,78753,78753,87,1004,29526,4629.4086
1.25,1,1,41,2,526,115,72,5,881,1,2.9,0.2,4,1,9863,3,2,62504,62504,79,757,23617,3204.7286
0.5,2,1,16,2,215,48,27,2,377,2,1.1,0.3,4,3,3884,6,2,25654,25654,31,346,9516,1343.6678
1.75,2,2,56,2,968,188,112,10,1278,2,5.1,0.1,4,2,12356,5,4,99390,99390,94,1052,35543,5489.4272
2.5,1,1,80,3,1370,282,116,13,1719,3,4.9,3.2,4,1,17764,6,2,131662,131662,169,1637,48791,7896.2008
3,2,2,98,3,1705,345,183,14,2154,1,8.2,5.2,2,3,23788,3,3,165808,165808,162,1890,60728,9654.7366
3,2,2,96,3,1291,318,157,19,2202,1,6,3,2,3,23999,3,1,177713,177713,194,1826,58043,7770.1608
1.25,2,1,43,2,642,128,72,7,889,3,3.3,2.1,4,3,8982,5,4,68599,68599,73,806,23899,3758.7524
0.5,1,2,17,1,286,44,20,4,347,3,1.3,0.5,2,3,3822,6,3,25379,25379,30,347,9615,1639.1444
2,1,2,71,3,971,169,105,17,1416,2,5.4,1.8,4,3,13975,6,1,102246,102246,109,1293,39553,5687.7
1.75,2,1,63,2,832,175,100,11,1221,3,4.2,0.2,4,0,13503,3,3,88118,88118,119,1120,34806,4964.5206
1.5,1,2,47,2,757,122,81,10,1140,2,3,1,2,3,10527,3,4,88155,88155,101,1013,28549,4459.6184
1,1,1,33,2,546,99,63,9,698,2,2.9,0.7,2,1,6863,5,1,56559,56559,58,628,20398,3133.5716
0.75,1,2,24,2,333,67,43,6,516,3,2.2,0.2,2,0,5442,6,4,42132,42132,49,471,14143,2016.9474
2,1,1,68,2,922,176,88,8,1393,2,4,3.5,3,2,16359,3,3,114487,114487,104,1283,40677,5416.3958
2,1,2,63,3,846,206,122,13,1404,1,5.7,3.5,3,3,15869,3,2,111596,111596,123,1303,39008,5207.5798
0.5,1,1,18,3,257,48,31,2,355,3,1,0.1,2,0,3438,5,3,26558,26558,31,316,9816,1502.7506
0.75,1,1,26,1,434,63,46,6,558,1,1.9,0.1,3,0,5776,3,2,44845,44845,48,487,14720,2487.3332
1.75,2,2,63,3,830,144,110,11,1199,1,3.5,0.1,4,1,13926,6,1,98036,98036,111,1157,34877,4953.5352
0.5,2,2,18,1,236,41,24,4,349,1,1.3,0.3,3,3,3461,4,1,27207,27207,33,310,10029,1414.2442
2,1,1,66,2,1137,160,125,10,1373,1,5.6,2.7,3,2,15690,4,1,101029,101029,111,1317,40685,6485.103
3,2,2,99,3,1502,282,172,12,2127,2,6.4,1.7,2,0,20551,3,3,168174,168174,170,1933,57248,8715.5062
0.5,2,1,16,2,218,51,28,4,374,2,1.3,0.1,2,3,3867,6,1,27296,27296,28,321,9914,1319.1374
1.25,2,2,45,2,598,123,69,10,876,2,2.5,1.7,2,2,9339,4,3,67701,67701,77,778,25181,3524.3048
1.75,1,1,61,3,947,171,102,9,1331,3,5.1,1.7,4,1,13369,6,2,102727,102727,94,1202,32952,5475.4198
0.5,1,2,18,2,241,41,26,4,363,1,1.2,0.3,3,0,3908,3,4,25351,25351,29,322,9616,1432.5996
2.5,1,2,85,2,1100,240,101,14,1815,3,6.4,1.4,3,0,17133,5,3,141663,141663,157,1646,48006,6610.0396
1.5,1,1,54,3,689,140,97,11,1146,3,2.9,2.4,4,3,11771,5,2,78260,78260,97,921,30301,4141.7152
0.5,2,2,18,1,216,43,27,4,345,3,1.2,0.8,4,1,3866,5,1,25196,25196,33,331,10084,1351.4242
1.5,1,2,53,2,711,170,79,8,1038,2,3.4,0.8,3,2,12191,4,4,80008,80008,88,1051,28472,4243.8652
1,1,1,35,1,560,81,48,7,768,3,1.9,0.2,4,0,7677,3,2,59428,59428,65,636,20171,3204.2394
3,1,1,107,1,1451,319,193,14,2162,3,8.9,1.6,4,1,23550,4,2,157890,157890,169,2083,61453,8635.519
0.75,1,1,25,1,336,86,36,3,532,3,2.2,1.3,4,3,5508,4,3,37555,37555,51,455,15173,2047.2096
2,2,1,68,2,918,182,94,17,1497,1,4,0.9,2,3,14734,6,2,116763,116763,127,1343,38200,5478.7288
0.75,1,1,25,1,414,85,33,6,552,1,2.1,0.6,2,0,5540,5,1,41935,41935,44,502,15253,2374.937
2.5,1,1,85,2,1174,255,147,15,1767,3,6.2,4.1,2,2,17205,4,3,147792,147792,129,1620,50286,6919.452
