Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
1.5,2,1,414,3,433,313,141,11,1216,2,0.7,3.5,4,2,9451,7,4,7085,7085,106,2746,7004,4058.1032
1.75,2,2,457,2,580,388,122,14,1433,2,1,4.8,2,2,12300,11,1,7903,7903,102,2893,8304,4768.386
2.5,2,2,773,2,828,460,169,17,2192,1,0.5,7,3,2,15469,7,1,11495,11495,163,4293,12569,6928.0108
3,2,2,814,3,971,632,231,13,2478,2,2.1,9.4,3,1,18301,11,4,12086,12086,200,5219,13070,8324.4232
2,2,1,628,2,653,414,150,10,1780,3,0.7,4.5,3,1,13573,10,4,8091,8091,124,3306,9465,5432.4646
0.5,2,1,140,1,168,94,41,3,453,1,0.3,1.2,2,1,3116,7,2,2031,2031,33,849,2386,1414.3762
2,2,1,667,2,566,382,174,14,1770,1,1.1,4.6,2,3,13539,11,3,8749,8749,137,3434,8535,5174.7298
1,1,1,274,3,312,235,94,4,814,1,0.3,3.3,4,1,6346,7,1,4269,4269,69,1855,4543,2839.2912
2.5,1,1,665,3,699,559,196,18,2085,1,1.8,5.5,2,1,16665,11,1,11227,11227,182,4261,11245,6422.081
0.75,1,2,233,2,227,153,69,5,626,3,0.2,1.9,4,3,5008,11,4,3009,3009,54,1377,3277,2096.4186
1.25,2,1,395,1,382,243,88,5,1080,3,0.8,2.7,3,3,8650,8,3,5118,5118,75,2091,5331,3286.054
1,2,2,340,1,341,225,70,8,819,2,0.6,3.2,4,2,6785,7,2,4636,4636,63,1656,4735,2813.587
1.75,2,1,544,2,581,342,122,9,1563,3,0.9,4.2,4,3,11854,8,2,7620,7620,116,3195,8716,4986.4968
0.75,1,1,234,2,246,129,69,6,668,3,0.4,2.2,3,3,4617,8,4,3520,3520,49,1332,3152,2136.6004
0.5,2,2,131,2,167,92,40,2,408,3,0.3,1.6,3,3,3458,7,2,2104,2104,29,911,2152,1441.5316
2.5,2,2,781,3,759,494,187,12,2173,1,1.1,7.9,3,3,17592,11,4,10745,10745,166,4306,11429,6673.7494
2,1,2,608,1,576,460,161,14,1750,3,1.1,5.8,2,1,12583,10,4,9837,9837,148,3605,10052,5346.1096
1,1,2,270,2,305,184,69,6,841,1,0.4,3.3,3,1,6506,10,4,4530,4530,60,1695,4980,2648.2982
3,2,2,840,3,988,550,221,24,2506,2,1.9,8.5,3,2,21039,10,1,13883,13883,193,5399,15003,8447.1808
1.5,2,1,459,1,503,304,108,12,1309,2,1.1,3.4,2,3,9150,8,4,7008,7008,91,2546,7320,4161.034
3,2,1,979,3,873,634,213,14,2531,1,2.2,7.4,3,3,20362,11,2,14587,14587,174,5309,15227,7808.5214
1,2,1,348,1,326,196,67,5,847,1,0.6,2.5,3,3,6216,8,1,4125,4125,61,1818,4882,2805.7942
3,1,2,959,3,1039,658,274,21,2617,1,2,7.7,4,2,19871,8,3,14727,14727,212,5387,15214,8811.8562
1,2,1,292,1,311,184,81,6,828,3,0.8,3.2,2,1,6199,11,1,4197,4197,64,1732,4549,2718.4128
1.75,1,1,611,3,569,328,131,10,1490,3,0.8,5.5,3,2,10866,7,2,7751,7751,112,3059,7858,4859.2162
3,1,1,997,2,1006,635,211,14,2541,3,1.7,10.1,4,2,20655,10,4,14280,14280,170,5344,14901,8441.374
3,2,1,1049,3,887,537,197,25,2680,1,1.8,8.3,3,2,19378,10,4,14528,14528,203,5309,13709,7937.0966
1.5,2,2,495,3,435,320,120,7,1278,3,1.1,3.3,3,3,9646,10,1,6441,6441,93,2817,7317,4031.2292
3,2,2,868,1,1034,620,275,22,2473,1,1.2,9.9,2,2,20523,7,4,13982,13982,181,5582,13978,8791.0596
1,2,2,274,2,313,235,90,5,876,2,0.4,2.9,4,3,6490,7,4,4187,4187,68,1727,4881,2763.668
1.5,2,1,479,3,492,359,120,7,1295,2,0.4,4.8,2,2,9472,7,3,7071,7071,101,2579,6825,4186.3944
1.75,1,1,474,2,498,376,159,8,1518,3,0.9,5,3,3,10969,10,2,7967,7967,116,3152,8333,4638.6808
1.25,2,1,424,3,354,256,82,10,1100,1,1,3,2,2,8407,8,4,5462,5462,75,2200,6284,3207.5474
2.5,2,1,658,3,733,511,166,17,2118,1,1,7.7,4,1,16990,8,2,12224,12224,175,4620,12148,6732.816
3,2,2,1040,2,920,661,269,26,2479,2,0.7,8.9,3,3,21057,10,3,14303,14303,191,5023,12830,7995.0084
0.75,2,2,235,1,255,177,51,4,649,2,0.2,2.3,3,3,5180,8,3,3056,3056,45,1331,3342,2143.119
0.5,2,1,134,2,147,95,40,4,454,2,0.2,1.3,4,1,3495,11,4,2012,2012,33,873,2493,1348.139
0.5,2,1,152,3,140,101,41,4,419,3,0.2,1.4,4,3,3500,8,1,2260,2260,29,920,2207,1332.113
0.5,1,2,155,1,148,116,35,4,424,3,0.4,1.1,3,2,3533,7,4,2176,2176,30,921,2467,1355.9416
1,1,2,278,1,345,214,79,5,864,2,0.6,2.4,2,1,6645,11,3,4771,4771,58,1879,4427,2923.376
0.75,1,1,235,1,232,133,69,6,652,3,0.5,2.2,2,2,5081,7,4,3388,3388,53,1324,3359,2074.3932
0.5,1,1,132,3,169,115,36,2,453,3,0.3,1.2,3,3,3417,11,2,2264,2264,31,930,2161,1459.9714
1,1,1,332,2,287,239,65,4,895,3,0.3,2.2,2,1,6909,8,3,4122,4122,62,1862,4976,2643.1068
3,1,1,826,3,972,696,220,15,2461,3,0.8,7.5,4,1,21144,7,2,12210,12210,176,5323,13804,8279.6488
3,2,2,912,1,1017,513,241,13,2467,3,2,8.2,4,2,19138,10,2,13784,13784,220,5057,12498,8507.9406
2,2,1,676,1,616,389,132,12,1764,3,0.9,6.5,4,3,12931,8,3,9319,9319,130,3703,9189,5500.7022
2.5,1,1,838,3,696,483,226,13,2073,3,0.6,6,4,1,17374,8,4,10878,10878,173,4324,12079,6458.0128
2.5,2,1,812,2,742,472,177,12,2034,3,0.7,8.1,2,3,15635,7,4,10942,10942,180,4159,12061,6535.028
2,2,1,545,1,693,477,179,8,1740,2,0.6,4.7,4,3,12404,8,1,8647,8647,135,3601,9465,5859.6478
1,2,1,285,3,281,186,76,4,876,3,0.6,2.3,2,3,6247,11,3,4300,4300,63,1879,4889,2642.4774
0.5,2,1,149,2,148,86,36,4,454,1,0.3,1.3,2,2,3107,8,3,2337,2337,34,914,2543,1355.7894
0.75,1,1,244,2,233,172,57,4,649,2,0.2,2.3,3,3,4837,8,1,3536,3536,44,1297,3468,2029.7284
3,1,1,864,1,965,514,207,14,2474,1,2,6.4,2,1,19208,7,3,13072,13072,221,5457,12885,8413.5926
1,2,2,338,2,283,221,93,5,894,1,0.6,3.2,2,2,6993,8,1,4696,4696,62,1694,4726,2582.2076
1,2,2,298,3,295,170,66,9,839,1,0.8,3.2,3,3,6123,8,2,4669,4669,72,1779,4276,2683.8026
2.5,2,2,828,1,791,467,191,21,2082,1,1.9,8.2,4,1,17007,10,3,10726,10726,162,4612,12553,6993.4044
2.5,1,2,718,3,850,437,198,11,2141,2,0.6,5.3,4,2,17183,8,1,12275,12275,160,4323,11362,7065.6506
1.5,2,1,520,1,410,312,125,10,1268,1,0.8,4.7,4,3,10385,11,2,6302,6302,89,2496,7468,3756.682
3,1,2,1002,1,822,656,263,23,2453,3,1.9,8.9,4,1,19062,7,2,13065,13065,212,5653,13818,7969.4714
1.5,2,2,430,2,478,262,106,8,1267,1,0.9,4.1,2,1,9682,8,3,6767,6767,98,2808,6294,4209.7344
2,1,1,620,1,553,454,172,15,1806,2,0.7,4.4,2,1,13229,10,3,9526,9526,133,3597,9547,5188.7418
1.75,2,2,606,3,475,417,142,11,1441,2,0.7,5.7,3,1,11346,10,4,7718,7718,115,3108,8519,4492.8352
1,2,2,261,3,338,227,67,6,884,2,0.6,2.7,2,2,6770,8,1,4861,4861,59,1721,4859,2797.305
2.5,2,1,790,2,848,571,172,17,2137,2,0.8,7.7,2,1,16091,11,2,11143,11143,144,4136,10597,6888.1542
1,1,2,339,3,297,201,82,7,891,3,0.5,3.1,2,2,7091,10,1,4330,4330,57,1661,4512,2593.9242
2,2,2,623,3,644,362,137,9,1693,1,0.5,6.5,2,2,14109,7,1,9432,9432,114,3738,9404,5579.9828
3,1,1,828,2,968,680,284,23,2674,1,1.9,7.1,4,3,20787,8,4,14167,14167,189,5667,13135,8579.2494
3,2,1,796,1,866,693,227,18,2541,2,1.6,7.3,2,2,20084,11,3,13296,13296,201,5384,13625,7909.5478
2,1,1,672,1,680,478,182,10,1755,2,0.8,6.5,3,2,12786,11,1,9788,9788,139,3469,8599,5755.9432
1.5,2,2,391,3,500,315,136,10,1348,3,1,4.7,3,2,10294,10,4,6557,6557,106,2768,7585,4371.7868
0.75,1,2,216,2,224,163,58,4,625,2,0.4,2.1,2,3,4824,11,1,3291,3291,45,1345,3611,2010.3988
2.5,1,1,651,1,773,451,214,22,2188,3,1.9,5.3,3,2,15606,7,2,11197,11197,184,4362,12244,6840.1832
2,2,2,636,1,598,384,172,10,1716,2,1.6,6.5,3,1,13778,7,4,8850,8850,129,3754,9047,5495.3516
1.5,2,2,492,2,476,336,126,11,1328,2,0.8,4.1,3,3,9597,11,3,6308,6308,110,2771,6287,4258.2174
2,2,2,693,1,659,347,168,18,1644,1,1,5.8,2,2,12931,10,3,8323,8323,140,3717,9843,5756.1502
1.25,1,1,372,3,404,265,114,7,1022,1,0.6,3.5,4,1,7845,11,1,5424,5424,81,2145,5252,3483.331
0.5,1,1,151,2,139,88,40,4,437,3,0.2,1.2,4,1,3282,7,3,2315,2315,31,944,2457,1342.5764
2,2,1,592,1,666,467,151,10,1729,3,1.4,4.6,4,3,12396,10,1,8914,8914,128,3659,9263,5716.0622
1,1,2,345,2,338,224,76,4,838,1,0.5,2.1,2,1,6739,7,2,4619,4619,66,1826,4262,2881.1958
0.75,1,1,242,2,226,175,53,6,618,1,0.4,2,4,2,4774,10,3,3372,3372,46,1270,3818,1992.4438
1,2,2,337,3,344,239,90,5,903,1,0.8,2.9,3,2,6563,7,2,4818,4818,71,1685,5025,2886.3026
1.25,1,2,338,2,348,296,102,5,1112,2,0.3,3.3,2,1,8509,7,2,6227,6227,76,2100,5915,3155.1278
1.5,2,1,496,3,503,323,104,7,1362,1,0.5,4,3,3,9804,11,4,6158,6158,106,2629,7402,4256.8728
1,1,1,314,1,278,235,71,9,875,1,0.3,3.2,2,3,6480,8,4,4951,4951,68,1765,5042,2585.359
0.5,2,2,152,1,140,116,38,3,440,1,0.1,1.2,3,1,3297,8,2,2079,2079,35,912,2175,1332.3734
1.75,2,2,506,2,605,408,158,12,1499,2,1,4.9,4,1,11317,8,3,8299,8299,120,2973,7832,5048.0374
0.5,1,2,150,1,170,112,47,3,421,1,0.3,1.1,3,3,3259,7,1,2147,2147,35,884,2322,1465.6228
1.5,2,2,457,3,458,289,124,12,1309,1,0.7,3.5,4,3,9202,11,3,6495,6495,97,2541,6529,4007.6924
1.25,2,1,341,1,362,279,86,8,1049,2,0.9,3.5,3,1,8329,11,3,5750,5750,76,2150,5958,3238.9838
1.5,1,1,412,3,441,274,100,11,1298,2,0.4,3.2,2,3,10601,7,4,6318,6318,84,2600,6858,3866.5402
3,2,1,1031,2,1041,665,265,24,2461,3,2.3,8.5,4,1,20356,10,1,14825,14825,171,5042,15176,8505.5362
0.75,2,1,235,1,210,177,63,6,671,3,0.3,1.7,3,2,4662,11,2,3566,3566,50,1416,3271,2012.7114
1.25,2,1,395,2,433,220,111,11,1080,3,0.4,2.8,3,1,8244,7,2,5676,5676,73,2246,5812,3619.6718
1.5,1,1,400,2,425,290,100,8,1258,3,0.6,4.4,4,3,9474,11,3,6037,6037,103,2808,7282,3996.6748
1,1,1,322,1,297,224,80,9,853,1,0.3,2.1,2,1,6951,8,1,4566,4566,66,1775,4838,2671.7102
2,1,1,585,3,659,340,157,16,1746,2,1.2,4.9,4,2,13205,10,2,9072,9072,132,3573,8968,5649.162
2.5,2,2,803,3,758,574,163,12,2225,2,1.3,5.7,4,3,15970,10,4,12424,12424,170,4537,11796,6771.233
0.5,1,2,142,1,157,97,34,2,418,2,0.4,1.7,3,3,3076,10,3,2194,2194,36,930,2185,1422.6572
1.5,1,1,514,1,446,292,138,8,1328,2,1,3.5,4,3,9751,8,2,6029,6029,108,2496,6870,3985.4842
3,1,2,855,3,835,552,214,22,2444,1,1,9,4,1,18544,11,1,13155,13155,206,5457,13036,7821.8308
0.75,2,1,214,1,203,132,64,6,609,3,0.5,1.6,2,2,4817,10,2,3263,3263,55,1393,3213,1974.6154
1.5,2,2,495,3,482,331,113,8,1333,2,0.6,4.3,4,1,10647,7,4,6071,6071,103,2813,7113,4276.9584
1,2,1,330,3,275,221,66,4,817,1,0.6,2.6,4,2,6110,7,3,4931,4931,58,1661,4223,2491.18
3,2,1,896,3,1008,580,279,23,2501,3,1.1,6.5,4,1,20259,10,2,13583,13583,209,5195,13935,8539.3988
1.75,1,1,461,2,582,357,129,14,1543,2,0.7,5.9,3,1,11684,7,4,7281,7281,121,2975,8649,4903.1138
2.5,1,1,663,1,819,598,202,14,2133,2,1.1,6.9,3,3,16735,11,3,10900,10900,179,4646,11479,7188.253
1.5,2,2,514,3,494,316,133,10,1317,2,0.3,3.4,4,3,9564,11,4,6363,6363,103,2579,7588,4218.9818
0.5,1,2,145,1,143,99,41,4,432,2,0.3,1.2,2,2,3289,10,3,2127,2127,34,938,2392,1352.9908
1,2,2,349,3,348,196,77,8,894,3,0.5,3.4,4,2,6426,10,2,4699,4699,70,1664,4802,2879.1262
1,2,2,305,1,304,222,92,7,864,1,0.7,3.2,2,3,6284,8,4,4841,4841,65,1844,5072,2767.0928
3,1,2,892,1,920,621,202,25,2550,2,1.4,8.2,3,2,20617,7,3,14905,14905,195,5447,12767,8144.5494
2.5,1,1,741,1,709,546,163,17,2041,2,0.9,5.3,2,1,17604,7,3,11487,11487,144,4156,11548,6236.3798
1.25,1,2,392,3,391,289,97,9,1067,2,0.5,3.8,4,3,7942,10,3,6189,6189,74,2283,5763,3458.2294
3,1,2,829,2,1030,584,199,12,2469,1,1.9,9.4,3,3,19353,7,1,14592,14592,222,5181,14834,8590.9376
2.5,2,1,759,1,859,560,202,12,2144,1,1.6,8.3,3,2,15970,7,1,10982,10982,149,4468,12347,7193.74
2,1,2,650,3,557,431,159,16,1788,2,0.9,4.8,2,3,13650,7,2,8582,8582,146,3455,9343,5157.217
1.5,1,1,469,2,486,297,131,13,1222,1,1,4.7,2,3,9679,11,4,6891,6891,106,2552,6513,4175.1388
2.5,2,1,776,2,755,538,181,10,2268,3,1.8,5.7,2,1,16713,8,3,10393,10393,183,4324,10915,6692.4756
1.25,1,1,410,1,408,270,117,6,1136,2,0.5,2.8,3,1,8844,11,4,6157,6157,79,2359,6369,3599.5298
2.5,2,2,825,2,771,435,203,13,2129,2,0.8,7.1,3,3,17532,11,2,11496,11496,166,4281,12080,6720.8854
0.5,2,2,149,2,151,118,43,3,415,1,0.3,1.3,2,3,3294,7,1,2149,2149,33,835,2147,1335.4978
2.5,1,1,697,1,800,476,212,12,2237,2,0.7,7.6,4,3,17657,8,2,11990,11990,166,4313,11613,6896.5474
2,1,1,561,1,627,370,131,10,1629,2,0.7,5.6,3,1,12990,7,1,8537,8537,119,3487,9939,5378.021
3,1,2,1030,1,876,600,240,23,2695,2,2.1,8.2,4,1,18856,11,2,13463,13463,177,5148,14423,7792.1712
2,1,2,664,2,610,453,162,11,1707,3,0.6,5.8,4,3,12358,8,2,8733,8733,127,3313,10032,5289.3176
1.25,2,2,329,1,431,294,112,9,1022,3,0.3,3.5,4,2,8008,8,2,5692,5692,90,2231,5256,3676.5776
0.75,1,1,247,1,204,166,67,6,613,3,0.6,1.9,3,3,5286,10,2,3681,3681,50,1323,3604,1944.7482
1,1,1,278,2,319,195,68,5,900,2,0.5,2.8,3,1,6559,8,1,4216,4216,73,1809,4342,2809.7558
1,1,1,319,2,342,216,93,4,881,3,0.3,2.8,2,3,6450,7,1,4091,4091,68,1875,4768,2958.239
0.75,1,2,221,2,230,177,50,6,611,1,0.4,1.9,4,1,4930,7,1,3506,3506,54,1282,3519,2037.256
0.5,2,2,135,2,161,109,34,4,406,2,0.2,1.5,3,2,3119,11,4,2004,2004,30,890,2200,1397.5858
0.75,2,1,249,3,226,132,67,6,609,2,0.5,2.5,2,2,4585,11,2,3377,3377,48,1249,3650,1991.028
1,1,1,343,2,278,194,94,4,898,1,0.4,3.3,2,1,6999,10,1,4175,4175,68,1869,4715,2670.9018
1.75,2,2,492,1,530,409,116,12,1586,3,0.6,4.4,3,2,10993,8,1,7005,7005,125,3099,8473,4719.7066
1.75,1,1,456,1,474,408,122,14,1558,2,1.1,4.1,3,1,11451,8,2,7200,7200,104,3277,7844,4507.4962
2.5,1,2,701,1,857,575,232,20,2084,1,1.3,5.6,4,2,16822,8,2,10688,10688,160,4339,11715,7171.9204
2.5,2,1,871,1,782,492,208,20,2221,1,1.8,6,4,2,15994,8,4,12495,12495,170,4176,10891,6745.9028
0.75,2,1,218,3,254,148,68,6,637,2,0.4,2.2,4,3,4700,8,4,3632,3632,52,1324,3565,2186.504
1,1,1,305,2,321,237,76,8,877,2,0.7,2.2,3,3,6996,11,4,4726,4726,62,1723,4488,2748.7472
1.25,1,2,429,3,365,255,101,10,1115,2,0.3,4.1,2,3,7942,8,4,5988,5988,82,2219,5469,3317.4214
0.5,2,1,172,2,139,109,44,4,408,3,0.2,1.4,4,3,3112,7,4,2200,2200,36,939,2394,1364.2544
1,2,2,287,3,297,181,93,6,837,3,0.3,2.5,2,2,6190,10,3,4265,4265,58,1800,4810,2677.587
0.75,1,1,251,1,231,172,61,3,627,1,0.6,2.3,2,1,5306,8,3,3426,3426,50,1312,3488,2048.4342
0.75,2,2,209,1,223,157,64,6,645,3,0.2,1.8,3,2,5209,7,1,3036,3036,50,1261,3217,1987.5138
2.5,1,1,705,1,741,492,210,17,2223,1,0.6,5.9,4,2,16371,8,3,11134,11134,168,4567,11635,6755.3242
3,2,1,940,2,998,583,264,22,2713,2,0.6,7.5,3,2,18463,10,1,13248,13248,172,5443,13109,8488.0646
0.5,2,2,166,1,135,98,37,2,414,1,0.3,1.3,2,3,3468,10,4,2044,2044,34,871,2258,1276.1746
2.5,1,2,806,2,813,529,186,15,2039,3,1.4,8.3,3,1,15472,8,4,10794,10794,167,4357,11051,6956.1324
1.5,2,1,409,2,470,290,106,12,1234,3,0.7,4.3,3,3,9658,7,2,6723,6723,97,2583,6948,4059.4896
1.25,1,1,432,1,367,259,115,8,1088,3,0.4,3.1,4,2,8276,11,1,5778,5778,84,2191,5440,3345.6302
2,2,1,655,2,580,370,174,16,1803,3,0.7,6.2,2,1,14002,8,3,9529,9529,143,3512,9688,5308.3824
1.5,2,1,441,3,501,312,129,8,1285,3,0.9,3.5,3,1,9623,11,3,6269,6269,84,2831,6269,4320.1816
0.75,1,1,219,2,228,173,59,3,639,2,0.6,1.7,4,1,5300,8,1,3368,3368,44,1354,3771,2047.847
1,1,2,294,1,340,240,81,7,883,3,0.5,2.8,2,2,6567,8,1,4738,4738,57,1656,4216,2784.5664
1,1,1,313,3,316,223,83,6,834,1,0.3,2.5,2,2,7015,8,3,4035,4035,74,1826,4218,2817.622
1,1,1,283,2,302,225,92,6,841,1,0.8,2.8,3,1,6988,10,1,4594,4594,64,1751,4608,2710.9936
0.75,2,1,254,3,214,138,68,4,612,2,0.2,2.5,4,1,5261,8,4,3564,3564,45,1354,3709,2000.0762
1,1,1,298,3,275,223,88,9,900,3,0.7,2.6,3,1,6982,7,1,4019,4019,61,1749,4910,2570.2204
1.5,2,2,471,3,464,308,139,7,1227,3,0.9,3.7,2,1,9678,7,3,6095,6095,110,2799,7431,4223.1026
1.25,1,2,359,2,392,257,84,10,1085,3,0.8,2.8,2,1,7823,8,2,5716,5716,77,2074,6006,3316.3366
1.5,1,2,489,3,429,256,102,8,1349,1,0.4,4.9,2,3,9652,11,4,6317,6317,111,2766,7210,4002.5164
1.25,1,1,328,3,351,246,104,10,1068,3,0.9,4.1,2,2,8120,11,1,5178,5178,74,2223,5799,3240.656
3,1,1,916,3,984,711,279,15,2660,1,2,9.3,4,2,20357,10,2,13539,13539,204,5536,14623,8644.1584
2,2,2,688,1,589,355,152,12,1691,1,0.8,5.8,3,1,12703,10,2,9798,9798,120,3474,8514,5231.8966
0.75,2,2,232,1,238,136,71,4,682,1,0.3,2,2,3,4947,7,3,3230,3230,48,1303,3789,2073.6524
2,2,2,671,1,688,442,145,18,1676,1,0.6,4.5,3,1,12527,10,2,9425,9425,132,3582,8689,5759.0304
1.25,1,1,349,2,364,216,92,10,1037,2,1,4.2,3,2,7971,8,4,5039,5039,71,2258,5761,3300.9302
1.75,2,2,493,3,528,300,143,13,1587,1,1.1,3.9,3,2,11457,10,3,7431,7431,119,2922,7724,4624.2304
1.25,2,2,330,2,425,292,98,7,1122,3,0.9,3.4,2,3,7952,11,4,5962,5962,81,2315,5399,3636.0044
1,1,1,265,1,273,229,95,7,902,1,0.6,3.3,4,2,6272,11,2,4593,4593,63,1875,4439,2658.9294
2,2,1,545,1,609,430,156,16,1657,1,1.4,5.5,4,2,13031,11,3,9451,9451,139,3467,9113,5400.9942
0.75,2,1,214,1,234,179,63,4,638,3,0.4,2.3,3,3,4734,11,4,3467,3467,50,1329,3643,2080.7858
0.75,1,1,202,3,233,151,62,6,671,1,0.5,2.4,4,2,4990,7,1,3329,3329,54,1301,3760,2080.504
1,1,1,290,3,288,233,77,5,837,1,0.3,3.3,4,1,6802,8,2,4368,4368,63,1870,4676,2697.4614
1.25,2,1,402,2,432,285,119,7,1037,1,0.3,4.2,4,3,8656,8,2,5543,5543,82,2159,5197,3632.2982
2,2,1,649,1,566,437,152,16,1724,3,1.2,5.5,3,3,13735,10,2,8194,8194,147,3332,9111,5143.563
1.25,2,1,382,3,423,261,92,7,1095,2,0.7,4,2,2,8740,10,4,5370,5370,80,2253,5839,3583.444
2,2,2,552,2,676,439,163,17,1751,3,1.5,6.5,2,2,13668,8,1,9546,9546,134,3480,8964,5698.4326
1.25,2,1,387,2,357,254,86,11,1065,1,0.4,3.5,3,3,8574,8,4,5783,5783,81,2362,5632,3339.5128
2.5,1,1,848,3,798,485,209,20,2037,1,1.4,5.7,4,2,16595,11,1,11770,11770,160,4692,11995,7059.856
1.75,1,1,456,2,537,319,139,11,1533,3,1.4,4.8,4,1,12362,7,3,8481,8481,113,3131,8069,4775.0194
1.5,1,1,422,1,463,320,122,6,1308,3,0.9,4.3,4,2,10588,7,4,7347,7347,107,2584,6938,4094.0036
1,1,1,348,1,276,193,83,6,832,1,0.5,2.5,2,3,6663,11,1,4723,4723,73,1789,4181,2613.2516
1.25,2,2,407,3,427,249,83,6,1107,1,0.7,4.2,3,3,7922,10,1,5504,5504,92,2319,6311,3671.7834
0.5,1,1,171,2,160,110,33,4,447,2,0.1,1.4,2,1,3117,11,3,2479,2479,30,929,2169,1402.4724
3,2,1,796,2,925,570,206,21,2582,1,2,7.9,3,2,20013,8,4,14151,14151,190,5407,15196,8134.3806
2,1,2,624,2,550,401,130,9,1624,3,1.4,5,3,1,13280,7,2,8828,8828,136,3524,9199,5105.806
2.5,1,2,688,2,722,452,198,11,2228,2,1.1,7.9,4,1,15798,8,1,12279,12279,171,4682,10697,6744.5936
2.5,1,1,719,3,739,521,193,18,2041,1,0.6,5.5,3,1,17263,11,1,11692,11692,156,4615,10998,6702.5016
2.5,1,2,765,2,852,456,222,16,2114,3,1.2,5.3,2,3,16028,8,2,10631,10631,155,4299,12306,7068.4116
3,1,2,914,3,971,548,272,20,2720,1,1,6.9,3,3,19930,11,3,13245,13245,208,5506,15295,8519.122
1,2,1,301,2,314,182,79,6,811,1,0.6,2.8,4,3,6747,10,4,4612,4612,65,1729,4765,2742.1564
0.75,2,2,250,1,259,164,61,4,624,2,0.2,1.8,3,3,5163,7,2,3080,3080,46,1316,3273,2164.0056
3,2,1,928,2,883,611,232,24,2446,3,0.7,7.8,2,3,20902,7,2,14142,14142,188,5387,13159,7943.2164
3,2,2,951,3,1038,632,202,24,2476,1,2.2,6.8,2,1,18790,10,4,12811,12811,175,5634,13569,8703.904
1,2,2,275,2,327,183,79,4,860,1,0.8,3.3,2,2,6432,11,4,4835,4835,68,1770,4343,2821.9334
0.5,2,2,138,1,150,105,47,3,425,2,0.1,1.1,2,3,3299,7,1,2175,2175,36,856,2138,1352.1708
1,2,1,270,2,337,202,73,6,810,1,0.3,2.2,3,1,7067,8,1,4178,4178,61,1829,4178,2864.4024
0.75,1,1,253,3,233,133,53,6,610,1,0.5,1.9,2,2,4906,8,2,3658,3658,46,1339,3823,2041.1102
0.5,2,2,151,2,168,85,35,3,439,2,0.3,1.1,4,1,3151,10,3,2118,2118,33,902,2119,1450.3852
2.5,1,2,847,3,734,441,233,14,2262,3,1.3,8.4,4,2,17411,8,4,11167,11167,147,4419,10793,6634.5312
2,2,2,676,2,649,353,184,16,1633,2,0.5,4.9,4,1,13185,8,2,8095,8095,126,3370,9500,5505.649
1,1,1,284,2,340,184,68,5,876,1,0.3,2.4,2,3,6620,10,3,4425,4425,69,1738,4774,2838.888
2.5,2,1,685,2,739,490,183,19,2154,3,1.2,6.8,3,2,16655,10,1,12244,12244,156,4454,12431,6617.33
2,1,2,557,3,640,417,155,13,1815,3,1.1,6.7,4,1,12434,8,4,9016,9016,140,3660,8869,5653.7618
1.5,1,2,437,3,471,292,127,10,1281,1,0.7,4.1,3,2,9713,11,3,7333,7333,99,2629,6556,4121.4536
0.5,2,2,130,2,150,112,40,4,445,3,0.2,1.2,3,3,3123,7,3,2145,2145,37,933,2316,1398.4646
1.25,1,2,404,1,414,254,89,11,1021,3,0.5,3.6,3,3,8252,7,1,6027,6027,92,2253,5193,3578.4474
1.5,1,1,443,3,504,339,120,7,1295,2,1,3.3,2,2,9585,7,3,7368,7368,85,2540,6309,4160.577
1.25,1,1,422,3,415,277,83,5,1063,1,0.5,3.7,3,3,7633,8,3,5965,5965,81,2117,6220,3469.8256
0.5,1,1,152,3,157,89,35,3,419,2,0.3,1.6,2,3,3470,10,3,2083,2083,31,854,2290,1356.389
2,1,1,663,3,596,405,174,14,1730,1,1,6.4,4,1,12973,10,4,9830,9830,137,3454,8951,5355.0566
0.75,2,2,211,3,209,132,60,7,627,2,0.4,2.1,2,1,4987,8,3,3290,3290,50,1297,3563,1932.4974
1.75,2,2,517,1,528,330,131,8,1442,1,0.6,5.7,4,1,10879,7,3,8364,8364,108,2966,8249,4619.6588
2.5,2,1,790,3,691,456,210,10,2175,2,0.7,5.9,3,1,17361,7,3,11558,11558,155,4164,12168,6260.9622
2,1,1,691,2,647,343,185,15,1688,3,0.9,6.8,3,1,12921,11,1,9110,9110,132,3639,9597,5673.6692
1.25,1,1,418,1,402,293,90,7,1085,1,0.9,3.5,2,2,7927,7,3,5060,5060,71,2175,6054,3415.5554
1.5,2,1,394,1,462,357,129,11,1351,3,0.9,4.7,4,1,10060,10,4,6087,6087,96,2821,7468,4198.929
1.5,1,1,465,3,480,267,99,9,1354,1,0.7,4.6,2,3,9563,8,4,7000,7000,84,2823,7495,4176.7396
2.5,2,2,833,3,793,485,200,16,2152,3,1,7.8,4,2,15838,7,3,10458,10458,165,4126,11309,6749.9676
