Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
1.25,1,1,5,2,449,215,132,12,828,3,8,5.6,5,2,11943,5,4,76102,76102,2995,25265,18738,25177.7086
3,2,2,25,3,1113,529,350,25,2046,1,20,14.1,6,1,28542,7,4,181605,181605,7753,61021,44510,62571.0784
1.25,1,2,3,2,434,230,108,15,817,1,8,4,7,1,11947,4,5,72039,72039,3384,25439,18679,26381.6894
2,2,2,5,1,689,449,178,19,1420,3,13,8.4,4,2,21640,6,2,113428,113428,5073,42121,30083,41936.928
1.75,1,1,9,2,696,311,146,15,1290,3,11,8.4,5,2,17548,7,3,104148,104148,5555,34839,25240,39491.5896
1.5,1,1,5,2,539,286,156,14,986,1,9,6.3,7,2,14070,6,4,91596,91596,4960,29836,22779,34176.484
1,1,1,7,3,351,173,94,10,732,3,7,4.5,5,1,9100,6,5,57613,57613,2676,20206,14921,20975.75
1,2,2,5,3,390,194,108,13,729,1,6,3.4,6,2,9957,7,4,52405,52405,2834,21143,14377,22121.5914
1.25,1,1,11,3,461,234,104,11,829,1,8,5.1,6,1,12363,7,3,77313,77313,2821,25319,18589,24711.7026
1,2,2,2,1,373,195,114,8,756,2,6,3.8,5,1,10951,5,3,53824,53824,2462,19791,14547,20169.0702
0.75,1,2,6,3,304,147,65,6,495,2,5,3.6,5,2,7345,6,4,43774,43774,2268,15528,11282,16928.429
1.75,1,1,8,1,601,332,216,19,1213,2,11,6.5,6,2,17018,4,5,103918,103918,4496,35814,25746,36284.4136
2.5,1,1,19,2,1019,499,193,25,1899,3,15,10.2,4,2,26582,5,2,139500,139500,5492,49404,36875,48719.9364
3,2,2,20,1,1206,514,325,36,2000,3,20,10.2,7,1,31434,4,5,164368,164368,7238,62587,45424,62172.6068
2,2,2,14,3,685,405,191,23,1485,2,13,6.8,6,2,20877,6,2,122802,122802,5060,40039,28998,40725.7554
0.75,2,2,2,1,259,140,63,7,504,1,5,3,4,1,8170,4,4,41128,41128,1928,15648,11015,15725.294
3,2,1,28,2,1211,652,351,27,2049,1,18,11.1,5,1,29507,7,4,177420,177420,10209,61990,44695,71088.3514
2.5,2,2,16,2,920,447,311,26,1806,2,17,11.3,6,1,22647,4,5,149646,149646,8328,50162,37635,57523.9394
1.25,2,2,9,3,520,247,147,14,873,3,8,5.6,4,2,12820,5,2,75668,75668,4329,25239,18776,29624.524
1,1,2,7,1,412,191,113,11,765,1,6,4.2,7,1,10909,7,2,56873,56873,3022,19699,14677,22037.8218
1.25,1,2,4,2,425,250,147,13,884,2,8,5.8,4,2,11804,6,3,75299,75299,4141,25746,17980,28889.4408
1,2,2,4,1,399,181,90,10,709,1,7,3.8,6,1,10010,7,4,54722,54722,2283,20788,14364,20277.482
1.25,2,1,10,1,472,276,156,15,918,2,8,5.5,7,1,12944,7,5,72193,72193,4379,24379,18140,29099.9388
2,2,1,17,2,817,427,210,22,1435,3,13,6.6,5,2,21693,7,5,104195,104195,4364,42647,29302,40574.0186
0.75,1,2,4,1,302,156,81,9,563,2,5,3.1,7,1,7205,4,3,39636,39636,2689,15632,10710,18275.011
0.75,2,1,7,1,311,158,59,9,533,1,5,3.1,7,1,7413,6,2,42725,42725,2121,15484,10992,16472.5326
2.5,1,2,21,3,1061,427,228,21,1890,3,16,9.8,4,2,25790,5,2,143277,143277,8911,53678,37026,61819.918
1.5,2,1,9,3,509,280,157,19,1030,2,10,7.3,7,2,15800,5,4,83065,83065,4360,30691,21624,32670.67
1.75,1,2,4,3,703,401,174,22,1245,2,11,7.2,7,1,16959,6,5,94455,94455,3916,36366,25926,35257.5518
1.25,2,1,8,1,537,264,101,11,895,3,8,4.4,5,1,13133,6,3,75551,75551,3775,24410,18308,27512.4066
2,1,2,5,2,715,386,237,21,1510,1,13,8.2,4,2,21879,5,5,113250,113250,6368,41168,30235,45553.1158
1.75,2,1,17,3,714,344,218,15,1310,2,12,6.8,5,1,18902,4,3,102733,102733,5663,34948,26596,39963.3604
2.5,1,1,19,2,856,547,298,27,1786,2,16,11.1,4,1,24649,5,2,137117,137117,7926,51423,37235,56661.3398
2.5,2,1,21,2,1109,508,212,28,1893,3,16,10.8,7,2,27321,7,2,133168,133168,6948,49998,36986,53985.7442
2.5,1,1,7,1,1077,497,194,31,1671,1,15,8.9,6,2,25402,7,2,131368,131368,8888,51292,36280,60507.4904
2.5,2,2,20,1,950,432,296,28,1665,1,16,9.9,7,2,26961,6,2,135714,135714,6664,48554,35818,51595.9822
0.5,1,1,2,1,196,96,44,6,360,2,3,1.8,7,2,4965,7,5,26073,26073,1328,10666,7382,10840.813
1.75,1,1,7,2,713,309,211,15,1161,3,12,6.9,5,1,17063,7,4,96703,96703,5518,35696,25518,39910.9026
1.25,2,1,4,3,493,249,137,12,937,1,8,5.6,5,2,13432,7,5,65309,65309,4175,24918,17824,28850.8264
0.75,2,2,5,3,272,151,73,7,569,1,5,2.5,4,2,8062,4,5,41036,41036,2314,15129,11130,16694.2024
0.5,1,2,5,1,189,95,40,4,362,3,3,1.9,4,1,5054,7,4,29800,29800,1297,10711,7175,10738.4808
1.5,1,1,5,1,554,319,152,18,1090,3,9,5.1,4,2,14566,5,2,80713,80713,3648,31335,21492,30969.0032
0.5,2,2,3,3,170,86,39,5,332,3,3,2.3,6,1,5272,7,5,28557,28557,1638,10084,7219,11376.9244
3,1,1,10,2,1185,674,331,37,2241,1,18,10.4,4,1,31741,6,5,178878,178878,6560,60214,43994,58688.1482
1.75,2,1,10,1,714,350,136,15,1221,3,11,8.1,5,1,16172,7,5,107462,107462,4897,37358,25173,38890.1044
2,1,1,13,3,834,361,181,19,1451,2,13,8,5,1,19482,7,3,115357,115357,6299,40322,29644,45407.7564
3,2,2,26,3,1321,686,377,30,2197,2,18,14.3,6,1,32558,4,5,170492,170492,8995,61058,43782,67378.1216
0.5,1,2,3,3,196,107,44,6,364,3,3,2.3,5,1,5054,7,3,28505,28505,1404,10432,7150,10959.2008
0.5,2,2,2,1,199,100,51,6,361,2,3,2.1,4,1,5068,4,5,29785,29785,1317,10132,7169,10538.0436
2.5,2,1,23,2,1109,432,282,21,1705,2,17,9.5,6,2,22827,4,5,154232,154232,8722,53408,35517,61318.1154
1.5,2,1,11,2,670,269,115,19,1076,1,9,6.2,6,2,13814,4,2,84672,84672,4752,29112,22542,33724.8628
0.75,1,1,2,2,263,139,61,7,500,1,5,3.1,5,1,8220,5,5,41605,41605,2228,15054,11128,16353.954
1.25,2,2,5,3,561,257,118,14,893,2,8,5.4,7,2,11442,4,5,75939,75939,2992,24594,17842,25310.5884
0.75,2,2,5,3,305,154,81,9,544,3,5,2.5,4,1,7148,5,5,44431,44431,2612,15087,11145,17745.4996
0.5,2,2,5,3,209,114,53,4,332,1,3,1.7,5,1,4597,5,4,27118,27118,1303,10737,7410,10861.2094
1.5,1,2,14,1,568,276,119,15,1145,3,9,4.9,5,1,13802,7,5,91300,91300,3974,30842,21455,31765.8104
2.5,2,1,18,1,1043,527,238,20,1859,2,17,12.2,4,1,23226,5,5,134298,134298,8797,50644,35809,59806.6852
1,2,1,4,3,403,179,90,10,655,1,6,4.1,4,2,9908,6,2,58185,58185,2952,20201,14469,22045.6516
2.5,2,2,9,2,843,448,261,25,1750,3,16,12.2,5,2,27093,7,3,132120,132120,7616,51117,36578,55482.6186
3,2,1,6,1,1082,681,270,26,2047,3,20,11.4,6,1,30666,4,4,184541,184541,9999,62751,44750,70286.1932
1.5,2,2,13,1,514,288,186,16,1039,2,9,4.9,6,1,14810,7,5,86115,86115,4308,30098,21868,32164.572
2,1,1,14,1,805,426,215,21,1432,1,12,8.2,5,1,18461,5,5,106993,106993,5624,42273,29645,44238.4922
3,2,2,29,1,1297,566,359,28,2129,3,20,14.2,5,1,28036,4,4,176138,176138,7765,61084,42630,63479.5672
0.5,1,1,3,2,184,93,50,4,364,3,3,1.8,7,2,4992,7,2,30799,30799,1514,10397,7250,11218.3984
1,1,1,9,3,430,216,115,11,739,3,6,4.9,6,1,9071,5,4,52545,52545,3557,21343,14493,24678.8642
3,2,2,16,1,1164,629,233,35,2244,3,19,11.4,7,1,32664,4,2,166248,166248,7558,63687,45344,63575.3728
1.25,2,2,7,2,442,234,137,14,941,1,8,5.8,4,1,11791,7,5,65908,65908,3753,26859,18386,28362.0182
3,2,2,28,1,1258,529,332,37,2234,2,20,14.4,6,1,27138,6,3,156409,156409,10606,63488,42689,73405.4676
0.75,2,2,5,2,272,150,91,9,559,3,5,3.1,6,1,7927,6,4,43054,43054,2447,15539,10831,17339.8554
1.5,1,1,6,2,591,257,163,13,1128,2,10,7,6,2,13857,4,5,90003,90003,4614,31313,22547,34158.1314
3,1,1,28,3,995,598,338,25,2174,1,19,14.6,4,1,27355,7,5,171662,171662,9994,64430,44729,70826.171
0.75,1,2,4,3,277,166,80,7,573,1,5,3.4,7,1,6821,7,2,39459,39459,1889,14786,10845,15230.7242
1.75,1,2,15,2,673,353,217,17,1263,1,11,6.6,6,1,16363,7,2,92992,92992,5585,34582,26228,39323.7926
1.25,1,2,4,2,503,283,101,10,948,2,8,4.2,6,2,12261,5,3,65548,65548,4463,25147,18161,29887.5522
1.25,2,2,9,3,441,254,116,13,892,1,8,5,5,2,12714,5,3,75694,75694,3342,24376,17759,25728.6428
1.25,1,1,7,2,498,249,98,12,953,3,7,4.1,6,2,12635,7,5,74039,74039,3574,26464,18398,27803.977
3,2,1,12,3,1083,546,310,24,2250,2,18,13.5,4,2,32293,6,4,161566,161566,8269,64063,42633,65641.9686
0.75,1,2,6,3,329,150,73,8,501,1,5,2.6,4,1,7708,5,5,46157,46157,2109,15128,11261,16317.3016
1.25,2,2,10,1,538,262,139,16,889,1,8,5.2,4,2,12215,6,5,73599,73599,3959,24957,18001,28400.123
1.75,2,1,14,2,671,373,145,20,1227,2,11,6,7,2,17006,7,2,101039,101039,4375,34408,25747,35452.9812
1.5,1,1,10,3,510,311,130,16,1038,3,10,6.8,4,1,13803,6,3,85947,85947,3401,29184,21327,28879.1006
0.75,2,2,2,3,330,171,70,8,534,2,5,3.4,6,2,7324,4,3,40023,40023,2265,15411,11040,16972.6848
2,2,1,16,3,733,420,220,23,1366,2,12,9.5,5,1,20866,5,3,121727,121727,7082,42681,28489,48675.2232
1,1,2,8,2,384,209,93,9,708,2,6,4.4,4,2,10940,5,3,58884,58884,3244,20054,14570,22793.508
3,1,2,13,3,1125,534,321,25,2104,1,18,12.6,5,2,30167,7,4,156116,156116,8442,60373,45500,64360.5934
2.5,1,1,7,2,1049,443,280,32,1776,1,17,9.4,6,1,22892,4,4,150165,150165,8194,53678,35781,59554.9184
2,1,2,19,3,704,428,229,24,1405,3,13,9.7,4,2,21384,4,5,104094,104094,5511,40099,30141,42296.4868
2.5,2,2,20,1,1104,496,207,21,1809,2,16,11.3,6,2,22757,6,2,133571,133571,7227,49749,35986,54699.3614
0.5,1,2,1,1,197,106,53,5,363,3,3,1.7,5,1,4965,7,4,30896,30896,1529,9949,7502,11081.483
2,1,1,12,3,719,455,243,19,1334,2,12,7.1,7,1,19195,6,3,123022,123022,4419,41277,28485,39564.109
1,1,1,6,3,435,184,95,13,691,3,7,4.1,5,2,10478,5,2,54639,54639,3426,20153,14533,23646.4856
1,2,2,4,2,349,220,118,8,725,2,6,4.3,6,1,9447,7,2,55873,55873,2954,21228,14755,22372.1994
0.75,2,2,4,2,262,167,67,7,497,1,5,2.7,6,2,7696,5,2,42507,42507,2230,15690,11046,16695.3292
2,2,2,15,3,696,418,245,19,1523,2,12,8.4,4,1,20017,4,3,116256,116256,5746,39785,28911,42787.0634
1.5,1,1,9,1,649,300,129,15,1122,1,10,7.3,5,2,14568,6,2,86191,86191,5388,31308,21769,36821.4436
0.75,2,1,6,3,326,146,89,8,488,3,5,3.1,4,2,8096,6,2,41501,41501,1931,15622,11037,16028.6292
1.75,1,2,11,1,658,327,149,18,1251,1,11,7.4,4,2,18122,7,5,97683,97683,4152,33989,25403,34496.7844
1.5,1,1,3,1,506,256,169,14,1107,1,9,7,6,1,14444,4,3,86419,86419,4274,29807,21628,31895.8488
3,2,2,13,3,1085,654,279,25,2238,3,18,10,6,1,28440,5,3,163642,163642,9454,59412,42706,66759.368
1.5,1,1,5,2,625,278,135,13,1135,3,10,6.4,7,2,15929,7,5,82009,82009,4765,30489,21785,34323.7858
2.5,2,1,16,3,1001,482,201,31,1860,2,16,10.6,7,2,25282,5,3,133136,133136,5932,53473,37286,52217.3764
2,1,2,5,3,703,379,250,18,1305,1,13,8.3,6,2,19408,6,3,115272,115272,5854,41865,29767,44284.0116
2.5,1,2,15,3,1010,564,235,26,1870,1,15,9.8,6,2,22822,6,4,153112,153112,7437,49297,36714,54653.8644
3,2,2,15,3,1043,668,265,36,2143,1,19,10.9,4,1,27532,5,4,184203,184203,10644,64249,44611,72896.2164
1.25,2,1,7,3,559,270,119,14,930,2,8,6,4,1,11922,5,3,70881,70881,4119,25824,18270,29470.6044
1.5,2,2,4,2,639,341,185,14,1118,3,10,7.3,5,1,16266,5,4,83784,83784,3894,29293,21663,31067.0832
2,2,2,13,1,835,451,188,21,1444,3,12,7.3,6,1,19197,5,5,110107,110107,4325,41149,28713,39724.2894
3,1,2,27,3,993,519,347,24,2078,2,18,13.9,4,1,31388,5,3,184396,184396,7982,58363,44901,61276.1676
1,2,1,4,3,437,171,106,8,747,2,6,4.8,7,2,10838,6,3,55211,55211,2272,20327,14458,20172.3876
2,2,2,5,1,882,407,249,24,1330,3,12,6.9,4,1,19882,7,4,119454,119454,6831,42927,29743,48662.7864
1.25,1,1,7,3,533,247,138,10,822,3,8,4.2,6,2,13091,5,5,70894,70894,2999,25776,18220,25826.1382
0.5,1,1,2,3,168,93,55,6,351,2,3,1.7,7,1,5349,7,2,27697,27697,1108,9938,7483,9638.6398
2,1,1,7,2,681,390,164,18,1360,3,13,8.6,4,2,18113,6,5,111615,111615,5473,39872,29040,41922.5026
1.25,1,2,9,2,440,256,112,15,898,1,8,5.6,5,1,12904,6,5,68969,68969,3741,24449,18569,27010.0608
2.5,2,1,13,1,848,556,230,20,1858,2,17,10.8,4,1,25351,7,2,151846,151846,5949,50207,37814,49839.1902
0.5,2,1,5,2,180,103,43,5,343,3,3,2.3,6,2,5108,7,3,27529,27529,1250,10421,7196,10403.1116
1.25,1,1,3,1,456,262,123,13,818,2,8,4.2,5,2,12841,6,2,70365,70365,3952,26367,18804,28750.8882
1.5,1,2,5,3,574,286,156,18,1105,3,9,6.1,4,2,16316,6,4,81285,81285,3457,29866,22265,29688.7332
1.5,2,2,5,2,660,284,168,17,992,1,9,6.5,6,1,15074,5,2,80331,80331,3453,32156,22177,31309.2848
1.25,2,1,8,2,540,251,98,11,824,2,8,4.1,7,1,11544,6,2,66400,66400,4467,25989,18497,30517.1588
2,2,2,13,2,747,417,232,18,1445,2,13,6.6,6,1,19592,6,3,115862,115862,5041,42407,28959,42228.1384
1.75,1,2,12,2,674,298,165,19,1239,1,11,7.6,7,1,16272,6,3,98753,98753,4731,36783,25017,37875.2944
0.75,2,2,7,3,255,148,66,7,509,1,5,2.7,4,1,6945,6,4,42052,42052,2429,15634,10823,17248.559
1.25,1,2,12,1,432,235,99,15,842,1,8,5.8,7,2,12259,6,5,66689,66689,3642,26342,18374,27689.1518
0.5,2,2,4,3,177,112,55,6,354,2,3,2.2,6,1,4884,6,5,27653,27653,1402,10368,7281,10832.5968
3,1,1,17,3,1259,579,236,38,2163,3,20,13.5,4,2,30817,5,2,160662,160662,9653,64016,43169,70719.1734
1,1,2,6,1,389,219,116,11,664,3,6,3.7,4,1,9359,6,4,58770,58770,2466,20813,15076,20805.8618
2.5,1,1,11,1,1076,474,201,23,1739,1,16,9.6,6,1,26754,4,3,136070,136070,5523,51719,36594,50324.4708
2.5,1,1,6,2,1003,446,306,24,1700,2,17,9.4,6,1,27427,7,3,131025,131025,5509,48973,37139,48487.0654
1,2,1,2,3,344,209,104,10,753,2,6,3.7,5,2,9011,4,2,57121,57121,2835,20159,14850,21390.8922
2.5,2,1,6,1,1084,446,193,20,1832,3,15,8.3,6,2,23461,7,3,152546,152546,5426,53311,36446,50882.7022
2,1,1,10,2,819,455,153,20,1425,1,12,8.4,6,2,19708,6,2,109049,109049,5877,39981,30164,43846.8216
2.5,1,2,17,3,853,452,228,25,1708,2,17,11,6,1,22678,5,2,145752,145752,8467,52707,36718,59011.7956
2.5,1,1,21,1,836,534,279,22,1800,1,16,8,5,1,26178,6,3,136876,136876,7948,48983,37268,55267.3756
2,1,2,14,3,699,387,154,19,1499,1,13,6.5,7,2,21779,4,4,111705,111705,5063,42484,28731,42107.9858
3,1,1,17,1,1203,672,253,32,1951,1,18,10.9,7,1,30238,4,5,156064,156064,9367,60459,44245,67601.9376
2,2,2,12,3,855,395,232,16,1430,1,12,7.3,7,2,19250,5,5,108183,108183,7089,41648,28850,48653.36
0.5,1,2,2,3,198,90,61,6,367,2,3,2.2,6,2,5217,5,3,28030,28030,1569,10323,7494,11419.9434
1.75,2,2,12,3,688,314,156,16,1252,3,11,5.7,5,1,16179,5,3,91487,91487,4854,34391,25627,36997.0258
1.75,2,2,16,2,699,327,176,15,1221,3,11,7,5,2,18786,6,3,103472,103472,5965,36214,25326,41500.6772
1,2,1,9,1,375,228,100,10,686,1,6,4.7,6,2,9881,7,2,59830,59830,3020,19996,14621,22034.2062
1.25,1,2,7,2,552,214,143,15,951,2,8,5.7,7,2,12743,5,2,72427,72427,3732,26232,18801,28453.1986
0.5,2,2,5,2,199,111,45,5,360,1,3,1.9,7,2,5350,6,2,26695,26695,1176,10481,7465,10286.32
2.5,1,2,18,2,1106,444,220,23,1903,1,16,11.8,7,2,26519,7,4,145051,145051,7397,50174,36042,55471.3038
0.75,1,2,7,2,314,171,67,9,570,3,4,2.4,5,2,7140,6,5,40067,40067,2104,15981,10717,16680.568
0.5,2,1,3,3,178,108,44,5,347,3,3,1.7,4,1,5240,6,3,26269,26269,1457,9853,7581,10719.698
1.75,2,2,4,1,693,347,193,21,1282,3,10,8.5,5,1,17982,4,5,94053,94053,5903,37127,25318,41791.0064
1.75,2,1,15,1,780,347,168,20,1333,3,10,7.6,7,1,16847,4,5,107734,107734,4258,37569,25181,37305.3494
1.25,2,1,12,2,458,231,105,11,892,3,8,5.6,5,2,12838,4,5,73304,73304,3621,25664,18384,27372.6676
1.25,1,2,8,1,479,260,128,16,892,1,8,4.6,6,1,13504,6,3,67956,67956,3376,24250,18448,25933.2408
2.5,2,2,9,3,903,521,244,20,1718,2,17,11,5,1,27080,7,2,134301,134301,7780,52834,36867,57184.996
1,1,1,6,2,434,213,109,13,721,2,6,3.3,6,1,10497,6,2,59702,59702,3451,19491,14849,23341.1894
3,1,1,13,2,1292,590,322,38,2277,3,18,10.9,4,1,30207,4,5,164378,164378,7172,58777,43633,60293.1514
0.75,2,1,4,3,254,156,72,7,561,2,5,3.7,7,1,7401,5,2,46465,46465,2552,15805,10935,17735.6302
0.5,2,1,2,2,181,102,58,6,357,2,3,2,4,1,4532,7,5,27263,27263,1226,10442,7598,10341.2264
0.75,2,1,6,1,261,145,57,9,488,1,5,3.5,7,2,7636,7,5,41082,41082,2376,14750,10961,16646.0372
1.75,2,1,5,2,628,362,192,22,1177,2,11,7,6,2,19197,4,2,96201,96201,4537,37569,24925,37489.4594
0.75,1,2,5,2,280,172,69,9,541,3,5,3.5,4,1,7364,5,4,41050,41050,1753,15896,10824,15423.0028
1,2,2,8,3,368,230,109,9,697,3,7,3.2,6,1,10266,5,5,57883,57883,3420,19589,14660,23010.9532
1.5,1,2,14,2,617,282,149,13,976,2,9,5.3,6,2,15227,6,4,82189,82189,4801,31082,22429,34691.5554
1.5,1,1,5,3,519,298,168,18,985,3,9,7.2,5,2,14564,5,2,78223,78223,4585,30425,22779,33258.9928
0.75,1,2,5,1,294,135,88,7,547,2,5,2.7,7,1,7208,5,2,42075,42075,2688,15804,11036,18321.1916
3,2,2,10,1,1075,688,352,27,2151,3,19,10.6,4,2,30160,4,3,181958,181958,7380,60489,43841,60899.672
2.5,2,2,14,2,1066,433,204,23,1751,2,16,11,4,1,27278,4,2,151291,151291,5539,53277,35849,51190.4756
0.75,1,1,2,2,337,145,72,7,560,2,4,3.2,6,2,7574,7,5,42486,42486,1859,16110,11239,16106.4948
0.75,2,2,3,2,311,168,93,6,561,2,5,3,4,2,8132,5,3,45834,45834,2533,15867,11095,17959.9264
0.5,2,1,1,3,177,103,54,6,342,1,3,1.9,7,2,4959,6,2,27318,27318,1324,10368,7466,10585.0218
1.75,2,1,16,2,752,326,140,21,1249,2,12,6.4,7,2,18182,4,3,92533,92533,6243,37373,26518,43225.0764
2,1,2,7,3,888,360,230,23,1485,1,12,8.5,6,1,21330,7,2,118834,118834,4514,41027,29550,40501.856
0.75,1,2,5,3,296,156,62,8,543,3,5,2.6,4,1,7357,5,5,45626,45626,1740,14706,11299,14795.4514
1.5,1,1,13,2,554,307,131,15,1040,3,10,7.1,4,1,13724,6,4,90757,90757,4080,30751,22034,32033.7948
1.25,2,2,3,2,560,242,143,11,863,1,8,4.2,4,2,11499,7,5,71034,71034,2684,25840,17831,25006.1198
0.5,2,1,1,1,200,87,42,5,340,1,3,2.4,4,2,5106,7,5,28148,28148,1280,10522,7458,10641.3012
0.75,2,1,6,1,312,167,61,9,494,2,5,2.5,5,2,8176,5,3,40101,40101,2069,14750,11090,15910.7052
0.75,1,2,7,2,303,141,84,8,515,1,5,2.6,4,1,8182,6,3,40823,40823,1869,16092,10890,15977.0364
0.75,2,1,6,2,296,159,86,9,521,2,4,3.5,5,2,7274,6,3,44190,44190,2072,14885,11174,15927.6648
0.75,1,2,4,3,276,167,80,8,555,1,5,3.1,7,1,8080,6,3,44612,44612,2532,15391,10989,17541.586
2,1,2,19,1,898,437,184,22,1352,2,13,6.7,6,2,18479,7,4,116871,116871,4836,42728,29049,42445.7658
0.5,2,2,4,1,220,103,52,6,380,2,3,2.4,5,2,5170,4,5,27490,27490,1515,10054,7283,11209.974
0.75,2,1,6,1,279,156,76,7,519,2,5,2.6,4,1,6836,7,4,40341,40341,2178,15258,11295,16376.0672
3,2,2,26,2,1230,586,267,34,2013,2,19,14.5,5,2,32699,7,2,161449,161449,8888,61376,43410,66800.5498
1.75,1,2,6,2,719,351,203,20,1286,1,12,5.6,7,2,15887,7,4,105654,105654,4054,36233,25958,35670.3174
0.5,2,2,2,2,203,103,63,5,367,2,3,1.7,7,2,4805,6,3,28723,28723,1759,10038,7350,11870.591
2,1,1,14,1,679,415,252,19,1368,2,13,8,4,1,18970,5,2,116548,116548,6775,40828,29516,46468.734
1.25,1,1,9,2,547,277,101,14,911,1,8,5.8,4,1,12231,4,3,73511,73511,3595,25769,18680,27757.4262
3,2,2,13,1,1219,605,307,33,1992,1,20,12.2,5,1,28052,7,3,167501,167501,10288,60966,45181,70848.4704
1.25,1,1,6,2,447,268,119,15,813,1,8,5.7,7,2,12002,7,3,74837,74837,3367,24928,18733,26144.2304
1.25,1,2,9,3,416,239,119,13,851,2,8,5.3,7,1,11860,6,3,70797,70797,3449,24402,18634,25965.322
2.5,2,1,9,1,975,559,228,31,1696,2,15,8.3,5,1,23022,5,3,132754,132754,8223,50792,36646,57713.6144
1.75,2,2,10,1,594,379,214,23,1212,3,12,5.6,5,1,17120,6,2,94202,94202,6249,36286,25140,41942.244
1.75,2,2,12,3,679,329,215,19,1217,2,11,8.1,7,1,16140,7,3,99986,99986,4519,35891,25288,36775.718
1.5,1,1,10,2,557,321,167,19,1048,1,9,6.1,6,1,15314,6,2,89877,89877,3273,30348,21926,29305.6928
3,1,1,8,2,1034,619,334,33,2266,3,19,11.2,6,1,28752,4,3,179138,179138,7865,61241,43317,62625.8704
2.5,1,1,23,1,981,546,313,31,1844,3,15,9.2,7,2,26216,4,2,142524,142524,7389,48699,35534,54049.7632
3,2,2,23,3,1291,550,247,30,1968,3,20,10,7,1,30525,7,5,184086,184086,10466,58590,44879,70395.265
1.75,1,2,16,1,763,365,218,21,1193,3,11,7.6,4,2,18603,6,4,91440,91440,5931,36563,25672,41890.9606
0.75,2,1,3,3,293,133,80,7,501,2,5,3.5,7,2,6770,5,4,40160,40160,2608,16107,10883,18244.284
1.5,2,1,9,3,666,296,175,19,999,2,10,5.4,6,1,16191,7,4,87025,87025,3799,30054,21406,31269.3982
1,1,2,6,1,338,181,111,10,694,1,7,4.9,5,2,10609,5,5,56816,56816,2662,19986,14432,20764.3718
3,2,1,14,2,1191,565,282,32,2014,3,20,13.8,7,1,32940,4,5,182647,182647,10281,62294,44578,71438.508
1.5,2,1,4,1,666,266,119,15,1111,1,10,7.1,5,2,13740,6,4,87058,87058,5227,29587,22567,35462.458
1,2,2,8,1,359,172,96,11,758,3,6,3.7,4,2,9788,6,4,61276,61276,2159,20895,14636,19756.7676
0.75,2,2,2,2,277,148,77,7,552,1,5,3.3,6,1,7023,7,2,42244,42244,2479,15163,10844,17259.8946
0.5,2,1,4,3,166,85,60,5,336,3,3,2.3,5,2,4612,4,3,26728,26728,1633,10504,7346,11572.4524
1,1,1,5,2,427,213,121,12,760,1,6,4.2,4,2,10283,5,3,59070,59070,2438,20278,14947,20610.4766
0.5,1,1,2,1,199,98,49,5,376,3,3,2,6,2,5209,7,5,30634,30634,1520,10304,7588,11258.2018
2.5,1,2,21,3,1064,448,201,28,1766,1,15,11.3,6,2,22737,4,4,153208,153208,8033,49676,37478,56961.5774
2,1,2,14,1,788,342,239,22,1363,2,12,9.2,7,2,19350,5,2,114497,114497,6983,39702,28845,46999.05
3,1,2,27,1,1085,550,319,26,2071,3,19,11.8,7,2,30174,4,2,168794,168794,8618,64253,44331,66820.0348
2.5,2,2,14,2,931,469,269,30,1811,1,16,10,4,1,24292,4,4,134113,134113,7921,49220,37095,55767.2784
2,2,1,10,3,829,406,208,24,1401,1,13,9.6,6,1,21139,6,5,116521,116521,5044,41178,29404,41990.4678
0.5,2,1,2,2,201,110,55,6,367,1,3,2.4,6,1,4650,7,5,26992,26992,1084,10143,7144,9836.87
2.5,2,1,23,1,1124,563,280,26,1866,1,16,11.2,7,1,26708,6,3,154888,154888,6551,50623,37330,53179.3816
1.75,2,2,7,2,782,378,204,17,1157,2,12,6.6,7,1,16006,4,4,91516,91516,5098,34725,26009,38395.9612
1.5,2,1,8,2,495,259,138,19,995,2,9,7.3,7,1,14292,7,3,81597,81597,4298,30873,21430,32497.6084
2.5,2,2,22,3,869,498,243,22,1682,1,15,12.2,6,1,23739,4,5,134566,134566,5493,52640,37265,49830.8278
3,1,1,28,3,1206,604,236,26,2078,1,19,11,5,1,30851,6,5,166045,166045,10521,63702,45442,72950.0102
0.5,1,1,4,2,188,92,60,6,379,2,3,2.2,4,1,5152,6,4,27179,27179,1144,10511,7291,10158.7904
2,1,2,5,1,836,405,211,18,1302,1,13,8.5,4,2,19393,7,5,106084,106084,6334,41718,28671,46294.4886
1,2,2,10,2,353,179,121,10,747,3,7,3.2,6,2,9786,6,5,59596,59596,2825,20835,14446,21768.7572
2,1,2,17,1,710,370,204,24,1515,2,12,8.1,7,1,18911,5,4,109627,109627,6522,40275,28558,45506.6122
1.75,1,2,14,3,687,375,155,14,1311,3,11,8.4,5,2,18661,7,5,107357,107357,3920,36766,25007,35429.4122
