Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1.75,633,307,180,1286,7,7,11,96580,17886,6216,34213,25438
0.5,175,103,55,357,3,5,3,30937,4888,1721,10204,7311
3,1230,659,329,2072,7,7,18,180609,27454,6790,58925,43950
1.75,738,374,181,1161,9,7,11,93433,18896,5903,35622,25059
1.25,414,248,110,824,11,5,8,68362,13171,3789,26081,18989
0.5,169,111,55,333,3,4,3,28919,4595,1544,10729,7541
1.25,497,249,114,883,10,5,7,70246,12366,3168,26439,18614
0.75,312,137,65,506,6,6,5,40284,7950,2633,15269,10909
1.75,743,344,169,1161,7,5,11,99150,16878,5867,34513,26368
0.5,171,91,40,361,5,7,3,29442,5338,1571,10232,7256
1.5,573,323,143,1116,15,4,9,90129,15445,4886,31999,21899
0.75,287,128,87,535,3,6,5,39559,7636,2189,15798,10812
1.25,493,286,155,924,11,7,8,69488,11598,3006,25378,18094
1.25,468,239,136,929,11,5,8,77347,13014,4240,25029,18974
1,430,227,90,669,6,6,6,60855,10155,3210,20158,14232
1.5,656,280,181,1024,8,7,9,83979,15842,5389,31988,22190
1,427,170,92,685,5,5,6,59588,9789,3282,19994,15144
1.25,553,262,117,896,10,5,8,76952,12364,2898,26243,18876
1.25,449,221,123,872,8,4,8,76629,12336,3111,25294,17807
1.25,542,242,95,848,3,6,8,71506,13257,3152,25562,18159
3,1171,685,349,2243,6,4,20,164487,32391,8791,62959,43058
1.25,544,246,144,952,3,4,8,77191,11392,3174,26307,18064
1.75,611,325,133,1308,6,7,10,99653,16722,4628,35772,24996
3,1147,549,235,2091,21,5,19,168334,29891,9691,60792,44043
0.5,175,98,58,339,2,6,3,30462,5020,1416,10749,7204
2,764,382,233,1374,9,4,12,118698,20415,6792,42547,29029
0.75,315,158,73,540,5,5,5,40035,7756,2058,14761,10912
0.5,183,91,51,346,3,4,3,29413,5187,1116,10094,7123
1.75,596,328,213,1277,10,6,11,100331,17621,5756,35361,25098
0.5,198,103,58,380,3,5,3,29320,4743,1346,10643,7201
1,375,208,107,681,7,4,6,57965,10430,2554,20256,15133
0.5,198,95,62,376,2,4,3,26819,5045,1423,10712,7407
0.5,188,105,60,334,5,4,3,29230,5152,1172,10674,7262
2.5,940,568,198,1661,14,7,15,142451,23422,6304,49771,36116
1.75,729,393,198,1234,7,5,11,99968,16221,4327,34366,25299
3,1081,578,243,2208,9,5,19,168166,27788,8750,63287,44011
2.5,1021,568,237,1660,13,7,16,143291,23602,8311,53049,36627
1.25,511,271,107,952,5,5,8,66314,13120,2894,25831,18740
1.25,440,257,126,941,6,4,8,67617,12562,4115,26158,18377
1.5,593,264,154,1146,3,5,10,91523,15560,3307,31092,22433
0.75,303,150,61,567,5,4,5,41915,6781,2621,16049,11297
1.25,462,261,124,826,7,4,8,73113,12794,3284,26223,18966
2,697,347,214,1344,10,4,12,106041,19924,5728,41833,29588
1.5,553,286,155,997,14,4,10,83821,15390,5011,31869,21921
0.75,262,155,86,522,7,7,5,40446,6993,1668,15068,10958
0.5,202,98,43,363,1,5,3,26363,4949,1146,9777,7469
2.5,1100,549,265,1887,21,5,15,141343,25319,5874,51050,37407
1.75,660,315,137,1181,12,7,11,92773,18824,5170,37056,25018
2.5,950,518,282,1777,14,6,16,136087,24925,7027,50747,37123
0.75,266,144,75,539,4,6,4,45656,7186,1960,15761,11172
1,339,194,126,655,4,6,6,58634,9798,3463,20903,14905
1.5,666,322,154,1028,10,7,9,92102,13859,3269,29636,21327
1.75,623,392,146,1318,11,7,11,97944,17230,3929,36013,26483
2.5,868,540,265,1640,21,5,15,140045,23002,7497,51516,36818
1.75,755,381,154,1176,15,5,12,92025,19114,6006,37196,26267
0.75,270,135,77,506,2,6,5,46273,8142,1834,15479,11275
1.75,776,382,146,1197,7,4,11,102130,19020,4659,36000,26082
2.5,842,560,300,1660,8,4,16,150764,25913,6045,52796,37200
3,1020,524,261,2093,22,6,18,166219,30732,9832,63089,45068
2.5,863,447,303,1898,23,5,16,147704,25292,6364,51598,37431
1.25,459,257,143,923,11,6,8,73935,12159,4044,24551,18930
1,359,206,97,716,5,7,7,52452,9687,2626,19999,14769
0.75,267,144,75,504,4,4,5,45463,7776,2455,15092,10925
1,361,192,110,707,2,7,6,59231,10198,2877,21326,14351
2.5,837,505,228,1686,17,7,15,139851,26991,6500,50836,35800
0.5,172,93,54,337,4,5,3,28124,4731,1664,10385,7504
1.75,596,370,174,1312,12,5,11,96107,17651,5558,35144,25935
0.5,190,97,41,373,4,7,3,26852,5373,1281,10679,7365
0.5,189,86,52,379,1,4,3,26782,4823,1512,10605,7167
1.25,422,235,149,930,4,5,7,73314,11450,3524,26839,18104
2.5,1065,498,212,1703,24,4,15,142459,22601,8457,53091,37385
1,424,202,119,753,6,4,6,52677,9298,2803,20624,14949
1.5,551,338,146,1062,14,5,10,81810,15939,4757,31023,21822
3,1276,523,346,2215,9,6,18,181938,31587,7094,59652,45257
3,1056,675,375,1967,14,6,18,180998,32480,7015,61201,43681
2.5,1076,517,241,1807,14,6,16,146360,23085,6975,48723,37155
1,448,204,81,678,3,5,6,54386,9320,2861,21454,15140
1.75,630,316,215,1242,6,6,12,102499,16505,5027,34567,25467
1.75,592,337,167,1273,15,6,11,101169,18092,3864,35625,25187
0.75,267,162,70,542,4,5,5,42643,7520,2642,15184,11230
2,757,357,153,1355,10,5,13,122459,18206,7068,39190,30191
1.5,516,320,178,1006,7,4,10,81758,13950,4142,30934,22385
2,732,455,164,1303,9,5,12,119813,21150,6634,40282,30367
2.5,1116,562,291,1747,10,7,16,131635,22740,8327,51740,35591
1.25,477,215,153,916,8,4,8,67835,11701,3088,26197,18499
0.75,272,131,69,553,2,7,5,40134,7227,1666,15290,10823
0.75,307,137,77,518,3,4,5,41539,6790,2100,15318,11294
2,881,413,154,1393,7,5,13,120054,21696,4827,40709,28508
1.5,578,334,138,1004,15,7,10,87750,13809,3671,29486,21922
3,1320,589,312,2168,18,4,20,158927,29671,9829,64379,43580
1.5,559,339,160,1129,13,5,9,81550,15487,3475,32087,22324
0.75,283,159,58,511,5,4,5,40844,7444,2154,15450,10882
1.75,706,377,144,1334,7,6,11,99803,18834,4499,34417,25060
2.5,934,448,255,1701,25,5,15,146318,24524,8124,51796,37709
1.25,467,229,121,832,10,4,8,74153,13271,4193,26288,17915
1.25,531,270,129,850,8,4,8,66845,11302,3897,24886,17774
3,1070,635,357,2261,28,6,20,179021,28158,8381,60029,44565
1.75,714,350,216,1138,14,7,11,95703,17331,5716,36049,24986
2.5,1021,514,292,1902,21,6,17,136059,25646,5553,48696,37380
2,856,363,161,1419,4,7,12,107412,18794,7029,39187,28961
1.5,609,337,118,1033,9,4,9,90940,16402,4028,29866,22131
1.5,615,339,128,1077,7,5,9,84056,14441,4106,30068,22041
0.75,321,147,91,507,6,6,4,39337,8130,2066,15805,11300
1,364,226,101,653,8,7,6,61278,9873,3591,19864,15152
2.5,982,550,264,1711,16,5,17,152926,24463,8830,49404,35803
3,1214,513,266,2143,21,6,19,175591,31786,7837,61847,42879
1,357,176,85,740,2,7,7,59130,9869,3562,19843,14946
1.25,459,282,114,829,4,5,8,70004,11888,3533,26797,18905
1.75,656,332,219,1149,13,7,12,96044,16348,4170,37055,25231
0.75,266,155,59,489,6,6,5,43046,7802,2058,14832,11382
1.5,622,298,131,1117,5,5,10,91400,15356,5139,32098,21879
2.5,931,554,203,1740,22,7,17,145979,25138,8600,53518,37836
1.25,476,272,155,885,9,7,7,75057,11904,3737,24294,18549
1,408,215,107,679,3,7,6,56887,9545,2445,20856,15182
1.75,640,325,197,1184,13,5,10,97318,16771,4845,35553,25084
1.25,560,233,123,925,10,5,8,72722,13048,3982,26720,18198
1,407,194,100,659,10,5,6,61003,9935,2860,20075,14532
1.5,556,342,149,1057,13,7,9,90048,15038,3881,31916,22235
1.5,627,282,170,1126,15,7,9,92351,14860,5039,30494,22694
1.5,652,313,149,992,15,6,10,83628,15237,3452,29675,22655
1.75,679,308,211,1329,12,6,12,100951,18986,5660,34428,25146
2,777,367,162,1427,7,4,13,123212,18854,6542,40227,28787
1.25,439,247,128,855,5,7,8,67440,12181,3614,26075,18871
3,996,592,295,2152,21,7,19,170734,28677,8836,63296,44744
2,753,412,178,1322,9,5,12,108628,18551,6710,41770,29347
0.5,184,115,56,353,4,6,3,28278,4574,1278,10533,7152
3,1266,519,230,2107,21,6,18,167830,30052,7972,59840,44550
2.5,902,443,289,1752,17,5,16,137089,25187,7930,51240,37342
2,666,414,227,1385,8,6,12,114882,21657,6511,41956,30193
2.5,1056,489,259,1911,16,5,16,153239,25744,7059,51131,35593
0.75,288,138,62,506,3,5,5,43180,7633,1916,15760,10730
1.75,652,399,152,1325,5,6,12,95759,16726,6102,35879,26325
1.75,666,391,148,1328,7,5,11,97325,16428,4343,35621,26403
1,450,175,81,757,6,7,6,58044,10717,2999,19861,14843
0.5,198,112,41,373,4,5,3,26760,5371,1517,10575,7546
1,330,206,118,740,5,4,7,56351,10382,2712,20603,14763
1.5,575,276,133,993,6,6,10,91782,14897,3510,32162,22209
1.5,653,338,170,1131,15,7,9,79331,13771,4134,30738,22781
1.25,465,277,153,831,8,4,8,65653,13470,4397,24312,18259
1,330,174,80,699,9,7,6,52449,10091,2723,20210,14665
3,1021,663,258,2041,15,4,18,168674,27616,9164,63070,45595
0.5,213,86,41,350,4,7,3,30213,4685,1659,9906,7161
3,1037,653,303,2014,8,6,19,157688,27086,7209,64486,45079
1.5,610,260,184,1081,11,5,9,82347,16270,4338,31472,21553
1.75,702,365,191,1158,14,6,12,97741,16890,4804,36583,25414
1.75,705,336,185,1234,13,5,12,101644,18709,5045,35256,26208
1.5,640,332,131,1084,14,6,9,88179,14267,5273,29160,22361
1,335,193,90,705,3,6,6,52329,10934,3337,19498,14596
3,1023,649,362,2266,24,6,19,162124,27415,10793,60664,44982
2.5,1079,528,243,1811,25,7,16,146562,24882,8763,53012,37060
3,1180,680,259,2025,7,6,20,176922,27928,10522,60136,44242
2,797,410,195,1339,14,6,13,104572,20224,6881,42856,30224
0.75,268,158,94,509,5,6,5,40867,7916,1945,15818,11223
1.75,655,352,165,1156,9,6,11,100670,15821,4573,34817,25707
0.5,176,105,42,363,3,7,3,27452,4528,1125,9826,7541
2,689,436,220,1481,15,6,13,111996,20871,6960,41271,28789
1.75,672,306,219,1258,4,7,11,96108,19068,5553,37193,25248
0.5,184,105,48,369,1,6,3,28314,5151,1470,9829,7529
1.25,536,227,116,863,6,7,8,65237,13505,3145,26540,18061
3,1067,616,277,2011,28,6,20,179191,32267,10291,62825,44808
2.5,988,469,279,1809,5,7,15,144338,22862,6073,52483,35593
1.75,687,334,138,1239,6,6,11,93139,18730,5544,35896,25475
2.5,1053,522,211,1840,22,4,16,132146,26535,7797,50131,37587
0.5,223,94,46,331,4,5,3,26478,5453,1148,10506,7187
3,1126,687,337,2239,6,4,19,171815,29149,10140,64147,42842
0.75,283,131,80,560,4,6,5,41757,8083,2649,15325,11146
0.75,306,130,67,496,7,4,5,43172,7691,2490,15319,10961
2,856,405,178,1390,13,4,13,105152,21774,7065,41222,29232
2.5,980,511,254,1833,16,6,16,153729,26134,6646,53482,36248
2.5,1106,466,206,1630,15,7,17,153011,26540,6341,48571,37508
2,835,425,211,1507,7,6,13,112550,18271,5154,40533,30393
1.75,704,302,138,1279,5,4,11,103261,18677,5079,35572,26002
0.75,296,147,84,495,3,5,5,43623,7272,2311,15951,10845
1.75,629,330,144,1246,11,6,11,104726,17522,5327,35444,26323
1.75,604,319,203,1152,14,5,11,96477,17532,5928,36855,25749
1.75,764,353,164,1335,13,5,12,108173,16270,4832,34514,25814
0.75,311,156,81,510,2,4,5,41457,7011,2253,16045,11260
1.25,512,274,95,880,6,4,8,72250,12595,3177,24372,18992
1.25,425,274,124,865,6,4,8,73371,13596,3268,25384,18159
2.5,906,467,288,1872,6,4,17,141008,25100,5804,51420,37672
3,1204,573,290,2150,13,4,18,174271,27093,9557,62650,43769
2,699,412,159,1501,17,6,13,111786,19949,4562,39089,29928
1.25,540,284,129,940,8,6,8,72260,13543,4007,25286,18338
2,681,382,228,1331,17,7,13,116264,19738,6719,42010,29263
1.5,525,276,148,1104,3,5,9,87733,16192,5042,29350,21528
1,367,214,121,687,4,6,6,54951,9082,3186,19844,14756
0.5,189,111,61,344,2,4,3,30614,4627,1679,10595,7214
1.25,494,213,155,845,6,4,8,67231,12196,3748,24420,17907
3,1312,518,247,2274,7,4,20,167159,31455,6732,63737,45179
0.75,299,151,74,530,3,4,4,39861,6791,2325,16036,11098
2,768,437,232,1397,5,4,13,120620,18773,6751,40389,29157
2.5,935,538,310,1670,20,5,16,153380,23984,5723,48780,35512
2.5,833,431,212,1877,20,7,17,130240,23482,7496,50582,36882
1.25,537,233,141,880,10,6,8,65674,12198,3596,24895,18388
2,711,411,217,1351,14,7,12,105154,21224,5405,42831,29665
1.5,663,255,117,1048,9,5,9,83564,14434,5149,29971,22179
1.5,522,309,142,979,12,7,9,90902,16192,5267,31688,21369
0.75,302,146,85,525,3,4,5,43941,7609,2027,15216,10809
1.25,476,274,142,820,9,7,8,66399,13686,3095,26847,18715
3,1145,595,359,1997,19,4,18,183040,31142,8941,58563,43186
0.5,211,85,39,332,4,4,3,30641,5036,1245,10121,7542
0.5,171,104,42,339,2,6,3,28570,4550,1513,10622,7229
1.25,434,233,155,874,4,6,8,71431,12348,4459,25221,18336
1,404,198,84,762,5,5,6,60382,10809,3545,19756,14226
1,344,175,83,750,7,5,7,60398,10194,3275,20177,15008
1,402,194,77,658,6,4,6,56643,10310,2556,20329,15027
2.5,961,510,204,1720,16,7,15,137187,26964,8467,50116,37463
0.5,218,94,39,338,5,5,3,27529,4783,1258,10665,7288
2.5,1041,569,238,1749,6,4,16,141780,24326,8418,50433,37782
1.25,540,215,132,883,8,7,8,68938,12079,3096,25680,18049
1,427,219,87,660,8,6,6,52129,9152,2489,21279,14583
0.75,336,136,67,522,3,7,5,39354,7645,2148,15865,10698
1.5,515,278,152,1041,10,6,10,84630,14245,4306,30856,22102
1,349,199,124,726,7,4,6,53969,9953,3156,19911,14286
1.5,533,263,174,992,12,7,9,82616,14397,4312,30820,22242
2,723,354,182,1482,15,6,13,111033,21340,5499,41521,30033
1.25,458,248,149,837,7,5,7,76638,13278,3386,26800,18543
2,839,428,189,1349,7,4,13,104173,20586,5615,39328,29870
1.25,524,244,96,937,9,4,7,68084,13503,3202,25720,18493
1,450,198,105,760,8,7,7,60773,10044,3542,20141,15119
1,450,206,121,686,7,4,6,58955,10172,3472,20059,14974
1.5,584,331,180,1146,11,6,9,80242,15196,3608,31249,21957
0.75,249,159,84,567,3,6,5,45086,8152,2478,15352,10878
1,379,215,102,693,7,7,6,58119,9892,3550,20170,14577
1.25,448,221,136,877,10,7,8,75883,11721,4375,26132,18432
0.5,211,92,53,347,2,6,3,30156,5428,1661,9970,7189
1.5,499,327,185,989,10,5,9,89688,15021,4527,31148,22326
1.25,415,228,119,950,7,6,8,72284,12023,3997,25898,17969
1.75,604,398,189,1287,10,7,12,94508,18450,5898,34852,24959
0.5,176,98,58,370,3,6,3,30290,4770,1575,10527,7457
2,687,394,183,1461,11,4,13,105498,21154,5351,39180,29227
1.5,675,309,183,988,5,5,10,90078,14657,4366,30689,22672
2.5,831,435,237,1705,25,4,15,134661,22624,5555,53603,36052
1.25,421,226,103,853,6,4,8,72819,12915,3363,26354,18301
1.5,659,282,129,1057,9,5,9,90636,13777,4280,29395,22009
1,404,202,110,725,5,4,6,52961,10831,2427,19836,15031
1,360,192,118,674,4,7,7,59895,9440,3090,21075,14877
0.75,295,147,72,542,4,5,5,43499,7763,1968,16077,10957
1.25,476,213,110,865,6,6,8,71556,13419,3904,24369,18744
1.5,528,288,165,1024,11,5,10,79556,16012,4808,29825,21861
3,1084,580,272,2168,25,5,19,177416,27804,7885,62848,43291
2.5,1066,514,262,1692,22,6,15,150889,24574,8085,51102,36745
0.5,200,86,62,358,3,7,3,28074,4738,1416,9967,7187
2.5,1074,450,230,1704,10,5,17,137834,26293,6060,49291,37133
0.75,274,158,63,537,6,7,5,39263,7444,2505,15326,11058
2,687,404,193,1398,8,6,13,119620,19946,7010,42421,30360
1.5,576,266,128,1124,7,4,10,92793,15906,3894,30927,22737
1.25,475,271,120,921,5,4,8,76990,13653,3757,26335,18296
2.5,888,434,195,1680,19,4,17,133621,25049,5631,50977,36411
3,1306,556,252,2257,28,6,19,178155,32278,8583,60320,45420
2,782,395,236,1427,11,7,12,106561,19817,5558,40073,29704
0.5,201,95,58,357,3,6,3,29447,4757,1782,10631,7128
1.25,515,282,128,820,10,4,8,73682,12602,3234,25274,18824
1.5,638,269,159,1055,5,6,9,86028,13550,3258,31532,21911
1.25,486,264,156,910,9,5,8,75466,12371,3492,25972,18403
1.75,735,333,201,1297,14,7,11,101844,18827,5135,34161,25379
1.25,420,272,118,899,3,4,7,76700,12378,3817,25632,17808
2.5,884,547,213,1749,17,5,15,130758,26299,8484,50323,37343
2.5,921,533,272,1697,5,6,15,152839,23062,8841,53372,36671
1.25,494,225,151,874,8,7,8,69287,11538,4278,26856,18922
0.75,262,168,92,530,6,7,5,42277,7195,2542,15885,10934
1.75,726,392,163,1260,14,6,11,97343,17101,3819,34979,26359
3,1189,573,278,2258,23,5,18,177155,31825,8237,62749,43606
1.25,552,235,119,898,7,5,8,71081,13154,3856,24257,18218
1.75,617,347,141,1243,5,5,11,95299,17397,4213,37515,25312
2.5,1048,484,314,1846,5,5,15,132631,26802,7391,52036,36199
1.25,484,217,97,882,11,7,8,68184,13730,2822,24304,18933
0.5,220,110,43,337,4,6,3,27066,5244,1675,9802,7271
1.5,611,265,175,1010,9,5,10,83893,13831,3343,31907,22754
1,372,228,89,690,5,5,7,53169,9451,2523,21474,15050
1,450,189,126,719,6,6,7,57167,10440,3185,20657,14989
0.75,289,146,85,510,7,4,5,45487,7810,1989,15317,11129
3,1346,593,265,2039,25,6,19,177350,30977,10084,60265,44109
1,393,209,93,733,9,5,7,61571,9342,3401,21430,14245
1,429,174,97,657,5,7,6,55170,9487,2981,20926,14383
0.5,206,98,38,357,2,4,3,30858,4828,1602,9793,7156
1.75,591,369,174,1226,7,6,11,100303,17649,4454,34557,26102
1.25,520,257,126,858,12,5,7,65489,13649,3335,25315,17886
3,1321,674,245,2116,20,7,20,181258,30677,9765,61090,45364
1.25,460,258,133,913,8,5,8,66932,13531,2757,26146,18911
1.75,651,343,180,1247,11,7,10,91161,18454,3881,37388,25950
2,843,341,199,1478,6,7,13,123292,21636,5561,42830,30064
0.5,193,99,58,362,3,7,3,26139,4884,1656,10012,7474
3,1112,617,335,2151,11,5,18,168468,29907,6593,59439,43271
3,1327,616,329,2236,13,7,18,173849,30551,9430,58525,45560
2.5,887,554,195,1872,8,6,16,145321,26823,6574,49429,35860
2,737,402,188,1490,20,5,12,108567,20959,5111,39613,29693
1,376,174,98,701,3,6,7,59507,9982,2475,19940,14844
2,699,374,217,1412,18,7,12,117578,20414,4311,39210,29175
2.5,916,512,283,1729,21,5,16,146541,24026,8994,52791,36578
2.5,906,497,195,1725,6,4,16,144540,25394,8996,52790,36300
0.5,194,94,39,379,5,6,3,30041,4552,1795,10167,7183
1.5,648,340,137,1080,10,7,9,85739,14147,4663,30017,21492
0.75,263,151,64,567,2,4,5,43566,7634,2282,15037,10806
0.5,179,89,48,374,3,5,3,27184,4697,1243,10139,7505
0.5,172,96,51,350,4,5,3,28510,4789,1217,10432,7104
3,1103,647,282,2215,8,7,19,179909,31938,10615,59412,44255
1,426,191,120,709,4,6,6,59523,9627,2237,19776,14399
0.75,282,140,69,513,2,5,5,41333,6833,1754,15748,11198
1,336,181,92,707,8,7,6,59619,9428,3182,20720,14885
2,759,440,247,1333,4,6,13,115461,18551,4326,40071,29038
2.5,1109,503,234,1910,9,5,16,153709,24303,7108,52783,36187
3,1230,630,232,2167,17,6,19,182686,27103,10041,58932,45553
0.5,219,88,44,359,2,7,3,26053,4845,1266,9761,7494
2.5,970,480,280,1714,17,6,16,142024,27275,7665,50149,35997
0.75,300,143,71,526,3,7,5,45829,7578,2481,15762,10991
2,843,343,192,1519,15,6,13,104421,19804,5692,42238,28935
0.75,283,168,57,509,2,6,4,42338,6926,2101,14987,11073
1.5,656,302,151,1006,3,4,9,80988,15377,4350,29767,22368
2.5,1009,543,205,1666,7,7,17,146085,25403,6911,50306,35865
0.75,322,163,82,561,6,6,5,39748,7950,2139,15679,10701
1.5,527,316,179,1083,6,6,10,86965,15617,3501,30468,22256
3,992,641,247,2178,14,7,18,157741,29946,9480,63030,43853
2.5,844,438,198,1746,24,7,17,152360,24437,7694,52823,36284
1,446,189,92,695,9,4,7,58504,10468,2494,20950,14215
1.25,501,228,144,952,11,6,8,65373,13214,4475,24627,18970
1,445,213,125,680,9,7,7,59466,9390,2409,21007,14728
0.5,196,96,46,355,3,5,3,27656,4584,1156,10356,7105
2,854,397,229,1452,18,7,13,112749,20436,4337,42449,29683
1.25,451,265,118,841,8,5,8,73975,13099,3981,26033,18357
1,412,177,121,745,3,5,6,57363,9683,2333,20412,14537
2.5,944,464,248,1775,6,5,16,146252,25978,6083,49281,37749
1.75,718,370,199,1236,6,7,11,100260,18423,5469,35319,26296
2,856,392,209,1412,12,5,13,109567,19332,6518,40700,29553
2.5,1041,572,211,1756,5,4,17,149151,22595,6060,52269,36527
1.75,686,400,158,1218,15,6,12,100159,17951,4848,37206,24965
0.75,312,143,67,494,6,4,5,41023,8145,2473,15033,10929
3,1094,624,271,2098,30,6,18,182195,32419,8385,60280,43293
1.75,729,396,206,1207,13,4,11,98455,16686,4768,35914,26359
1.75,647,390,210,1329,8,7,12,100302,16696,4309,36132,24986
1.25,496,225,147,894,12,5,7,75743,12597,2757,25014,18954
1.5,617,329,183,1052,6,4,10,91011,13741,3628,30266,22363
2,858,398,196,1321,11,4,12,121183,18070,6441,38851,29645
3,1046,587,236,2288,29,7,20,160625,31498,6713,60902,42610
1.25,497,286,137,825,5,7,8,66419,13444,4100,24480,17860
2,825,408,160,1350,8,6,14,113789,21850,5845,40441,29597
1.25,533,257,118,910,12,5,8,68014,13667,4471,25473,18359
1,427,212,78,753,8,4,6,54865,10503,2830,20006,14971
1,335,177,100,763,4,6,6,59274,10206,2449,19451,14723
2,843,396,169,1353,7,7,13,119039,21812,4583,41845,28932
0.75,282,153,74,525,6,6,5,42392,8049,2658,15650,11242
0.75,261,172,93,572,2,5,5,45393,8110,1920,15097,11200
1.25,435,251,122,922,3,4,8,73864,11827,3238,26661,18979
1.75,614,299,158,1262,11,6,11,92308,17150,5272,34984,25802
2,699,377,241,1424,13,6,13,110809,20444,4392,40305,29473
1.25,507,270,143,934,3,4,8,69221,11346,3080,25778,18691
0.5,197,86,41,364,2,7,3,26362,4580,1196,10211,7107
1,353,191,117,711,4,4,7,58586,9994,2941,21161,14959
3,1284,553,325,1992,13,6,18,174876,32197,9719,58339,45396
1,342,209,90,656,5,7,6,60158,10136,2491,21002,14911
1,441,174,123,710,3,7,6,56922,10812,2749,19889,14631
1,347,205,92,703,4,5,7,57306,9693,2245,21215,15064
0.75,324,139,77,509,5,6,5,44970,6921,2530,15859,11370
0.5,192,90,46,369,4,7,3,30702,5069,1655,10178,7425
1,416,213,96,703,7,4,7,57936,9991,2244,19593,14988
2.5,1058,552,263,1881,9,6,16,130292,27462,7024,53361,37793
1.5,671,272,157,978,5,6,10,86879,13687,4966,30044,22211
1.5,672,318,156,1080,10,7,10,80090,15681,3601,29326,22673
0.5,189,111,56,350,1,7,3,26092,4699,1445,10452,7342
2.5,965,546,242,1871,22,4,17,141743,23824,6605,50176,36735
2.5,1032,521,267,1708,11,7,15,134975,24829,8833,48902,36325
1.75,779,358,149,1282,10,7,12,96480,16586,5324,37123,26512
2,753,457,165,1439,11,6,12,117440,19830,6577,41942,30343
2.5,913,559,260,1780,16,7,15,133992,23755,6649,50903,37207
0.5,217,101,62,362,1,4,3,30054,4772,1162,9946,7535
1.75,667,369,159,1188,13,5,11,105070,17567,5625,36663,25221
1,405,208,84,718,10,4,6,52286,9202,3288,19761,14504
0.75,307,143,93,540,3,5,5,39270,7182,2477,15411,10832
3,1137,662,238,2168,28,5,19,179276,32180,8480,58424,45403
2,763,383,186,1504,15,7,13,105738,21633,7032,40625,29430
2.5,855,428,222,1722,6,4,16,154182,25779,5555,51519,37346
1.5,649,261,169,1086,11,5,10,84548,15362,3864,29661,21805
0.75,315,146,90,568,7,7,5,44932,6987,2250,15720,11097
3,1085,524,358,2107,9,4,18,168433,27366,7707,62309,44414
1.25,494,258,124,879,4,5,8,76515,12329,4410,26486,18170
2,770,374,168,1480,18,6,13,109336,21061,5852,42614,29781
1.75,741,299,155,1289,15,6,12,102024,17955,5821,35956,25555
3,1284,519,353,1977,30,6,19,170415,29066,9825,59379,43387
2.5,967,484,194,1696,20,4,16,135534,27249,5817,51945,37271
1.75,646,375,181,1265,10,6,12,96963,16993,6129,36233,26230
1.5,504,321,175,1012,7,6,10,88366,14917,4958,31003,21734
1.75,608,322,162,1293,6,6,11,107584,15997,5651,37140,25898
0.75,332,161,89,488,5,6,4,45833,7299,1630,14564,11009
3,1109,662,302,2275,27,5,18,172225,30090,9673,63128,45264
