Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1.5,161,62,4.7,309,147,3,1.8,2563,8348,90,12713,13844
2,233,95,0.5,449,230,4,2.1,3890,9068,131,18099,18002
1.5,170,91,6.5,417,156,3,2.1,2727,8226,78,9111,13408
2.5,304,158,4.6,691,229,2,2.8,4099,10154,124,22867,23015
2,214,90,2.6,443,193,4,2.3,3450,8315,142,13133,17863
1.25,151,56,2.6,252,157,2,1.6,2243,6468,60,10908,11505
3,363,133,9.7,765,263,4,2.5,5573,12264,180,21948,26743
1.75,172,99,2.3,376,219,4,1.3,3641,8434,93,15247,16011
3,336,188,7.1,768,312,2,3.4,5544,15897,194,22959,26702
1.75,196,82,7.9,496,218,2,2.2,3019,7656,88,12258,16025
3,359,130,2.3,610,308,4,4.2,6147,16041,149,17278,27507
2,228,86,4.3,404,190,4,2.5,3468,9182,122,16596,18087
1.75,193,79,0.3,389,153,4,1.3,3283,8269,97,9757,16139
2.5,226,118,7.8,717,268,2,2.6,5084,13598,161,16380,22847
2.5,256,158,11.4,691,225,4,1.7,4196,13146,150,15922,22912
2.5,263,168,4.1,532,242,2,1.5,4441,13511,149,23201,22340
1.75,199,82,0.1,442,212,2,0.9,3526,9399,86,15539,16206
0.5,47,29,0.3,131,63,3,0.7,1037,2487,27,4243,4585
1.5,171,66,0.2,339,176,3,1.1,2466,7099,104,12185,13735
3,289,164,7.6,661,292,4,2,6209,15208,178,27917,26942
0.5,58,26,0.7,118,61,2,0.3,811,2556,26,4362,4464
2,181,96,2.3,513,240,2,2.5,3858,8564,112,18763,18464
2,207,102,7.8,475,231,4,2.2,3871,9754,106,13970,18098
1.75,177,72,5.2,423,158,3,1.8,2809,7547,101,13062,15612
0.5,47,29,1.2,135,58,3,0.6,1053,2602,31,4658,4583
1.75,173,87,0.6,408,161,3,1.5,3498,8623,124,12988,15840
2.5,307,100,1.7,620,285,4,2.9,4316,12267,133,18145,22668
1.5,165,74,2.8,403,184,2,1.5,3210,6464,89,12702,13591
1.5,168,84,3.4,401,195,2,1.4,3213,7353,75,9809,13730
2,208,103,5.2,473,231,3,1.5,3214,9459,120,16626,18571
1.25,136,76,3.5,269,125,3,1.1,2460,5374,61,10343,11232
1,99,43,3.8,239,110,4,0.6,2022,4351,52,7046,9074
0.5,46,22,1.8,128,63,2,0.3,804,2275,27,3697,4516
1.75,209,117,7.7,471,195,4,1.2,3756,7399,101,15448,16253
1.5,171,62,3.8,362,136,3,0.9,2871,8089,89,8985,13659
1.25,119,64,5.6,288,136,2,1.6,2370,6686,87,10194,11550
0.75,77,35,0.3,186,72,4,1,1313,3337,54,6747,6875
1,113,64,1.3,206,114,2,0.7,1940,4432,71,9202,9139
1.75,164,76,3.6,469,209,3,1.8,3113,7882,123,11167,15931
2,246,135,0.2,442,239,4,1.6,3380,8382,110,15879,17913
1.25,116,57,5.8,357,126,4,0.9,2620,5558,79,10190,11359
1,92,56,0.9,248,124,4,1,1719,5546,52,6173,9122
2.5,264,134,10.8,699,240,4,3,5068,11726,132,13888,22266
3,271,170,11,772,338,2,1.8,5754,16783,165,16462,26986
0.5,55,31,0.2,140,63,2,0.5,1055,2328,27,3897,4463
2.5,304,103,7.8,600,296,2,2.3,4186,10673,169,21361,22692
1,104,56,3.8,258,87,4,1.3,2150,5467,51,6608,9243
1.75,160,89,4.3,463,181,2,2.1,2956,9026,121,12557,16266
0.5,50,32,0.1,129,63,4,0.5,1051,2773,29,4018,4533
3,349,171,6.8,807,293,3,3.3,5285,16427,177,26248,27123
1.75,169,106,8.7,396,159,2,2.2,3300,7239,118,12467,16176
1,105,57,0.4,245,97,2,0.6,1916,4810,69,6541,9200
1,111,63,4.5,211,125,2,1,2078,5588,63,8355,9028
3,289,186,9.5,684,383,3,2.6,5868,13716,192,20541,27299
1,109,60,3.7,220,86,3,0.9,1639,4760,52,6225,9025
0.75,90,39,3.2,198,88,2,0.7,1373,3692,43,4792,6733
1,100,62,2.5,221,117,4,0.6,1972,4911,58,7857,9201
0.5,59,29,1.9,136,50,2,0.7,946,2151,27,3500,4624
0.5,59,23,2,118,63,2,0.4,1064,2617,24,4471,4523
0.75,73,34,0.5,153,87,3,0.4,1263,3008,44,4244,6902
1.75,202,85,4.8,350,182,2,2.2,3629,8900,113,11125,15734
1.75,170,89,5.6,472,203,3,1.2,3385,7846,99,11472,15878
3,289,143,6.4,733,277,2,1.7,5122,12328,149,19212,27206
1.5,159,93,7.5,407,140,2,1.9,2671,6339,81,10787,13850
1.75,169,105,4.8,383,181,2,1.8,3159,7019,85,11736,15708
1.5,177,82,0.5,303,148,2,1.8,2823,6743,92,11182,13950
3,329,153,11.9,790,289,2,3.8,6008,16600,181,23481,26856
3,347,199,6.9,820,299,2,1.8,4894,16530,202,18585,27767
1.25,135,59,0.9,259,156,3,0.8,2445,5187,63,8573,11390
1.25,126,60,0.9,319,122,2,0.8,2184,6090,63,7926,11593
1,108,61,1.1,230,102,3,1,2008,5339,52,8369,8965
1.75,191,84,4.9,428,205,3,1.7,2976,8401,113,12506,16137
0.5,56,26,2.3,118,59,2,0.3,941,2331,32,2882,4477
0.75,81,40,0.3,195,92,3,0.9,1591,3996,40,4980,6847
1,120,55,4.9,257,98,3,0.8,2128,4993,66,9357,9267
1.25,124,72,1.7,352,124,3,1.7,2580,5093,69,8300,11528
1,124,53,2.3,227,92,2,0.7,1982,5075,50,6922,9186
0.5,49,26,1.8,102,63,4,0.5,1030,2175,30,4160,4603
3,276,169,11.8,794,323,4,4.3,4831,15513,177,28299,27777
2.5,300,145,11,576,289,2,3.1,5123,12206,127,15446,23181
2.5,290,129,3.9,524,308,2,3.4,4682,12937,180,20447,22867
3,271,182,14.8,720,319,3,1.7,5124,12937,200,27604,27198
1,95,62,3.6,241,86,4,0.5,1703,4707,52,9134,8984
2.5,303,129,6.8,505,296,4,2.6,5337,13671,135,23114,22642
1.25,137,66,5.8,254,127,4,1.5,2599,6522,64,7370,11580
1.5,154,62,1.9,360,177,4,1.2,2469,6050,98,9435,13903
1.75,209,77,5.4,408,163,4,1.2,3406,7217,96,10123,15613
2.5,242,137,4.5,590,231,4,2.1,4602,11613,134,14297,22830
1.5,138,79,5.8,303,129,4,1.7,3036,6372,78,8486,13543
1.25,125,63,2.1,304,158,2,1.6,2365,5238,89,7630,11489
2,241,117,6,459,233,2,1.4,3880,10200,142,11670,17911
3,307,172,7.2,771,276,3,3.1,6388,13667,196,22514,27809
1.5,174,83,1.6,419,148,3,2,2619,8009,83,10237,13697
1.75,167,110,7.4,414,182,4,1.4,3061,7630,111,10324,16140
1.75,208,98,2.1,370,193,3,1.2,3711,8232,102,16773,15668
1.25,131,81,3.3,324,129,2,0.9,2530,5847,72,7583,11562
2.5,277,135,8.8,615,230,4,2.4,4485,12044,154,13766,23197
1,118,50,4.9,233,88,2,0.9,1795,4717,54,5980,8981
1,120,45,3.9,273,104,4,0.8,1815,4063,66,8058,9197
1.75,208,109,7.4,362,217,2,2.3,3565,7378,92,12435,16259
1.75,197,83,4.7,466,203,3,1.2,3157,8489,106,10892,16142
3,315,150,5.4,782,318,2,4,5803,16016,195,20756,27267
2.5,268,141,3.4,547,286,2,3.4,4977,12573,125,17305,22912
0.5,46,21,0.4,142,44,3,0.4,995,2690,25,4341,4646
0.5,49,29,0.2,141,57,3,0.3,1027,2082,25,4250,4583
1,102,45,1.5,231,125,2,0.6,1766,5249,58,5939,9021
2,238,109,8.4,430,213,4,2.8,3257,9709,116,10963,18457
0.5,50,34,2.4,130,58,2,0.5,951,2134,25,3142,4452
3,336,158,2.4,673,372,4,3.1,5976,13197,201,28124,27125
2.5,293,139,1.8,559,248,2,1.3,5025,12355,170,14057,22479
2.5,276,100,7.9,504,303,3,1.9,4457,12712,153,18404,22510
1.25,151,61,0.4,302,115,2,0.8,2140,5884,61,8735,11181
2,231,98,1.8,545,184,4,1.5,3893,8737,123,14095,17808
3,334,184,6.9,772,363,2,2,5910,12167,196,24899,27585
1.25,146,54,0.8,321,131,2,1.4,2333,5011,87,8555,11368
3,357,163,15,707,285,2,3.4,6343,15161,188,26469,27059
1.25,129,78,3.6,320,135,2,1.5,2667,6292,64,7996,11372
1.25,129,67,3.9,334,109,2,1.3,2101,5008,83,8395,11382
1.5,168,79,2.9,423,133,4,2,2917,7861,87,11936,13428
1.75,197,100,2.3,424,173,4,2.4,3150,8293,119,10383,16210
1.25,145,53,2.7,257,111,2,1.5,2436,6195,80,8160,11334
0.5,47,21,1.3,109,45,2,0.4,856,2135,24,3063,4601
1.5,184,88,4.6,389,155,4,2.1,2710,7276,100,11902,13445
1.75,158,98,7.6,478,199,3,1.8,2910,9373,106,12480,16121
0.75,91,30,2.6,194,81,4,0.8,1302,3031,50,5694,6850
1.5,141,75,2.3,385,188,3,1.6,3042,7890,89,9800,13856
2,225,124,4.8,524,190,3,2.7,3546,9683,137,14724,17817
1.75,172,117,4.6,468,167,4,2.2,3109,7857,103,11898,16112
0.5,47,20,1.7,139,63,4,0.7,866,2283,25,3519,4572
2.5,265,164,4.9,502,216,3,3,4632,13259,147,18785,22758
2.5,297,121,8.7,691,256,3,2.9,5372,12349,167,18843,22420
1,107,56,4,286,109,3,0.7,1887,5513,54,8827,9017
3,310,144,1.4,802,332,2,3.4,4926,14251,207,22315,26829
2.5,285,139,10.3,650,321,4,1.7,5169,11743,168,14839,22409
2,226,103,2.3,417,259,2,1.7,4006,9522,98,13879,18024
0.75,83,48,2.1,164,81,4,0.8,1275,3684,52,5446,6751
2,228,103,8.7,484,240,4,2.7,3341,11139,129,11879,18001
2.5,239,127,3.6,539,267,3,3.2,4332,11634,132,23240,23113
1.25,145,53,2.6,309,124,4,1.6,2621,6146,62,7810,11200
1.25,155,75,3.4,310,137,2,1.2,2195,6499,78,8926,11174
2,182,101,7.8,459,199,4,1.9,4017,10141,117,12739,18336
2.5,263,115,4.3,660,314,3,1.5,5178,11690,172,15779,22714
0.5,62,29,0.9,139,63,2,0.3,853,2360,30,3264,4610
1.5,161,95,4.2,344,153,3,0.9,3122,8269,103,14171,13482
1.5,169,62,0.6,308,154,3,0.9,2487,6153,96,10101,13554
2.5,232,145,7.7,649,250,2,2.1,5098,11045,171,18242,22444
2.5,261,122,2.6,657,222,4,2.9,4874,12656,128,17577,23204
2,199,83,6.4,450,204,4,2.8,3584,8968,110,18741,17837
1.5,176,72,1.9,332,160,2,1.2,2657,7723,100,10592,13426
0.75,93,34,2.5,193,82,4,0.5,1573,3365,36,4218,6914
0.75,80,31,0.4,190,79,2,0.7,1515,3520,36,5555,6722
1.5,167,71,0.7,390,170,2,0.9,2813,6939,105,11837,13886
0.75,73,46,2,212,85,4,0.6,1452,4167,48,6271,6718
0.75,91,48,1.4,158,96,2,0.7,1461,4106,42,6198,6719
2,208,87,0.3,506,231,3,1.6,3760,10208,134,15925,18359
2,246,95,5.1,535,182,4,2.2,3707,10877,97,16782,18240
1.5,184,92,0.5,321,169,4,1.2,2533,7581,102,13500,13657
1.5,151,91,3.2,425,148,3,1.5,2762,8321,98,13198,13586
1.75,163,76,6.6,417,207,3,0.9,3392,7449,100,15189,15695
1,116,51,1.3,252,118,2,0.8,1942,5587,54,6777,9290
1.75,165,85,6.6,432,226,2,1.9,3007,9769,113,14200,15985
1.75,195,74,3.1,406,184,4,1.3,3696,7464,124,13998,16260
2,249,115,5.1,540,251,4,2.4,3299,9207,128,11661,17881
1,114,61,1.5,230,113,4,1.3,1673,4707,64,8880,9055
1,94,46,1.1,255,117,4,1.4,1738,4729,54,9072,8912
1.5,175,69,5,398,175,2,1.7,2666,7745,105,13844,13569
2.5,251,113,0.2,660,267,3,2,4530,13833,140,13949,22803
1.75,165,94,1.1,363,205,4,1.5,3131,9168,120,12748,16077
3,373,183,10.6,626,389,3,3.7,5134,16311,208,27577,27621
2.5,302,158,2.4,687,261,2,1.4,5127,12652,138,20975,22841
1.25,136,75,1,333,135,4,0.6,2292,5648,68,8101,11190
0.75,81,48,3.5,198,77,4,1,1419,3167,50,4557,6963
2,203,101,0.6,513,196,3,2.1,3424,8064,97,11761,18535
0.75,74,31,3.5,151,78,2,0.5,1232,3941,38,4196,6709
1.75,200,105,4.8,402,204,4,2,3661,9105,99,10771,16201
0.75,84,47,3.7,183,87,3,0.4,1360,3551,43,6702,6881
1,99,54,1.2,223,103,4,0.9,1857,5111,52,5616,8993
1,114,41,3.2,240,89,2,1.4,1629,5452,61,8132,9098
0.5,55,22,0.9,124,52,2,0.5,930,2104,29,4598,4611
1.25,156,75,5.2,335,143,2,0.7,2613,6611,67,7777,11604
2.5,277,167,1.7,707,237,2,1.7,4252,13686,130,19915,22688
3,332,144,14.7,821,255,3,4.1,5492,15352,175,17963,27512
0.75,72,47,0.9,191,71,3,0.7,1511,3184,49,6209,6808
0.75,91,46,1.8,160,84,4,0.7,1493,4029,52,4062,6751
1.5,176,66,3.9,344,148,2,1.6,3183,6599,103,9655,13429
0.5,55,29,1.7,129,49,3,0.7,805,2209,32,3753,4579
1,106,53,4.1,247,129,3,1.4,1780,4447,55,7645,9185
2.5,309,110,7.8,586,227,3,2.1,4926,11917,152,20672,22375
1.5,177,93,2.3,343,191,2,1,2470,7756,74,12556,13494
1.75,210,73,5,405,180,4,1.2,2982,8242,113,12439,16061
3,290,203,7.6,622,320,4,2.3,6034,14870,153,28592,27520
3,350,127,1.2,784,314,3,2.8,5356,14014,168,18258,27770
3,295,163,0.8,811,315,2,2.4,5408,12905,216,16986,27373
1.75,200,82,4.4,382,161,3,1.8,3523,9708,89,12969,16129
3,327,167,2.5,709,317,2,3.7,4869,14055,195,22637,27512
2.5,276,123,12.2,518,310,4,3.3,5057,11239,144,17904,23207
0.75,76,46,2.3,184,90,4,1,1608,3047,45,5501,6765
1.25,147,58,2,347,128,4,1.5,2600,5875,87,9347,11382
1.25,122,82,1.1,314,107,4,1.5,2083,5811,85,8227,11134
1.5,182,94,1.1,321,139,3,1.7,2687,7488,84,10303,13825
1.25,114,63,0.5,308,118,4,1.6,2404,5251,67,9524,11383
2.5,267,145,9.3,509,289,2,3.2,5241,12451,171,17255,22355
1.25,152,73,1.5,277,138,4,1.2,2493,6991,68,9173,11536
1.75,210,76,1.1,447,194,3,1.5,2915,9766,114,16507,16116
1.5,147,90,5.4,391,162,3,1,2669,7910,85,14316,13600
1.5,159,71,3.8,343,158,2,1,2578,8257,93,11460,13510
0.5,60,27,2,102,55,2,0.3,804,2119,26,4167,4481
2.5,265,143,8.1,689,238,3,3,4499,11552,137,15204,22307
2,206,123,8,487,197,3,2.4,4087,9378,106,19037,18394
1.5,162,62,7,300,175,2,1.7,2669,7320,80,8686,13663
1,117,57,1.7,253,98,4,1.2,2130,4211,66,7066,9270
1.75,165,75,6.5,376,166,4,1.5,3456,9473,100,16016,16080
2,192,122,2,572,249,2,2,4120,10917,138,18600,18169
2,210,126,9.9,548,198,2,1.6,4290,8491,131,19173,17925
0.75,80,47,3.2,154,75,3,1,1472,3134,45,5699,6842
0.5,60,21,0.9,135,44,2,0.7,1019,2203,27,4407,4518
0.5,62,22,1.6,137,64,4,0.5,1073,2394,36,3286,4510
1.5,150,66,2.4,374,141,3,0.9,2705,6095,80,12537,13412
2,194,81,2,564,183,4,2.8,3825,11024,125,12061,17949
1.25,134,73,2.9,264,141,3,1.3,2642,6314,64,8591,11561
3,373,123,3.8,842,312,2,1.6,5703,14362,214,16683,27713
3,321,173,0.5,629,259,3,3.3,5810,15678,184,23297,27641
0.75,81,33,2.4,153,74,4,0.4,1230,3930,43,6728,6920
3,271,127,0.7,673,294,2,2.1,6234,14860,158,26240,26941
3,359,147,4.9,653,379,3,2.9,5161,16354,203,23186,27728
2,186,134,5.4,536,253,4,1.7,3261,8283,134,18634,18584
2,220,127,6.6,476,234,4,2.5,4165,10717,133,17900,18522
3,315,195,1.8,755,334,3,2.5,6234,12871,157,24229,27090
1.75,219,107,1,432,209,4,1.1,3153,9044,111,10722,15662
0.5,52,24,1.6,132,46,4,0.7,865,2520,32,3804,4649
1.5,150,77,6.4,332,155,4,2.1,2976,7380,91,14236,13811
0.75,85,37,2.2,161,66,3,0.7,1515,3558,44,6607,6957
2.5,302,136,3.6,575,320,3,2.2,4020,10539,169,19363,22990
0.75,88,42,0.3,160,90,4,0.9,1545,3351,39,6436,6844
2,201,134,0.7,514,217,4,2.8,3920,10448,96,11883,18055
0.75,70,38,1.5,157,65,3,0.6,1339,3326,41,4727,6791
0.5,58,28,1.6,131,45,4,0.3,838,2262,32,2973,4535
1,124,51,1.5,213,98,3,0.7,2116,4124,57,8848,9176
1,106,41,0.6,240,115,4,0.7,1864,4587,56,7089,9279
2.5,244,135,3.2,544,295,4,1.9,4179,10084,174,19891,23178
2,221,119,0.9,545,206,4,1.5,3355,8683,119,17642,18501
1.25,154,59,4.3,255,117,4,0.9,2281,6357,73,10189,11184
0.5,46,31,2,118,45,2,0.5,962,2535,34,3693,4457
1.5,145,79,2,325,155,4,1.7,2596,7783,75,13709,13583
3,298,127,0.6,805,389,3,3.2,6175,12076,153,21472,27479
3,348,183,14.9,706,344,4,2.4,4946,14961,149,23903,27076
1,102,57,4.5,239,86,3,0.8,1815,4125,71,5588,9044
0.5,50,32,0.2,112,48,3,0.4,813,2604,27,4134,4476
3,357,180,11.8,660,362,2,1.6,4871,15062,206,19946,26903
3,357,170,8.4,763,285,2,3.6,5213,14615,191,18189,27459
2,205,126,3.5,448,188,4,1.6,4162,8296,135,13992,18006
2.5,276,155,2.9,644,290,2,3.4,4738,11670,140,23116,22646
2,248,118,1,433,196,3,2.7,4080,9029,97,15594,18519
1.5,161,91,7.1,344,165,4,1.9,2415,8230,106,8209,13471
1.75,200,111,8.1,463,191,3,0.9,3711,9623,93,15726,15643
0.5,61,21,0.3,139,45,3,0.5,920,2786,27,3000,4556
1.5,167,61,4.2,335,145,4,1.6,2962,6763,72,14289,13782
1.25,139,66,1.9,325,157,4,1.4,2036,5812,88,11579,11323
1,117,41,0.7,223,105,2,1.4,1758,5149,72,9479,9079
3,305,126,5.4,757,362,2,3.2,6408,16380,177,22218,27421
2.5,295,153,9.1,509,324,4,2.8,4006,13734,164,18587,22261
2,200,91,3.8,509,246,2,2.1,3704,9884,108,14295,17927
2.5,254,135,6.7,610,231,2,2.1,4687,10140,147,13762,23080
1.5,151,82,5.5,354,145,2,1.5,2939,6481,83,8453,13855
1.5,162,68,7.4,334,145,4,1.1,2424,8061,73,8471,13358
2,233,81,6.1,499,252,2,1.1,3720,9270,118,13882,18365
1.75,194,80,6,380,227,3,1.2,3123,8083,89,14150,15824
1,97,43,3.8,232,119,3,1.1,1964,4382,61,7060,9126
1.25,151,59,1.9,344,124,3,0.7,2430,5457,76,7884,11227
0.5,53,26,2.2,130,49,2,0.6,1058,2140,27,4456,4541
1.5,183,74,4.6,346,129,4,1.2,2989,6968,96,9367,13419
1,97,43,4,267,100,2,1,1668,5404,69,6312,9018
0.5,52,22,0.3,119,56,3,0.3,855,2574,34,4337,4559
0.75,72,44,0.5,161,64,4,0.5,1372,3316,41,5461,6811
1.25,145,73,3.2,302,157,2,1.2,2293,6217,83,6896,11584
0.75,73,44,2.6,171,95,2,0.5,1254,3859,51,4417,6957
1.25,116,73,1.3,264,126,3,1,2083,6141,76,11366,11281
3,333,127,6,835,299,2,2.5,5957,14040,212,17966,27520
1,117,45,4,214,92,2,0.5,1611,4853,68,9336,8943
1.75,168,95,5.6,366,204,4,2.2,3560,8142,94,12616,15872
0.75,82,46,0.7,153,82,3,0.6,1511,3540,40,4640,6923
1,117,66,2.8,276,113,2,1.4,1779,4599,70,6595,9253
0.75,70,34,3.7,167,72,3,0.8,1611,3422,40,4443,6724
2.5,275,166,3.8,540,221,4,1.9,5154,12559,170,16412,22983
2.5,262,114,9.7,643,272,2,3.2,5220,11462,178,16868,23202
2.5,312,117,0.4,589,309,2,3.1,4433,11874,159,21562,22455
0.75,71,36,1.8,194,94,4,0.9,1339,3449,52,6282,6899
2,188,132,1.1,477,172,4,1.9,3747,9284,108,17194,18002
2.5,235,103,0.1,689,232,2,2.6,4162,12492,125,13789,23129
1.25,118,53,0.2,264,139,2,1.6,2676,6357,90,9833,11362
2,237,136,5.3,525,184,4,2,3582,9937,103,13546,18470
1.75,167,75,2.1,369,178,4,2.5,2869,7441,111,16258,15641
1.5,156,98,6.2,377,187,4,0.9,2601,7376,95,13859,13518
0.75,70,31,1.2,192,94,3,0.9,1583,3650,48,6624,6738
0.5,59,27,1.1,140,48,2,0.4,803,2572,33,2896,4645
1,106,43,4.1,262,102,3,0.7,1727,5510,56,6531,9012
1.75,197,71,1.8,430,209,3,1.1,3758,9798,111,12338,15592
1.25,116,83,3.1,256,144,4,0.9,2428,5800,74,9165,11625
1.75,206,74,1.6,473,226,2,2.3,3331,8904,126,9928,15985
1,107,61,4.8,248,114,3,0.9,2103,4830,61,5902,9180
1.5,148,100,0.2,328,133,3,0.8,2881,7250,97,10925,13562
1.5,145,84,6.6,315,181,4,1.1,2675,8363,85,8124,13546
1,109,59,1,235,111,3,0.7,1688,4802,67,5661,9238
2,191,98,7.7,513,191,2,2.7,3785,9516,139,18718,18339
1.25,128,71,3.4,337,124,2,1.3,2032,6118,86,8980,11376
0.5,52,30,0.3,124,58,2,0.3,850,2546,32,3520,4630
1.75,166,92,5.4,502,210,2,1.8,3607,8091,113,16420,16050
1.75,185,92,6.5,499,222,2,1,3577,9170,87,11666,15991
1.75,182,83,1.3,398,183,3,2.2,3107,9622,120,12698,16266
0.75,70,44,0.7,186,79,2,1,1382,3277,42,4620,6875
0.5,58,32,1.7,111,64,2,0.5,976,2762,27,3180,4468
1.5,151,81,0.9,360,181,4,1.1,2450,7203,83,12053,13368
2,244,103,5.1,480,242,3,1,4055,8980,135,14804,17982
2,193,134,6.3,467,177,2,2.6,4097,10527,110,14917,18358
3,295,146,7.8,718,358,4,4.2,5076,15680,160,20216,27593
3,353,166,0.7,738,291,3,3.4,6336,16560,165,24607,27228
3,351,145,4.6,842,333,4,2.5,6405,12288,183,18465,27773
2.5,248,125,8.5,538,243,2,2.3,4497,12616,144,22177,23221
1.25,121,71,5.9,292,143,3,0.8,2099,6702,77,10209,11170
0.75,68,39,3.2,201,72,4,0.7,1465,3219,52,6877,6842
0.5,60,33,1.7,135,62,4,0.6,1002,2574,24,2877,4565
2.5,295,112,11.4,500,290,3,2.9,4943,10553,138,17617,23137
2,209,113,5.5,484,203,3,1.1,4116,8266,134,18909,18483
1,120,62,3.3,237,106,3,0.7,2030,4791,55,7148,9110
2.5,283,153,9,600,270,4,1.9,4493,13723,123,23814,23217
1.75,215,117,3.3,386,213,4,1.2,3172,9711,125,15469,15583
1.5,155,94,2,337,148,2,1,3087,6123,91,13260,13771
2.5,304,107,11.7,636,215,2,3.1,4023,10370,176,15678,23162
0.5,47,30,1.1,135,64,3,0.5,855,2192,33,4002,4480
2,186,98,7.5,568,186,3,2.6,3950,10280,101,17429,18351
0.75,82,31,0.5,155,95,4,0.9,1267,3048,40,4426,6967
0.5,49,29,0.5,106,60,3,0.6,907,2593,34,2947,4569
2.5,279,158,8.1,650,264,3,2.1,4046,11746,134,22538,22947
1,106,65,3.3,243,91,3,0.5,1897,4492,59,9581,9124
2,194,120,5.2,553,239,2,2.6,3994,8964,118,14860,18334
1.5,179,62,3.9,388,155,3,1.7,2469,8086,82,13432,13874
0.5,60,21,0.8,127,44,3,0.5,824,2076,31,3146,4646
3,278,171,2.1,717,359,4,2.5,5397,13126,168,23660,26765
1,122,61,3.1,201,94,3,1.2,2098,4979,53,8355,8910
1.75,218,115,1.1,377,152,3,1.3,3477,8998,119,14375,15947
0.5,48,21,2.5,140,60,4,0.5,1018,2454,28,3123,4553
1.75,166,95,7.1,500,189,2,2.2,3299,8927,87,12723,15654
1,91,42,3.9,271,101,2,0.8,1852,4116,51,5431,9291
1.75,183,118,3.3,467,159,2,2.2,3746,7499,97,10206,15837
1.75,179,94,4,418,151,4,2.3,3115,9327,90,14784,15613
3,271,152,11.7,769,310,2,3.9,6071,13168,177,17489,27634
2,248,129,9.4,516,255,3,2.5,3665,9441,124,12355,18171
2.5,245,129,0.9,709,248,4,1.5,4457,12851,138,13562,22839
0.5,46,32,2.1,128,64,3,0.4,978,2484,31,3545,4534
0.75,79,45,0.4,197,66,4,0.6,1604,3477,41,6029,6880
2,192,85,3.1,459,244,2,1.7,3341,10317,114,18608,18139
2.5,245,156,7.3,674,294,3,1.7,4884,12420,154,22029,22421
2.5,283,109,6.7,625,312,4,3.3,5085,13618,167,23627,22739
1,124,59,2,259,128,4,1.1,1711,5546,55,9150,9221
2,204,95,5.4,514,228,4,2.8,4061,9341,96,14334,17953
2.5,249,158,7.9,627,274,4,1.4,4194,12623,172,20538,22751
0.75,70,41,3,204,74,4,0.6,1456,3325,42,7005,6946
3,283,194,8,706,366,3,2.9,6301,15626,197,17023,27627
1.25,123,81,6.1,261,121,2,1.6,2159,6564,75,10373,11471
2.5,277,168,4.6,696,298,4,2.2,4624,12804,134,22480,22990
1.25,146,51,4,317,149,3,1.1,2218,5491,61,7934,11560
1.25,116,62,3.4,268,114,4,1.3,2176,6267,84,6889,11416
1.75,188,100,3.4,469,212,2,2.1,3278,7461,91,9816,16017
0.75,72,47,3.7,161,73,4,0.4,1463,4167,52,5651,6708
0.5,47,21,1.5,119,49,4,0.4,905,2374,27,4513,4492
1.5,167,69,5.9,365,161,2,1.4,2543,6854,83,10211,13860
2,181,100,5.5,454,247,4,2.1,3220,8690,123,15078,17947
1,109,66,1.9,205,120,4,1,1950,4777,56,9592,9075
0.5,59,32,0.2,134,58,3,0.5,972,2761,32,2758,4519
3,363,139,6.4,649,380,4,3.9,6444,14872,199,26838,27389
0.75,84,35,1.9,181,97,2,1,1345,3479,38,4931,6790
1.5,173,62,2.4,430,142,2,1,2692,8088,104,9381,13423
1,93,57,0,221,86,2,0.6,1709,4409,52,7771,8971
1.25,154,81,0.6,320,141,4,1.7,2030,6261,78,11658,11358
1.25,127,51,0.8,349,134,4,0.7,2391,6707,67,10900,11403
3,271,127,12.1,666,372,2,1.6,5962,15493,174,21408,27114
0.75,75,46,2.1,152,71,3,0.5,1460,3186,53,5897,6867
2,188,101,2.5,464,217,2,2.4,3719,9354,106,17315,18165
2.5,260,159,0,583,232,4,2.6,5045,12447,125,19040,22430
0.5,45,23,1.1,140,58,2,0.5,1038,2757,25,3412,4634
3,297,182,3.1,694,383,3,3.4,5062,14197,205,16636,27727
1.5,186,101,3.3,304,134,4,1.1,2940,7500,89,8903,13833
0.75,90,41,0.7,208,81,3,1.1,1387,3348,46,5162,6857
1.25,127,85,1.1,268,142,2,1.1,2626,6747,78,7536,11238
0.5,61,29,0.6,126,48,4,0.7,905,2458,32,4335,4502
1.5,139,89,2.3,393,155,2,1.4,3201,8374,101,11160,13777
1.75,164,74,5.4,388,214,4,1,3054,7881,93,12765,15875
0.5,48,25,0.8,104,61,3,0.6,936,2680,31,3214,4525
1.25,116,83,4.2,305,138,3,1.7,2600,5376,79,9645,11472
1.5,152,99,2.5,419,181,3,1.1,3224,7346,101,12758,13547
0.75,86,36,2,194,73,3,0.9,1466,3844,42,6958,6695
1,99,41,2,277,125,3,0.5,1684,4805,69,7330,9260
1.75,190,80,1.3,407,223,4,1.5,2901,9209,119,16670,16024
1.5,161,100,6.9,415,138,4,1.9,2984,8340,92,13108,13601
2,200,136,1.4,436,243,3,1.9,3716,8044,116,11448,18370
1.75,178,83,0.5,497,180,4,1.6,3732,7678,117,16762,16219
1.75,185,84,7.4,408,217,2,1.1,3547,7240,126,11522,16046
