Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
3,1048,411,137,2256,103,4,16,161943,23687,901,738,7365
0.75,231,100,35,541,22,5,5,39020,6016,208,196,1904
3,890,399,158,2325,91,4,16,165890,22872,895,809,7839
3,966,462,165,2169,85,5,18,160848,25601,783,725,7507
1.75,584,225,95,1397,45,3,12,94822,12475,531,455,4668
2.5,665,401,100,1995,72,4,16,135044,19616,704,657,5894
1.75,538,220,78,1238,55,3,9,94648,12889,522,469,4612
0.75,258,105,35,586,26,5,5,42652,5334,213,200,1925
2.5,749,305,109,1917,73,5,16,134065,19041,737,599,7468
0.75,238,120,44,596,26,4,5,42223,5950,202,189,1800
2.5,727,328,122,1762,74,3,14,133532,18066,760,635,7182
2,542,267,77,1470,53,3,12,105012,15789,595,488,5566
1.25,416,200,75,998,42,4,6,68466,9613,333,314,3447
0.5,147,78,29,352,16,6,3,27813,4151,146,127,1311
2.5,744,311,92,1780,72,6,14,142113,18747,754,641,6375
2.5,784,328,136,1795,77,3,13,134750,18146,725,643,6327
1.25,348,158,64,947,44,5,7,69236,9608,378,291,3438
3,1035,445,123,2391,82,6,16,165054,24513,870,719,8373
2.5,695,336,94,1949,86,4,14,130633,21269,656,674,7010
0.75,207,109,40,572,26,5,5,41107,6114,223,181,2183
2,589,303,82,1510,50,4,13,104990,14573,610,514,4768
2.5,855,350,133,1750,61,3,13,135160,20142,652,648,6253
2.5,881,415,103,1941,80,5,15,142351,20380,654,599,6128
1.5,438,223,88,1061,51,3,10,78892,11830,435,394,4323
1,359,167,46,748,28,6,7,52037,7728,298,237,2732
1,306,150,40,792,32,3,5,55301,7906,295,248,2576
0.75,264,113,35,527,21,3,4,41881,5594,205,192,2130
2.5,799,330,117,1896,75,3,14,135599,20319,650,672,5951
1.25,341,209,63,894,41,6,8,67188,10519,364,298,3632
1.25,362,199,63,956,30,5,8,71009,8825,329,297,3607
1.25,416,194,69,944,35,3,7,70996,10516,338,288,2994
1.25,373,209,56,973,31,6,7,69655,10267,379,327,3478
3,811,417,143,2197,89,5,19,167109,24235,818,791,7930
0.75,259,127,43,592,21,5,4,41353,5294,205,173,1904
2.5,790,370,133,1834,62,5,15,130788,20774,725,621,6098
0.5,140,76,21,354,13,5,3,27739,4187,145,131,1470
1.75,571,297,94,1264,52,6,11,98513,14436,485,439,5129
1.75,630,238,100,1372,49,3,9,91187,12330,474,439,4761
3,905,487,134,2107,84,5,20,168015,23836,803,761,8036
2,608,336,101,1506,54,6,10,109827,15088,539,475,5905
0.75,249,94,33,585,23,5,4,42588,6407,208,177,2051
1.5,489,241,87,1062,46,7,8,84253,12218,434,374,4243
1.25,403,199,61,883,38,6,9,66572,9826,340,297,3514
1.5,423,229,53,1069,45,7,9,82543,12431,397,353,4079
1.5,409,239,87,1089,40,4,9,82317,12585,459,396,3476
1.5,440,184,57,1167,42,4,9,83233,11572,437,396,4023
0.75,262,96,29,580,23,6,5,40372,5979,195,183,1762
1.75,630,221,87,1237,48,7,10,93140,13133,461,423,4570
1.75,518,258,96,1321,62,4,12,97001,12383,507,464,4462
1.25,399,161,69,955,33,5,7,65479,10417,363,326,3170
2.5,747,389,105,1892,74,4,14,134433,21390,699,582,6439
3,1029,491,136,2119,81,6,15,167594,24433,903,747,8497
1.5,473,184,63,1102,38,5,9,81536,11075,447,400,4028
1.25,341,190,49,932,41,4,8,70799,9753,384,323,3438
1.5,503,215,89,1052,44,3,9,83462,11612,457,384,4259
0.75,197,91,41,544,22,6,5,42125,5743,228,185,1995
1.25,357,207,46,876,31,7,7,68486,10006,371,317,3531
0.5,140,71,21,354,14,3,3,27385,3650,140,122,1408
0.5,158,80,22,364,13,3,3,28283,3650,144,122,1351
1.5,439,215,89,1053,43,5,8,80008,11919,424,391,4298
1,306,139,50,704,31,3,7,55963,7491,271,261,2530
2,665,252,74,1461,67,4,11,110288,14138,536,466,4932
2,551,244,109,1540,68,5,12,105660,16799,534,526,4785
0.5,167,74,23,361,17,4,3,26093,3725,131,119,1367
1.25,409,177,49,943,34,7,8,69234,9253,343,292,3603
1.75,545,231,63,1371,50,3,10,96062,14168,496,424,4126
2,691,324,77,1518,69,4,13,112966,15641,565,483,5992
0.5,142,75,23,393,15,6,3,28114,3746,130,122,1296
1.5,412,250,85,1158,49,3,9,81807,12667,429,382,3613
1.5,473,253,83,1053,47,4,9,78279,10684,398,376,4106
0.5,136,68,23,373,18,6,3,28090,4112,152,134,1248
2.5,670,379,120,1885,81,3,15,135501,17564,670,600,7022
2.5,772,401,114,1794,67,3,16,139387,19198,660,643,6242
3,1006,438,139,2302,87,4,18,169124,23832,893,796,7031
3,866,388,121,2208,79,7,16,164611,23654,783,727,7730
3,920,432,125,2203,105,7,17,166173,24595,834,771,7728
1.25,385,171,64,914,45,6,8,68361,8912,361,291,2958
1.75,530,238,102,1325,62,6,12,97299,13860,500,450,4153
1.5,448,195,56,1133,44,4,8,80644,11600,397,393,3770
1.25,365,159,47,924,32,6,7,68556,10173,341,322,3022
2,684,323,108,1578,48,7,12,109387,15406,590,461,4794
1.25,391,201,57,909,35,5,9,69732,9515,378,303,3302
2.5,893,358,91,1895,60,7,13,137359,19782,718,614,5811
3,1031,433,153,2386,91,6,18,165580,22021,873,733,8763
0.5,158,63,25,369,13,3,3,27362,3721,135,131,1196
2.5,664,378,97,1919,73,6,17,139853,20987,695,639,6626
2.5,761,372,116,1970,77,4,17,137603,20419,736,600,7024
1.75,464,250,89,1239,58,7,12,92747,14120,539,468,4469
1.25,439,176,57,928,36,6,8,65970,9446,370,332,3305
1.25,428,185,57,976,34,5,7,67941,10509,346,288,3089
0.5,145,74,28,397,17,3,3,26837,3782,130,124,1464
1.75,538,277,95,1237,56,5,10,97679,13374,541,423,5022
1.25,396,193,60,900,32,3,7,65318,9193,351,332,3387
0.5,148,74,30,371,15,7,3,27477,3603,155,127,1418
0.5,131,64,22,374,14,4,3,26635,3636,140,124,1214
2,665,285,104,1446,68,3,13,107370,15910,591,477,5201
2,687,272,82,1453,65,3,12,110726,17013,555,534,4651
3,791,460,136,2244,90,4,19,159095,24869,878,735,7130
0.75,208,105,34,547,25,6,5,41591,5345,227,175,1987
1.5,425,191,76,1171,43,6,10,85261,10724,445,361,3765
0.5,136,81,27,371,14,3,3,27109,3995,155,130,1359
1.75,456,290,102,1346,59,4,11,93228,14538,512,436,4548
3,971,436,111,2130,97,4,19,166990,23159,799,785,8261
1.5,486,186,88,1181,37,5,8,80458,10670,446,350,3918
1.5,509,233,71,1143,46,4,8,80509,10604,436,345,4082
1.5,398,234,70,1123,37,3,9,84860,11386,413,384,3517
1.75,599,291,105,1349,49,3,12,93906,14615,522,453,4312
2.5,721,410,125,1781,62,3,16,132093,18943,723,626,6996
0.5,178,72,29,398,16,4,3,28468,3665,145,132,1467
1,322,135,36,745,33,5,6,55732,7321,272,261,2540
1.25,414,153,63,995,44,4,7,70071,8946,385,330,3023
1.75,475,295,103,1324,46,5,10,97971,13670,491,472,4703
2.5,694,335,146,1924,62,5,16,131258,18004,687,641,6193
3,795,495,157,2287,100,5,20,170864,21499,783,724,7366
1.25,365,189,44,986,40,6,7,69432,9759,364,301,3331
1.25,398,153,48,896,31,5,9,65651,8894,365,289,3510
3,995,492,159,2204,94,5,18,166947,24035,844,772,8613
1.5,490,212,55,1127,53,7,8,79603,12529,424,352,3651
2,585,289,117,1540,62,4,11,113880,16451,618,476,5095
1,271,147,39,760,27,6,5,52981,8083,308,257,2485
1,346,129,45,709,27,6,5,53628,7673,299,263,2426
1,280,158,42,711,32,4,7,55771,7501,267,264,2509
0.75,227,109,28,554,20,5,5,39724,6369,209,182,2215
3,800,412,144,2166,79,4,16,168151,24757,789,693,7088
0.5,137,62,19,393,17,6,3,28278,3942,131,134,1427
3,1072,401,119,2270,93,4,18,156387,23310,909,693,7986
1.25,396,155,46,986,40,7,8,70919,9888,331,298,3119
2.5,784,415,149,1794,81,3,17,135452,21475,684,637,6618
1.5,436,234,53,1147,40,5,10,84242,11391,397,392,4005
1.75,490,261,81,1323,55,4,9,92710,14600,530,413,4407
2,660,251,107,1403,59,5,10,106986,16559,536,538,5819
3,939,446,146,2388,100,7,19,159266,21588,817,807,8669
1.75,579,249,101,1327,45,7,11,91077,14251,511,419,4966
2,564,274,85,1459,52,3,11,112741,14820,596,484,4639
1.5,453,182,82,1189,42,4,10,85089,11785,417,371,3462
1.25,392,197,73,900,36,7,7,68611,10164,328,305,3550
1.75,514,235,72,1301,60,7,10,91172,12902,471,438,5118
2,570,339,104,1579,69,7,12,112728,14856,578,522,5489
2,717,283,70,1553,52,7,12,111137,15384,525,509,5483
2,527,297,74,1500,50,7,11,113987,16934,544,460,5288
2.5,815,378,120,1780,80,6,17,138459,17929,674,609,6738
3,915,440,115,2376,89,3,20,165524,24139,818,736,8473
1,294,169,38,752,26,7,5,53461,7746,265,264,2581
1.5,485,230,68,1117,48,4,9,83814,12222,412,352,4248
1,268,163,38,714,31,6,6,52992,8429,283,266,2958
0.75,244,111,36,568,26,3,4,42063,6121,227,185,2167
0.5,175,74,26,387,16,5,3,28133,3769,149,132,1381
1.5,508,229,63,1199,36,5,8,81927,11374,409,377,4415
0.75,231,126,28,569,21,4,4,41826,5353,219,197,2061
1.25,405,181,51,936,37,6,8,69485,8911,339,291,2876
2,549,281,94,1450,63,3,11,107923,15126,527,478,5072
1.5,421,219,70,1149,51,6,9,82091,10857,406,382,4402
2,663,250,110,1581,53,7,11,107423,14447,617,472,5022
3,868,498,120,2180,80,6,18,158216,24267,844,799,8375
0.5,138,81,24,389,13,3,3,27349,3988,155,124,1450
1.25,438,154,49,956,35,7,7,70125,9888,372,305,3169
1.5,422,253,78,1173,49,4,9,80610,11747,452,367,4437
0.75,222,124,28,569,22,6,4,39624,6015,214,185,2137
0.75,216,119,26,595,19,5,4,41630,6202,229,200,1739
1.75,489,218,97,1363,51,3,11,98428,13290,506,449,4413
2.5,727,312,138,1842,72,7,13,131758,19850,658,665,7361
1,263,148,59,789,31,7,6,55565,8297,310,260,2555
1,280,152,53,797,27,6,6,53643,7396,296,243,2800
2.5,720,337,138,1851,80,6,15,136423,21048,732,599,6220
3,1033,364,127,2374,82,6,18,167049,21011,816,778,8016
2.5,771,334,139,1781,78,3,17,136123,19327,669,607,5781
0.75,200,120,27,590,20,3,5,39167,5299,217,193,2145
1.25,339,175,55,879,38,3,7,67077,9181,383,321,3607
2,688,320,97,1427,48,5,11,108320,15531,575,472,5678
2.5,883,344,99,1816,63,6,14,130552,18894,723,622,6144
0.5,137,83,25,363,13,5,3,27245,4176,149,130,1408
2.5,653,409,119,1848,73,4,13,135385,20730,731,655,5863
0.75,229,101,32,589,25,5,4,39236,5929,231,194,1832
0.75,229,124,40,568,24,5,5,40069,5532,198,194,2007
2,702,297,85,1561,59,3,13,113221,16185,533,498,5837
1,271,137,54,700,35,7,6,56951,8527,286,234,2934
0.75,224,119,32,541,18,3,4,42041,6311,226,190,1764
1.75,571,281,67,1281,53,6,9,95633,12864,482,425,4914
1.75,482,249,62,1351,44,6,10,97949,13926,531,424,4518
1.75,461,277,95,1279,57,4,9,93126,14512,456,419,4645
2.5,832,355,126,1995,69,6,13,138099,20410,662,666,6012
3,1059,492,112,2201,78,6,20,158918,22566,828,762,7789
1,347,168,39,722,27,5,6,55031,7633,262,234,2319
2.5,852,349,144,1888,76,4,16,142092,17831,652,625,5879
0.75,224,93,36,597,22,5,5,39328,5572,197,179,1780
2,643,328,99,1442,55,5,13,107123,16020,605,473,5709
2,520,299,103,1440,65,7,13,113791,15372,549,471,5151
3,817,378,114,2154,89,4,15,161743,24520,885,759,8491
3,790,468,126,2150,104,4,17,164243,24476,848,765,7608
1.5,408,186,55,1088,41,7,10,79549,10781,417,394,3803
1.25,408,166,65,961,34,5,7,65277,10550,370,313,3426
0.5,142,82,25,397,13,7,3,27079,3629,142,123,1415
1.5,438,217,82,1193,45,6,8,78124,11957,434,402,3872
2.5,869,402,99,1807,89,6,14,140556,18546,695,624,7243
1.75,475,247,67,1268,53,4,11,99324,12614,461,452,4542
0.75,226,103,37,596,19,4,5,40455,5706,207,198,1852
1.25,432,192,49,912,35,6,8,66585,10685,340,305,3403
1.5,396,235,77,1073,50,5,9,82021,12021,406,378,4171
3,915,429,141,2396,99,7,18,165445,22721,854,772,7057
1.75,483,244,80,1291,47,7,12,91733,14164,526,409,4810
0.75,234,94,34,577,23,5,5,40780,6423,213,178,2222
1.25,368,154,49,984,38,3,8,69206,8820,378,314,3421
1.5,410,251,75,1065,43,5,8,81961,12362,391,354,3671
1.75,621,252,74,1292,62,4,12,93779,13218,517,472,5067
1,358,127,47,771,30,4,6,52788,8149,287,253,2968
1.75,485,293,104,1335,46,7,10,97174,13813,533,422,4715
0.75,211,115,26,542,22,4,5,41338,5821,211,194,1996
1.75,511,256,77,1290,57,6,11,97091,14796,536,436,5062
2.5,724,374,106,1933,89,4,16,141670,17506,706,585,5875
2.5,782,388,129,1885,73,4,14,131046,17724,662,607,7457
1.25,386,189,62,976,42,4,7,71141,9428,342,324,3707
1,277,149,53,776,25,3,6,53479,8065,288,232,2587
3,1030,366,167,2230,85,6,21,156345,22750,834,697,7499
1,261,130,47,783,30,6,6,52980,7363,278,245,2308
1.5,516,238,82,1154,42,3,8,84450,10525,409,388,3714
1.75,607,230,81,1254,63,6,9,91023,15007,503,421,4449
2.5,811,367,121,2000,66,6,15,139862,19906,650,663,7223
1.5,524,208,76,1059,44,4,8,81466,12869,431,359,3617
0.75,202,104,39,560,20,3,5,40716,5747,200,196,2247
2.5,722,305,130,1801,69,5,17,134754,19153,661,607,7126
2.5,813,360,102,1751,85,5,14,140302,18716,670,668,6320
0.5,141,72,30,360,18,7,3,27124,4045,153,123,1327
1.5,411,221,66,1163,44,4,9,78963,10696,460,377,3759
2.5,889,376,131,1814,85,7,13,140410,19843,772,670,6557
1.25,329,204,47,939,44,6,8,66865,10575,374,306,3610
1.75,463,242,102,1379,52,4,12,95778,12624,482,454,4465
1.75,546,292,70,1389,52,7,10,98816,14702,529,412,4127
2.5,764,313,129,1830,84,7,16,132477,20270,717,625,7061
2,584,275,117,1553,67,6,11,107780,15007,584,536,5207
1.75,614,243,97,1294,49,7,11,91890,14375,503,404,4049
2,683,331,119,1546,60,5,12,112776,16628,595,538,5011
0.75,237,124,41,570,26,6,5,41139,6173,226,191,2069
1.75,468,265,96,1244,48,7,10,98201,12436,514,424,4361
0.75,225,92,33,534,22,5,4,39787,6275,222,189,1904
1.25,339,150,66,941,43,7,8,70641,9468,342,311,3448
1.25,328,174,58,910,44,6,8,66211,10223,382,319,2908
2.5,855,357,139,1886,61,4,15,140138,19345,727,642,6651
1.75,528,249,97,1280,43,4,12,96800,14888,514,406,4946
1,337,120,40,702,24,3,6,52875,8196,272,254,2506
3,1042,363,126,2223,76,6,18,157121,25648,904,733,7653
1.5,425,252,80,1159,47,4,9,80189,12338,442,401,4214
0.5,144,83,26,380,18,3,3,26589,4280,138,133,1207
1.25,382,192,47,994,31,6,7,67660,9207,381,304,3211
3,907,485,132,2384,105,3,17,158241,25791,805,766,7309
3,820,485,141,2362,90,3,20,162293,22543,928,781,7389
1.75,557,218,103,1349,55,6,12,96317,13514,466,423,4913
2,697,268,109,1457,55,6,13,107537,14482,592,516,5138
1.5,417,219,63,1188,49,5,8,84715,10846,437,395,4136
0.75,255,90,35,551,20,3,5,41081,6019,205,202,1969
1.5,532,203,69,1120,53,4,10,84834,12227,429,396,3992
2,602,310,88,1583,51,4,11,107977,15519,610,503,4753
2,602,319,107,1438,69,5,12,113486,14016,538,498,5631
0.75,236,122,30,580,23,3,5,41324,6021,199,194,2079
0.5,131,80,28,351,14,3,3,27750,3958,151,127,1273
2.5,709,306,114,1768,72,4,14,130285,17595,749,626,6345
1,318,129,60,719,24,4,6,56272,8562,299,260,2365
2.5,756,420,94,1974,80,3,17,137696,20737,727,640,6412
1,302,124,43,734,28,6,7,53390,8343,288,240,2535
0.75,257,93,37,586,21,6,4,41848,6122,230,174,1864
0.75,203,98,39,567,19,7,5,42133,5332,211,175,2132
0.5,176,65,30,361,13,7,3,27271,3804,143,132,1334
1.75,576,294,86,1350,57,6,11,98446,12478,463,466,4665
1.75,582,222,74,1335,49,5,9,99186,14262,507,432,4604
0.75,245,106,27,557,22,5,5,42313,5327,196,195,2188
2,642,255,85,1524,59,6,13,108552,15451,595,540,5943
3,826,485,147,2257,86,6,17,160546,22312,868,734,8806
1.25,384,187,44,892,43,3,8,65541,9683,333,307,2918
1,288,148,52,784,31,6,5,55639,7026,292,237,2390
1.75,520,228,99,1303,58,3,11,98489,12379,530,471,4991
0.5,173,82,27,365,15,4,3,27304,4088,141,117,1191
2,558,262,77,1592,68,4,11,107050,15701,543,521,4834
1.25,392,203,61,986,38,5,7,70666,9949,365,324,3672
0.75,247,123,29,527,18,7,5,39218,6385,206,200,2034
0.75,220,100,29,578,27,7,4,39062,5419,227,198,1920
1.5,460,219,53,1071,39,6,9,78443,10945,436,351,3799
0.75,267,103,31,581,27,5,5,41182,6103,206,191,1783
1.5,488,213,84,1079,54,4,9,81548,12018,398,397,4102
2,709,309,86,1524,60,3,13,110413,15564,568,504,5043
2.5,665,372,123,1897,68,6,15,138994,17937,755,629,7403
2,592,258,104,1586,70,3,12,104587,14569,600,537,5941
2.5,834,321,111,1886,84,3,16,137902,17831,774,670,6579
2.5,891,310,108,1977,79,6,14,141282,21323,685,589,6972
1.75,570,263,96,1333,55,6,10,92805,13678,530,422,5052
1,265,156,49,718,26,4,7,54162,8487,284,240,2335
1.75,459,242,105,1375,50,7,12,91990,14545,536,438,4661
0.5,161,64,19,379,18,5,3,28255,4269,152,125,1174
3,793,372,115,2204,91,5,19,164681,22461,907,737,8940
2.5,852,357,149,1966,78,7,13,133322,19714,650,578,6739
0.75,232,109,36,570,20,7,4,39076,6369,199,174,1817
1.75,484,228,88,1251,57,3,9,99147,13068,501,426,4519
1.75,470,237,87,1365,59,4,11,98090,13691,476,436,4111
2,615,338,74,1504,60,4,11,108645,15320,563,478,5999
0.75,222,118,29,598,19,7,4,40152,6016,195,202,1809
1.5,488,255,58,1170,49,6,9,79517,11210,441,389,3837
1.75,542,282,75,1320,61,4,10,93635,13554,480,414,5124
2.5,854,372,148,1880,90,4,15,140791,19771,731,593,6855
2,521,257,93,1460,51,3,13,111709,15881,598,520,5387
0.5,175,84,22,368,15,5,3,27886,3921,154,134,1403
2.5,842,311,101,1906,76,4,17,140274,18124,689,669,6627
0.75,225,124,38,531,25,6,4,41878,6101,212,177,1892
1.5,533,221,87,1144,38,4,8,78111,12342,414,397,4212
1,330,132,53,719,31,7,7,52619,7892,298,258,2562
2.5,895,309,113,1881,80,3,17,139799,20290,679,658,7392
2,568,332,72,1507,56,7,14,108529,17113,536,530,5648
0.5,136,65,22,396,12,4,3,26023,3914,140,117,1325
2.5,752,372,136,1920,82,7,14,131327,18059,707,614,6272
1.5,468,232,86,1141,49,7,9,81155,12677,433,398,3998
3,1066,483,130,2292,106,3,20,163747,21993,886,751,7523
1.75,580,219,64,1377,54,6,11,94993,12694,541,414,5101
2,687,285,117,1441,68,3,11,104954,15393,557,497,4817
1.5,406,252,77,1152,46,4,9,83829,12205,395,390,3736
2.5,812,364,88,1789,89,3,14,142490,19822,753,602,7179
1.5,436,239,67,1097,47,7,8,83089,11587,464,370,3973
2,541,263,105,1412,57,3,12,105601,14852,609,481,5626
1.75,528,241,72,1392,62,4,12,95402,14360,468,446,4223
1.75,518,255,105,1293,63,4,12,94457,13915,515,416,4108
2,692,338,109,1526,59,4,12,110265,14299,586,510,5783
2.5,873,334,105,1996,72,7,17,137670,18930,687,672,7456
1,335,155,51,790,29,6,6,55591,7015,285,243,2924
1.5,439,227,87,1151,44,6,9,79957,12750,426,373,4389
1.75,563,219,88,1262,48,3,10,92727,14631,520,418,4701
2.5,787,408,119,1922,63,3,15,138508,18905,747,627,5973
1,337,124,53,772,28,6,7,56227,8259,294,236,2798
2.5,762,326,114,1915,65,5,15,137613,20785,764,672,6379
2,637,289,72,1456,51,7,13,111074,16890,605,525,4842
1.75,621,292,64,1396,59,7,10,92360,14618,533,461,4870
2.5,724,335,90,1957,85,6,13,132640,19314,700,651,6998
3,859,507,126,2358,83,7,18,158058,21262,827,803,7131
0.5,143,82,27,374,14,4,3,27030,3508,152,130,1441
2,649,325,106,1416,65,7,12,106193,14272,552,492,5259
0.75,208,114,30,561,26,4,4,42416,5451,216,175,1998
2,525,305,93,1590,59,3,13,111763,16974,603,473,5345
1,264,144,50,745,28,5,6,56599,8110,273,236,2987
0.75,233,113,39,527,20,4,5,40310,6118,212,178,1795
1.5,495,207,73,1106,52,7,10,82598,11783,409,401,4285
1.25,418,209,67,935,36,4,7,65392,8935,351,299,3548
0.75,243,119,36,549,26,4,5,40418,5348,231,181,2045
2.5,655,357,89,1938,70,5,15,136209,19518,691,662,5872
2,537,307,71,1542,49,4,12,104331,16428,613,507,4628
2.5,844,419,99,1850,90,6,15,130030,18049,653,591,7365
1.25,363,187,58,980,38,5,9,68817,10172,341,288,3477
0.5,143,64,26,362,15,3,3,26038,3643,130,124,1385
3,789,489,142,2380,76,3,15,169178,22358,822,771,6965
3,801,431,160,2248,106,4,16,168486,21414,895,706,8481
0.75,219,110,29,568,19,6,5,40840,5869,219,173,1897
2.5,752,310,103,1842,89,7,16,137148,19893,759,626,7171
0.75,233,126,29,591,25,3,5,41939,5340,196,177,2126
3,906,392,160,2240,100,4,17,166512,23891,903,706,7901
2.5,893,396,89,1959,67,3,16,134166,19159,748,652,5960
1,304,161,43,781,26,5,6,52743,7937,298,264,2337
1.25,375,175,63,972,36,5,8,65064,9418,337,303,3257
1.75,485,267,88,1257,59,7,9,98599,14707,481,421,4229
0.5,133,74,28,367,17,4,3,26654,3700,147,125,1491
1.25,361,207,75,955,37,7,6,65402,8962,336,298,3485
1.25,410,194,62,922,34,4,7,68523,10183,383,328,3615
3,868,411,145,2331,93,6,20,169421,22491,922,761,8825
2.5,760,349,101,1985,88,3,14,134934,21194,725,659,6526
