Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
2.5,686,441,198,1668,406,3,10,6682,20901,56,661,6429
1.25,322,237,100,843,190,5,6,3275,10315,33,272,2742
1.75,450,298,114,1137,258,5,7,4243,16014,40,431,4441
1.5,387,273,115,943,238,6,7,4212,11879,35,419,3745
2,533,369,145,1307,313,4,11,5082,18959,42,514,4926
1,248,193,84,689,162,4,5,2538,7399,24,248,2458
3,708,610,193,1818,471,4,13,8323,25578,61,812,8949
2,479,429,127,1300,307,4,9,5246,14842,48,541,4154
3,810,554,207,1872,427,5,12,7462,27028,72,648,7923
1.25,346,248,106,762,191,3,6,3205,12440,32,263,3243
1,250,213,70,630,148,6,5,2515,7177,25,265,2078
0.5,126,107,42,312,80,5,3,1275,3878,13,110,1166
2.5,629,517,144,1548,399,6,13,6093,19537,54,705,6015
2.5,603,506,203,1722,352,3,10,6137,22750,53,618,7036
1,260,207,83,622,141,4,5,2409,8980,29,243,2054
2,472,389,122,1275,307,4,8,4928,18690,46,427,5317
2.5,606,475,211,1736,382,6,13,6622,24436,55,556,6133
1.75,457,312,124,1219,265,6,7,4843,12947,46,443,4619
0.75,192,156,44,460,116,4,4,1874,5788,20,160,1757
3,829,550,208,1805,461,3,16,7190,29053,69,770,7206
2,552,369,157,1239,284,4,8,4791,15081,44,479,4097
2.5,593,497,172,1558,394,3,11,7225,23511,62,638,7075
1.75,407,353,146,1178,278,3,7,4336,16060,48,431,5003
3,798,569,203,1954,491,6,12,8451,28154,72,853,8588
1.25,340,261,88,789,203,3,6,3486,8867,36,354,3083
1.75,466,365,105,1053,269,3,9,4185,13730,44,400,4432
0.75,209,132,59,505,115,3,4,1744,5970,16,204,1863
1.75,411,326,148,1136,256,3,6,4050,14120,35,372,5033
0.5,137,93,40,333,80,3,2,1371,3772,11,141,1132
0.5,138,99,35,343,80,3,2,1189,3688,10,110,1369
1.25,313,265,74,760,198,5,6,3164,9225,27,331,3518
1.25,321,236,84,753,201,6,5,3113,10890,30,281,2674
1,280,183,60,669,143,4,5,2727,9616,26,255,2715
0.75,207,134,43,485,107,4,4,1992,6249,20,171,2230
2.5,597,446,176,1672,396,6,9,5972,22302,72,703,6029
3,798,614,170,1899,423,4,12,8112,25564,62,839,6195
1.25,349,244,86,804,182,6,6,3467,10379,31,322,2753
1.75,443,360,118,1083,279,6,9,4093,14211,39,428,4282
1.75,472,372,118,1098,284,4,6,4870,15529,41,427,4722
0.75,205,160,43,485,109,4,3,2126,6816,20,164,2098
1.5,370,268,116,964,239,6,6,4088,12231,42,371,3626
1,231,202,61,631,147,5,5,2368,7449,26,222,2190
0.75,204,133,63,479,107,5,4,2015,7051,18,216,2184
1.75,447,319,141,1177,285,4,7,4574,16619,40,399,3721
2,477,389,121,1255,312,3,8,4964,17951,51,578,4248
1,269,175,82,611,154,3,5,2554,7126,30,232,2622
3,827,604,209,1952,423,3,14,7274,22840,86,802,6490
1.25,333,233,92,816,202,6,5,3005,10869,25,351,3692
1,251,197,71,685,154,4,5,2580,9671,29,227,2631
1.75,473,339,149,1213,262,6,6,4942,12689,40,463,3689
2,534,342,151,1271,283,5,9,5247,18680,43,540,5220
0.75,184,150,47,522,111,4,3,2046,6677,22,183,1733
1.25,309,265,76,759,203,4,5,3448,12373,33,281,3454
0.75,199,153,50,489,122,4,3,1845,5631,21,215,1565
0.5,120,100,29,322,82,3,2,1449,4827,11,133,1112
2,464,410,154,1384,323,4,10,4738,14348,45,451,4925
1,259,191,64,687,162,6,4,2547,7009,27,213,2021
0.75,193,128,42,507,113,3,3,1798,6700,21,162,1660
0.75,176,135,46,476,113,5,4,2156,5668,19,171,1755
1.5,408,294,119,969,226,5,6,3634,14623,41,425,4442
2.5,581,447,193,1575,367,4,9,7242,19171,62,630,6728
0.5,136,104,29,307,71,5,2,1317,4947,14,131,1317
1.75,486,348,113,1161,248,3,7,4190,13892,47,406,4299
2,511,420,112,1293,287,6,9,5617,16572,44,420,4406
2,532,343,111,1263,307,5,10,5125,17930,44,478,4672
1.5,411,309,97,975,238,5,7,3969,11069,41,423,3770
0.5,120,99,33,302,73,6,2,1408,4745,12,137,1413
2.5,579,444,183,1720,365,4,12,5972,17620,71,684,6270
1,254,170,56,615,140,6,5,2746,7916,29,245,2513
2.5,699,452,151,1582,374,5,10,7050,18063,65,594,6165
0.5,129,87,28,318,71,5,2,1162,4832,11,118,1488
1.25,309,257,99,789,185,5,5,3357,11899,26,335,2666
0.5,122,93,42,331,80,6,3,1282,4998,12,142,1136
1.25,305,238,99,872,200,3,6,3180,10115,28,362,2649
2,516,358,133,1399,329,5,9,5133,17673,50,523,5809
3,760,603,231,1966,443,4,16,8592,24706,90,739,8687
1.25,290,244,86,811,196,6,6,3185,10784,31,342,2815
1.75,458,327,101,1071,266,5,7,4724,13310,38,499,3683
1.75,412,353,126,1063,261,5,10,4237,15484,45,500,4806
0.75,174,137,63,463,108,3,3,1750,6096,18,188,1974
0.5,120,89,31,306,72,6,3,1195,4217,15,128,1427
1.25,311,269,104,755,183,6,5,3110,12023,33,328,3549
3,765,640,202,1801,469,5,11,8113,29694,70,634,6954
0.5,138,94,39,306,73,5,3,1366,4841,11,133,1367
2.5,638,513,162,1708,410,5,13,6576,20140,75,688,5525
1.5,395,310,111,920,211,3,5,3801,13464,42,341,3909
1.75,453,311,114,1199,260,5,9,5057,15089,49,465,3785
1.75,483,372,103,1171,275,3,8,4601,16731,41,492,5027
3,750,588,220,2000,485,5,14,7367,26575,84,642,8730
0.75,202,146,63,474,112,6,4,1909,5854,18,195,2248
0.75,174,140,57,520,117,6,4,1803,6176,17,190,1952
0.5,130,92,40,308,78,5,3,1190,3647,13,142,1076
3,776,554,176,1998,463,5,14,8206,22444,80,812,8255
1,241,211,83,601,154,5,5,2627,7823,29,247,2884
1,235,199,82,631,142,6,5,2877,9682,25,266,2627
1.25,308,263,72,854,204,6,5,3589,12233,27,324,3289
1.75,404,345,115,1211,275,6,7,4497,12573,44,388,4003
0.5,126,86,39,338,70,3,2,1226,3794,14,120,1154
1,278,194,71,687,149,3,5,2510,7351,30,276,2516
2.5,632,507,181,1637,367,5,9,7007,17895,62,648,5151
1.5,411,280,96,1028,236,6,6,3851,12123,41,336,3583
0.75,207,149,58,520,119,3,4,2142,6309,17,159,2208
0.75,196,138,62,516,112,4,3,2089,5605,21,201,1647
1.5,408,322,103,1009,240,3,8,3836,13930,42,423,3393
3,788,612,185,1857,436,3,12,8111,22251,84,685,6789
1.75,484,362,134,1067,266,4,9,4975,16994,41,452,4484
0.75,196,152,62,488,110,6,3,1992,5725,19,196,1780
1.75,488,300,98,1067,284,6,9,5068,15258,43,395,4509
2.5,657,449,173,1625,378,6,12,7113,21063,66,706,7111
1.25,333,237,78,788,197,3,6,3592,9941,26,287,2914
2,461,400,139,1259,318,3,7,4836,17819,57,549,4011
2,485,368,122,1271,299,6,7,4704,15972,44,490,4936
0.5,136,107,36,312,76,4,2,1178,4070,14,121,1370
0.75,197,136,55,519,118,3,3,1868,5300,19,202,1942
1.75,418,321,139,1159,245,5,9,4614,13147,48,445,4573
2.5,638,434,205,1719,399,6,11,6237,22143,67,555,6659
3,811,602,229,1907,442,5,16,7672,24748,62,770,8815
0.5,138,90,40,313,73,6,3,1152,4999,11,108,1322
2,537,394,132,1284,310,3,9,5507,14487,55,444,5334
2.5,582,491,187,1658,411,4,13,6076,20607,63,703,5774
2.5,648,486,160,1720,365,3,9,6135,20860,64,581,5687
0.5,135,104,42,340,82,4,2,1397,4650,11,141,1017
1.25,349,231,101,786,197,4,5,3338,9494,32,296,2559
1.25,334,225,84,813,197,6,6,3323,11911,36,296,3220
0.75,180,140,51,493,109,4,3,2057,6488,18,204,1877
1.5,403,320,119,906,223,4,6,3808,11665,43,403,3673
1.75,432,347,125,1154,260,4,9,4736,16690,43,427,4514
1,270,184,76,660,162,6,5,2894,7975,25,276,2112
2,552,424,166,1312,302,4,9,4766,14356,43,443,4750
1.5,354,260,117,1038,211,5,7,3453,12051,38,326,3857
1.25,293,267,78,827,197,4,6,3192,11571,33,295,3708
1,259,175,59,648,148,6,4,2881,8122,30,274,2428
2,529,396,116,1202,325,5,9,5595,16640,54,536,5621
0.5,140,100,38,345,77,3,2,1239,4052,12,115,1230
0.5,117,101,33,327,78,3,2,1292,3758,12,114,1488
0.75,178,152,56,486,115,3,4,1963,7412,16,191,2167
3,757,600,198,1865,482,4,16,7346,27288,71,799,6839
2.5,628,435,206,1721,407,6,12,6471,18675,66,568,5439
1.5,392,261,118,901,225,4,7,3804,11256,31,415,4265
0.5,136,92,34,315,78,4,2,1304,4082,12,108,1170
1.5,349,295,97,950,224,3,6,4342,11083,43,346,3902
1.75,410,336,116,1165,283,4,9,4385,13061,50,386,4730
3,705,534,171,1876,439,4,12,7213,23807,86,726,7127
2.5,678,498,206,1644,380,4,13,6447,21130,60,630,6698
2.5,578,483,179,1639,367,6,12,7138,23568,63,561,6958
2,548,358,151,1233,281,4,11,4808,18248,43,441,4387
1,245,190,67,603,153,3,5,2530,9110,25,238,2069
1.25,346,265,87,781,192,6,5,3544,12225,36,330,2940
0.5,121,107,35,341,72,4,2,1256,3800,12,107,1456
2.5,652,535,164,1569,355,6,12,5992,21549,66,658,7074
3,776,587,251,1988,440,6,15,6917,27446,75,681,8826
1.5,350,305,105,985,228,6,7,3807,14882,32,332,3073
1,237,204,69,647,160,4,5,2890,7487,24,267,2395
1,260,209,56,687,162,5,5,2532,8833,20,249,2872
2.5,642,434,189,1527,410,4,11,5965,20331,67,646,7039
0.75,197,148,44,496,107,5,3,2094,7146,16,160,2223
1.75,439,349,144,1173,275,3,7,4188,16983,44,370,5132
0.5,129,96,41,317,78,4,2,1316,4567,10,139,1082
0.5,122,94,28,347,75,5,2,1164,4923,12,136,1426
1.25,318,253,69,864,202,5,5,3078,11634,32,276,2795
1.25,324,262,77,836,187,6,6,3012,10050,32,263,2670
0.5,116,94,41,336,71,3,3,1312,4033,14,140,1316
1,265,213,74,643,148,3,5,2701,8947,26,251,2558
1.5,396,269,108,914,228,5,7,3743,11111,43,316,3046
3,832,583,223,2038,443,5,16,8405,25087,60,666,6631
2.5,677,500,194,1646,386,3,14,6132,24564,66,724,6756
1.75,455,324,142,1147,285,6,7,4579,13809,38,427,4025
1.75,417,362,123,1199,278,6,7,4668,13511,45,472,3815
1,239,212,64,679,146,6,5,2415,9822,26,219,2545
1,249,194,67,686,161,4,4,2667,8462,29,225,2528
3,707,526,181,1965,455,6,13,7139,29714,69,642,8306
1.75,458,338,115,1202,273,4,8,4851,16820,50,396,4882
2.5,667,481,149,1559,410,6,9,7205,20882,69,653,5862
0.5,123,104,31,307,74,3,2,1346,4053,11,117,1339
2,497,427,130,1236,284,3,9,5775,15096,49,537,4272
1.25,338,222,84,806,201,4,5,3567,12266,29,354,3590
1.75,451,371,126,1168,267,6,7,4876,15932,47,442,4247
1.25,346,265,92,872,199,4,6,3102,9171,29,356,2747
2,460,342,149,1205,319,3,10,5453,17364,49,439,4430
3,691,575,218,1823,452,3,11,7890,29773,80,834,8866
1,272,194,65,641,146,3,4,2795,7720,27,235,2911
3,698,546,239,2091,471,4,15,8552,23528,78,813,8861
1.75,424,366,125,1073,285,5,8,4111,15793,47,468,5232
1,253,188,61,604,162,4,5,2654,7328,23,225,2855
2,476,364,151,1334,289,5,8,5011,16808,52,432,4248
1,233,195,68,604,150,3,4,2810,8750,24,255,2526
0.5,119,103,29,321,78,3,2,1203,3642,11,122,1134
0.5,125,107,36,330,79,5,2,1182,4363,11,125,1243
0.75,201,141,52,505,122,6,3,1748,7458,19,183,1878
1.25,342,229,97,829,176,3,7,3599,11352,30,300,2655
2.5,595,504,161,1521,403,3,10,6691,18023,70,568,5836
1.5,355,263,107,1006,236,4,7,3686,11772,44,347,3284
2.5,697,443,164,1652,367,6,10,5760,22210,68,580,5407
1.75,440,320,98,1066,287,4,8,4935,14693,45,446,4938
1.75,470,361,139,1117,284,5,9,4664,15808,46,499,4719
2.5,604,521,147,1567,352,3,11,7223,19786,69,717,5282
1.25,335,221,76,839,189,5,5,2897,9672,34,321,2600
1.5,390,289,103,1023,217,3,6,4263,14036,44,434,4084
2,514,346,117,1383,299,4,9,5628,19969,46,577,5606
2,537,399,164,1230,301,3,8,4863,14780,49,495,4646
3,694,556,198,2079,453,3,16,7536,25681,89,857,8080
2.5,662,474,139,1593,395,5,12,6063,23416,68,716,6704
1.25,307,231,78,874,185,4,7,3312,9322,30,357,3496
1,234,207,64,677,146,3,4,2520,9936,28,275,2957
1.75,422,327,124,1158,255,4,7,4405,13447,46,371,4966
1.25,342,223,70,778,181,4,6,3030,9537,28,343,2788
2.5,641,426,206,1584,408,3,13,6932,21741,57,710,6991
1.75,471,349,102,1196,282,4,9,4652,12395,38,388,4188
0.5,123,102,33,328,70,4,2,1317,3684,13,129,1372
0.5,130,94,36,310,75,4,2,1440,4385,14,112,1129
0.5,122,101,32,315,72,3,2,1368,3863,15,109,1220
1.5,413,300,126,971,221,5,8,4169,14947,36,404,3883
0.5,127,104,35,307,79,6,2,1361,4201,12,121,1154
0.75,185,136,53,508,108,6,4,1759,6018,16,217,1968
0.5,135,90,37,347,70,4,2,1386,3980,11,120,1473
2,555,393,152,1212,294,3,8,5777,19039,50,509,5931
1.5,393,280,97,904,211,5,8,3607,13966,38,415,3734
0.5,129,97,28,325,80,6,2,1327,3985,10,128,1496
1.5,416,275,85,973,240,4,6,3690,11672,43,345,4254
0.75,209,155,58,492,110,4,3,2066,5568,21,179,1595
0.75,195,155,61,494,115,6,3,1774,5491,15,212,1584
1.5,373,322,84,982,231,4,6,3533,12485,39,405,3686
1.5,377,269,117,1001,237,5,5,3514,12583,42,366,3956
3,765,565,255,1956,435,4,14,8020,28329,62,653,6156
0.5,131,103,28,346,71,5,3,1198,3683,14,134,1173
1,239,208,76,667,143,6,4,2387,9636,26,240,2245
3,784,605,219,1954,490,5,12,6944,22587,70,678,8101
1,262,213,76,693,156,4,5,2729,7259,27,222,2624
1,233,190,74,678,154,5,4,2747,8697,28,270,2978
1.75,458,374,105,1174,276,4,9,4031,14006,47,395,4994
0.5,130,99,38,348,75,4,3,1399,4069,13,144,1273
1.5,373,277,100,1004,224,6,7,3571,13877,44,434,3855
1,270,203,66,636,161,4,5,2563,9365,29,218,2220
3,740,520,186,1951,424,4,11,7034,23029,81,735,8660
2.5,661,486,204,1542,390,5,14,6487,18339,57,625,6498
2.5,689,535,156,1505,359,3,10,6920,19929,67,691,6903
3,820,617,167,1905,494,6,12,6901,24926,60,795,8251
0.75,199,160,58,487,123,6,4,1727,6027,17,201,1744
2,517,397,136,1260,288,5,8,4914,16017,40,425,5972
1.5,372,287,101,933,243,5,6,4319,11805,44,377,3612
1.75,417,301,143,1125,283,5,9,4428,16390,43,406,4254
1.25,301,261,85,796,196,5,5,2909,10777,31,308,3296
3,828,637,168,2060,471,6,14,7562,23352,69,649,6402
1.5,375,319,110,925,221,6,6,4018,13047,40,422,4233
1.5,387,272,100,1032,217,4,8,4138,12156,33,321,3489
1.5,386,280,90,900,239,4,8,3947,12952,40,333,4331
2,497,374,127,1272,307,6,8,5601,18765,53,431,5483
0.5,130,105,38,301,81,6,2,1293,4909,11,140,1224
2.5,591,458,138,1645,380,3,11,6263,21007,52,722,6074
1,245,186,81,647,144,3,4,2577,8177,27,232,2226
0.5,124,105,38,324,73,4,3,1420,4097,15,113,1166
0.5,122,101,34,336,74,4,2,1327,3652,14,106,1344
2.5,688,439,143,1748,365,4,11,7209,19481,53,694,7058
2.5,684,534,156,1583,389,4,13,5827,24682,74,549,5851
0.5,126,87,34,319,79,3,2,1315,4334,13,130,1090
1,252,182,80,610,154,4,5,2366,8586,27,242,2692
1,245,198,59,693,160,3,4,2654,7311,23,254,2983
1.5,359,275,121,1019,231,4,6,3903,12376,35,356,4353
3,757,511,255,2023,423,3,15,8424,28671,89,642,7269
2.5,593,488,207,1532,363,4,14,7035,21256,65,657,5539
1.75,487,376,147,1065,274,4,8,5008,12546,49,426,4441
3,799,642,169,1934,443,4,15,8524,24684,83,762,7416
3,797,558,227,1847,421,5,13,7737,21415,67,865,6536
2.5,680,523,146,1741,400,5,11,6999,21494,75,532,5036
1.75,447,337,126,1153,286,3,9,4473,14891,43,418,3875
1,240,212,78,664,146,6,5,2731,9573,30,281,2089
0.5,118,94,28,319,74,5,2,1246,3532,12,118,1297
3,774,523,206,1853,491,3,16,7991,28940,67,755,7696
2,464,425,140,1365,299,6,8,5044,15758,47,553,5303
1.75,411,339,139,1188,270,3,8,4161,12541,39,504,3646
1.75,475,332,127,1190,272,3,7,4989,15087,48,452,4537
3,699,538,212,1993,423,5,11,7677,26825,82,866,8569
0.5,134,104,36,308,71,3,2,1398,3926,15,119,1362
0.75,193,129,43,476,120,6,3,1961,6697,21,216,1577
2,477,388,127,1302,318,4,8,5643,17916,47,567,4730
2,497,380,115,1319,295,5,9,5344,15577,54,538,4645
1,269,190,82,692,157,6,4,2760,8743,27,255,2102
1.5,415,271,95,1008,244,6,6,4018,14346,31,350,4234
3,821,629,187,1859,429,6,15,7802,26369,73,632,6601
1.25,330,252,85,770,176,3,5,2906,11690,27,352,3072
3,693,566,241,2024,477,5,12,7472,25944,81,711,8959
2,528,361,167,1399,299,5,9,5651,17159,46,568,4592
1.25,327,238,69,755,185,4,6,3598,10229,27,310,2848
2.5,673,434,138,1741,391,5,11,5751,21916,65,616,5099
0.75,209,135,49,497,121,6,3,1832,7128,22,167,2125
2,538,359,132,1319,323,4,9,5791,18001,52,437,5128
0.5,121,100,40,326,71,3,3,1288,4376,12,107,1206
2.5,685,464,198,1532,387,3,13,6246,24848,69,591,5308
0.5,124,98,42,307,76,5,2,1320,4876,11,118,1348
0.5,129,100,31,330,78,6,2,1180,4721,12,112,1420
1.75,481,307,109,1214,270,3,7,5051,13507,47,443,3700
3,741,570,217,1900,422,4,16,7261,25105,88,857,8311
1,259,188,67,646,157,5,4,2451,8860,28,256,2888
2,474,355,112,1389,298,3,9,5711,14040,50,554,5673
0.5,115,104,35,301,71,6,2,1393,4929,13,129,1377
1.5,388,322,120,937,228,4,7,4127,13199,41,339,3941
2,528,355,143,1368,290,4,9,5416,15222,54,450,4874
1.75,444,337,144,1143,269,3,10,4619,12581,44,430,4841
1.75,473,348,112,1162,279,4,9,4038,15377,48,459,3665
0.75,177,138,48,465,108,6,4,1731,5887,17,201,2010
2.5,645,530,184,1709,383,6,13,6536,19395,59,631,6726
1.25,295,244,100,803,191,5,5,3390,8859,26,320,3146
3,710,572,219,1915,482,3,16,7715,26315,83,631,6326
2,530,369,147,1266,330,3,8,5120,16241,42,544,4969
1.25,340,245,106,841,182,3,5,3366,12063,29,330,2703
1.75,443,368,133,1131,264,6,8,4655,15822,45,499,4526
2.5,608,470,142,1693,355,6,12,6866,23513,59,571,5896
1.75,415,365,130,1073,270,6,9,4562,12732,49,409,3505
2.5,667,485,175,1596,376,6,13,5764,24494,70,722,6819
0.75,190,150,53,450,121,4,3,1914,6851,18,178,1875
0.5,118,102,39,346,71,3,2,1211,3886,11,110,1430
1.25,338,242,90,873,187,6,5,3074,12085,26,298,2837
1.25,334,230,106,865,198,3,5,3529,10698,33,350,2760
0.5,139,96,34,329,77,4,2,1234,3643,12,131,1193
3,708,612,179,1899,482,6,12,8126,28442,62,815,8469
3,767,602,221,1927,478,6,13,8456,29460,65,788,8083
1.25,326,232,103,774,196,5,5,3024,10622,33,308,2850
0.5,136,99,40,339,76,5,3,1162,4445,14,107,1279
0.75,186,156,49,501,108,5,3,1954,6790,22,197,2201
1.75,422,298,110,1096,285,6,8,4586,12839,47,408,4600
1.5,417,299,111,953,245,4,6,3597,14186,44,429,3367
1.75,407,333,147,1194,252,5,8,4054,12935,42,478,3962
1.25,331,218,72,785,195,3,6,3284,12404,27,267,3472
1.75,464,373,131,1108,278,5,9,5025,13953,48,496,4185
1.5,388,284,115,1044,236,3,8,4087,13535,37,391,4374
1.25,338,233,99,780,200,4,6,2922,10394,28,307,3477
2,550,350,160,1352,288,4,9,4898,18750,53,513,4683
1.25,332,227,83,831,181,3,6,3046,9393,30,263,2598
2.5,583,465,149,1515,412,5,11,6353,21413,56,609,7435
0.75,177,138,61,475,112,4,3,2083,5704,18,172,1927
1.5,394,307,92,922,246,4,7,3900,10859,37,389,3057
3,792,512,247,1988,484,5,16,7592,25193,72,768,7227
0.5,139,90,34,343,75,6,2,1329,4822,11,116,1225
2,492,353,112,1319,302,4,8,5144,15930,53,465,5225
0.5,131,91,33,340,73,3,3,1293,3710,14,132,1189
3,802,530,201,2094,466,4,13,7073,25914,80,632,7686
2.5,589,440,208,1649,352,5,10,6839,20599,57,670,6642
0.5,128,103,40,309,76,6,2,1345,4452,14,136,1391
0.5,132,87,37,342,71,4,2,1184,4478,14,141,1166
2,486,342,134,1277,290,4,10,4618,18969,49,483,5275
0.75,201,128,44,458,112,5,4,1982,6588,18,158,1664
0.5,128,104,32,327,70,3,2,1239,3933,11,112,1323
1,241,195,68,607,154,3,4,2432,7008,29,286,2124
3,694,599,251,2061,480,4,14,8112,27733,88,808,6565
1,267,208,85,671,156,3,4,2403,7614,30,251,2336
1,267,213,76,628,161,4,5,2857,9171,29,222,2890
1.5,390,283,101,910,223,4,7,4140,11466,30,431,3510
2.5,644,470,178,1657,396,6,13,6849,22262,53,724,5308
1.25,323,240,93,864,204,6,6,3476,10140,35,276,3326
1.75,489,314,117,1130,287,3,9,4750,13734,37,391,4032
1.75,450,308,125,1064,281,4,7,4504,16731,40,379,5173
1.5,418,267,87,1050,232,5,5,4140,14296,36,336,3489
1.25,295,248,73,811,194,5,6,3036,11637,37,322,3719
0.5,137,95,39,335,71,6,2,1175,4517,13,125,1078
2,514,392,163,1314,320,5,9,4785,14849,52,543,5769
