Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
0.5,70,53,28,201,1.2,1.3,0.1,24991,6,19,736,2641
0.5,81,50,23,196,1,1.2,0.6,24084,4,18,598,2779
2.5,393,249,110,991,7.7,5.1,1.7,127477,7,92,3572,13562
0.75,112,84,41,333,1.9,2,0,38694,5,30,1117,3971
1.75,258,145,81,714,2.2,4.9,0.3,87924,7,63,797,9331
1,173,89,45,435,3.2,2.2,1,49286,5,38,454,5185
0.5,63,48,31,190,1.6,1.4,0.6,25335,5,18,880,2460
1.5,233,155,82,569,2.7,3,0.8,75917,6,59,1558,7467
1.5,202,170,96,618,3.5,4,2,71711,5,56,1871,7273
1.25,170,135,71,486,2.6,2.5,0.1,63430,4,48,2742,6878
0.75,106,62,43,286,1.7,1.8,1,38622,7,28,1278,4063
1,159,104,62,392,2.1,2.1,1.1,49153,7,35,1759,5484
1.75,219,201,93,783,6.5,5.2,1.1,89062,5,68,2855,9032
1,120,99,53,436,2.8,2.9,0.5,49173,7,37,1009,5280
2,250,220,120,758,4.9,5.8,2.8,94180,4,80,2700,9724
1.25,166,140,72,542,4.5,3.6,1.1,62420,7,44,1446,6074
2,271,174,97,875,5.3,3.9,0.5,104396,7,77,3800,10630
2,256,222,122,862,6.2,4.6,2.3,94363,5,75,788,10052
3,448,297,191,1284,4.3,6.9,3,155765,5,106,5155,14719
1.25,176,128,59,516,2.5,2.7,0.3,58989,6,48,2858,6029
1,172,102,53,435,1.8,2,0.9,49074,5,36,2188,4937
1.25,179,110,77,537,3.4,3.6,0,65975,5,45,791,6976
2.5,342,257,144,1013,4.3,5.1,0.5,119972,6,99,3632,13561
1.25,164,127,81,480,2.8,3.6,0.3,63341,5,48,2065,6488
0.75,103,75,37,331,2.6,1.9,0.2,38410,5,29,380,3691
0.5,76,49,20,221,1,1,0.2,23769,6,20,370,2871
0.75,101,67,37,304,1.2,2.2,0.4,38969,7,28,610,3708
2.5,300,263,161,1004,3.2,6.3,0.4,119051,4,99,3376,13325
2.5,334,259,153,961,4.9,5.6,3,124244,4,97,1969,13027
1,140,84,55,444,2,2.4,0.3,49934,7,38,641,5434
3,437,262,151,1210,9.6,7.2,1.8,152128,5,113,4927,15509
1.25,189,126,78,512,3.1,2.9,0.1,58835,6,50,2155,6659
0.5,73,50,21,207,1.7,1,0.2,25791,5,20,173,2859
1.75,302,201,95,648,4.5,4.7,1.7,83750,5,70,2855,8778
1.5,183,137,96,667,5.7,4.1,1.5,75959,6,55,2579,8738
0.5,64,48,22,192,1.2,1.2,0.4,24219,7,18,320,2528
2,302,176,128,772,2.1,5.2,0.4,105223,4,76,2800,9855
1.75,311,193,105,757,2.3,4.1,0.2,88530,7,63,2136,10325
3,494,272,121,1252,9.8,8.5,2.4,155688,4,120,6492,15667
1.5,248,164,85,557,5.6,4.2,0.3,76418,7,55,2703,7688
1.75,277,190,113,681,3.2,4.9,0.9,92216,7,63,3045,9082
0.75,130,73,43,332,1,1.7,0.1,39404,5,28,1243,3958
1.5,214,166,73,593,1.9,3.8,1.6,74817,7,53,1882,7468
2.5,316,287,141,912,7.5,5.2,0.6,126737,7,88,2377,12509
1.25,167,126,65,533,3.5,2.5,0.7,59450,7,49,1753,7232
1,177,108,50,366,3,2.6,0.7,52709,6,37,2113,5586
1.5,238,167,87,665,5.1,4,1.6,73016,6,56,2190,7394
0.75,131,62,40,277,1.9,1.6,0.1,35729,4,28,718,4188
0.75,103,84,43,278,0.8,1.4,0.8,38584,7,27,429,3851
1.25,197,129,51,526,3.3,3.7,1.5,62721,5,46,533,7242
3,500,280,161,1300,10.9,7.2,0.9,145211,4,112,5257,15538
0.5,65,57,25,221,1.8,1,0.4,24116,6,18,404,2415
1.75,265,182,112,676,3.6,4.1,2,82905,4,63,894,9047
1,126,89,62,384,3.7,2.9,0.2,48279,7,38,1637,5203
3,466,301,159,1210,5,6,2,144145,4,118,4967,16663
1,135,98,65,400,3.9,2.4,0.4,50611,5,39,383,5203
2.5,383,251,155,1014,7.1,4.8,0.5,131134,7,94,1009,13365
2.5,396,224,105,902,7.5,7.3,1.8,119662,4,99,2262,12477
2,320,216,119,839,3.9,5.9,1.3,94547,6,78,2537,10901
2,250,177,103,740,7.3,5.9,2.3,95071,4,77,4103,11363
0.75,112,74,38,317,2.8,2.1,0.6,36690,5,29,935,4157
0.5,68,43,30,199,1.8,1.1,0.2,26242,4,19,1067,2478
1.5,186,149,73,657,3.2,3.4,1.3,71213,6,60,2560,8674
2,244,212,98,889,7.3,4.6,1.4,101776,5,79,1858,10920
1.75,242,192,77,772,4.1,4.2,1.6,88765,6,62,1792,9983
1.25,223,122,69,453,1.3,3.3,1.3,61462,7,45,1435,6404
0.75,126,63,42,279,0.8,2,0.4,39571,4,27,1673,4295
1,156,108,59,423,2.8,2.6,1.4,52567,4,37,1731,5748
1.75,310,159,85,632,4.5,5.2,0.7,87006,6,66,3503,9843
1.5,224,137,63,617,2.3,3.2,1.4,71960,5,55,1954,7965
2.5,378,286,159,969,8.5,7.5,1.3,122910,5,98,3031,13052
0.75,109,75,31,277,2.4,2,0.4,36332,7,29,477,4389
0.5,85,55,30,207,1.2,1.4,0.3,25130,7,18,900,2633
0.75,125,65,47,280,1.1,1.8,0.8,37603,4,26,320,3888
1.75,302,151,86,658,2.6,4,1.6,84807,5,62,3460,10320
3,523,251,121,1180,11.5,7.2,2.3,151749,4,116,2042,17046
0.75,104,68,40,326,2.5,1.5,0.8,37921,4,28,581,3662
0.5,73,51,32,181,1,1.3,0.3,23633,7,19,459,2615
1,164,103,46,392,3.9,2.9,0.1,47479,6,37,1017,5437
1.5,265,137,67,543,3.7,3.2,0.1,77935,6,60,3062,8271
0.75,132,82,43,315,2.3,1.5,0.6,37609,5,29,695,3813
3,438,297,180,1251,6,6.3,2.4,157963,7,118,5176,15561
2.5,326,220,161,930,7.3,7.1,0.1,132077,7,93,4516,12727
2.5,392,236,160,1018,8.9,5.8,0.2,131880,4,94,4864,12040
1.25,160,119,79,525,1.6,2.6,0.4,63772,7,46,2492,6378
0.75,99,72,33,307,2.9,1.7,0,36146,5,27,546,3615
2,296,190,102,761,3,4.8,0.8,101824,6,77,3349,10501
1.25,181,131,51,511,4.5,3.4,0.5,65697,5,49,1961,7321
1.75,240,196,112,664,2.4,4.1,2,86709,7,65,2721,9566
2,330,160,100,751,6.1,4.7,0.5,105234,5,78,696,10431
3,509,302,164,1210,8.4,6.3,0.6,143230,6,117,6021,17209
0.75,131,73,35,328,2,2.2,0.1,36354,5,28,576,4403
1,150,93,41,429,1.7,1.9,1.1,52494,7,40,886,5046
3,461,291,146,1135,10.3,5.8,1,150281,6,118,2142,15252
1.25,169,140,68,514,4.1,2.9,0.3,62616,5,49,1983,6405
0.5,83,56,25,220,1.4,1.1,0,23669,4,18,1035,2735
0.75,117,70,35,295,2.4,1.9,0.8,39136,7,29,1651,4011
0.5,72,45,24,217,0.7,1.4,0.4,24147,7,19,1125,2910
1,148,107,50,386,3.6,2.4,1.3,52500,5,38,655,4819
1.75,280,184,72,673,2.9,4.7,1.6,92415,4,62,1366,9245
2,338,196,88,751,5.1,4.4,2.3,104628,5,79,689,11277
1,131,93,62,365,2.3,2.5,0.8,50052,4,39,521,5322
1.25,152,104,73,527,2.5,3.3,0.8,60556,5,48,1325,6744
3,430,282,176,1283,8.1,6.3,2.8,146218,7,114,5444,16786
0.5,67,51,28,217,0.9,1.2,0,25367,7,19,275,2865
2.5,418,274,153,905,6.6,5.8,3.5,124069,6,93,1248,13644
0.75,122,77,34,271,2.7,2.2,0.7,35645,5,27,717,3933
1,174,88,62,444,1.4,2.2,0.3,50252,4,36,1555,5057
1,160,112,50,444,4,2.7,0.8,51024,4,36,293,5159
2.5,391,236,112,1089,4.8,6.4,1.7,122740,6,99,3776,13693
2,267,181,123,743,7.9,4.1,2.7,97938,4,78,3166,10720
0.5,83,55,26,202,1.8,1.2,0.1,24087,5,18,153,2502
1.75,255,177,102,672,3.5,4.6,0.2,88568,4,69,1927,9871
2,271,169,98,850,3.7,5,1,94452,5,78,4060,10265
1,131,84,41,390,3.4,2.8,1.3,51018,6,38,2140,5318
1.25,176,114,51,498,2.8,3,1.6,65340,5,48,1583,7119
2,266,172,91,798,5.3,5.1,2.6,99354,7,72,3962,11401
1.25,152,110,66,550,3,2.6,1.3,64991,6,47,1411,7364
3,394,312,158,1242,7.5,7.5,1.4,152984,7,107,6073,15401
0.75,134,82,49,320,1.8,2.2,0.2,39024,5,27,412,3874
3,466,282,178,1096,3.7,6.1,3.6,157037,4,118,6454,15623
0.5,87,49,22,192,1.8,1.5,0.7,23583,4,19,762,2416
1.75,248,196,90,646,3.6,3.6,1,87969,4,64,3504,9123
0.5,61,55,26,213,1,1.3,0.6,24309,7,19,209,2584
0.5,79,57,22,220,1.7,1.4,0.7,26416,4,18,751,2426
1.75,230,185,74,766,5.1,5.1,1.9,86478,6,65,1991,9451
2.5,408,213,149,1036,5.9,6.4,3,124013,6,95,4737,13596
2,248,204,119,819,2.5,3.8,2.7,97865,7,79,4594,11168
1.75,312,144,84,733,3.5,4.5,1.9,90069,6,66,2745,9006
1.25,199,114,80,457,4.4,2.7,1.7,65582,7,45,1223,6011
1.25,202,114,51,455,1.4,2.4,0.7,61200,4,47,1639,7055
0.75,130,85,46,285,2.6,1.5,0.3,37289,6,28,307,4356
3,479,265,149,1217,6.5,6.7,4,145422,6,114,3801,17354
0.75,114,79,43,316,1.6,1.9,0.1,36126,5,28,1411,3734
1.75,213,180,90,644,5.9,5.2,1.6,82869,5,63,1669,8728
0.75,102,71,34,309,2.1,1.8,0.8,38993,6,27,1202,3713
1.25,209,130,64,560,2.5,2.7,1.2,60194,6,47,403,6810
2.5,393,209,128,960,7.7,4.8,2.3,117819,5,92,5229,13384
2,342,220,127,873,5.7,5.1,2.2,98393,5,77,4148,10408
2.5,339,284,160,1004,8.6,7.2,0.3,123999,6,92,4221,14340
0.75,102,72,43,298,0.9,2.2,0.5,36526,7,27,874,4228
2,271,196,112,733,5.3,4.1,1.3,94121,5,77,3758,10870
3,523,335,139,1346,9,6,0.9,149807,4,109,4230,15560
3,426,270,152,1343,11,8,3.5,151162,4,111,4580,15093
1.25,201,117,80,546,1.7,3.5,1.4,64192,5,50,492,7239
1.5,260,131,89,604,2.2,3.2,0.1,73543,6,54,2713,8305
1,161,92,44,382,3,2.3,0.7,52662,4,35,2072,5570
1.25,169,128,55,509,2.6,3.1,1.1,64673,5,45,1162,6771
2.5,376,286,136,986,3.6,6.1,2.4,124411,4,95,5191,12345
1,168,112,50,404,1.8,2.9,1.1,48858,5,36,1095,5437
2,358,171,124,833,6.3,5.1,0.2,94166,6,70,3266,11346
1.25,168,125,52,463,3.4,3.4,0.3,59978,7,46,2800,7197
1.75,309,143,101,650,2,4.2,1.9,89073,4,63,1097,9421
0.75,122,70,40,326,2.7,1.7,0.5,39424,7,27,488,3731
1.75,235,144,94,725,6.3,5,1.6,84021,7,70,2814,9081
3,428,289,142,1163,9.3,6.9,1.6,153832,7,108,1433,16587
1.25,152,110,66,562,3.7,3.7,0.8,65903,6,48,1552,6323
1.5,244,160,68,604,5.5,4.1,1.3,70880,4,54,2984,7697
1,169,80,60,385,1.7,2,0.6,50291,4,37,652,5686
0.75,90,80,32,280,2.7,1.9,1,39341,5,27,431,3889
3,431,334,187,1142,6.4,6,0.2,149085,4,109,6285,17201
0.75,109,77,45,274,2.6,2.2,0.1,39738,5,30,1403,4269
2,281,185,93,771,4,4.8,0.4,95376,6,73,1843,9778
0.5,74,44,24,195,1.1,1.3,0.4,25235,6,19,940,2671
2,333,222,91,762,6,5.6,2.6,103801,4,77,1338,11769
1.5,217,142,79,662,5.3,4.2,2,76426,5,59,940,7272
1.25,151,129,68,559,2.4,2.5,0.2,62699,6,45,2062,6524
1.75,239,177,107,668,5.5,3.9,1.6,82694,4,67,560,10189
2.5,346,254,114,950,8.8,5.2,1.9,125437,6,90,1766,12298
3,524,298,122,1270,4.4,6.3,1.2,156479,5,119,939,14434
1,144,109,57,428,3.3,2.8,0.2,49528,5,37,1659,5100
2.5,396,273,149,1045,7.6,7.3,3.2,130764,6,97,3301,12641
1,127,81,50,409,1.3,2.4,0.1,48169,7,39,1552,5137
0.5,65,51,32,188,1.5,1.1,0.6,24493,4,20,682,2437
0.5,68,43,25,221,1.8,1,0.1,24363,5,20,677,2403
1,173,105,42,386,2.4,2,0.2,47874,5,39,1983,5095
0.75,120,76,32,310,2.2,1.5,0.2,38227,7,28,981,3701
0.75,94,68,34,309,1.5,2.1,0.9,35883,7,28,397,3826
1.5,193,136,66,668,3,3.5,0.8,74690,6,56,1745,8041
1.25,218,139,71,492,1.4,3,1.6,61172,7,48,703,6678
1.75,270,160,110,684,3.2,4.9,1.3,90714,4,63,2032,9630
1,144,90,53,441,2.8,3,1.2,48963,4,38,2155,5337
1.5,209,136,60,565,4.6,4.1,1.6,75640,6,60,908,8834
1.75,255,187,73,758,5,3.5,1.1,84506,4,69,3015,9535
3,468,316,155,1199,7.6,8.2,1,158812,4,112,6413,16691
3,534,274,131,1231,10.8,6.1,3.6,155464,6,116,2354,16396
1.75,313,170,70,782,6.3,3.6,2.2,92259,5,65,1181,9250
2.5,335,245,109,1084,8.4,6.9,1.9,132107,4,95,3378,14358
2,342,226,123,814,7.7,5.6,0.3,94703,4,71,4285,11482
1,169,91,54,374,1.7,2.7,0.6,52038,7,38,2138,5732
1.25,215,133,75,467,3.7,3.1,1.3,61675,4,47,726,6376
1.75,268,190,84,636,6.6,4.9,1.1,83092,5,66,2163,9348
0.75,132,72,35,322,1.6,1.8,0.8,38419,4,28,567,4283
1,158,82,63,372,3.2,2.3,0.1,51416,7,39,1877,5046
1.25,192,116,70,531,2.8,2.8,1.7,64310,4,45,871,6656
2,277,185,109,794,6.4,5.3,0.2,104165,7,79,1323,10914
1,142,89,63,448,1.2,2.7,0.9,51261,7,39,1384,5727
3,510,340,164,1271,5.3,7.3,2.7,152875,5,108,5356,14984
1.75,303,197,79,758,6.5,3.6,2.2,88582,6,69,3629,9027
1.5,269,151,68,638,5.2,3.3,1.7,70558,6,56,2368,7483
2.5,316,273,157,982,5.3,5.9,1.3,127210,7,99,4580,12173
0.75,90,76,40,298,2.4,1.8,0.9,38933,5,27,1137,3904
2,344,194,91,793,7.7,5.3,1.2,105601,6,79,1823,10716
1,142,96,49,446,2,2.2,0.1,48278,7,40,561,5571
3,395,264,136,1214,4.4,6.7,1.8,142815,5,112,5811,16652
1.75,281,188,110,704,6.6,3.5,2.2,86024,5,62,2026,9911
1,127,98,40,428,2.4,3,1,47045,5,40,941,5872
0.75,113,65,34,287,2.1,2.1,0.5,35487,5,30,1451,3669
0.5,74,44,24,203,1.9,1.1,0.4,23509,6,18,692,2419
0.75,122,68,39,323,0.8,2,0.5,39029,7,29,459,4157
2,304,212,106,803,6.7,4,0.4,96152,4,79,2727,10237
1,132,84,44,427,3.4,2.1,0.4,47186,5,37,1315,5564
2.5,340,217,147,917,3.2,7.4,2.7,119166,7,89,2583,13835
1.75,293,157,75,637,1.8,3.8,0.5,91280,5,66,3234,10078
0.75,91,64,42,280,2.7,1.5,0,36494,4,27,677,4376
2,256,210,98,821,7.8,5.3,0.9,97462,6,74,2709,10360
2,296,183,128,854,5.2,5.6,0.5,102761,5,76,1874,9836
0.5,81,43,26,200,0.6,1,0.5,25503,6,18,1131,2630
1,134,100,57,399,1.5,2.3,1.3,49626,6,36,1975,5214
3,467,298,145,1122,3.7,8.3,1.5,156115,6,115,6380,15141
0.75,128,73,31,287,1.1,1.8,0.4,36854,6,27,274,3972
3,466,254,124,1190,7,7.9,1.9,158567,6,118,1151,14458
3,482,243,124,1309,3.9,8.1,1.5,154607,6,113,5357,14684
2,251,220,100,833,2.3,5.7,0.1,100000,4,74,3638,11114
2.5,324,252,129,1037,6.3,6.6,3.4,122951,5,96,5420,12947
2.5,358,205,127,1055,9.1,6.1,2.7,122002,4,94,5360,12364
2,337,199,110,821,7.1,4,1.4,99375,7,74,3259,9960
1.25,216,105,54,534,1.8,2.6,0.3,65877,7,50,1946,7173
2.5,380,256,107,1072,8.4,4.9,0.4,119142,4,99,4055,14175
0.5,73,42,27,205,1.1,1.1,0.4,26434,5,18,852,2881
1.25,178,124,50,494,4.4,2.9,1.2,66238,5,47,2638,6445
3,532,328,192,1114,4.6,7.6,3.3,154194,6,114,4019,15385
3,415,334,123,1100,6.7,6.1,0.1,150344,7,113,5761,15492
1.25,224,115,51,513,3.1,3.7,1.2,63031,4,44,2125,7362
0.5,65,53,27,188,0.6,1.5,0.3,25256,7,19,669,2614
2.5,305,285,139,981,6.4,5.3,2.8,124380,4,100,2947,13800
0.75,98,85,39,283,1.4,2,0,38500,4,29,1331,3831
0.75,94,83,40,296,2,2,0.6,36227,6,28,835,3650
1,146,90,40,444,1.7,2,0.3,50412,5,39,1257,5685
2,345,162,114,813,5.7,5.7,1.1,99169,7,74,2450,10163
1.5,265,163,69,558,2,3.7,0.2,72422,4,57,1692,7689
3,376,330,181,1330,7.5,7,3.3,156402,6,112,4391,17590
0.75,96,77,43,311,1.1,1.8,0.4,36869,7,28,1166,3637
1.75,227,190,89,688,3.8,4.9,2.4,88568,5,66,3054,9602
3,450,307,186,1159,10,9,0.9,143709,6,118,3866,17352
1.25,172,103,65,540,2.7,3.7,1.1,59337,5,47,2593,6087
0.5,67,42,23,198,1.9,1.1,0.3,24466,4,20,741,2416
1.75,276,150,100,731,5,4.2,1.3,88246,6,66,3178,9892
3,384,256,194,1334,9.6,8.5,1,143579,6,113,5728,15081
0.5,75,55,29,182,1.9,1,0.7,26364,5,18,565,2416
2,273,166,101,810,4.9,5.3,0.4,105440,5,79,4253,11542
1.75,304,142,73,726,6.8,4.1,2.3,87310,7,64,3591,8625
1.75,221,167,98,731,3.1,3.4,1,92726,5,66,3996,9943
0.5,87,48,31,215,1.9,1.3,0.2,25895,7,18,865,2654
0.75,94,84,41,292,2.1,1.7,0.5,36274,6,28,1628,3775
2,265,217,95,807,5.3,5.1,1.2,100395,4,71,2879,11463
1.25,219,108,67,456,4.1,2.4,1.4,65417,5,50,1659,6708
0.5,76,48,27,219,1.9,1.2,0.4,24061,4,20,594,2666
2,323,165,98,844,5.1,4,0.7,98679,7,75,2951,11152
1.25,179,141,61,525,1.7,2.9,0.7,62922,7,48,687,7129
3,532,273,142,1190,9.3,6.1,2.8,153472,6,112,2877,14614
2,286,173,124,798,8,4.6,2.3,99430,6,71,2852,10378
3,444,310,132,1102,11.7,8,2.1,149411,7,120,2082,14864
1.5,247,137,64,632,1.7,4.3,1.6,73983,4,59,942,7248
3,453,317,194,1215,5.2,6.2,2.8,144034,4,115,1742,15177
1.5,239,140,60,624,3,3.8,0.8,77997,6,57,1314,8689
2,333,169,118,854,5.9,4,1.7,98993,6,80,4511,11047
1.5,227,152,92,635,5.7,4.3,1.6,73256,7,60,3134,8673
3,422,321,188,1093,5.8,8.1,1.5,151921,5,109,2168,16402
1.5,192,125,65,588,2.1,4.3,1.6,78953,7,59,2162,7479
3,431,313,194,1235,11.6,6.1,1.2,144679,6,113,3524,16626
2,353,222,122,857,4.6,3.9,1.6,95013,6,76,4370,11117
0.5,75,46,31,201,0.9,1,0.3,24546,4,18,743,2820
2,282,195,128,825,2.4,5.5,2.8,104300,6,72,2620,9683
1.75,255,164,102,744,3.5,4.4,0.6,88164,5,62,2921,8830
3,529,339,185,1117,8,6.1,0.1,141478,4,111,888,16519
1.5,211,171,93,551,4,4.3,1.4,77613,7,55,3391,8346
0.5,76,57,27,207,0.9,1.4,0.4,25945,6,20,1028,2749
2.5,376,218,118,1053,2.7,6.1,3,132365,5,94,3850,12682
3,478,320,178,1252,9.3,7.4,2.3,154462,4,118,3308,14753
1.25,216,123,52,530,3,3.4,1.3,61457,6,48,703,6545
1.75,222,195,93,631,3.9,4.5,0.8,90696,6,62,3285,9811
1,132,112,51,447,3.9,2.6,1,52666,5,39,975,5095
1.25,221,114,70,494,4.8,3.1,1.5,61878,4,47,1878,7022
0.75,130,71,32,334,2.9,1.7,0.3,37671,4,28,1227,4021
0.5,76,56,25,209,1.9,1.5,0.2,25685,4,18,749,2889
2.5,300,232,159,904,9.8,7.1,1.7,126735,6,100,3792,13810
1.25,199,143,55,554,1.3,3.5,1.2,65700,4,45,1432,7265
1,165,93,51,382,3.3,2.5,1.2,51782,7,38,2008,4969
2,259,216,106,827,3,5.2,2.2,96108,6,79,3976,10313
1.75,262,169,80,647,4.7,4.1,1.9,88760,5,63,3830,9124
1.5,205,161,80,601,2.9,4.2,1.5,78911,5,58,1773,7492
1.75,286,170,84,742,3.7,4.1,2,91112,5,68,1602,8706
0.75,111,76,45,307,2.2,2.1,1,37826,6,29,934,4240
1.5,213,170,88,638,2,4,1.1,77359,6,58,551,8641
1.25,197,135,65,553,4.6,3,1.3,63982,7,49,2649,6591
1.25,211,137,61,516,4.7,2.7,1.3,60251,6,45,993,6525
2,360,160,129,770,5.6,5.1,2.4,105161,6,80,4155,11007
0.75,95,83,42,271,2.8,2.2,0.9,38099,6,28,452,4132
0.75,101,73,47,312,1.9,2.1,0.7,35494,7,29,1258,3981
0.5,84,46,30,183,0.6,1.4,0.3,24165,4,18,589,2902
1.25,196,115,57,511,3.4,2.7,0.3,63464,5,50,1562,7223
0.75,117,85,48,305,2.7,1.7,0.1,39237,6,28,892,3976
1,130,90,64,428,3.8,2.2,0.2,50205,7,37,472,5689
0.75,98,70,48,286,1.6,2.2,0.5,36489,5,29,398,4406
0.5,67,52,26,211,1.6,1.4,0.7,23516,7,18,358,2637
0.5,89,53,31,204,1.4,1.3,0.5,26317,4,18,1017,2817
1.25,190,111,55,471,1.3,3.6,0.4,62759,6,49,702,6100
1.5,225,164,86,610,5,3.5,0.2,75689,5,59,3052,7679
2,266,178,111,785,6.9,5.5,1.6,104011,4,78,640,10943
1,149,104,53,443,3.9,1.9,0.7,51342,7,40,1801,5717
1.25,165,140,74,494,1.4,2.9,0.2,64044,6,49,2590,6280
2.5,352,208,102,948,5.4,5.1,3.2,127974,7,93,1470,14692
2,303,218,90,822,7,5.7,2.1,105118,7,79,3420,10090
1.5,238,148,87,654,4,4.1,0.3,78430,5,57,2802,7696
3,366,334,135,1104,8.7,8,2.8,151428,6,120,3284,16298
2.5,346,250,118,957,5.5,6.1,1.5,129246,7,89,2919,12206
1.5,208,139,62,665,2.6,4.4,0.6,76719,4,53,3124,8658
2.5,449,261,116,943,8.1,6.7,3.4,132466,4,93,749,12675
1.5,216,140,85,576,4.2,3.2,1.3,71928,7,53,2458,8396
1.75,284,173,83,699,6.4,4.6,0.3,91792,7,64,603,9470
0.75,104,77,48,311,2.1,1.5,1,39295,4,26,601,3881
1.75,278,185,92,753,6.6,5,1.8,84422,7,65,3576,9798
1.25,202,125,79,473,4,3.6,1.1,65580,7,49,878,6681
1.25,199,142,64,491,2.9,2.9,0.1,62131,4,45,1319,6925
0.5,70,47,26,195,1.1,1.3,0.2,25383,7,18,935,2808
3,513,321,144,1145,7.5,7.1,2,149477,5,118,5630,16898
0.75,132,75,46,291,1,1.9,0.9,35417,7,30,435,3680
0.75,121,80,43,320,2.2,1.9,1,38662,5,27,1015,3964
0.75,115,84,36,305,2,1.8,0.6,35692,5,30,222,4030
2,298,203,101,842,7.9,4.5,2.2,94850,6,71,4161,11399
2.5,442,202,103,901,2.6,6.6,2.4,123922,6,94,2966,12117
3,519,314,137,1193,6.5,8.8,3.1,158943,4,116,2343,16655
1.25,211,118,80,481,4.1,3.3,1.6,61423,4,48,1710,7307
0.5,79,51,22,220,0.7,1.5,0.6,23534,6,18,522,2884
1,158,93,51,424,3.3,2.8,0.7,51284,7,36,2161,5258
0.5,80,55,21,187,1.1,1.4,0.4,25604,4,19,946,2787
1.25,176,137,67,551,3,3.6,1.6,62726,6,46,657,7117
0.5,84,47,20,222,0.7,1.5,0.1,23675,7,19,714,2949
1,125,90,64,385,2.8,2.3,0.8,51830,6,40,413,5501
1.5,228,149,94,552,3.7,4.4,1,77977,6,53,3144,8140
1.5,182,162,72,625,5.8,3.1,1.4,75641,5,55,2330,8344
0.75,116,68,46,332,1.8,1.9,0.6,38837,7,28,923,4020
0.75,135,78,46,305,3,1.7,0.2,36852,7,30,826,3605
3,472,256,162,1147,3,6.8,0.6,144271,6,113,4258,16210
2,338,193,120,868,4.7,4.1,0.6,105451,5,70,2366,10451
1.5,264,136,88,606,4.9,4.3,1.4,74246,5,60,2367,7723
2,344,198,103,792,7.5,4.4,0.7,102709,6,72,1063,9829
0.75,100,75,35,294,2.7,1.8,0.4,39599,5,27,1319,3987
0.5,70,43,21,224,1.5,1.3,0.7,24297,4,20,234,2811
1.5,227,157,87,588,1.7,3.7,2.1,76444,7,57,2991,7415
1.25,173,120,65,452,4.1,3.1,1.2,60915,4,45,2046,6042
2.5,352,243,137,919,8.1,7,0,120662,6,96,1526,13613
3,379,293,145,1156,5.4,7.7,3.4,152566,7,114,3206,16882
2,357,185,82,878,6,4.4,2.2,96266,6,75,847,9973
0.75,115,86,33,327,2.3,1.7,0.4,35803,4,29,1071,3911
0.5,80,43,23,203,0.9,1.4,0.2,24258,7,19,733,2661
3,449,261,195,1255,10,6.4,2,156557,6,108,1282,17004
1.75,233,169,85,642,4.4,4.5,1.6,83939,5,62,4002,10151
2,330,181,107,743,2.6,5.8,1.3,94398,7,77,1670,10532
2,247,228,96,898,4.4,3.8,1.1,103392,6,74,1952,9832
1,170,108,55,410,3,2.2,1.3,52365,7,38,692,4950
1.25,207,101,65,461,2.1,3.5,1.1,64811,6,50,2269,7087
3,398,291,123,1178,10.4,8.3,0.1,148241,4,106,2470,15080
2,313,162,119,776,7.7,4.2,2.5,104239,4,77,3905,10680
2.5,448,276,106,1075,2.5,6.6,1.1,118907,5,99,5250,14381
3,509,266,188,1296,3.2,6.6,0.7,142693,7,117,3421,14766
0.75,116,61,30,322,1.3,1.5,1,37187,7,27,1600,4118
0.75,126,81,38,314,2.8,1.6,0.7,37091,5,30,933,4199
3,533,252,124,1253,6.2,6.5,3.1,143819,4,107,1452,15802
3,511,245,125,1323,3.5,8.3,0.9,158750,5,110,4361,15332
1.75,215,181,79,668,3.9,4.2,1.7,87552,6,62,3085,10071
2.5,303,212,136,1104,7,7.5,3,119565,7,98,2592,13587
1.75,269,156,89,708,6.1,3.6,2,84133,7,65,2234,9340
1.75,219,188,80,744,6.7,4.4,0.9,90080,4,69,1253,9625
1.5,181,164,68,673,4.4,3.6,0.5,73475,7,60,2183,7465
1.25,214,104,51,515,4,3.2,1.5,60046,4,49,733,6714
2,342,196,100,862,5.5,5,0.5,97301,4,72,4023,10927
2.5,408,276,105,982,5.7,7.3,0.1,131453,4,91,5325,13266
1.5,220,167,64,584,3.5,3.9,0.5,79155,5,54,3402,8071
1.75,295,195,113,691,3.9,3.9,1.3,92461,6,65,3992,8981
1.5,241,146,87,616,1.5,4.4,0.5,77557,6,54,2341,7272
0.75,98,69,45,296,2.6,1.6,0.5,35750,6,27,830,4030
1.25,178,119,69,454,1.8,3.2,1.7,61684,6,48,636,6780
1.75,232,167,75,726,3.5,3.6,0.7,87863,6,66,3440,8870
2.5,402,238,142,1099,6.7,6,1.2,128271,5,94,3225,13376
1,132,110,46,442,1.3,2.8,1.2,50197,5,39,1623,4818
1.5,238,155,91,650,4.3,3.1,0.5,75793,5,55,680,8639
0.75,115,73,42,308,0.8,2.1,1,37369,6,27,1263,4240
1.75,287,166,73,676,5.7,3.7,0.3,85805,5,62,984,9810
1,164,100,55,447,2.6,2.9,1,49908,5,37,499,5535
