Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
2,1097,164,142,1514,5.7,6,12,49684,11934,2770,8522,40510
1,534,108,41,835,1.2,3,6,28036,5261,1348,4223,19072
2.5,1162,240,155,2152,3.1,4,16,63833,14677,3429,10024,47699
3,1539,281,131,2405,7.3,4,17,72749,16199,3957,11858,63001
1.5,728,159,109,1147,2.6,2,8,39928,10195,1849,6065,29017
0.5,253,54,34,425,0.5,5,3,14135,2875,620,2086,11865
1,531,82,69,864,1.6,4,7,25450,5308,1458,4016,21812
1,494,98,56,800,2.3,2,6,23921,5338,1189,4217,23859
3,1353,319,176,2362,5.2,3,19,81610,17078,4468,12773,60866
1.25,582,137,54,1053,1.8,6,8,30852,7555,1598,5509,30231
2,963,210,113,1568,3.5,3,12,45933,10786,2434,8954,41114
1.75,806,190,76,1365,3.5,2,9,45979,11544,2159,7468,38550
2.5,1198,259,156,1958,2.6,2,14,65543,15059,2810,9865,50117
2.5,1134,261,146,2120,3.3,3,14,64693,15756,3368,10095,56293
2.5,1182,321,100,1964,5.2,3,15,67905,16214,3321,10887,60669
1.5,820,138,103,1192,2.3,4,9,42017,10069,1963,6295,31844
1.25,611,154,60,1001,2.4,5,8,37267,6557,1659,5492,26777
1.75,883,173,129,1438,4,6,9,43800,11596,2331,6827,35668
1.75,834,160,102,1493,3.9,4,12,50648,11954,2098,6725,36924
1,478,87,55,802,1.7,4,6,22495,6202,1280,4391,20030
1.5,742,156,67,1269,2.4,4,10,39160,8562,2155,5868,32541
1.75,898,220,128,1313,2.8,5,12,41708,10707,2323,6835,33284
1.25,576,113,59,969,3.5,5,9,34635,8411,1732,5356,30937
2.5,1366,315,106,1897,3.7,3,14,73542,12683,3251,11246,52959
2.5,1180,217,102,2124,5.3,6,14,57145,16811,2912,10295,61098
1.5,725,136,75,1303,3.2,6,9,43612,9281,1707,6500,34759
2,994,193,77,1695,5.7,6,12,47277,10654,2312,8298,49896
1.5,794,168,68,1226,2.7,5,9,41496,8655,2033,6585,36148
1.5,688,179,65,1147,2.8,6,9,38682,9631,2213,6415,34587
1.25,634,153,70,1084,1.9,5,8,28674,7749,1460,4759,26751
1,500,124,60,804,2.6,4,5,25983,5892,1191,4393,22792
2.5,1295,267,131,2001,5.9,3,17,56810,13764,3102,11197,56189
1.5,823,139,79,1189,2.6,6,8,44460,9665,1964,6491,30932
0.75,357,84,38,636,1.8,5,4,19157,4255,1083,3293,15192
1,485,93,56,832,1.7,6,7,26274,6170,1133,4311,21202
0.5,261,44,19,388,1.4,5,3,11659,2547,589,2243,11647
1.75,875,165,93,1323,5.2,6,10,51491,10305,2300,7837,43103
1.75,952,147,113,1459,4.3,2,10,40118,11017,2573,6655,38273
1.25,674,149,62,1016,2.5,5,7,36735,6979,1455,5371,28566
1,498,114,58,809,3,4,6,27621,5324,1283,4216,19012
2.5,1187,262,135,2124,3.4,4,13,59301,15723,3413,10789,60639
1.5,752,189,98,1133,1.7,3,9,33777,8469,1654,6281,36640
0.5,240,61,24,393,1.1,3,3,13158,2517,735,2088,10403
3,1398,383,200,2278,5,4,20,86952,16155,4379,12755,67290
2,1032,216,137,1634,4.8,6,13,48246,10815,2795,8343,41247
1.75,933,174,98,1369,4.7,5,11,41874,9575,2161,7281,36402
2.5,1130,289,104,2226,2.8,5,14,72496,13723,3344,10195,54204
0.5,274,41,34,391,1.4,4,3,11947,2607,689,2189,10735
1.75,869,170,106,1354,4.6,2,12,43394,9182,1979,7258,33585
2.5,1365,257,103,1939,3.4,2,15,68469,13689,3612,10371,51120
1.5,702,195,72,1294,2.4,6,9,38987,8239,1738,6670,29234
2,1078,181,124,1546,4.7,4,11,50931,13733,2259,8705,44405
2.5,1353,239,155,1966,5,5,14,66574,13344,3235,9742,52876
1.5,748,166,91,1303,3.6,6,8,34174,8608,2006,6540,28700
0.5,233,52,25,397,1,4,3,11958,3067,567,1981,11928
1.5,723,129,86,1294,1.6,5,8,41247,7779,1840,6711,30260
1,471,94,46,758,2.9,4,6,28502,5166,1283,3829,21196
2,917,194,112,1683,2.8,4,14,45323,11443,2425,8551,41263
1.5,759,191,54,1229,2.1,2,10,43393,8592,1656,5707,28752
1,508,115,53,788,1.2,4,7,26244,5442,1213,3873,24375
0.5,228,58,18,388,1.5,4,3,11109,2599,596,2162,11276
1.5,818,173,91,1250,2.9,2,8,43104,10081,1843,6408,34595
1.25,656,122,73,1031,3.6,3,8,29793,7943,1502,5569,24216
1.25,612,126,60,1118,3.1,6,7,33838,6742,1586,5211,28743
2.5,1227,211,187,2007,3.2,3,15,59348,15651,3693,10383,62399
2,967,176,109,1597,2.1,4,13,44495,11639,2687,8863,41101
2,1025,232,104,1615,3.8,4,11,52766,12778,2497,7656,38299
1.5,712,182,79,1242,2.7,5,8,36241,8432,1904,6136,35626
2,1100,223,76,1512,3.4,5,11,47979,11142,2298,7606,42446
3,1462,261,215,2459,7.9,5,16,78303,16495,3395,13195,65687
1,453,125,40,798,2.3,6,7,28381,5829,1219,3863,19997
1.5,782,141,65,1224,4.4,5,8,40133,8393,2198,6684,33067
0.75,359,85,40,587,1,3,5,22272,5136,1042,3285,16668
1.75,877,188,96,1345,3.7,4,11,48264,10760,1986,7363,33345
0.5,231,60,22,416,1,6,3,12503,3130,575,2245,12238
2,1014,236,83,1712,2.7,5,12,54176,10827,2354,7669,47825
1.5,741,152,79,1216,2.8,2,8,34126,7933,2165,6410,35850
3,1488,332,201,2699,3.1,3,18,72817,16072,3897,13246,71407
2,926,204,148,1572,2.5,6,13,53690,12750,2847,8728,40858
2.5,1177,298,186,1969,6.5,4,14,58255,17233,3051,9863,53550
0.75,379,64,56,639,1.3,2,4,21201,3884,1048,3095,15305
3,1581,249,145,2651,3.7,2,15,89437,18010,4308,11725,57069
2.5,1253,297,119,2011,5.5,6,17,59192,15185,2821,10053,61884
1.75,886,188,71,1541,2.6,3,10,50091,11506,1960,7052,42958
1.5,721,164,84,1200,2.8,5,8,42038,9419,1796,6602,28718
2.5,1284,221,90,1993,5.2,4,17,55099,12719,2962,10136,49952
0.5,232,53,20,426,1,2,3,12994,2853,657,1963,10015
0.75,349,70,41,575,2,5,4,17101,4897,1099,3128,17741
1.5,743,184,62,1246,2.5,4,10,37335,8354,2084,6707,32107
0.5,253,49,19,422,0.9,3,3,13016,3138,572,2023,9531
0.5,246,61,33,397,0.9,2,3,13065,2749,579,2112,12305
1.75,880,211,128,1568,2.1,4,10,39573,12004,1990,6784,42069
0.75,382,73,36,632,1,3,4,22221,4234,917,3107,15534
3,1479,325,161,2523,6.8,6,16,67774,15949,3810,12221,60030
1.5,810,189,100,1164,2.7,2,9,38621,8133,1660,5762,29949
1.75,959,145,126,1441,2.7,4,9,52365,8854,2029,6703,40996
0.5,256,45,30,383,0.6,2,3,11556,3109,683,2028,12119
2,1020,190,102,1612,5.4,5,11,58228,11096,2522,8341,49075
1.75,867,162,72,1500,4,6,11,42834,10646,2288,7161,43349
0.5,272,51,18,420,1.4,4,3,14881,3383,726,2071,11849
0.75,379,71,30,652,1.2,2,5,19460,4442,866,3233,16159
1.75,805,166,104,1553,4.4,5,11,49701,10273,2533,7290,41676
1.75,822,188,73,1488,3,5,10,41936,9779,1960,6858,39723
2,1010,213,126,1725,4.8,3,11,53786,10227,2729,8488,47218
1.5,780,140,82,1229,3.3,2,8,33230,9719,2171,5967,28609
1.5,725,147,99,1130,1.9,2,10,34473,9818,1683,6414,31442
1.75,941,155,127,1376,3.5,5,12,46729,10645,2249,7473,41588
3,1544,318,222,2256,6.2,6,19,83978,15319,4043,12541,67129
1.75,885,171,121,1384,2,6,9,39051,11050,2279,7674,41459
1,472,92,73,855,1.5,4,6,22067,5507,1455,4254,22671
1.75,870,159,71,1488,2.4,4,12,40989,9205,2515,6711,38481
1.5,691,179,93,1207,2.9,3,9,38270,8262,2136,6581,36830
1.25,612,132,75,988,1.3,3,8,31863,8019,1786,5508,24389
0.75,379,92,33,565,2.2,5,4,21668,5019,1050,3111,15072
0.5,275,45,37,421,1.5,4,3,11924,2519,744,2087,12142
1.5,743,164,103,1334,3.2,5,8,35071,8361,1850,6081,34571
0.5,249,53,18,446,1.2,6,3,14991,2925,717,2139,10562
2.5,1369,295,124,2067,6.2,3,17,63576,13859,3661,10985,56707
0.75,386,72,39,623,1.4,5,5,20309,4215,856,3184,18168
1.5,697,174,55,1209,2.2,4,9,36664,10475,1882,5884,30767
0.75,406,63,30,643,2.2,4,5,19746,4332,936,3143,14561
1.75,890,223,121,1405,3.3,6,10,50638,11696,2166,7082,35791
2.5,1364,306,158,2162,3.8,5,15,56843,14549,3560,10243,55808
1.5,793,193,89,1190,3.8,6,8,33578,9293,1780,6653,30855
1,495,104,40,861,1.4,4,6,24213,5345,1148,4498,22207
1,518,108,55,807,2.9,6,7,22048,6586,1322,3927,23077
0.75,368,95,36,586,2,3,4,21062,4669,1113,3313,17885
0.5,237,49,24,390,1.1,5,3,11417,2913,604,1958,9500
2.5,1165,219,125,2186,2.9,3,16,70772,17014,3318,10686,61981
1.25,589,143,69,941,2.9,2,7,34400,7804,1424,5189,24788
1.25,622,122,46,938,3.1,6,8,30838,7583,1641,5145,30765
0.75,342,62,56,649,0.9,5,5,17385,5122,842,3266,17537
2,902,196,97,1730,2.9,6,13,53864,12434,2811,8170,47659
0.5,233,46,38,396,1.5,3,3,13724,3113,605,2086,10886
0.75,340,80,32,668,1.5,5,4,18523,4021,1070,3094,14943
0.75,347,91,45,675,0.8,5,4,19404,4649,1100,2990,16042
1.5,715,124,89,1272,3.8,3,8,38683,8042,2086,6170,34776
1.25,631,147,65,971,2.1,5,8,27650,8537,1766,5129,24161
1.75,841,221,71,1553,5,3,11,41229,11907,2185,7746,40629
2,1089,181,144,1723,5.7,6,13,58446,11284,2691,7716,46304
1.75,812,209,76,1533,4.3,6,9,44151,10085,2397,6665,39495
0.5,269,48,37,399,0.8,3,3,14222,2610,596,1960,9717
3,1590,388,221,2668,8.8,3,18,89099,18478,4271,13132,57262
3,1486,306,116,2664,6.2,2,17,73927,17040,4239,11958,57663
1.75,841,168,98,1465,4,5,11,51087,11327,2007,7347,34246
1.5,693,137,77,1321,1.9,6,8,36765,9267,2076,6239,34397
2,1005,188,140,1785,2.3,6,12,50911,13002,2557,8829,42269
2.5,1280,243,154,2102,5,4,15,56891,13354,3516,9982,61615
2,939,211,85,1767,2.9,2,13,50534,13955,2868,8312,42168
0.5,266,61,30,450,1.3,3,3,13572,2515,719,1990,10587
1.5,786,191,111,1164,4.1,5,8,33077,10122,1937,5704,32446
1.5,701,142,96,1230,3.8,3,9,42705,9596,1704,5858,31632
1.5,732,179,89,1146,4.5,5,9,38303,8485,1722,6353,33127
2,1062,255,84,1540,5.9,5,13,54732,13929,2712,8643,45544
0.5,267,51,37,427,0.5,5,3,14585,2995,570,2088,10747
1.75,839,144,93,1446,2.1,4,11,41986,11735,2158,7454,37249
1.5,710,143,55,1259,2.3,4,9,44709,9893,2176,5901,34674
2.5,1269,319,160,1978,7.4,4,14,56761,15124,3269,11091,50886
2,908,185,122,1539,5.6,4,11,49252,10032,2258,8626,43386
1.5,700,171,66,1265,3.9,5,8,33442,9509,1688,5812,33400
2,992,249,79,1548,2.4,4,13,55439,11390,2901,8936,39044
2.5,1320,323,152,2191,4.3,3,16,71767,14912,3329,11021,56341
1.75,942,227,102,1442,4.3,6,10,43964,12026,2442,6962,38727
3,1415,348,178,2426,7.4,5,19,76280,16463,3752,12846,59662
2.5,1178,297,107,2095,6.1,2,17,63458,14891,3237,10026,57059
0.5,246,57,26,406,1.3,2,3,12936,3184,707,2190,11328
2.5,1326,262,131,1957,5.6,4,16,61764,14341,3537,10233,52741
1.5,809,147,57,1314,2.7,6,8,33797,10136,2001,5978,32624
1.5,703,157,55,1325,2.7,5,9,37609,7716,2193,5855,34457
0.75,392,77,35,616,2.1,5,5,17151,4692,1061,2903,15915
1.5,743,169,105,1133,3.5,4,9,40071,8054,2056,6278,31260
2.5,1300,257,94,2182,6.4,2,14,74097,12907,3173,9713,56983
0.75,360,88,54,665,1.5,6,5,18851,4269,1001,3254,15916
2.5,1219,227,153,2058,7.1,5,13,59026,16022,3701,10814,60729
1.25,590,115,85,1116,1.5,4,7,34284,6819,1811,5482,28166
0.75,362,77,56,624,2,4,4,21054,4893,1097,3206,18735
1.25,624,103,93,1050,2,6,6,36933,8017,1629,5082,26729
0.75,380,66,36,641,1.8,4,5,22232,4612,972,3192,14440
2,1043,221,81,1564,5.1,6,12,58605,11449,2830,8111,40711
1.75,931,148,122,1454,2.6,5,9,44120,11500,2581,7078,39954
1,495,119,64,888,1.5,2,6,29003,6796,1300,4302,21037
1.75,810,166,79,1401,2.1,2,11,42176,10208,2396,7060,35526
2.5,1366,212,107,2045,3.1,5,16,58324,15412,3387,10810,57863
1.75,925,204,79,1566,2.4,5,12,38629,10181,1961,7475,40398
1,544,124,71,857,1.6,6,6,24762,5587,1269,4188,20744
1.5,808,151,76,1241,2.4,6,9,37925,10082,2151,6356,37164
1,501,120,53,821,2.1,5,5,29198,6257,1171,4191,24143
1.75,946,179,95,1322,3.3,6,11,41626,10106,2438,7202,36206
3,1436,294,219,2644,7.5,4,19,69113,19367,3840,12371,57756
1.75,858,163,104,1423,4.1,5,12,49644,9174,2534,7237,34959
1.25,645,136,90,1068,1.6,3,7,31777,7186,1450,4760,28029
1.5,708,172,100,1289,3.4,2,10,38607,10459,2065,6141,32180
2,1075,224,141,1546,5.5,6,11,54490,12472,2578,8766,43468
1,546,115,39,876,1.6,5,7,25078,5005,1295,3806,19491
1,530,95,62,756,1.9,6,6,26824,6105,1186,4001,22220
1.5,720,154,113,1278,4.1,2,10,39766,10377,2131,5776,35857
2,988,230,78,1535,4.2,5,11,44236,10809,2367,7675,42191
2.5,1287,281,187,2110,6.9,6,15,62963,15764,3665,10645,57549
1.75,845,161,120,1356,2,3,11,52025,9407,1994,6679,40149
3,1634,374,111,2552,8.5,3,19,89579,15510,3940,12441,69689
0.75,343,97,53,656,1.9,4,4,19193,4008,888,3259,15741
1.25,662,147,81,940,2.2,3,8,29033,6690,1597,4954,28101
1,505,92,49,791,1.2,2,6,29044,6030,1315,4423,23531
1.25,640,149,74,1125,3.3,4,7,29553,6404,1789,5428,31139
1.5,693,147,65,1252,3.5,6,10,34007,8786,2190,6104,30894
2,937,249,91,1623,6,3,11,47146,13298,2696,7943,44844
0.5,228,57,24,376,1.5,5,3,12352,3139,677,1992,9506
1.75,949,152,80,1502,3.1,3,9,43426,9375,2111,7785,35066
1.25,681,107,60,1054,1.7,4,7,28078,8112,1791,5544,29020
2.5,1204,245,121,2232,4.9,4,15,65902,17388,3211,9692,60330
1,513,88,58,876,1.6,3,6,26190,5537,1352,4012,23439
1.25,592,146,69,1119,2,3,7,28376,7129,1531,5499,31229
1.25,586,120,88,968,3.6,6,7,31377,7499,1708,5503,25627
1.25,620,111,73,1004,3.4,4,8,28218,7101,1868,5168,28138
1.5,811,174,92,1318,2.6,4,9,42250,8844,1897,5727,30131
2,998,228,101,1758,2.7,4,12,54421,13580,2824,7724,45849
1.25,654,124,70,1107,3.1,5,8,28874,6635,1797,5396,24281
1,502,89,65,859,2.5,3,7,28756,6752,1193,4243,24133
1.5,681,146,58,1275,2.6,4,8,35456,8523,1780,5919,37414
1,463,88,65,882,2,4,6,25097,5918,1175,3964,20286
1.25,586,147,89,985,2.9,5,9,28323,7159,1444,4781,30444
0.5,262,56,27,416,1.5,5,3,11605,3048,567,2236,11197
1.25,587,108,87,1041,3,5,7,27888,8127,1849,5130,26049
3,1581,286,135,2656,8.8,3,18,87638,18013,3519,12911,70523
3,1503,305,154,2461,3.4,5,18,66326,17697,3681,12112,64107
1.25,581,112,89,1017,2.8,2,8,36250,8635,1608,5570,30445
1,494,123,40,854,1.6,3,6,22217,5720,1137,4040,22830
3,1543,375,205,2351,4.1,4,18,75376,18577,4201,12637,60695
2.5,1342,216,108,2088,5.1,2,16,72560,14540,3082,10927,48640
2,1029,244,149,1624,3.8,4,11,47720,10714,2746,7677,41104
2.5,1338,251,190,1924,7.1,2,16,65777,15899,3621,9879,55424
1.75,892,195,119,1468,2.7,5,11,48874,10094,2332,7081,37640
0.75,363,66,27,595,1.3,6,5,20423,4353,877,3137,14765
1.75,899,162,91,1456,2.6,3,12,43905,11346,2170,7019,34547
0.75,364,76,34,627,1.9,3,4,17788,4843,864,3072,16600
1.75,794,215,118,1534,3.8,5,9,49146,11123,2215,7853,33667
1.5,711,194,99,1189,2.7,3,9,38526,7960,1692,5820,36860
2.5,1141,306,176,2096,2.8,6,15,57821,12747,2885,10329,61340
1.25,663,155,77,1031,1.9,5,8,35112,7876,1534,5008,25693
1.5,753,187,86,1182,3.1,5,8,37386,8163,2149,6273,30186
0.5,230,60,27,432,0.7,5,3,13065,3296,702,1973,9669
3,1487,285,225,2611,6.8,6,18,80552,17670,4305,11887,62308
3,1599,289,219,2651,4.9,6,17,77827,19343,3476,12169,72376
0.5,271,43,35,409,1.3,5,3,13033,2958,598,2039,12088
1.75,791,191,85,1556,3.3,4,9,42219,11991,1997,7238,35649
1.75,860,167,67,1419,2.5,5,10,44605,11855,2603,7607,37295
3,1489,370,226,2516,9,2,20,87672,17279,3495,12151,59251
2.5,1361,220,185,1901,7.5,6,16,55474,17253,3479,11241,49774
1,505,117,55,836,1.7,5,6,22029,5280,1453,4358,20468
1.75,955,194,92,1355,3.7,4,10,52048,10720,2203,7038,33791
1.5,703,182,81,1315,1.8,5,10,37956,9412,2139,6454,29922
0.5,249,61,37,427,1.4,6,3,12724,3335,570,1987,11077
0.5,273,46,29,417,0.6,2,3,14329,3286,618,2233,10883
2.5,1318,268,96,2093,3.6,6,13,64236,17417,3556,11090,60564
1.5,761,175,103,1226,2.9,6,9,35003,7845,2124,6748,36374
2.5,1302,295,162,1911,3.6,5,15,70402,15756,2928,10679,53971
0.75,338,69,46,609,1.1,4,5,18827,5202,919,3117,17719
2.5,1345,230,176,1886,5.5,3,14,59487,14631,2856,10257,47688
1.25,660,136,64,1109,1.4,5,7,29148,7359,1567,4922,28191
1.5,771,152,58,1343,1.5,2,8,41041,7560,1855,6123,28929
1.5,681,124,57,1220,2.2,6,10,37665,8082,1843,6095,29181
0.5,272,47,24,399,0.6,4,3,12757,2689,689,2013,9896
1.75,953,219,88,1374,4.5,3,12,47448,11278,2385,6939,35037
0.5,252,43,29,430,1.2,5,3,14323,3090,593,2096,9585
3,1525,253,140,2546,4.6,2,17,73842,20936,4321,12060,74120
1.75,813,153,119,1420,3.6,6,9,48283,10069,2131,7774,40367
1.25,577,131,52,1031,3.2,3,7,33616,6485,1619,5060,25976
1.5,688,146,81,1163,3.7,2,8,43675,9571,1774,5880,28938
1.75,810,162,119,1571,3.8,5,10,48844,10867,2449,7543,39541
1.75,792,218,127,1359,2.5,4,11,41726,12238,2317,7109,43234
1.75,802,149,83,1410,4.6,4,9,45468,9091,2373,7079,41698
1,452,98,37,890,2.5,4,6,27713,6577,1255,3817,20467
1.5,801,156,61,1216,1.5,2,9,36378,8431,1932,6533,33091
1.5,794,171,94,1179,4.1,5,8,37658,9414,1782,6210,30202
3,1494,323,109,2383,5.9,4,16,80238,15334,3876,12282,58105
1.5,690,184,77,1153,3.9,6,9,39355,10355,1915,5986,29286
1.75,951,205,83,1480,3,3,11,50373,9918,2585,7335,36129
0.5,258,47,33,390,1.5,2,3,14666,2917,561,2222,10679
1.5,769,142,107,1317,2.8,5,8,36528,8375,1768,5774,29685
2,923,233,77,1561,5.4,2,11,57560,13394,2611,7867,41072
1.5,780,160,111,1325,3.7,3,10,38339,8401,1712,6065,30326
1,462,91,63,758,2.5,4,7,26387,5968,1299,3969,22291
2,1095,171,76,1718,4.1,2,12,54287,10836,2618,8689,42629
0.75,339,77,51,630,1.9,3,5,18229,4894,1046,2863,16417
2.5,1329,210,144,1975,7.2,2,17,63274,13841,2808,9542,62437
2.5,1283,243,179,2085,5.6,2,14,69466,14935,3206,9689,55894
1,453,119,60,787,2.2,6,7,28142,5565,1101,3912,19268
0.75,407,96,47,653,1.1,4,4,19603,3786,1093,3171,14649
1.5,795,188,79,1217,2.9,3,9,44364,9667,1889,6168,29925
3,1594,343,125,2593,7.1,2,20,73761,16604,3575,12945,74673
0.75,364,65,39,567,1.4,2,5,18896,4160,913,2988,16552
1.5,781,163,75,1321,2.3,4,9,37968,10042,1924,5959,36976
0.75,361,76,51,664,2.2,6,4,19066,4569,994,2995,14273
1,479,128,43,875,2.5,3,6,24768,6136,1323,4487,24596
1,474,104,54,757,1.8,3,6,27368,6493,1233,4300,20754
0.5,269,42,30,421,1.1,2,3,13418,3239,647,2068,10334
1.5,792,176,106,1307,2.4,3,9,33332,8683,2078,6536,29239
2,1055,189,132,1596,4.4,6,11,48223,13939,2696,8763,49747
1,546,87,73,892,1.2,4,6,25573,5605,1223,4154,23990
1.5,772,128,70,1127,3,4,10,40745,10180,1951,6088,28714
2.5,1311,213,132,1952,3.6,2,17,68746,14104,2980,10139,52947
0.75,370,84,56,607,0.9,6,4,21325,4270,880,3263,17815
2.5,1196,314,133,2127,6.8,4,17,56847,14805,3207,10088,48396
0.5,230,49,25,398,0.6,4,3,12336,2611,665,2030,9607
0.75,353,92,43,669,1.9,4,4,19771,3776,911,3368,15936
1.5,727,158,112,1281,1.6,2,8,35583,9521,2233,6724,36529
0.75,405,79,31,595,1.6,2,5,22356,4914,939,3372,17514
1.75,955,171,105,1371,3.3,5,12,47707,11773,2559,7608,38405
2.5,1212,226,165,2150,3.3,6,17,74606,15275,3337,9718,50185
1.75,896,209,96,1376,4.7,6,9,52137,9436,2305,6764,39009
0.75,398,78,52,611,2.2,4,5,16941,4770,846,2959,15281
2,913,195,77,1650,4.1,6,14,59147,13308,2355,7930,41130
1,464,88,66,837,1,2,7,28629,6000,1188,4423,24287
0.5,256,58,27,401,0.6,2,3,12650,2744,669,2248,9697
1.5,789,179,88,1211,4.2,2,10,42732,8385,2046,6012,28964
0.5,250,61,28,400,1.1,3,3,11526,3310,693,1931,11709
0.75,377,67,35,584,1.8,3,5,16963,4854,1069,3322,18699
1.5,694,129,70,1158,2.7,4,8,37157,8382,1891,5791,28937
1,458,109,47,766,1.8,3,6,27176,6627,1428,3817,24364
1.5,701,154,97,1210,4,2,8,34523,8486,1874,6599,29973
1.25,573,138,95,945,2.9,2,8,29047,8551,1609,5178,26767
3,1482,368,132,2301,8.2,4,17,70952,20672,3712,12438,57561
2,980,188,123,1512,3.6,2,12,48491,12182,2382,8944,38948
2.5,1201,296,131,1903,4.5,6,13,60805,15639,2903,10867,50789
0.75,342,78,54,657,0.9,2,5,17125,4664,927,3345,14675
1.5,816,184,99,1180,2,5,9,34311,7521,1849,5787,36204
1.25,621,129,79,1099,1.4,6,8,32971,7617,1782,5548,24292
0.5,230,56,31,423,1.3,4,3,11909,2839,676,1921,10743
1,532,90,43,779,2.8,2,5,27375,5542,1445,3847,19577
0.75,391,80,32,663,2.1,2,5,21556,5178,849,3297,16902
0.5,265,49,37,421,0.7,3,3,12460,3292,673,2209,10501
2.5,1362,225,184,1942,5.8,6,13,65181,16186,3194,10309,52271
2,934,197,79,1775,3.1,2,13,50395,11181,2951,7672,43531
0.5,238,65,27,398,1,5,3,14007,2900,567,2079,12483
1.25,584,110,54,1022,1.8,3,8,37280,6282,1515,5462,30680
0.5,227,45,28,435,1.3,5,3,12699,2558,710,2236,11522
0.75,396,63,43,664,2.2,4,5,22225,3836,989,3293,17724
1.5,806,145,111,1339,1.5,6,10,42989,9203,2005,5763,31946
1,502,93,57,825,1.3,4,6,25861,6291,1287,4034,24179
3,1407,347,126,2511,4.3,3,21,71182,18851,3582,13168,63409
1.5,745,183,63,1198,2.5,4,10,36414,8821,1865,6703,33212
2,991,177,74,1538,4.7,3,10,46052,11263,2690,8442,47598
1.75,849,173,92,1478,3.9,2,10,41483,11409,2010,7616,35939
3,1421,374,203,2591,8.6,6,15,72508,19567,4008,12610,58176
3,1473,385,183,2267,7.5,3,17,84822,20777,3730,12390,72463
1.75,938,210,72,1352,2.3,5,10,43668,8913,2103,7507,38333
1.75,892,163,114,1501,5.2,4,11,41734,9984,2337,7841,40348
2,1063,258,120,1652,4.9,6,10,51552,10411,2792,7632,45063
1.5,773,183,64,1323,3.7,2,10,42957,8231,1916,5967,29486
0.75,406,90,57,633,1.6,2,4,21817,5013,1008,3257,15561
3,1363,267,157,2543,5.2,6,15,78383,18481,4309,11561,65658
2.5,1182,322,120,2016,6.8,4,17,68167,16350,2753,10260,48252
1,510,99,49,809,1.2,5,6,27018,5822,1193,4313,23418
3,1390,315,181,2360,5.7,6,19,78654,19016,3892,11617,66796
1.25,619,134,71,1024,1.8,4,7,36005,8333,1853,4825,25000
2.5,1295,302,123,1933,5.4,3,15,70615,13981,3745,10168,60847
1.75,846,155,76,1327,3.6,3,11,42264,9164,2325,6758,36186
0.5,269,61,27,398,0.7,4,3,14141,3416,587,1995,10688
0.5,244,64,22,436,1.4,2,3,12485,3275,573,2070,11063
1,473,118,38,782,1.7,6,7,28402,5234,1204,4409,20168
1.25,576,126,79,1000,2.2,4,8,29507,6999,1640,4815,27632
1,452,85,55,822,1.3,3,6,26670,5301,1370,4464,21240
1,466,108,41,884,2.5,6,5,23910,6875,1437,3967,20795
1.75,883,159,80,1472,2.6,4,10,46013,10388,2255,6750,36355
1.75,905,212,129,1512,4.5,6,10,49588,10132,1992,7641,36824
0.75,352,95,33,622,0.9,5,4,19570,4220,1006,3023,18378
3,1509,271,223,2508,3.6,6,19,71211,16343,4037,12064,59174
1.25,672,139,71,1072,3.5,6,8,29861,6452,1586,5337,28248
0.75,350,90,56,570,1.2,2,4,19308,4037,919,3071,18437
3,1425,271,200,2256,6,5,21,74488,17881,3914,12904,62658
2.5,1315,300,133,1947,4.3,4,13,72450,14687,3072,9606,61654
2,942,185,124,1651,5.9,6,10,45342,13137,2477,8698,45074
2.5,1171,210,105,2193,5.4,5,17,64201,12515,3243,11109,61807
3,1629,342,191,2603,7.8,5,21,74270,16352,4378,11654,68184
2.5,1291,215,180,2090,3.1,6,15,68836,17291,3174,11107,61333
1.75,801,223,68,1550,5,6,10,51151,9833,1986,7206,33955
1.25,601,152,60,1102,3.4,3,7,31827,8659,1873,5048,25393
3,1570,262,166,2406,3.6,2,19,79184,17319,3625,11710,69916
1,503,105,38,846,1.1,4,7,24094,5145,1213,4241,24031
2.5,1145,236,111,1944,4.1,5,13,64313,15306,3424,10083,50632
1.25,687,116,55,1095,2.8,2,8,32200,7052,1658,5207,26964
1,547,87,70,794,1.3,4,7,28451,6768,1187,4320,24605
0.75,379,77,28,666,1.3,6,5,18552,4859,952,3036,17311
3,1501,270,222,2516,7.4,2,19,72291,20826,3332,13288,67572
0.75,405,88,47,577,1.6,6,4,19814,5147,1099,2944,16922
0.75,403,68,41,604,2,6,5,17090,3822,838,3028,14416
1.75,858,177,68,1459,5.1,2,10,48688,9126,2000,7411,39232
1.5,744,183,62,1168,2.5,5,9,34685,8535,1749,5919,34997
1,540,98,36,894,1.4,3,7,28673,5390,1292,4087,23148
2.5,1267,310,130,2221,4.8,2,14,56721,14444,3373,11150,57044
1.75,902,216,91,1505,1.9,2,11,41200,12145,1944,6942,39819
3,1561,323,169,2338,7.6,2,18,70365,19395,4417,13128,74718
2,1020,257,105,1663,2.5,3,13,56841,11087,2892,7682,38273
1.75,942,183,64,1480,1.8,3,10,38952,8835,1999,6893,34823
2.5,1303,227,128,2216,3.6,5,14,58092,12591,2843,9862,51635
2,909,227,116,1650,4.7,4,12,53086,13797,2600,8693,47298
