Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
3,883,611,232,2446,928,7,0.7,14142,20902,188,5387,13159
3,1038,632,202,2476,951,10,2.2,12811,18790,175,5634,13569
1,327,183,79,860,275,11,0.8,4835,6432,68,1770,4343
0.5,150,105,47,425,138,7,0.1,2175,3299,36,856,2138
1,337,202,73,810,270,8,0.3,4178,7067,61,1829,4178
0.75,233,133,53,610,253,8,0.5,3658,4906,46,1339,3823
0.5,168,85,35,439,151,10,0.3,2118,3151,33,902,2119
2.5,734,441,233,2262,847,8,1.3,11167,17411,147,4419,10793
2,649,353,184,1633,676,8,0.5,8095,13185,126,3370,9500
1,340,184,68,876,284,10,0.3,4425,6620,69,1738,4774
2.5,739,490,183,2154,685,10,1.2,12244,16655,156,4454,12431
2,640,417,155,1815,557,8,1.1,9016,12434,140,3660,8869
1.5,471,292,127,1281,437,11,0.7,7333,9713,99,2629,6556
0.5,150,112,40,445,130,7,0.2,2145,3123,37,933,2316
1.25,414,254,89,1021,404,7,0.5,6027,8252,92,2253,5193
1.5,504,339,120,1295,443,7,1,7368,9585,85,2540,6309
1.25,415,277,83,1063,422,8,0.5,5965,7633,81,2117,6220
0.5,157,89,35,419,152,10,0.3,2083,3470,31,854,2290
2,596,405,174,1730,663,10,1,9830,12973,137,3454,8951
0.75,209,132,60,627,211,8,0.4,3290,4987,50,1297,3563
1.75,528,330,131,1442,517,7,0.6,8364,10879,108,2966,8249
2.5,691,456,210,2175,790,7,0.7,11558,17361,155,4164,12168
2,647,343,185,1688,691,11,0.9,9110,12921,132,3639,9597
1.25,402,293,90,1085,418,7,0.9,5060,7927,71,2175,6054
1.5,462,357,129,1351,394,10,0.9,6087,10060,96,2821,7468
1.5,480,267,99,1354,465,8,0.7,7000,9563,84,2823,7495
2.5,793,485,200,2152,833,7,1,10458,15838,165,4126,11309
1.5,413,300,105,1234,464,7,0.3,6420,9749,109,2623,6247
2.5,696,572,211,2196,676,11,1.2,11215,17027,165,4512,11473
1,312,221,92,827,301,10,0.6,4392,6722,59,1758,4319
1.5,438,277,123,1355,496,8,1.1,7191,10054,87,2536,6718
3,960,672,229,2708,978,10,2.3,12071,21201,219,5516,12772
2.5,815,508,205,2167,829,11,1.5,11600,17361,169,4411,12388
2.5,696,495,172,2110,721,7,0.6,11604,17520,181,4334,11946
1,298,211,76,821,306,8,0.6,4128,6764,60,1807,4986
1.5,462,279,108,1247,439,8,0.6,7496,10349,86,2557,6289
3,1039,543,267,2714,819,10,1.4,13218,18958,171,5020,13440
1.75,515,307,155,1494,591,7,1.2,7192,11396,111,3204,8008
3,930,544,248,2541,1013,7,1.9,13362,19279,209,5636,12913
1.25,394,236,90,1056,355,10,0.6,5352,8279,72,2281,6295
1.25,382,250,109,1116,338,7,0.7,5969,8388,90,2132,6109
0.75,231,134,64,657,247,10,0.4,3242,4911,47,1239,3769
1.25,421,256,117,1043,430,11,0.7,5009,8671,76,2228,6254
2,657,433,149,1664,682,11,1.4,9336,12844,135,3600,9585
0.5,145,90,39,438,137,11,0.3,2063,3433,36,862,2082
0.5,166,96,45,443,170,7,0.2,2276,3103,31,906,2499
0.75,259,130,55,659,257,8,0.4,3526,4584,52,1280,3363
2.5,834,483,208,2211,672,11,1.1,10883,16231,147,4559,12340
3,890,608,204,2628,876,11,2,12632,20519,203,5665,12587
1.25,353,257,94,1116,346,10,0.4,6016,8763,86,2342,5207
1,274,236,83,853,307,8,0.4,4243,6624,69,1862,4551
1.25,425,229,94,1121,430,8,0.8,5506,8429,74,2134,5449
3,817,689,247,2683,1032,10,0.9,12773,20085,204,5399,13861
1.75,514,349,126,1565,569,11,1.4,8200,11777,123,2953,8578
1.25,348,270,119,1082,393,11,1,5904,8011,74,2249,6320
1.75,520,386,157,1432,606,7,0.8,7197,11685,108,2898,8152
2,673,424,189,1731,665,8,1.1,9302,12393,123,3511,9570
2.5,875,499,180,2110,831,7,1.7,10399,17078,166,4514,11423
2,608,369,183,1659,617,10,1.2,8884,12666,128,3580,8715
3,877,673,265,2665,798,11,1.3,13178,18949,214,5330,13420
2,572,356,182,1801,552,7,0.9,8902,13184,125,3460,9207
1.75,545,366,127,1542,477,8,0.7,7615,12315,105,3283,8653
2.5,806,573,200,2066,682,10,1,10192,15452,183,4421,11302
1,296,209,90,872,324,10,0.7,4977,7087,61,1780,4974
3,947,594,217,2675,905,10,1.2,14259,21211,206,5523,15246
2.5,848,519,178,2172,836,7,0.7,11817,16442,169,4539,10799
1.75,509,367,139,1560,512,11,0.6,8104,10905,105,3217,7565
2,564,387,166,1768,613,8,1.5,8227,13717,142,3685,8719
2.5,759,581,216,2183,870,11,1.6,11048,16554,185,4253,12106
2,635,344,144,1653,632,11,0.8,9340,12351,134,3455,8462
0.75,238,166,58,652,245,8,0.5,3421,5098,46,1388,3149
1.75,578,335,138,1503,548,10,0.6,7738,11377,112,3057,8364
2.5,778,566,224,2071,837,8,1.2,11500,17571,169,4189,12414
2.5,790,520,187,2075,810,8,1.5,10761,17631,161,4587,12395
0.5,173,107,37,419,139,10,0.1,2470,3454,35,854,2446
1.5,499,332,130,1271,482,11,1.2,7243,10467,100,2542,7562
0.5,146,102,45,437,149,11,0.4,2389,3219,36,854,2524
2,693,365,131,1656,585,8,0.8,8127,12375,116,3570,9323
1.5,515,355,127,1330,488,11,0.5,7200,9834,103,2631,7597
1.25,422,257,86,1039,418,11,1,5697,8338,78,2133,5840
0.75,223,179,68,641,209,7,0.6,3551,4674,48,1323,3400
2,627,416,169,1717,644,8,1.5,8786,14129,144,3604,8800
0.75,210,163,59,619,210,8,0.6,3032,5018,48,1267,3756
1.25,409,294,116,1036,396,11,1,5963,8492,87,2284,5900
1,330,214,82,874,342,10,0.3,4166,6716,67,1779,4708
0.5,136,91,33,418,132,7,0.2,2259,3505,34,859,2235
0.75,240,178,62,611,201,7,0.5,3603,4678,53,1318,3716
1.75,579,404,129,1450,515,8,0.9,7029,11685,109,3117,8004
0.5,144,90,47,425,163,7,0.3,2339,3544,31,873,2411
1.5,435,342,113,1264,433,10,0.6,6296,9466,111,2624,7529
0.5,165,91,40,434,139,8,0.4,2430,3357,35,916,2104
0.75,233,173,67,655,243,11,0.2,3329,4655,50,1355,3332
2.5,768,591,196,2118,841,10,1.9,12367,17014,170,4137,11528
1.5,513,277,117,1235,433,11,0.5,7429,10145,99,2682,6370
0.75,248,148,70,643,261,11,0.2,3061,5178,45,1299,3587
2.5,807,528,213,2201,664,8,0.8,11444,17249,177,4663,12267
2.5,711,574,195,2162,722,11,1.2,12409,17114,174,4539,12138
1,293,184,84,864,262,7,0.6,4538,6374,70,1769,4383
1,275,230,66,817,332,11,0.3,4789,6770,58,1704,4867
3,944,647,217,2549,952,8,1.3,12090,19154,204,5629,12698
0.5,136,107,37,407,154,8,0.1,2310,3223,36,875,2542
1,310,210,76,835,343,11,0.7,4541,7096,65,1827,4927
0.5,166,93,34,427,168,10,0.3,2109,3219,33,907,2494
1.75,574,337,161,1486,505,11,0.6,8590,12317,126,3065,7775
2,591,406,178,1785,523,8,1,9594,12927,137,3477,10091
3,869,650,222,2667,1004,11,1,13676,21072,189,4998,13441
3,1045,607,274,2487,1024,10,2,13885,20881,187,5398,13467
0.75,246,129,58,680,220,11,0.5,3265,4906,50,1401,3344
1.5,482,303,106,1277,514,11,0.5,6871,10081,101,2707,7454
0.75,222,159,62,658,221,7,0.4,3176,4833,47,1266,3224
0.5,144,106,36,442,167,10,0.2,2218,3115,32,836,2369
3,1013,551,235,2432,904,11,1.7,14155,19935,196,5529,14175
2,608,366,153,1814,608,11,0.6,8216,13232,130,3621,9574
2.5,734,440,210,2209,810,10,1.7,10097,15657,147,4151,11282
1,280,187,90,884,278,10,0.4,4997,6726,66,1813,4786
1.75,537,341,138,1457,567,7,1.3,7916,11487,129,3071,7526
1.25,387,296,91,1028,397,10,0.3,5292,8047,80,2143,6328
2.5,869,567,200,2151,663,7,1.5,12053,17112,171,4719,10542
1.75,569,399,124,1563,476,8,1.1,7293,10848,120,3065,8047
2.5,841,504,165,2248,783,10,1.6,12257,17101,151,4497,11082
2,655,396,153,1779,677,11,0.8,9238,13388,115,3318,8875
0.75,239,135,55,651,254,10,0.5,3263,5324,46,1393,3754
2.5,812,454,203,2065,722,11,1.5,11111,17190,184,4685,12356
0.5,163,108,36,453,159,11,0.3,2317,3261,31,871,2291
1.5,485,285,117,1314,419,11,0.6,6313,10188,85,2803,7264
1,302,226,87,837,336,7,0.6,4753,6330,60,1824,4626
0.75,248,164,66,649,239,10,0.5,3457,4918,43,1383,3654
2,567,419,154,1794,522,10,1.1,8091,12818,143,3452,9716
1.25,390,263,112,1120,399,11,0.9,5562,8466,77,2114,6355
1.75,522,415,147,1484,465,11,1.3,7708,11509,100,2992,7321
0.75,208,167,66,647,211,7,0.3,3112,5074,47,1401,3796
0.75,214,154,55,642,210,10,0.6,3321,5086,47,1348,3336
2.5,777,577,216,2265,780,11,1.1,11007,16615,172,4297,11166
1.5,464,314,133,1247,495,8,0.7,6085,10006,87,2802,7019
1.25,389,214,115,1061,355,11,0.4,5141,8709,91,2105,5833
1.5,480,307,119,1362,505,10,0.5,6858,9378,106,2562,6709
1.75,582,396,129,1504,509,8,0.4,8452,12033,108,3012,8629
3,927,605,280,2501,923,10,2.2,13229,20962,215,5476,14384
1.5,523,312,128,1285,442,10,0.6,6574,9212,91,2652,6589
0.5,151,89,47,406,138,7,0.3,2129,3503,30,928,2098
2,549,469,135,1727,644,8,1,8309,13535,130,3469,8838
1,287,229,78,862,296,11,0.3,4800,6980,62,1828,4544
1,323,173,68,834,315,7,0.5,4988,6917,60,1879,4293
1,338,188,94,820,301,10,0.7,4742,6444,72,1809,4571
2.5,743,552,213,2194,679,10,1.9,10694,16117,164,4689,11289
1,283,239,65,847,280,8,0.5,4648,6794,69,1680,4165
1,282,208,81,850,286,10,0.5,4971,6424,73,1685,5047
2.5,813,509,173,2100,803,10,1.7,10918,17716,142,4416,10691
1,313,235,92,839,319,10,0.7,4916,6801,60,1709,4731
1.25,400,223,96,1104,416,11,0.8,5849,7746,73,2082,6312
1.75,555,300,122,1462,587,11,0.5,8664,12407,125,3177,8491
1.75,480,387,128,1453,517,11,1.2,7679,10772,113,2994,7324
1.5,453,335,136,1223,456,11,1,7033,10493,103,2476,7647
0.5,156,115,38,411,157,8,0.2,2154,3324,34,888,2402
1.25,352,229,103,1123,431,8,0.9,5701,8340,86,2319,5218
2.5,754,456,235,2047,811,11,1.8,10266,15380,161,4226,11308
1.5,488,262,139,1249,508,10,1,6428,9465,109,2626,7093
1.5,522,301,134,1218,483,11,0.6,6123,10329,103,2643,7505
2,623,374,167,1786,634,11,0.9,8419,12651,144,3617,10134
1,310,207,85,902,276,11,0.4,4905,6959,60,1871,4259
2,638,350,153,1809,674,10,0.9,9492,14167,118,3626,8919
1,310,216,91,823,290,7,0.4,4849,6366,56,1861,4275
1.25,382,292,87,1038,428,8,0.6,5873,7789,77,2329,6096
1,320,185,76,892,322,8,0.4,4243,6186,56,1885,4189
0.75,251,150,69,647,221,8,0.4,3194,5207,47,1380,3729
0.5,159,89,39,449,168,7,0.1,2227,3068,32,900,2372
1.75,525,317,142,1578,495,8,0.4,8047,11429,107,2923,8381
1.75,547,380,141,1472,479,11,1.3,7369,10876,129,3307,8650
1,325,240,67,889,336,7,0.4,4888,6736,60,1737,4736
2,588,386,177,1748,653,11,1.6,9837,12657,113,3470,9994
2.5,806,581,199,2182,821,8,0.9,11321,16641,177,4358,11976
1,285,179,86,877,268,10,0.4,4242,6723,65,1808,4736
1.25,383,288,99,1078,386,11,0.6,5268,8641,82,2290,5667
2,570,378,158,1769,641,7,0.6,9049,12342,140,3600,8498
0.5,141,103,37,412,152,7,0.1,2385,3385,37,828,2104
1.75,580,321,143,1437,484,11,0.4,8261,12308,121,2903,8172
2.5,724,452,175,2156,689,11,1.9,10646,16145,179,4291,11055
1,297,191,83,878,283,8,0.6,4488,6484,69,1707,4628
1.75,579,341,160,1552,514,8,1,7817,11467,122,3039,8022
1.5,480,281,128,1315,431,11,0.6,6448,10212,108,2518,6907
1.5,519,351,130,1243,486,8,0.6,6618,9303,85,2531,7143
1.5,488,326,127,1273,460,7,1.1,6826,9292,86,2724,7391
1,310,224,78,897,341,10,0.3,4726,6913,61,1802,4555
0.75,218,170,59,675,209,7,0.2,3428,4755,49,1271,3465
0.5,140,102,42,424,171,7,0.1,2165,3053,33,865,2085
3,943,547,254,2643,800,7,2.3,12921,19430,213,5508,12948
1.25,380,281,108,1109,344,8,0.5,5806,8621,81,2321,6257
0.5,143,113,41,416,140,10,0.2,2362,3115,33,904,2204
1.5,422,341,140,1280,499,7,0.8,6956,9869,93,2583,6272
0.75,233,162,65,680,238,10,0.2,3235,5086,50,1241,3220
1.25,369,249,105,1073,365,8,0.6,5303,8818,91,2168,5387
2,635,369,137,1668,528,11,0.5,9508,13739,120,3380,9206
1.5,508,266,139,1335,406,7,0.9,6604,9410,104,2613,6797
0.5,158,111,35,415,159,11,0.3,2275,3087,34,883,2122
1,300,206,82,850,280,11,0.4,4050,6568,68,1839,4763
0.5,139,103,38,408,157,8,0.1,2362,3163,31,943,2212
0.5,165,119,43,452,174,11,0.3,2304,3078,35,879,2125
3,1013,527,281,2592,971,11,1.8,12313,18679,217,5217,14973
2,575,400,153,1671,667,11,1.4,9836,13194,117,3685,8892
0.5,160,91,37,410,139,8,0.3,2179,3547,32,911,2116
1,291,196,77,884,318,7,0.3,4529,6812,57,1854,4318
2.5,727,534,207,2247,690,11,0.9,11215,16551,150,4347,11863
0.75,219,159,60,656,217,7,0.5,3514,4618,46,1314,3257
0.75,236,162,62,648,253,7,0.3,3703,4699,45,1289,3173
0.5,160,116,40,440,167,8,0.1,2358,3121,33,887,2303
2,650,438,136,1685,577,10,0.6,8859,13816,125,3490,9992
1.75,573,310,114,1507,599,10,1,7477,11761,99,2895,7736
2.5,686,434,210,2264,728,7,0.8,11993,16091,159,4479,11061
1.5,504,302,138,1220,435,10,0.3,6766,9238,92,2731,6546
2,569,392,173,1718,685,7,0.7,8603,13020,129,3657,9439
1.5,456,346,119,1233,481,8,0.7,6814,10531,108,2565,7598
1.75,519,364,160,1437,581,7,0.9,8144,11723,102,3073,7445
1.25,418,260,119,1039,396,10,1,5484,8320,71,2172,6136
1.75,553,389,122,1475,561,10,0.9,7074,10816,106,3252,8212
1,307,178,75,895,287,8,0.4,4132,6960,72,1693,4829
1,335,230,88,858,265,8,0.4,4810,6316,63,1749,4354
2.5,753,579,176,2199,846,10,0.9,11726,15719,155,4707,10886
2,586,447,160,1637,628,8,0.5,8769,13805,131,3604,8464
2,697,465,135,1683,533,11,0.5,9905,12554,141,3433,10079
3,823,531,257,2697,912,11,0.8,14478,20338,216,5002,12929
1,294,212,68,885,289,8,0.3,4600,6749,70,1754,4719
1,286,196,73,899,276,8,0.6,4798,6355,69,1732,4983
2.5,701,521,165,2172,824,7,2,12275,16992,172,4257,12115
2,696,478,189,1680,611,10,0.4,8036,12613,128,3423,8526
1.5,416,323,104,1308,514,10,0.8,6014,10452,92,2550,7584
1.5,466,308,137,1250,447,10,1.1,7027,9595,84,2794,7442
1.25,414,246,100,1131,366,10,0.7,5479,7825,87,2251,5807
1,284,211,85,828,274,10,0.4,4116,6367,62,1658,4750
0.5,145,88,47,446,168,11,0.3,2356,3418,30,860,2343
0.5,138,117,39,418,134,10,0.3,2359,3495,35,923,2165
1.25,411,256,94,1089,430,7,0.7,5926,8125,72,2352,6217
1,342,216,74,811,281,11,0.6,4366,6891,60,1682,4631
0.75,230,147,67,622,229,7,0.2,3327,5245,48,1398,3788
2.5,750,469,170,2160,821,7,1.9,10470,17101,144,4677,11089
2,589,395,142,1669,572,7,1.5,9628,14183,124,3667,9917
1.5,410,282,117,1293,429,11,0.8,6818,10086,90,2482,7162
1.5,474,311,120,1364,409,8,0.8,6674,9336,101,2745,7023
2.5,739,571,186,2036,818,10,1.9,11377,16323,158,4182,10619
0.75,251,134,70,647,215,7,0.5,3447,5030,45,1307,3618
2,664,470,140,1645,553,10,1.2,8563,13602,144,3757,9708
3,1029,658,228,2559,822,8,1.1,12745,19387,213,5196,12751
0.75,204,155,66,640,233,11,0.4,3206,5054,52,1295,3167
3,867,682,223,2439,864,10,2.3,14673,19552,203,5001,13640
3,1046,582,283,2607,874,8,1.8,12584,20057,169,5464,14714
0.75,248,177,59,635,205,11,0.5,3567,5264,46,1360,3579
1,314,170,86,901,341,7,0.7,4997,6737,57,1860,4427
0.75,259,179,53,655,227,11,0.5,3411,4694,46,1409,3669
1.75,515,391,133,1564,466,11,0.8,8192,12280,106,3130,7353
1.25,395,233,97,1064,343,10,0.3,5987,7994,85,2104,5286
1.75,511,317,144,1487,522,10,1.3,8166,10763,123,3103,8754
3,899,553,266,2524,986,8,1.6,13972,18560,218,4962,14968
1.25,345,244,103,1047,425,7,0.3,5741,8335,81,2259,5361
1.5,507,263,111,1241,410,8,0.6,6248,10534,97,2572,6338
0.75,251,169,50,676,203,7,0.5,3350,4735,45,1417,3580
1,314,236,74,843,281,8,0.6,4090,6836,61,1849,4196
1.75,609,419,140,1459,547,8,0.8,8086,11263,124,3042,8150
1.25,405,220,100,1061,341,11,0.6,5235,8701,87,2288,5792
2,649,373,153,1752,537,10,0.8,9223,13294,134,3377,9265
1.5,447,289,99,1259,487,8,0.8,6523,9266,101,2571,6564
2,573,359,170,1730,602,7,0.7,8916,14166,121,3338,8881
1,280,184,74,873,260,10,0.3,4111,6213,69,1852,4302
0.5,152,105,34,434,164,8,0.3,2298,3133,32,924,2387
3,1026,530,264,2698,1049,10,1.1,12523,18408,211,5590,13076
0.75,217,168,50,681,216,11,0.3,3452,4844,55,1349,3684
2.5,758,485,227,2140,733,10,1.1,10060,15914,154,4235,11511
1,271,191,75,883,277,10,0.7,4279,6322,57,1790,4527
2,650,448,162,1631,542,11,1,9523,12312,116,3763,10121
1,323,220,82,837,291,8,0.4,4316,6248,58,1809,4402
3,1002,536,229,2464,1043,8,2,13868,20300,175,4994,13328
0.5,139,98,46,416,163,7,0.2,2112,3081,33,839,2288
1.25,412,247,118,1079,395,7,0.5,5608,8040,74,2232,5731
2.5,821,482,193,2170,729,11,0.9,12056,17001,175,4706,10749
2,689,402,185,1774,626,10,0.4,9772,12338,137,3775,8728
1.5,446,304,140,1301,442,7,0.9,6401,9541,98,2815,7389
1,337,173,93,905,269,7,0.7,4259,6600,67,1779,4210
2.5,830,573,191,2188,759,10,1.3,11075,16607,185,4314,10595
0.75,260,135,51,660,210,7,0.2,3485,4808,50,1289,3126
1.25,388,246,117,1028,415,7,0.8,5799,8319,77,2085,5543
2.5,824,593,199,2080,841,8,1.5,11864,16665,152,4441,12551
0.5,146,113,41,437,137,11,0.3,2062,3547,35,918,2134
0.5,163,102,40,434,138,7,0.2,2082,3300,33,907,2311
0.5,145,86,36,419,170,11,0.2,2469,3463,29,938,2386
2,658,427,179,1703,696,8,1.4,8494,12260,136,3692,10033
2.5,860,529,229,2030,789,7,1,11703,15282,143,4438,10886
3,843,679,218,2650,804,10,1.4,13634,20411,209,5563,13904
1.25,390,276,97,1084,437,7,0.6,5016,8160,86,2214,6330
1.75,477,376,149,1481,541,7,0.9,7838,11333,108,2986,7548
1.75,559,334,160,1439,599,8,1.1,7563,12377,107,3054,7954
1.25,425,269,108,1095,334,10,0.5,5309,7664,70,2263,6211
0.75,239,141,53,644,222,8,0.4,3488,4647,52,1292,3138
1.25,433,251,115,1071,344,8,0.7,6238,8138,77,2209,6317
3,1006,612,262,2519,994,10,2.4,12673,19784,188,5576,12853
1.75,604,331,158,1538,579,10,0.5,8318,11940,128,3170,8896
1.5,506,299,98,1339,406,7,1.2,6188,9164,94,2714,7460
0.75,212,160,59,673,223,10,0.5,3247,4803,47,1380,3370
2,639,379,178,1644,550,8,0.6,8071,12260,145,3430,8838
0.5,161,91,39,406,135,8,0.2,2265,3051,35,871,2209
2,697,396,157,1692,659,10,1,9062,12921,125,3358,9088
3,923,529,241,2586,972,7,1.2,12679,18708,174,5232,13399
1.75,506,322,158,1424,523,11,0.6,7634,12326,119,3042,8182
0.75,260,161,54,643,252,10,0.3,3167,4849,55,1280,3705
2.5,744,535,163,2272,792,8,1.7,12450,16016,145,4485,12162
3,934,624,230,2577,904,10,2.1,14709,21013,177,4991,13227
1.75,611,353,157,1566,480,8,1,7089,11633,102,3175,7760
2.5,682,454,170,2136,754,7,0.7,11589,17020,169,4284,12131
2,610,348,173,1699,575,7,1.2,9442,13575,131,3397,9227
0.5,174,86,36,449,172,11,0.2,2427,3145,33,863,2466
1.75,485,383,119,1505,516,8,0.9,8263,12275,99,3093,7487
2.5,813,596,166,2097,771,8,1.8,11423,17746,153,4567,10432
1.75,593,301,146,1540,566,7,0.7,8192,10723,108,3255,8237
3,901,609,202,2513,811,8,0.8,12768,18956,177,4955,13397
0.5,145,117,41,445,145,10,0.2,2066,3244,30,849,2267
0.5,166,120,40,419,167,7,0.3,2171,3101,30,851,2475
1.75,597,320,119,1518,524,11,0.5,8340,11823,121,3280,8529
1.25,434,296,100,1078,364,10,0.7,5421,8530,88,2251,5296
2,699,368,168,1787,643,11,1.5,8401,13202,145,3334,9339
2,620,440,136,1626,666,7,0.9,8623,13170,123,3729,8328
0.75,204,168,62,673,222,11,0.2,3190,4709,51,1331,3789
0.5,174,120,34,448,145,10,0.3,2324,3062,31,844,2189
2,605,372,132,1747,672,10,0.7,9229,13720,144,3749,8817
1.75,604,340,143,1480,462,8,0.8,7102,11105,102,3018,7699
0.5,139,91,40,450,157,11,0.2,2165,3171,32,835,2499
1.75,576,403,118,1492,530,11,1.1,7434,11702,101,3131,8872
1,300,238,83,812,324,10,0.5,4042,6918,67,1723,4178
1.75,497,408,133,1552,531,7,0.4,7140,10765,115,2952,8637
1.25,357,249,86,1123,430,11,0.7,5278,8086,71,2254,6350
2.5,729,562,221,2273,813,8,0.8,11749,16933,173,4521,12671
3,917,717,279,2698,834,8,1.2,13194,18956,220,5387,12700
1,325,176,83,815,344,10,0.5,4635,6342,58,1671,4776
1,340,195,94,862,313,8,0.8,4942,6818,69,1673,4209
1.5,467,280,124,1354,501,8,0.5,6837,10574,100,2809,6768
0.75,219,158,64,652,259,7,0.2,3002,4609,50,1363,3691
1,274,215,80,823,345,8,0.6,4236,7087,62,1853,4373
2.5,872,597,227,2128,854,11,0.9,10452,15287,162,4413,12347
1.25,349,276,94,1031,362,8,0.6,6064,8171,92,2213,5948
0.5,161,114,40,440,137,11,0.2,2069,3262,32,904,2175
2.5,740,525,171,2112,791,7,0.6,12257,16626,147,4606,11287
1.5,510,310,134,1217,508,8,0.4,6461,9465,89,2565,7584
2,616,388,136,1722,665,8,0.4,8190,13683,122,3657,8785
0.5,164,104,43,408,148,10,0.1,2198,3475,33,844,2437
1.25,425,269,110,1086,359,7,0.8,6113,8008,72,2284,5984
1.75,490,379,130,1575,524,7,0.6,7692,11980,99,3124,8377
2,616,433,152,1640,641,10,0.8,8443,14063,113,3505,10016
3,988,644,263,2704,804,8,2.1,12800,20049,194,5012,14110
0.5,151,109,42,420,174,11,0.3,2104,3294,36,830,2473
1.5,409,308,129,1329,439,8,0.9,6248,9196,106,2541,6239
1.5,521,287,101,1354,425,7,1,6528,10186,92,2653,6310
0.75,242,167,67,646,246,10,0.5,3090,5213,45,1401,3358
0.5,159,103,37,410,151,10,0.3,2205,3274,35,926,2216
0.75,216,139,59,649,196,7,0.2,3460,4791,54,1249,3723
0.75,262,145,57,622,228,11,0.4,3735,4864,54,1315,3725
0.5,172,99,35,409,131,11,0.2,2262,3372,34,834,2487
3,936,658,273,2460,932,10,1.2,13578,19524,175,5426,12704
1.5,424,324,106,1241,405,11,1,7248,9870,104,2563,6922
3,892,618,240,2542,796,8,0.9,13072,20760,216,5448,13872
3,848,599,275,2634,923,7,1.8,13827,18566,200,5179,14791
1,324,224,84,865,306,7,0.8,4796,6554,58,1675,4454
2.5,807,531,177,2122,850,11,0.7,12394,17466,166,4553,11693
1.5,487,317,122,1311,504,8,1,6646,9454,91,2705,6882
0.75,244,163,67,676,252,7,0.5,3130,4943,55,1356,3123
2,548,462,133,1676,598,8,0.4,8987,13343,116,3642,9435
3,929,719,250,2493,980,11,1.7,13827,18861,185,5218,12778
2,677,413,135,1783,580,11,0.6,8925,12426,120,3437,9240
0.5,157,96,37,418,156,7,0.3,2019,3052,32,918,2107
2.5,789,545,204,2256,834,11,1.9,10026,16872,160,4530,11079
2.5,755,483,176,2228,855,8,0.6,11111,16169,151,4448,12750
1.5,455,334,116,1274,519,8,0.5,6864,9903,87,2573,6871
2.5,770,459,230,2151,728,7,0.6,11809,17404,160,4155,12041
2,542,439,149,1685,538,8,1,8186,13024,131,3326,9204
2,596,466,149,1764,522,7,0.5,8398,13128,114,3612,8673
0.75,229,162,57,662,248,11,0.4,3239,4682,44,1305,3125
1.5,448,360,127,1297,489,10,0.8,7456,10005,87,2686,6750
3,1043,590,203,2568,1044,11,1.4,14280,20916,196,5124,13198
2,548,466,133,1666,587,10,1.5,8718,13409,128,3460,8766
1.5,408,287,108,1313,458,11,1.2,6489,9175,98,2814,6336
2.5,818,459,195,2197,734,8,1.8,12228,15390,147,4463,11788
2,678,382,175,1803,595,11,0.4,8151,12491,140,3489,9844
1.75,603,359,149,1560,582,8,0.4,7346,11741,104,3146,8314
2,659,428,173,1808,623,8,1.2,9914,12745,144,3417,9283
1.75,486,347,165,1435,459,8,0.9,8588,12206,106,3266,8864
1,307,185,85,828,301,8,0.5,4932,6291,62,1820,4224
3,857,596,222,2699,948,8,0.8,13451,19762,207,5394,12714
0.5,136,106,46,435,139,10,0.2,2421,3264,28,853,2486
3,935,671,271,2678,813,10,1.9,13732,20888,203,5257,13828
0.5,135,103,33,418,175,10,0.1,2101,3469,29,858,2191
0.75,208,139,61,651,245,7,0.5,3299,4631,45,1291,3463
0.75,258,146,57,620,224,7,0.6,3334,5290,53,1252,3738
3,904,523,274,2625,992,7,1.1,13095,21199,204,5406,12522
1.5,449,334,115,1285,437,7,0.8,6256,10034,99,2479,6258
0.75,221,170,55,677,243,10,0.2,3651,5140,54,1244,3272
3,906,630,223,2490,823,10,2.1,14662,18312,172,5545,15074
2.5,701,479,189,2066,783,7,1.1,10643,15935,144,4376,12308
1.75,607,309,166,1466,551,10,1.2,8683,11815,107,3282,7626
