Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
0.5,1,1,2,1,203,107,44,5,379,2,3,1.9,4,1,5163,5,3,30015,30015,1485,10384,7168,11298.1726
1.75,1,2,17,1,745,349,173,16,1309,2,11,7.3,4,2,15997,4,5,108241,108241,3857,37339,26504,36028.7394
2,1,1,8,3,731,435,252,19,1525,2,12,7.1,7,1,18766,7,4,119399,119399,6243,39451,30377,44689.0532
2,1,2,13,2,852,457,237,22,1473,2,13,8.9,5,2,20764,5,2,116872,116872,7021,41663,29049,48855.3728
0.5,2,1,3,2,167,111,62,5,369,1,3,2.3,5,1,5063,6,5,27929,27929,1626,9886,7312,11340.8726
1.25,1,1,11,1,455,281,96,13,947,3,8,4.5,7,1,12690,7,2,74008,74008,4257,26823,18439,30139.518
1.5,2,2,4,2,661,308,156,19,1015,1,9,7,6,1,16102,4,2,80216,80216,4396,31397,22268,34086.0204
2.5,2,2,9,3,898,551,297,31,1758,1,15,9.9,5,1,23366,5,3,148514,148514,6667,51780,36022,53539.4332
1.5,2,2,7,3,509,284,175,14,1074,3,10,5.5,5,2,16322,6,5,83654,83654,3643,30985,21771,30839.2244
2.5,1,2,16,3,974,456,219,21,1820,1,16,11.4,6,1,26756,6,2,141647,141647,7917,51385,37536,57488.7112
1.75,1,2,10,3,779,320,184,17,1255,3,11,8.1,7,1,17284,4,3,91052,91052,4210,35099,25828,36112.8568
1.25,1,1,8,3,548,261,142,13,935,2,8,5.7,4,2,12225,5,2,75553,75553,3433,25959,18943,27576.385
0.75,2,1,4,1,307,133,65,7,556,2,5,2.4,7,1,8002,6,5,45974,45974,2637,14588,11251,17705.4404
1.5,2,1,6,3,632,296,177,13,1037,1,9,7,5,2,15006,4,2,79028,79028,4902,32174,21346,35974.2012
0.75,2,2,3,1,261,146,66,8,529,1,5,3.3,6,2,8114,5,3,42189,42189,1748,14791,11393,14838.8628
1.25,2,1,8,3,447,223,152,12,883,2,8,4.2,5,2,12200,6,4,75216,75216,3678,24946,18142,27338.6
1.75,1,2,17,1,752,318,189,16,1279,2,12,7.2,4,2,17045,6,2,107714,107714,5695,36963,25642,41619.569
1.25,2,2,6,3,493,230,124,12,942,1,8,5.8,7,1,12864,6,2,69520,69520,4358,24514,18556,29426.0128
1.75,1,1,10,1,771,354,150,17,1270,1,11,6.6,5,1,16514,5,5,97161,97161,5216,34775,26555,38970.4628
0.75,1,2,6,1,331,165,63,8,491,1,5,3.6,7,1,7519,6,5,41494,41494,1790,14579,10950,15178.2038
0.5,1,2,5,3,179,91,49,6,363,1,3,1.7,5,2,4699,6,3,26408,26408,1321,10326,7350,10656.0198
0.75,1,2,2,2,276,130,70,6,554,2,5,3,6,1,7144,5,5,43958,43958,1698,14710,11198,14707.8088
0.5,1,1,4,3,174,113,49,6,352,3,3,2.3,5,2,5414,7,5,27658,27658,1591,10608,7498,11636.0028
1.75,2,2,5,2,628,383,133,19,1165,1,11,6.7,4,2,18729,6,4,96278,96278,4359,36790,26252,36713.3458
1.75,2,2,15,2,711,365,213,20,1309,3,11,6.6,7,2,17649,7,3,92255,92255,5038,37550,25882,39739.9298
0.75,1,2,2,1,303,168,90,10,533,3,5,3.2,6,2,7859,7,3,44808,44808,2238,16096,11071,17295.0718
2,1,2,5,2,825,371,223,19,1420,3,12,7.6,6,1,21315,4,5,117605,117605,5820,42645,29192,45474.463
0.5,2,1,4,3,169,87,39,6,349,2,3,2.3,5,1,5287,7,5,27778,27778,1291,10149,7576,10414.0374
1.75,2,1,13,3,733,317,134,17,1188,2,10,7.8,6,1,16320,6,4,104814,104814,4578,33994,25064,36370.464
1.75,2,2,14,2,603,386,176,17,1178,1,11,7,6,2,16984,4,2,94126,94126,3989,36588,26267,35409.3768
0.75,1,1,4,1,259,163,92,8,524,2,5,2.9,4,2,8073,5,5,44523,44523,2466,14989,10978,17197.0946
1,1,2,8,2,353,175,105,13,755,2,6,3.4,7,1,10573,7,5,54937,54937,2369,20869,14688,20545.9146
1,1,1,10,2,345,190,100,11,722,3,7,4.8,4,1,9057,5,4,52151,52151,2284,20649,14244,20125.4514
0.75,2,1,7,2,250,153,91,8,545,1,5,2.6,6,2,8112,7,5,43186,43186,1684,15364,10939,14925.9424
1,2,1,10,1,373,212,88,13,762,2,7,3.9,5,2,10914,7,2,61887,61887,2958,20457,14682,22234.2628
1.75,1,1,17,1,583,337,179,16,1193,1,11,5.7,4,2,18946,5,2,96975,96975,3913,34854,25953,34120.9892
1.5,2,1,8,3,530,339,119,14,995,3,9,5.9,6,2,14674,5,2,79088,79088,5160,31074,22610,35644.7748
3,2,2,21,2,994,649,269,33,2290,1,20,11.4,7,2,29583,4,5,165161,165161,9841,60813,45240,68800.1166
1,2,1,3,2,347,216,117,8,736,1,6,4.2,5,2,9676,5,4,60066,60066,3450,20216,14711,23554.0752
1.5,1,1,13,1,558,286,144,19,1065,2,9,5.3,6,2,14876,4,2,91450,91450,4718,31765,21440,34788.7352
2,1,2,6,2,725,407,224,25,1457,2,13,7.1,7,2,18522,7,3,120419,120419,6820,38906,30200,46137.5644
2.5,1,1,18,2,954,573,280,28,1736,2,15,9.1,6,2,23499,4,3,134402,134402,6541,50336,36752,52596.6798
3,1,1,20,2,1214,661,327,33,2193,1,19,13.6,7,2,32296,5,2,160603,160603,10255,61588,44306,71596.4192
0.75,2,1,4,1,290,152,79,10,551,3,5,2.5,6,1,7675,6,3,43567,43567,2625,15750,11066,18233.855
0.5,2,2,3,3,206,90,49,5,375,2,3,2.3,7,1,4989,4,2,28472,28472,1413,10266,7165,11050.6778
2,2,2,19,3,671,425,188,19,1355,3,13,8.2,6,1,21727,7,5,112634,112634,6422,40676,30341,45566.3654
1.5,1,1,10,3,662,262,182,18,1116,3,9,7.1,7,1,16232,7,4,78837,78837,3249,31234,22667,30462.0664
1.25,2,1,5,3,430,252,112,10,907,3,8,6,6,1,13606,5,3,69597,69597,3466,26456,18640,27388.7212
1.25,2,1,3,1,413,269,129,14,895,2,8,5.5,5,2,11766,7,4,66666,66666,4241,25710,17922,29339.8132
3,2,1,13,3,1152,555,360,39,2119,1,20,13.3,7,1,32286,7,2,162242,162242,9437,61257,45116,68627.5172
1.75,2,1,9,1,613,321,138,21,1169,3,12,6.6,4,2,16809,4,2,102350,102350,5489,34652,25755,39026.4818
1.25,2,2,10,1,520,215,131,12,953,2,8,4.2,6,1,13185,7,3,77155,77155,3061,24275,18078,25358.597
1.5,1,1,6,1,512,331,169,14,1089,3,9,6.6,6,1,15329,7,4,91135,91135,3484,30725,21861,30219.3258
3,1,1,17,2,1062,681,353,29,2170,3,19,12.5,4,2,29571,7,2,176417,176417,10311,58651,42628,69505.0142
3,1,1,20,2,1052,638,265,34,2083,1,19,13.2,6,2,32581,4,5,180464,180464,8297,63600,45382,65746.8362
0.5,2,2,2,3,214,89,58,5,376,2,3,2,6,1,5389,6,3,28904,28904,1572,10118,7473,11506.0578
1,2,1,9,1,342,172,89,9,762,3,6,4.4,7,2,9253,5,5,60320,60320,2384,21059,14611,20633.6506
2,1,1,8,2,717,367,221,25,1365,2,13,9.5,6,2,21241,6,2,118965,118965,5492,42349,28784,43828.5882
1.5,1,1,9,1,597,325,155,13,988,3,10,7.1,7,1,13725,4,2,78200,78200,5106,31583,21513,36128.425
0.75,2,1,6,2,279,128,58,8,539,2,5,3.3,7,1,7531,6,2,40077,40077,1761,16120,10731,15672.1662
3,1,1,28,2,1087,653,256,27,2182,1,19,9.9,6,1,27450,7,3,160152,160152,8431,63518,45181,66233.95
3,1,2,20,1,1081,536,246,24,1986,3,19,10.5,7,1,32380,5,4,157679,157679,6561,59731,43675,58317.676
1.5,2,2,9,3,520,276,159,13,1141,1,10,5.7,7,1,15434,5,4,90691,90691,3591,30134,21928,30258.9068
0.5,2,1,1,2,204,104,49,6,361,3,3,2.3,7,2,5439,7,2,30948,30948,1690,10746,7462,12166.2878
0.5,1,1,3,2,204,99,57,6,334,3,3,1.9,5,2,4834,5,3,27261,27261,1103,9779,7391,9806.8668
0.75,1,2,7,3,263,128,89,9,509,2,5,3.1,5,1,7252,5,4,46499,46499,1668,15626,10699,15070.4104
2,2,2,10,1,858,443,212,19,1357,3,13,9.5,7,1,20987,6,4,117013,117013,7097,39648,28724,48014.9374
0.5,2,2,2,2,197,106,41,5,335,3,3,1.8,7,1,4526,7,4,29810,29810,1174,10683,7369,10474.9652
2,1,1,9,3,721,411,193,21,1524,1,13,8.7,6,2,18010,7,2,120907,120907,5637,40947,28529,43499.342
0.75,1,2,3,2,315,156,92,8,517,3,5,3,6,2,7764,6,4,40471,40471,1818,15410,11196,15668.1728
2,2,1,9,3,741,454,231,17,1400,2,12,7,5,2,19097,4,3,116766,116766,6971,40182,28577,47360.7994
1.75,1,1,13,1,584,306,146,14,1165,2,12,6.9,6,2,16184,7,3,101500,101500,3814,35545,26141,34176.0168
1,2,2,6,3,391,172,95,8,723,1,6,4,6,2,10880,6,2,61184,61184,3438,19665,14320,23389.216
1,2,1,8,2,335,202,92,9,755,1,7,4.7,5,1,9280,6,4,53090,53090,3313,20407,14693,23155.336
0.5,2,2,5,2,186,86,42,6,346,3,3,1.8,4,2,4756,7,4,29625,29625,1662,9908,7348,11511.0912
0.75,1,2,6,2,265,150,72,7,516,2,5,3.3,5,1,7272,4,3,40545,40545,2079,15913,11019,16497.7344
1.5,1,2,14,2,571,324,122,13,1124,3,10,6.3,5,1,14676,5,4,91392,91392,4892,31061,21609,34997.2352
2.5,2,1,20,1,997,467,274,29,1730,2,17,9.4,4,1,24421,5,3,152070,152070,8328,53531,35963,60085.4442
3,1,2,17,2,1340,644,281,29,2127,1,20,13.4,4,1,27076,4,3,168667,168667,10159,60224,45044,71055.3152
3,2,1,9,3,1231,547,368,31,2178,3,20,13.6,5,2,28280,4,5,171181,171181,8195,64115,45337,66653.156
1.75,2,2,11,1,689,386,201,15,1253,2,11,7.3,6,2,16256,6,3,96418,96418,5376,34969,25726,39287.6312
2,2,1,7,2,895,377,172,19,1361,1,12,9.1,4,2,18337,6,3,116875,116875,6343,42995,28682,47546.1674
1.25,1,1,7,2,504,213,120,13,941,2,8,4.2,5,1,12591,6,3,77051,77051,2901,26220,18977,25816.3582
0.5,2,2,2,3,195,104,51,5,375,3,3,1.7,7,1,5028,6,4,28756,28756,1695,10434,7515,11969.3256
0.75,2,1,7,3,249,169,90,6,539,3,5,3,6,1,7368,4,3,46286,46286,2037,14558,11173,15591.3336
0.75,1,2,2,1,332,153,91,8,489,1,5,3.2,7,1,7631,5,2,41340,41340,1974,14711,11138,15860.6662
1.25,1,1,5,1,550,272,108,11,840,3,8,4.8,5,1,12579,7,4,69600,69600,3091,25010,18650,25958.3158
1,2,2,6,3,431,206,124,9,735,3,6,4.8,7,1,10064,6,2,59808,59808,3221,19819,14416,23031.5528
1.25,2,1,8,1,413,245,111,13,844,3,8,4.9,4,1,12375,5,5,67622,67622,3000,26019,18628,25596.835
0.5,1,2,4,3,177,113,51,5,372,3,3,2.1,5,2,4981,7,2,29734,29734,1256,9866,7365,10204.2762
1.5,2,1,12,3,561,264,156,18,1085,2,9,5.2,4,2,16436,7,5,88739,88739,5298,31423,22158,36428.8472
3,1,2,22,2,1208,594,359,32,2071,2,19,13.4,4,1,28694,4,4,184191,184191,9495,60980,45324,68886.5788
1.25,2,1,3,2,559,224,118,16,841,3,8,4.7,5,1,12390,7,3,65485,65485,3240,25699,18712,26844.458
0.75,2,1,5,2,254,136,73,9,496,1,5,3,5,1,7985,4,3,39131,39131,2027,14748,11382,15654.037
1.25,1,2,8,3,481,279,146,14,828,1,8,4.4,5,2,11934,4,5,75688,75688,4073,24810,18541,28649.6268
2.5,2,2,14,3,983,535,266,22,1779,3,15,9.9,7,1,27334,4,5,146642,146642,5379,52422,36249,50221.7268
0.75,2,1,7,3,311,139,82,6,531,2,5,3,4,2,6947,4,5,46301,46301,2394,16038,10951,17759.4094
2.5,2,1,5,3,939,526,206,30,1686,1,15,9.3,7,1,26923,6,3,131667,131667,8412,50040,36218,58112.3246
3,2,1,6,1,1155,574,242,31,2141,2,19,10.3,4,2,31363,5,4,183390,183390,10580,62131,44460,72464.9126
0.75,1,2,3,3,274,149,69,10,539,2,5,2.6,6,2,7027,6,2,41096,41096,2637,14899,10775,17726.6654
0.75,2,1,5,2,272,147,85,7,535,1,4,3.6,5,1,6984,6,4,41816,41816,2502,14558,10838,17128.0568
2,2,2,18,1,732,440,203,24,1509,1,13,7.5,6,1,20934,6,3,116551,116551,4742,41915,28774,41283.6868
0.5,2,1,2,2,189,111,39,5,382,3,3,1.7,4,2,5340,4,4,27847,27847,1439,10213,7236,10990.688
0.5,2,2,4,3,191,110,52,5,339,1,3,2.3,5,1,5396,5,3,26246,26246,1691,10012,7120,11706.7792
1,1,2,3,3,449,207,98,13,667,3,6,4.6,5,1,10683,4,4,54312,54312,2465,20444,14217,21043.0566
0.5,1,2,1,2,191,111,48,4,345,2,3,2.4,5,1,5400,6,5,28214,28214,1574,10469,7339,11584.24
1.25,2,2,12,2,450,260,125,13,863,3,8,5.1,7,1,11724,4,4,74274,74274,3399,25836,18921,26949.9648
1.5,1,1,6,1,634,319,149,19,1064,1,10,6.7,5,2,15527,7,2,85979,85979,4422,31897,22424,34306.9854
3,1,1,25,1,1286,582,324,36,1956,2,18,14.2,6,1,32159,7,4,159518,159518,10045,60408,43127,70609.5918
0.75,2,2,5,2,337,152,81,6,496,3,5,3.4,7,2,7381,5,5,45811,45811,2586,14901,11145,17883.7762
1.5,2,1,4,3,548,276,157,13,1006,1,9,7,7,1,14518,4,3,88272,88272,4178,30776,21466,32564.2236
1,1,2,3,2,436,195,107,12,749,1,7,4.7,5,2,9250,7,4,54682,54682,3007,20957,15059,22973.67
0.75,2,1,7,1,276,155,63,6,494,1,5,3.6,4,1,7196,7,2,39316,39316,2012,15096,11134,15882.5592
0.5,1,1,3,1,209,91,42,5,326,2,3,2,5,2,5060,4,2,29399,29399,1723,9887,7420,11802.492
1.25,1,1,4,3,532,213,114,10,942,3,8,4.5,4,2,12183,4,4,71162,71162,3684,26867,18175,28724.1366
1.5,1,2,8,2,603,345,154,13,975,1,9,5.1,4,1,15875,4,3,80795,80795,4152,31985,22291,33349.335
2.5,2,1,23,2,1121,465,287,29,1733,1,16,10.4,6,2,22997,4,5,147985,147985,7168,49036,37661,54628.8994
0.75,1,1,7,3,253,132,88,9,488,1,5,3.6,6,2,6974,7,2,39925,39925,2472,15974,11364,17731.5348
0.5,1,2,1,1,214,104,49,6,331,3,3,2.2,4,2,4771,6,2,29499,29499,1697,10567,7160,12117.5342
1.5,2,1,12,1,599,331,142,19,999,3,9,6.5,4,2,15982,7,3,90681,90681,4459,29780,21451,33095.2164
2,1,1,18,1,892,430,192,18,1335,2,13,7.7,6,2,19456,7,3,115031,115031,5406,39925,29286,42990.1312
1.75,2,1,16,2,646,302,150,14,1149,2,11,5.7,5,1,18777,7,3,103945,103945,3845,36350,25488,34965.7354
3,1,1,30,2,1248,686,362,37,2075,3,20,13.1,4,1,31933,5,2,164382,164382,6982,59641,44261,60522.2866
0.75,2,2,6,1,298,163,92,10,552,3,5,2.5,7,2,6800,6,5,40719,40719,1923,15977,11313,16226.48
2.5,1,1,11,3,946,497,292,24,1640,2,17,9.3,6,2,24319,5,2,153969,153969,6391,49100,36375,51456.2438
1,2,1,5,3,433,214,111,8,693,2,6,4.3,6,1,10183,6,5,53182,53182,2662,19460,14476,21074.8966
1.75,1,2,8,1,767,362,180,17,1337,2,12,6.5,7,2,19224,7,2,100427,100427,4782,36802,25241,38754.7648
0.75,1,1,2,2,320,139,78,7,535,3,5,3.1,7,2,7453,5,5,42084,42084,2097,15229,10784,16450.3306
1,1,1,7,3,375,217,104,10,735,2,6,4.2,5,2,10149,6,3,58836,58836,3294,20830,14993,23508.2298
1.25,1,1,8,3,472,249,107,14,821,3,8,5.7,7,2,12246,4,3,77151,77151,4235,26184,18504,29826.7492
1,1,2,4,3,417,226,90,9,747,2,6,4.3,6,2,9107,7,4,56694,56694,3379,20327,15084,23680.4014
1.25,1,1,5,1,538,221,105,16,871,3,8,5.7,6,2,12299,6,3,68142,68142,4273,26534,17984,30421.7198
1.75,2,1,6,2,630,315,140,22,1150,1,11,5.6,5,1,17710,4,2,107285,107285,5867,36399,25401,41214.942
2,2,1,4,2,781,342,204,24,1461,1,12,8.4,4,1,18444,5,4,117546,117546,5595,39818,29851,43014.6488
1.75,2,1,17,1,777,385,172,20,1309,1,11,6.2,4,2,17690,7,3,106385,106385,4261,36684,26092,37071.038
0.75,2,1,4,1,265,152,76,9,535,1,5,3.6,6,1,6886,6,3,39311,39311,1952,15514,10900,15900.4772
0.5,1,2,2,3,181,91,62,6,356,1,3,1.8,6,1,4871,5,2,29415,29415,1512,9985,7318,11101.2942
2,2,1,9,3,869,352,238,18,1314,1,13,8.9,7,1,18997,6,2,118246,118246,4952,41866,30294,42591.1394
1,1,1,2,3,412,194,91,12,718,2,7,4.4,5,2,9489,6,2,56364,56364,2983,20718,14792,22636.7778
1.75,1,2,5,1,777,336,191,20,1203,3,11,6.7,6,2,17568,7,5,104557,104557,5539,34550,26522,39944.5536
1,2,2,6,1,358,222,85,9,714,1,7,3.9,7,2,10687,7,5,53901,53901,3135,19889,15083,22420.7174
1.25,1,2,4,2,455,233,139,12,926,1,7,5.7,4,2,12902,6,3,68727,68727,3777,26822,18549,28679.7004
1.75,1,1,16,1,660,376,201,21,1316,1,11,6.3,6,2,19093,5,2,107379,107379,6038,36736,26540,42165.9386
1.75,2,1,14,2,667,359,177,19,1269,3,11,7.3,6,1,17485,7,4,106878,106878,5625,34961,25237,39926.677
2,1,1,16,2,698,362,198,22,1368,3,13,6.7,4,1,21578,5,2,109393,109393,4545,41158,29560,40073.7756
0.75,2,1,4,3,329,164,60,7,511,2,5,3,6,2,7934,6,5,41853,41853,1963,15261,11335,16061.1868
1.75,2,2,9,3,746,390,200,19,1198,3,11,7.7,7,1,16739,5,4,97479,97479,5570,36821,26150,41159.7078
1.75,1,1,8,1,698,350,194,15,1212,1,11,7.2,6,2,18120,7,4,96259,96259,5829,35792,25160,41173.204
2,1,2,5,3,775,422,159,23,1465,3,12,8.6,4,1,20085,5,3,109199,109199,4545,39617,30129,39551.417
1.25,1,2,9,1,471,215,103,12,837,2,8,4.2,5,1,13043,4,5,73606,73606,4302,25941,18244,29865.1286
2,1,2,15,1,689,342,217,21,1369,1,12,7.2,5,2,19380,7,2,119330,119330,6771,38924,30015,45796.776
0.5,2,1,2,2,214,111,57,5,362,3,3,2.4,6,1,5126,6,4,26407,26407,1347,9791,7288,10631.8452
1.25,2,1,3,3,560,218,128,14,857,3,8,4.1,6,1,12067,4,3,68323,68323,3234,25571,17755,26773.9934
3,2,1,23,3,1007,643,282,26,2249,1,20,13,5,2,31289,6,4,168998,168998,7553,63370,45445,63122.3778
2,1,2,9,3,891,402,175,17,1319,1,13,7.7,5,2,20042,4,5,106004,106004,4647,39950,30136,40600.1284
1.5,1,1,15,2,510,274,143,19,1065,1,9,5.7,4,1,14021,4,5,90781,90781,3234,32020,21385,30068.9242
1,2,2,7,3,435,214,100,13,707,2,6,3.4,4,1,9800,5,3,55883,55883,3590,20597,14570,24557.46
1.25,2,2,5,3,471,216,97,13,902,2,8,4.7,6,2,12204,6,4,67310,67310,3039,25804,18889,25853.4608
0.5,2,2,2,2,198,113,44,6,371,2,3,2.3,7,1,5196,4,2,28490,28490,1428,10155,7557,10996.5592
1.5,2,2,4,1,634,304,172,16,1079,1,10,5,6,2,13836,5,2,80100,80100,3743,31534,22484,32010.7672
1.75,2,1,15,2,691,318,198,20,1247,3,11,7.3,4,2,18808,5,4,107785,107785,4440,35458,25334,36619.4616
1.5,1,1,5,1,636,284,141,18,1144,3,10,6.5,5,2,14536,6,5,86984,86984,4380,29244,21662,32736.6472
1.75,2,2,15,3,621,327,137,16,1153,2,11,8.2,5,2,18770,5,5,107204,107204,5583,37534,26440,40924.234
0.75,2,1,7,2,329,148,58,8,571,2,5,2.6,6,1,7154,7,2,46351,46351,2435,14858,11251,17308.0908
1,2,1,7,2,449,226,126,9,705,2,7,4.7,4,2,10377,7,2,55077,55077,2860,21355,14895,22810.8754
2.5,2,1,14,2,1030,504,210,20,1804,3,15,12,6,1,26369,4,2,153842,153842,7293,51884,36009,56052.6138
0.5,2,2,1,2,222,87,49,5,349,2,3,2.3,7,1,5375,7,2,30769,30769,1446,10260,7468,11222.555
3,2,1,13,1,1170,676,239,31,2060,1,20,10.4,7,1,30375,6,2,170672,170672,10119,58922,42782,69393.975
1.25,2,2,10,2,516,276,99,16,840,2,8,5.8,6,2,12557,5,5,76214,76214,2883,26525,18200,25978.0314
1.75,1,2,9,2,742,373,193,16,1326,2,11,6.5,7,1,17402,7,2,94605,94605,4322,34710,25216,36085.3204
1,1,2,5,3,412,204,88,11,747,1,6,3.6,5,2,10068,5,5,58566,58566,3382,19636,14851,23276.7736
2,1,1,6,3,880,351,214,26,1350,3,12,9.2,5,1,18904,4,2,105923,105923,7098,40261,29402,48418.9208
1.5,1,2,7,1,503,271,160,12,1100,3,9,5.4,6,2,15210,6,5,84558,84558,3590,29140,22145,29624.582
0.75,1,2,2,1,288,146,74,9,497,1,5,2.8,5,1,7913,4,3,44393,44393,2276,15126,11216,16788.8426
0.75,2,2,5,2,292,167,57,9,492,2,5,3.3,5,2,7329,7,5,45771,45771,2442,15704,10786,17620.7458
2.5,1,2,12,3,931,444,266,28,1738,1,15,8.5,5,1,26926,6,2,140504,140504,8413,52070,37553,59229.3252
1,1,2,8,1,370,206,123,10,741,3,7,3.7,4,2,9571,4,5,57936,57936,3363,20069,14475,23312.9342
1,2,2,7,1,412,228,113,11,732,2,6,4.4,6,1,10251,5,2,56498,56498,2867,19561,14631,21678.9302
0.5,1,1,3,1,201,87,56,6,365,3,3,2.3,6,2,5327,4,2,29693,29693,1763,10482,7266,12239.9254
1.5,2,2,6,1,657,320,117,18,1018,3,10,6.6,5,2,14860,7,4,83991,83991,4566,29148,22573,33331.832
0.5,2,2,3,3,171,99,57,5,330,3,3,2,5,2,5212,6,5,26461,26461,1301,10032,7136,10413.1624
1.25,1,2,4,2,483,276,139,10,868,1,8,5.8,5,1,12365,5,2,76488,76488,3269,25737,18084,26655.233
3,2,2,11,3,1041,551,228,25,2094,2,20,11.1,4,2,31137,5,3,161668,161668,9842,62290,44413,69729.7874
1.5,1,2,6,3,626,313,143,15,1034,1,10,6,4,2,13862,4,5,86697,86697,4023,31952,22480,33033.7924
2,2,2,14,2,770,369,223,17,1487,2,12,8.4,5,2,19041,5,3,106797,106797,4732,42046,30021,41509.2282
2.5,1,2,10,3,1120,547,198,29,1771,3,16,9.6,7,1,25858,5,4,130411,130411,7094,51402,36983,55557.0116
2,2,1,11,3,669,417,229,20,1491,1,13,6.6,4,1,20835,7,2,111082,111082,6215,40742,29601,44973.247
0.5,2,1,4,2,179,89,42,6,341,1,3,1.7,5,1,4508,4,2,27266,27266,1146,10234,7130,10050.7616
1.5,1,1,10,2,664,283,120,15,1101,2,9,6.2,5,1,15051,6,5,83473,83473,4478,32007,22207,34620.3702
3,2,2,7,2,1046,612,298,32,2032,2,18,11.4,7,2,28773,6,2,163449,163449,7012,60359,43440,59980.2546
0.75,2,2,4,3,280,153,85,6,565,3,5,3.6,6,2,8207,6,5,42934,42934,2671,15390,10877,18157.0014
0.75,1,1,2,3,324,170,72,7,557,3,5,2.6,7,1,7905,5,5,43159,43159,1969,15784,10963,16358.281
2.5,1,1,19,2,1042,428,313,28,1755,2,15,9.8,7,1,26819,7,2,142939,142939,7350,49881,37213,55319.1038
0.75,1,1,3,1,333,164,71,8,568,3,4,3,6,1,8103,7,5,40787,40787,1855,15173,11166,15700.0606
2.5,2,1,9,1,1093,511,302,22,1745,3,16,8.6,7,1,25067,6,2,138876,138876,6756,49741,37401,53609.7934
0.5,1,2,3,2,209,85,59,6,325,2,3,1.8,5,1,5230,5,5,26804,26804,1771,10162,7379,12121.086
3,1,2,9,2,1039,564,344,33,2139,1,19,10.7,6,2,28334,6,4,176911,176911,10741,60552,43646,71741.5268
1.25,1,1,3,1,470,215,100,15,827,2,8,4.7,7,1,12142,7,2,68411,68411,3920,25711,18924,28557.3684
1.75,1,1,7,3,633,307,180,21,1286,2,11,8.3,6,1,17886,7,5,96580,96580,6216,34213,25438,41222.9372
0.5,1,1,3,1,175,103,55,4,357,1,3,2.3,4,1,4888,5,2,30937,30937,1721,10204,7311,11829.0976
3,2,1,7,1,1230,659,329,39,2072,1,18,14,4,2,27454,7,5,180609,180609,6790,58925,43950,59397.9708
1.75,2,1,9,2,738,374,181,16,1161,2,11,7.8,6,2,18896,7,4,93433,93433,5903,35622,25059,41483.7392
1.25,1,1,11,1,414,248,110,13,824,3,8,5.7,7,2,13171,5,5,68362,68362,3789,26081,18989,28121.5742
0.5,2,2,3,3,169,111,55,5,333,3,3,1.9,5,1,4595,4,5,28919,28919,1544,10729,7541,11535.819
1.25,1,2,10,3,497,249,114,16,883,2,7,5.8,7,1,12366,5,3,70246,70246,3168,26439,18614,26749.3132
0.75,2,1,6,1,312,137,65,9,506,3,5,2.6,6,2,7950,6,4,40284,40284,2633,15269,10909,18079.61
1.75,1,1,7,2,743,344,169,16,1161,2,11,6.5,6,1,16878,5,4,99150,99150,5867,34513,26368,40763.2756
0.5,1,1,5,3,171,91,40,5,361,3,3,1.7,4,1,5338,7,4,29442,29442,1571,10232,7256,11331.1676
1.5,2,1,15,1,573,323,143,19,1116,3,9,6.2,7,2,15445,4,4,90129,90129,4886,31999,21899,35523.789
0.75,2,1,3,3,287,128,87,7,535,2,5,3.2,7,2,7636,6,3,39559,39559,2189,15798,10812,16907.6872
1.25,1,2,11,2,493,286,155,11,924,2,8,5.4,5,1,11598,7,2,69488,69488,3006,25378,18094,25704.0996
1.25,2,1,11,2,468,239,136,12,929,2,8,4,6,1,13014,5,5,77347,77347,4240,25029,18974,29215.7828
1,2,1,6,2,430,227,90,13,669,2,6,3.8,7,1,10155,6,2,60855,60855,3210,20158,14232,23121.911
1.5,1,2,8,2,656,280,181,14,1024,2,9,6.3,5,1,15842,7,3,83979,83979,5389,31988,22190,37498.9284
1,1,1,5,3,427,170,92,12,685,3,6,4.8,6,2,9789,5,3,59588,59588,3282,19994,15144,23246.4778
1.25,2,2,10,1,553,262,117,15,896,2,8,5.4,4,2,12364,5,4,76952,76952,2898,26243,18876,26046.7528
1.25,2,1,8,2,449,221,123,12,872,1,8,5.7,5,1,12336,4,5,76629,76629,3111,25294,17807,25742.5272
1.25,2,1,3,2,542,242,95,14,848,1,8,4.4,7,2,13257,6,3,71506,71506,3152,25562,18159,26398.8714
3,2,1,6,1,1171,685,349,24,2243,1,20,13.9,7,1,32391,4,4,164487,164487,8791,62959,43058,67618.6382
1.25,1,2,3,2,544,246,144,12,952,3,8,4.4,6,2,11392,4,5,77191,77191,3174,26307,18064,26938.4584
1.75,2,1,6,1,611,325,133,17,1308,2,10,8.1,7,2,16722,7,3,99653,99653,4628,35772,24996,36943.5244
3,1,1,21,3,1147,549,235,32,2091,3,19,12.7,6,1,29891,5,4,168334,168334,9691,60792,44043,68956.3382
0.5,2,2,2,2,175,98,58,6,339,1,3,2.1,7,2,5020,6,2,30462,30462,1416,10749,7204,11191.444
