Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
2.5,2,2,64,3,785,384,129,32,1877,3,16,6.1,6,2,18354,7,2,130443,130443,719,604,7050,6573.8908
1.25,2,1,42,3,423,212,44,17,899,1,7,2.9,6,1,9411,7,2,69022,69022,327,321,3218,3314.8422
1,1,1,35,1,307,161,45,9,751,1,6,2,6,1,8519,7,4,52044,52044,310,244,2900,2674.4838
3,1,1,77,2,1037,463,170,28,2377,2,19,6,5,2,21434,7,4,163412,163412,863,779,8649,8340.0868
0.5,1,1,12,3,135,78,28,6,364,1,3,1.1,6,2,3853,3,2,26746,26746,142,120,1329,1238.0706
1,2,2,31,1,270,124,40,13,790,1,7,2.5,5,1,7414,5,3,53111,53111,301,238,2338,2474.5428
1.75,2,2,51,1,494,282,71,15,1299,2,10,3.4,7,2,12920,6,3,93221,93221,535,459,4590,4441.224
0.75,1,2,21,2,200,98,38,7,591,1,5,1.8,6,1,5664,3,4,39953,39953,198,190,2241,1785.7528
1.75,1,2,57,1,477,215,81,22,1241,2,9,3.2,7,1,13640,4,4,94512,94512,460,451,5133,4122.748
2,2,1,63,2,659,312,79,29,1521,1,14,4.8,7,1,17036,7,4,104464,104464,566,484,5100,5363.1872
1.5,1,2,43,1,401,242,74,21,1111,2,10,2.8,6,2,10718,5,3,83363,83363,450,377,4337,3699.7636
2.5,2,1,77,3,841,306,101,21,1910,1,13,5.3,5,1,20816,7,4,133245,133245,752,659,6816,6873.9032
3,1,1,80,3,802,421,136,37,2253,1,17,7.4,6,1,21684,3,2,165237,165237,804,713,8863,7010.2968
2,2,1,51,2,571,317,101,19,1432,3,11,5,7,1,16336,5,2,113561,113561,566,479,5917,4965.9672
3,1,2,102,3,1006,400,153,39,2144,1,19,7.4,5,2,21696,4,2,157750,157750,856,764,7008,8156.2592
1,2,1,27,1,282,135,58,12,759,1,7,2.2,5,1,8522,6,4,54789,54789,284,252,2969,2505.5244
0.75,2,1,24,2,200,102,26,9,544,3,5,1.6,6,1,5752,3,2,42463,42463,229,199,2108,1869.5904
0.5,1,2,16,2,140,79,25,4,353,3,3,1.1,7,1,3527,5,3,26773,26773,148,116,1261,1279.2254
2.5,1,2,64,2,709,331,112,30,1909,2,13,5,7,1,19326,3,3,130744,130744,671,641,6802,6040.2652
1.5,1,1,43,3,393,190,89,15,1154,3,9,3.5,7,1,12123,6,4,80192,80192,456,348,3476,3686.3846
1.25,2,1,43,1,340,153,51,16,902,3,7,2.7,6,1,9842,5,4,70688,70688,347,334,2969,3011.8484
1.75,2,2,52,2,470,280,90,20,1276,2,11,4.2,7,1,14103,5,2,93190,93190,485,438,4620,4208.4406
2.5,2,2,79,1,794,360,108,26,1777,1,14,6.3,5,2,18633,4,3,135971,135971,706,651,6757,6546.3866
2.5,2,2,85,3,755,368,107,31,1793,2,17,6.5,5,2,20639,7,2,140755,140755,765,593,6122,6553.0678
1.75,2,2,44,2,575,231,68,14,1295,3,12,3.9,6,2,13691,4,2,93649,93649,514,455,4515,4749.7182
1.75,2,2,50,2,585,245,90,18,1386,3,10,3.3,5,2,12612,6,4,91687,91687,515,448,4952,4793.6424
2.5,2,1,64,3,751,315,141,23,1824,1,17,5.5,5,1,19978,5,4,139168,139168,747,582,6337,6504.0756
1,2,1,29,1,352,154,43,9,759,1,6,1.8,5,1,7154,5,3,54184,54184,295,260,2984,2828.2108
0.75,2,2,18,2,228,92,33,8,533,3,5,1.7,7,2,5575,4,2,39085,39085,229,198,1884,2011.155
2,1,2,54,3,549,264,76,29,1599,3,11,3.9,7,1,14541,6,4,104901,104901,620,525,4675,5010.7482
2,2,2,60,2,640,307,110,18,1413,1,13,4.7,6,1,15529,4,2,104726,104726,585,525,4800,5383.0658
2,1,1,65,3,528,252,84,20,1478,3,12,4.5,6,2,14065,4,4,111466,111466,530,515,4756,4648.793
2.5,2,1,76,3,839,328,137,29,1879,3,17,5.6,5,1,21078,7,2,130002,130002,661,665,6318,6675.2356
1.75,2,1,60,1,601,267,76,18,1394,1,11,4.4,5,2,13306,7,2,91783,91783,502,410,4451,4808.5212
0.5,1,2,14,3,131,72,22,6,371,2,3,1.2,6,1,3575,3,3,28455,28455,148,118,1388,1230.055
0.75,2,2,25,2,268,92,42,7,593,1,5,1.9,5,2,5708,4,2,39347,39347,218,178,1741,2148.9216
0.75,1,2,27,1,243,95,38,10,561,2,5,1.5,5,1,6144,6,2,40006,40006,221,188,1930,2041.6488
0.75,1,2,22,2,266,109,42,9,550,1,5,1.8,6,1,5835,5,4,42738,42738,227,197,1832,2184.607
0.5,1,1,15,3,178,72,27,4,388,2,3,1.1,7,1,3591,5,3,26392,26392,139,132,1427,1433.6782
1.25,1,1,41,3,334,208,52,13,944,1,7,2.8,7,2,8989,4,2,69606,69606,352,321,3147,3005.8778
1.75,1,1,57,3,474,293,100,20,1305,3,10,4.1,7,2,13921,3,2,98380,98380,538,413,4033,4382.2842
0.75,1,1,23,3,231,104,27,7,548,1,4,1.7,5,2,6275,7,2,41566,41566,221,181,1894,1962.135
3,1,1,103,2,797,456,179,32,2115,2,16,7.5,6,2,21416,7,4,168493,168493,864,752,8107,7247.8232
0.5,1,2,16,2,135,77,26,7,370,1,3,1.1,5,1,3550,5,2,26775,26775,132,129,1257,1202.91
1.75,1,2,57,2,629,235,79,15,1265,3,11,4.3,6,1,14387,3,3,98543,98543,483,449,4752,4903.5374
0.75,1,1,21,2,215,104,36,7,550,3,5,1.4,6,2,5665,4,4,39128,39128,206,186,1754,1870.153
1.5,2,2,37,3,395,251,66,22,1092,1,10,2.9,6,2,12133,7,3,80964,80964,392,403,4086,3497.0066
1.25,2,2,40,2,352,167,73,14,936,3,6,2.5,5,2,10150,7,2,67092,67092,387,328,2894,3200.81
1.75,2,1,58,3,523,255,86,15,1227,1,10,4.5,5,2,14751,4,4,94344,94344,491,446,5030,4445.3102
0.75,2,1,24,3,243,95,45,6,568,2,4,1.7,7,2,6256,6,3,42037,42037,207,174,2101,2004.3112
1.5,1,2,54,2,535,188,65,16,1159,1,9,2.9,7,1,10661,3,4,80520,80520,431,360,3760,4218.0922
1,1,2,31,1,337,136,52,12,761,3,6,1.8,7,1,7400,7,3,56620,56620,275,268,2804,2725
1.75,2,1,58,3,561,287,94,16,1246,3,11,4.4,5,1,12949,5,3,95107,95107,528,471,4043,4767.4298
2.5,2,2,77,2,776,335,95,37,1912,3,15,6.3,6,1,18971,5,2,135948,135948,730,674,5976,6548.4742
0.75,1,2,21,3,237,109,27,8,554,3,5,1.6,7,2,5316,3,2,39336,39336,197,197,1936,1943.7232
1.25,1,1,32,1,441,166,59,16,879,1,9,3.1,7,1,10059,7,2,65016,65016,358,294,3238,3521.8918
2.5,2,2,65,3,796,343,107,33,1864,3,14,6.4,5,1,19376,4,3,132876,132876,717,636,6571,6580.0952
1.25,2,2,45,1,392,171,75,12,966,2,8,2.5,5,1,10596,5,2,66807,66807,346,288,3408,3254.1792
3,2,1,106,1,943,396,172,28,2133,1,19,6.4,5,1,21886,3,4,165084,165084,852,728,8702,7854.7572
0.5,2,2,14,1,137,85,28,6,356,3,3,1.3,5,2,3643,3,4,27462,27462,151,120,1442,1271.7086
1.25,1,2,36,2,410,206,54,14,939,1,7,2.7,7,2,9446,6,3,66457,66457,343,295,3723,3308.8892
1.75,1,1,56,2,549,293,62,22,1233,1,11,4,7,1,14622,7,3,91846,91846,511,405,4083,4590.4444
3,1,1,78,1,883,472,145,26,2172,1,19,6.8,7,2,23331,7,4,166137,166137,797,719,7737,7393.2862
1.25,1,2,38,3,358,152,57,15,964,1,7,2.7,6,2,9983,7,4,67703,67703,336,314,3289,3056.0766
2.5,1,2,81,3,682,390,110,36,1889,2,14,5.9,6,2,19777,7,3,135264,135264,702,645,6642,6031.7354
2.5,2,1,70,1,718,382,91,31,1807,3,14,6.5,6,2,20835,5,4,130236,130236,699,669,6377,6178.167
2,1,2,70,2,678,330,110,27,1543,1,11,4.8,7,1,16908,3,3,111731,111731,581,462,5934,5498.4416
3,2,1,75,2,871,469,149,37,2174,1,19,5.6,5,1,23954,7,2,163387,163387,832,779,7705,7461.8908
1.75,2,2,43,1,576,234,79,25,1317,2,9,3.4,5,1,14073,4,2,95224,95224,527,415,4519,4748.7546
1.25,2,2,39,3,428,167,48,17,968,2,8,2.4,6,1,9501,5,3,68295,68295,380,309,2926,3502.6002
0.75,2,1,24,3,225,109,42,10,539,2,5,1.8,5,2,5769,7,3,41303,41303,219,177,1918,1957.5138
0.75,2,2,25,2,239,124,34,6,552,1,5,1.4,6,2,5979,5,4,41964,41964,210,193,1870,1993.8758
2,1,2,61,1,559,257,90,16,1546,2,12,4.5,5,2,16390,3,4,108721,108721,573,461,5494,4896.818
0.5,2,2,13,3,150,78,27,7,361,3,3,0.9,5,1,4222,5,4,26963,26963,139,133,1224,1294.2644
2,1,2,67,3,648,272,112,17,1592,1,13,4.2,5,2,16019,6,2,107442,107442,585,521,5455,5406.0438
0.75,2,1,22,3,207,102,31,11,578,3,4,1.7,5,2,5661,5,4,41020,41020,229,175,2004,1880.4522
2.5,2,2,61,1,845,337,141,21,1979,3,14,6,7,1,19720,5,4,133526,133526,757,626,7228,6974.124
1.5,2,2,46,2,445,237,65,22,1107,3,8,3.3,7,2,11163,7,4,84556,84556,438,388,3687,3846.7726
2.5,2,1,71,3,872,326,119,34,1797,2,16,6.5,6,1,18449,6,2,134315,134315,754,593,7100,7056.3698
0.75,2,2,25,2,200,110,35,9,542,3,5,1.7,5,1,6272,3,2,41105,41105,195,185,1742,1763.7544
0.5,2,1,14,2,146,61,22,6,388,1,3,1.2,6,1,3551,4,4,26671,26671,150,130,1461,1309.6902
0.75,2,2,27,3,217,100,32,8,555,2,5,1.4,6,1,6185,4,2,39908,39908,227,192,1968,1942.377
3,1,2,107,1,793,367,175,24,2357,3,19,5.8,5,1,25716,6,3,166390,166390,860,799,8599,7236.5232
3,1,2,97,3,807,455,166,27,2308,3,16,7.2,6,1,24645,3,4,164126,164126,890,724,7448,7339.169
2.5,1,2,77,3,806,363,118,27,1785,3,13,5,6,2,20441,5,3,141792,141792,761,583,7118,6733.0082
2,2,1,63,2,704,317,74,21,1585,3,11,4.6,6,1,15589,3,4,107367,107367,552,487,5578,5481.4378
0.75,2,2,22,2,208,111,43,9,551,2,5,1.7,7,2,6196,4,4,40291,40291,227,173,1960,1916.0592
2,1,1,57,1,560,335,86,29,1578,2,10,4.6,6,1,16533,6,3,108031,108031,586,506,5354,4955.1066
3,1,1,75,2,1073,429,119,33,2124,2,16,6,6,2,25531,5,3,160468,160468,856,706,7239,8348.8062
1.75,1,2,47,2,506,297,88,23,1374,2,11,3.6,5,2,12940,6,2,96437,96437,490,442,4598,4369.368
1.75,2,1,57,3,586,279,91,17,1238,1,12,4,7,2,14060,4,3,94558,94558,465,411,5126,4664.532
1,1,2,25,3,310,156,43,8,745,1,6,2.3,5,1,8114,3,4,54708,54708,264,241,2606,2536.7428
2,1,1,55,1,651,291,104,21,1407,3,12,3.8,7,1,16428,6,3,113766,113766,569,469,5640,5330.9856
1.75,2,1,60,2,525,249,103,16,1301,1,11,3.9,7,2,15039,7,3,94697,94697,472,472,5226,4446.9678
1.25,1,1,41,1,379,199,50,17,931,3,8,2.3,5,1,9286,6,2,69534,69534,354,298,3209,3192.2572
1.5,2,1,46,3,487,240,58,19,1055,3,8,3.2,7,1,12133,5,4,85439,85439,397,379,3774,3893.8866
0.5,1,1,14,2,158,79,27,6,384,3,3,0.9,6,2,3945,3,2,27123,27123,136,125,1207,1322.769
0.5,2,2,15,2,135,61,18,4,381,1,3,1,6,2,3968,6,4,28288,28288,143,117,1461,1223.8336
2.5,2,1,64,2,782,399,145,21,1805,2,13,4.7,6,1,17912,4,4,130882,130882,707,615,7215,6508.8824
0.5,2,1,16,1,156,83,27,6,361,2,3,1,6,1,3740,5,4,28240,28240,130,119,1193,1293.048
0.75,2,2,22,1,197,91,39,7,563,1,5,1.4,7,2,6420,3,3,41934,41934,209,176,2014,1801.884
1.5,1,2,42,1,536,246,87,19,1189,3,8,3.9,6,1,11519,6,4,78454,78454,418,364,4377,4213.0038
3,1,1,94,2,1008,415,163,33,2311,2,19,5.7,6,2,21482,6,2,163340,163340,838,743,8656,8101.3564
2,2,1,57,3,694,333,73,28,1425,3,10,4.8,7,1,16752,3,2,104376,104376,526,522,4695,5372.6904
2,1,2,58,1,705,334,99,26,1572,2,11,3.9,5,2,15510,4,3,112004,112004,558,478,4910,5521.662
0.5,1,2,14,3,144,71,27,6,375,1,3,1.1,6,2,3790,4,3,26149,26149,147,132,1174,1298.918
2.5,2,1,78,2,677,373,110,36,1951,1,14,5.5,7,2,18365,6,4,141484,141484,706,616,6185,6006.313
1,2,1,28,1,346,143,49,10,719,1,6,2.4,5,1,7686,6,3,53718,53718,287,237,2738,2776.9772
1.5,1,1,47,3,446,228,82,17,1129,2,10,2.9,7,1,12782,4,2,81662,81662,423,381,3977,3838.0964
1.5,1,2,44,2,492,189,68,17,1115,2,8,3.7,5,2,12141,4,2,80575,80575,448,360,3953,4067.6682
0.5,1,1,13,3,153,61,22,5,357,2,3,1,6,2,3578,4,4,27898,27898,145,117,1174,1316.7156
0.75,1,1,20,3,203,107,29,11,558,1,5,1.4,6,1,6236,5,3,40259,40259,217,186,2049,1841.2072
0.75,1,1,23,1,265,122,42,9,592,2,4,1.4,7,1,5713,3,4,39872,39872,213,180,1809,2120.7426
2,1,2,65,3,588,338,99,29,1437,2,11,5,6,2,16606,6,3,108150,108150,520,508,5280,4908.0012
0.5,2,1,16,1,161,61,24,7,399,2,3,1.2,5,1,3926,6,3,27049,27049,140,116,1219,1335.4852
1.5,1,2,38,2,413,221,65,12,1063,3,8,3.6,5,2,11669,6,2,78022,78022,457,348,3762,3729.6338
1,2,2,33,3,318,126,47,8,746,2,5,2.1,7,2,7427,7,2,56533,56533,297,244,2374,2680.8054
1.75,2,1,62,1,510,276,92,26,1264,3,12,4.1,5,1,14836,6,3,97705,97705,518,409,4663,4475.5472
0.75,2,1,22,3,250,112,39,6,584,3,4,1.7,6,1,6313,5,4,40693,40693,217,189,2097,2062.5826
1,2,1,34,3,330,155,47,10,706,2,5,2,6,1,7229,3,2,55182,55182,264,247,2729,2628.9858
2.5,2,1,71,1,883,367,141,36,1884,3,14,5.6,6,2,19541,6,4,131657,131657,754,608,6244,7119.1682
1.75,1,1,44,3,601,290,67,15,1288,3,12,4.5,7,2,13300,5,4,95538,95538,530,472,5036,4941.64
1,1,1,34,3,359,168,55,14,735,2,7,2.4,6,1,7297,5,3,54097,54097,303,258,2659,2922.4594
1.5,1,1,39,2,411,214,75,16,1072,3,9,3.8,7,2,11642,4,4,85343,85343,454,372,3528,3760.5284
1.75,2,2,54,3,524,228,80,16,1282,1,11,4.3,6,1,14835,6,2,94545,94545,524,417,4767,4540.447
2.5,1,2,87,3,781,352,108,32,1935,2,17,6.5,7,2,19003,3,2,142123,142123,712,589,7384,6514.8006
3,1,2,98,1,882,458,174,35,2123,2,18,7.4,5,1,25734,6,3,159557,159557,783,693,8368,7353.7668
0.75,2,2,19,2,203,105,28,7,529,2,4,1.4,7,2,5558,6,4,41449,41449,224,198,2169,1864.3916
2,2,2,48,2,662,302,91,17,1554,3,14,5,5,2,16316,5,3,109066,109066,554,503,5655,5354.7032
1.5,1,1,50,1,509,252,78,22,1071,2,10,3.4,6,2,11493,3,4,85358,85358,410,375,3497,4074.3586
2.5,1,2,71,1,896,392,121,22,1885,1,14,5.6,6,1,20829,7,3,130916,130916,766,607,7150,7190.2858
1.5,2,1,38,2,443,229,81,20,1184,3,10,3,5,2,12652,7,2,84162,84162,433,349,4203,3826.1704
1.75,1,1,53,3,627,253,65,15,1248,2,9,4.1,5,1,13084,6,2,97274,97274,473,442,4230,4814.9368
1,2,2,30,1,279,145,45,9,789,3,5,2.3,7,2,8465,6,2,53462,53462,261,238,2727,2390.013
2.5,1,2,69,1,822,335,130,32,1913,2,13,4.6,6,1,20429,3,3,138971,138971,670,611,6668,6546.3658
2.5,2,1,86,1,754,353,140,23,1815,3,15,4.8,7,1,17895,6,2,133441,133441,679,655,6250,6332.179
0.5,2,1,12,2,176,63,24,7,373,1,3,1.1,6,1,3580,7,2,27642,27642,131,135,1498,1390.556
2,2,1,62,2,709,254,85,16,1553,3,13,5.2,7,1,16952,5,2,105001,105001,604,468,4819,5696.9904
0.75,1,2,22,1,217,119,31,7,533,2,4,1.7,7,2,5492,3,4,41149,41149,224,183,1794,1927.6984
2,1,2,50,1,694,291,112,25,1589,3,11,5.1,5,2,15528,4,3,104598,104598,541,517,5399,5465.9456
1.5,2,2,44,1,500,190,89,13,1141,3,8,3.5,6,1,10783,6,3,80332,80332,433,365,4291,4091.6766
0.75,1,1,23,2,228,94,42,10,548,1,5,1.5,7,1,5862,4,3,40870,40870,226,182,1786,2003.4324
1.5,1,1,43,1,461,188,59,18,1166,1,10,3.3,5,2,11620,6,4,82088,82088,398,360,4036,3774.304
1.75,1,1,57,1,525,292,98,20,1392,3,10,3.2,6,1,12355,6,3,95890,95890,534,407,4379,4579.011
1.25,2,2,43,2,334,182,57,14,924,3,8,2.3,6,1,10743,7,4,70471,70471,386,288,3520,3097.6086
0.75,1,1,23,2,197,119,45,9,543,2,5,1.6,7,1,5418,7,4,41776,41776,225,197,1958,1875.2236
1,1,2,32,1,324,164,40,13,784,1,6,2.4,7,2,8076,5,2,53968,53968,269,265,2944,2638.1952
3,1,2,107,1,825,370,105,37,2159,3,20,7.5,5,1,24922,3,4,157295,157295,926,766,7263,7502.0444
1.25,2,1,37,3,401,207,49,19,987,2,7,2.5,5,1,10389,7,3,65571,65571,374,323,3717,3359.6178
1.5,2,1,48,1,497,220,83,17,1057,3,9,2.8,7,1,11732,7,2,79932,79932,444,368,4349,4117.1064
1,2,2,33,1,267,160,58,13,741,1,6,1.9,6,1,8445,5,2,53451,53451,289,257,2433,2451.509
1.25,2,2,30,1,357,185,72,14,944,1,9,2.5,7,2,9342,5,4,71208,71208,375,293,3262,3207.5084
2.5,2,1,81,3,653,324,135,31,1916,2,17,6.5,5,1,19606,4,2,134027,134027,751,661,6142,6118.8612
1.5,1,1,54,3,539,225,78,13,1082,3,10,2.8,5,1,10894,6,3,80702,80702,410,401,4450,4209.7188
0.5,1,2,14,2,152,64,27,6,352,2,3,1.2,7,2,4179,6,3,27412,27412,133,119,1162,1290.8958
0.5,2,2,15,2,160,84,20,4,384,2,3,1.1,7,1,3836,3,4,27896,27896,149,132,1450,1375.1472
0.75,2,2,21,3,228,124,34,8,546,1,4,1.6,7,1,6143,4,3,41546,41546,224,191,2038,1985.2886
1,1,2,33,1,330,135,46,12,713,3,7,2.3,6,2,7877,6,3,55953,55953,270,263,2866,2675.5354
3,2,2,103,1,872,491,180,44,2300,2,18,6,5,1,21004,3,2,158729,158729,902,728,8782,7694.4808
3,1,2,80,1,1062,509,128,29,2114,3,21,7.2,6,2,21896,5,4,164439,164439,915,715,7101,8565.2592
2,2,2,69,1,570,339,76,24,1559,3,13,5.1,6,2,16368,7,3,109048,109048,524,501,5985,4824.5536
2.5,2,1,60,3,887,375,116,24,1973,1,17,5.2,7,2,19132,4,3,135600,135600,688,665,6163,6959.6664
1.75,2,1,44,3,507,259,68,21,1256,2,9,4.1,7,1,14624,5,2,91242,91242,467,405,5161,4250.6448
1.75,1,2,53,3,608,289,81,18,1254,2,11,3.7,7,1,13084,6,2,99580,99580,506,451,4710,4888.1968
1.5,1,1,39,2,440,246,61,22,1188,2,8,3.5,6,1,11477,3,3,82673,82673,394,360,3810,3663.1954
2,1,1,67,2,627,314,95,17,1533,1,10,4.4,5,2,14261,5,4,109517,109517,555,495,5226,5157.2122
0.75,1,1,20,2,254,98,29,7,589,3,5,1.4,5,2,5740,7,2,41549,41549,198,175,2244,1999.688
1.25,1,1,43,2,418,198,51,12,900,1,9,3,5,1,10549,6,2,69316,69316,334,292,3089,3320.9098
1,1,1,31,1,309,121,47,9,758,3,6,2.6,7,2,7062,4,2,55025,55025,303,242,2922,2671.7924
2,1,1,59,1,640,256,98,19,1589,1,12,4.8,6,1,16527,4,3,113769,113769,599,484,5738,5376.1454
2.5,2,2,88,1,896,317,113,28,1910,3,13,5.6,6,2,18222,6,4,137802,137802,674,580,6573,6861.9244
0.75,1,1,24,2,268,121,37,8,555,1,4,1.8,7,2,5872,4,2,41785,41785,212,177,1842,2126.8144
2.5,2,2,67,1,777,412,92,21,1892,1,17,5.2,7,1,19268,6,3,138546,138546,677,580,7387,6353.0736
1.75,2,1,61,1,548,227,94,21,1244,1,11,3.8,6,2,12538,5,2,97959,97959,536,423,4677,4702.8276
3,1,1,96,2,1026,400,166,43,2149,1,20,7.5,7,1,21291,7,3,166073,166073,830,730,8655,8187.0182
1.25,1,2,42,2,418,167,59,18,940,1,8,3.1,7,2,9946,7,3,65801,65801,325,291,3601,3303.9092
0.5,2,2,13,3,135,84,26,7,359,1,3,1.2,5,2,4130,7,4,27143,27143,133,121,1186,1203.386
1,1,1,25,2,292,141,59,9,743,3,6,2.3,6,2,7076,5,3,52295,52295,278,239,2473,2524.0152
2,2,1,49,2,690,313,110,29,1492,2,14,4.5,5,2,14217,7,3,105361,105361,546,523,5981,5488.0234
1.75,2,1,62,3,569,237,105,17,1351,1,9,3.5,6,2,12740,7,2,98399,98399,534,452,4512,4800.748
3,2,1,92,2,827,508,177,26,2258,3,16,6.9,6,1,24063,6,4,161797,161797,880,736,7258,7420.7126
0.75,1,2,21,3,199,92,44,9,592,3,4,1.7,7,1,6311,3,2,40016,40016,201,177,2137,1786.7622
1.75,1,1,52,3,610,276,64,17,1239,2,10,3.6,7,1,12602,3,4,96848,96848,466,419,4315,4720.7404
3,2,1,78,1,827,485,165,38,2113,2,17,6.8,6,1,23877,3,4,157901,157901,884,796,7818,7456.1354
1.75,1,2,48,2,500,233,83,21,1312,3,11,3.4,6,2,14193,7,3,91002,91002,536,456,4986,4485.7586
0.5,2,1,15,2,154,70,19,4,378,1,3,1.1,5,2,3690,5,4,26663,26663,141,133,1274,1309.118
1.25,1,2,45,2,427,170,64,13,957,1,7,2.8,7,2,9384,5,2,69648,69648,368,317,3479,3487.1168
3,1,1,85,2,940,405,159,42,2287,3,18,5.4,5,2,25612,6,3,167152,167152,793,711,7727,7612.4824
0.5,2,1,18,2,176,85,18,7,363,3,3,1.3,5,2,3581,7,3,26366,26366,148,127,1323,1428.9962
0.5,2,2,16,2,167,64,27,6,384,2,3,1.1,6,2,4289,4,4,26732,26732,132,131,1157,1355.0778
1.5,2,2,52,2,407,182,65,21,1154,3,9,3.5,6,2,11050,4,2,78180,78180,423,372,4020,3620.65
3,1,2,97,1,838,470,114,30,2266,1,21,6.8,5,1,22567,5,3,169970,169970,809,763,7301,7216.2334
1.75,2,1,52,2,560,284,67,19,1310,2,9,4.1,7,1,12904,7,4,99301,99301,482,432,4363,4551.9008
1.75,2,1,51,1,457,287,85,16,1305,2,9,3.2,5,2,12846,7,4,96863,96863,477,409,4312,4061.6692
1.5,2,2,47,1,538,242,64,14,1185,1,8,3.1,7,1,11706,3,2,78802,78802,406,352,4438,4145.0212
1,1,1,36,1,357,123,57,11,703,3,6,2.5,7,2,7753,7,2,53301,53301,269,266,2494,2808.3306
0.75,2,1,22,3,209,94,33,11,536,2,4,1.8,6,2,5921,3,4,40728,40728,197,179,1727,1800.9042
1.5,1,1,39,3,417,240,72,17,1168,1,10,3.1,5,2,11759,4,2,82577,82577,452,378,4448,3773.2318
0.75,1,2,20,2,212,101,33,10,582,2,4,1.5,5,1,5760,4,4,42720,42720,207,181,2010,1838.272
1,1,2,35,3,306,134,47,9,714,1,6,2.1,5,1,7791,6,4,56216,56216,309,231,2305,2655.1982
1.75,2,1,61,3,569,216,63,14,1339,3,11,3.2,5,1,13017,5,4,97649,97649,526,448,4145,4725.7234
3,1,2,79,3,789,375,156,43,2364,3,16,6.8,6,1,25484,5,3,168418,168418,840,797,7121,7117.5968
2.5,1,2,84,1,840,323,106,24,1815,2,14,4.8,5,1,20312,6,3,136819,136819,651,667,7396,6571.0424
1.5,2,2,48,1,402,244,83,21,1121,3,9,3.2,7,2,12100,3,4,83882,83882,399,360,4077,3548.98
3,1,1,88,2,884,370,133,38,2244,3,17,5.5,6,2,24804,5,4,169498,169498,927,696,7526,7729.0408
1,2,1,30,1,330,136,49,13,766,2,6,2.2,7,2,7794,4,4,54457,54457,278,247,2413,2691.4388
1.25,1,1,43,1,351,176,54,11,930,1,7,2.7,7,2,10013,4,2,67463,67463,358,313,3031,3096.4426
0.75,1,2,26,3,197,111,28,11,553,1,4,1.5,6,1,6117,4,3,41736,41736,218,193,2151,1811.4434
3,1,2,107,2,790,437,176,32,2275,2,19,7.4,5,2,21671,4,3,164053,164053,791,746,7849,7001.1942
2,2,1,53,2,542,284,119,30,1430,1,14,5.2,5,2,16945,7,2,104501,104501,557,466,4810,4839.889
2.5,1,1,73,3,715,346,128,23,1989,3,16,4.7,7,2,18590,3,2,132395,132395,656,643,7027,6069.658
0.75,2,2,20,3,224,105,37,7,534,1,4,1.5,6,1,6437,5,3,41722,41722,212,189,2131,1924.2474
1.25,2,1,37,1,368,191,49,18,959,1,7,2.7,7,2,10479,5,3,66854,66854,367,309,3307,3193.7958
2.5,2,1,77,1,725,325,137,23,1957,1,15,5.3,7,1,20589,5,4,134015,134015,701,648,7460,6265.2378
0.5,1,1,17,3,136,72,30,6,382,3,3,1.1,5,2,3997,6,2,26640,26640,154,133,1326,1283.2794
0.5,2,2,18,1,155,65,25,5,382,2,3,1.2,5,1,3761,5,3,26062,26062,150,121,1244,1343.8922
2,2,1,51,3,603,245,103,20,1483,3,10,4.7,5,1,17126,6,4,107592,107592,591,532,5117,5189.8052
0.75,2,2,22,3,267,125,29,7,597,2,4,1.7,5,2,5705,4,4,41700,41700,211,196,2226,2106.001
1,1,1,30,2,347,140,39,14,789,2,6,2.5,7,2,7900,6,3,52510,52510,296,244,2631,2812.76
3,2,1,103,1,1048,411,137,26,2256,2,16,7,5,2,23687,4,4,161943,161943,901,738,7365,8419.7974
0.75,2,1,22,3,231,100,35,7,541,2,5,1.7,7,1,6016,5,3,39020,39020,208,196,1904,1961.5232
3,1,2,91,1,890,399,158,45,2325,3,16,7.3,5,1,22872,4,3,165890,165890,895,809,7839,7755.2744
3,1,1,85,3,966,462,165,28,2169,1,18,5.5,7,1,25601,5,3,160848,160848,783,725,7507,7731.9602
1.75,2,2,45,2,584,225,95,25,1397,1,12,3.8,6,2,12475,3,2,94822,94822,531,455,4668,4877.895
2.5,2,1,72,2,665,401,100,21,1995,3,16,6,6,2,19616,4,3,135044,135044,704,657,5894,5975.0632
1.75,2,2,55,3,538,220,78,18,1238,1,9,4,7,1,12889,3,3,94648,94648,522,469,4612,4605.8578
0.75,1,1,26,3,258,105,35,11,586,1,5,1.7,5,1,5334,5,2,42652,42652,213,200,1925,2089.5868
2.5,1,1,73,3,749,305,109,31,1917,1,16,5.3,7,1,19041,5,2,134065,134065,737,599,7468,6429.6482
0.75,2,2,26,1,238,120,44,7,596,2,5,1.9,5,1,5950,4,2,42223,42223,202,189,1800,1974.31
