Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
1.25,1,1,1.5,3,159,112,73,16,517,2,3.5,1.6,4,5,5322,5,17,58851,58851,50,383,7309,1166.2844
1.5,1,1,3.5,3,227,146,80,17,582,3,3.7,0.4,2,4,6511,4,18,74381,74381,53,3396,8295,3096.2822
1.75,2,2,6.3,3,271,153,77,15,768,2,3.7,1.6,4,3,6514,6,19,92088,92088,67,3239,9847,3273.7828
0.75,1,2,1.1,2,94,65,40,9,284,3,1.9,0.7,2,6,3322,6,18,38159,38159,28,840,3775,1009.5344
0.5,2,2,0.5,3,84,41,23,6,199,3,1.3,0.4,2,3,1794,6,17,24577,24577,18,320,2889,636.3588
2,1,2,2.4,3,360,224,91,14,764,1,5.7,0.2,4,4,7162,7,19,100687,100687,75,2506,10367,3312.6324
1,1,1,2.8,1,151,96,61,11,382,3,2.1,1.4,2,6,3446,6,21,50820,50820,36,2146,5612,2016.1092
1.75,2,1,4,1,299,171,88,21,696,1,5.1,1.6,4,6,7784,5,19,88867,88867,61,2331,8449,2910.6768
1.75,2,2,4.7,3,273,159,99,14,729,3,4.3,0.1,2,3,6599,4,21,83634,83634,62,2856,8681,3045.8498
1.5,1,1,5.9,1,182,124,78,11,577,1,3.8,0,4,4,5705,5,17,71640,71640,57,2748,8543,2547.761
2,1,1,6.4,3,262,216,114,17,847,1,4.8,0.3,4,4,8033,6,20,99219,99219,79,4287,11570,3837.3166
1,2,2,2.9,3,165,81,45,13,371,3,2.3,0.1,2,5,4378,7,18,47036,47036,38,1432,5064,1677.9656
1.5,2,1,2.3,1,184,131,96,19,567,1,3.5,1.3,4,6,6308,5,19,74552,74552,56,866,8290,1558.2316
1.5,2,2,3.1,2,204,140,76,18,577,3,3.8,0.4,4,3,5609,7,19,71028,71028,60,3043,7936,2823.4218
1.25,2,1,3.9,3,161,111,58,16,530,1,3.1,1.3,4,3,5769,6,21,63961,63961,47,870,6043,1417.6238
1.75,1,1,2.4,3,296,148,79,12,658,2,4.1,0.9,2,3,5979,6,20,90369,90369,67,620,8988,1965.3458
3,2,1,9.4,2,494,293,132,35,1167,1,8.3,1.3,3,5,13466,5,17,153774,153774,112,3663,14802,4717.8032
2,2,2,6,2,283,223,91,18,837,1,5.9,2.2,2,3,6839,6,19,98110,98110,74,2327,11431,2900.0078
1.5,1,1,1.7,3,251,132,82,17,665,1,4,0.5,4,3,5753,7,20,77388,77388,58,1820,7855,2373.3206
1.5,1,1,2.7,1,203,167,80,17,658,1,3.1,0.4,3,3,5353,6,20,75046,75046,53,1988,8365,2221.9706
0.75,1,2,1.1,1,118,63,37,7,302,2,2.2,1,3,6,3123,6,18,38061,38061,27,890,4133,1149.7846
1.25,1,1,1.6,2,150,112,67,15,547,2,3.3,1.6,4,6,4431,4,20,61859,61859,45,1712,7341,1824.5462
0.75,1,2,0.9,2,98,85,36,9,275,2,1.5,0.7,4,6,3129,7,17,36727,36727,30,938,4249,1083.1758
0.5,2,1,1.1,3,86,51,28,7,212,3,1.3,0,3,3,1832,7,20,23525,23525,20,887,2683,952.5864
1,1,2,1.8,1,122,111,63,12,410,1,2,0.5,4,6,4439,5,21,48148,48148,36,1621,4989,1587.1578
0.5,1,2,1.7,2,70,55,21,5,184,1,1.3,0,3,5,2002,6,18,24105,24105,19,1009,2485,942.5604
3,1,1,10.4,3,385,305,131,31,1164,1,6.1,1.2,2,5,11916,4,17,151242,151242,116,4332,17254,4572.1432
0.5,2,2,1.2,1,75,54,30,4,210,2,1.4,0.2,2,5,1791,4,20,24677,24677,20,411,2448,650.7582
2,1,2,7.6,1,357,181,106,14,774,1,5.9,0.5,2,5,9289,7,21,96723,96723,77,2301,10093,3200.6278
3,1,2,11.1,2,372,253,125,23,1309,1,8.8,2.2,4,4,11959,4,21,149088,149088,112,1914,17445,3238.2118
0.75,2,2,2.3,3,131,60,32,5,296,1,1.6,0.4,4,6,2861,4,19,38230,38230,28,311,3988,881.2322
2.5,2,1,8.7,1,411,276,162,23,1040,1,6.5,0.3,4,4,10339,7,21,122530,122530,97,881,14148,2758.0978
0.75,1,2,2.3,2,122,70,40,8,296,3,1.8,0.8,4,3,3325,4,18,39428,39428,29,547,3960,981.865
0.5,1,1,0.7,2,65,56,25,5,219,1,1.2,0.6,2,6,1938,6,20,25145,25145,18,636,2514,724.7276
0.5,2,2,1.1,1,73,56,23,6,199,2,1,0.4,3,5,1839,5,21,25195,25195,19,1103,2727,1010.2878
1,2,2,2.5,3,124,114,40,9,433,3,2.4,0,2,4,4020,4,18,52924,52924,36,761,5326,1125.584
1,2,1,3.5,1,132,105,60,12,418,1,2.6,0.2,4,6,3439,4,20,51305,51305,38,1278,5512,1454.3078
2,1,1,7.7,2,240,161,106,17,797,1,5.7,0.8,4,5,7524,6,20,104045,104045,75,3178,11703,3139.8448
2,1,1,6.1,1,248,164,89,26,757,1,5,1.8,3,4,7827,5,17,99827,99827,78,892,10388,1957.5054
1.5,2,1,2.5,3,266,157,73,11,646,2,3.7,0.8,4,3,6811,5,17,78642,78642,54,1209,8240,2101.3822
1,2,2,3.6,3,134,89,62,14,375,3,2.8,0.5,4,3,3965,4,20,51132,51132,36,1281,5389,1465.103
2,1,1,2.4,2,251,193,103,18,812,1,5.6,1.7,2,3,8858,5,18,103901,103901,72,3182,11722,3198.5816
2,1,1,7.9,2,331,185,81,17,864,3,4.5,2.7,3,6,7664,7,21,95161,95161,76,2977,9916,3462.1028
1.75,1,2,3.7,1,254,173,79,18,636,3,4.5,0.6,3,4,6274,7,18,89372,89372,62,899,9458,1912.4148
3,2,1,10.4,3,414,330,177,34,1265,1,8.9,1.7,4,3,11431,5,20,158234,158234,113,1742,17011,3343.4762
0.5,2,1,1.8,2,70,55,28,5,188,3,1,0.4,2,3,2287,6,21,25857,25857,18,972,2575,923.4974
1,1,1,3.8,2,158,105,62,9,426,2,2.6,0.3,4,5,3888,4,19,51930,51930,38,1457,5467,1670.4676
0.75,2,2,1.6,3,124,67,45,7,287,3,2,0.3,3,3,2721,4,19,36566,36566,28,939,4171,1193.7942
3,1,1,8.2,3,406,273,134,23,1337,3,6.1,3.6,4,6,13995,5,21,145929,145929,115,1750,15855,3307.499
0.75,1,1,1.5,3,127,72,43,7,273,1,1.9,0.4,3,4,3519,7,21,37985,37985,27,267,3868,842.1838
0.5,1,1,1,3,80,43,26,4,195,1,1.2,0,4,3,1890,4,19,23607,23607,19,282,2406,593.638
1,1,2,3.2,2,165,114,59,10,396,3,2.6,1,2,6,3828,6,21,52594,52594,37,570,5760,1231.9256
1.5,1,1,3.3,1,223,122,72,18,633,3,3.5,1.7,4,6,5894,6,21,78146,78146,57,741,7856,1673.0288
1.5,1,1,5,3,200,135,62,15,660,3,4.3,1.5,3,4,6956,5,18,77175,77175,60,2499,8723,2533.7212
3,1,1,10.3,1,495,300,122,28,1213,3,6.5,2,4,4,11212,4,18,153870,153870,112,5668,17252,5794.6024
1,2,1,3.9,1,131,109,47,12,376,2,2.4,1.4,3,6,4374,4,20,52771,52771,35,360,5355,961.1948
1,1,1,2.3,3,148,102,58,11,381,2,2.2,1.1,3,4,4075,7,19,47090,47090,38,2124,5779,1993.325
2.5,1,1,4,2,422,275,147,30,966,1,5.1,3.4,3,4,10222,5,19,126168,126168,95,2417,14112,3664.0644
0.5,2,1,1.7,1,71,44,25,4,197,2,1.4,0.5,4,5,2188,6,19,26421,26421,18,613,2818,739.1876
1.25,1,2,4.7,1,174,133,68,17,527,1,3.3,0.9,3,5,4783,5,19,61873,61873,44,2460,6800,2324.1666
1.75,2,2,6.3,2,220,192,96,20,700,1,5,0.1,4,6,6618,6,17,92345,92345,68,3204,8577,3023.2136
1.75,2,1,6.3,1,239,192,101,23,726,2,4.9,1.1,3,5,7312,6,20,90528,90528,65,1437,10139,2161.6924
1.25,1,2,2.6,3,199,128,66,9,557,2,2.5,0.9,2,4,5319,6,19,66021,66021,46,633,7041,1446.9738
1.25,2,1,4.7,2,193,132,64,17,496,1,3.1,0.1,3,5,4443,4,21,59320,59320,48,1619,7066,1952.1586
1.75,1,1,5.6,1,293,170,88,14,664,1,4.2,2.3,3,4,7800,6,19,91851,91851,68,1799,8646,2619.01
2,1,1,7.3,2,245,192,98,23,877,3,4.6,2.4,2,4,8562,7,17,101969,101969,75,1972,11476,2526.5724
2.5,2,2,4.7,3,389,243,119,34,970,3,4.9,1.9,3,6,11103,4,21,128793,128793,88,4016,12280,4323.8506
2,2,1,5.5,1,249,184,117,18,828,2,5.1,0.5,4,5,7272,6,18,95981,95981,76,1109,10178,2057.5644
1,2,1,3.8,3,166,89,63,9,397,2,2.5,0.8,4,4,4175,7,17,47988,47988,36,709,5543,1302.495
1.25,1,1,2.4,2,207,126,79,15,536,3,2.7,1.6,4,3,5487,4,18,65634,65634,46,1192,7191,1800.2974
1.25,2,2,4.4,3,209,124,81,16,505,3,2.9,1.4,4,3,5872,7,17,61889,61889,48,486,6510,1433.4744
0.75,1,1,1.5,3,131,74,38,5,288,2,1.6,0.7,2,5,3299,4,18,36635,36635,28,1175,3719,1354.6698
1.75,1,2,3.8,2,234,186,91,20,668,2,3.5,0.3,3,4,6266,5,19,83185,83185,66,774,10265,1752.8432
0.75,2,1,1.5,1,115,76,46,10,327,3,1.6,0.9,3,4,2821,7,17,38274,38274,28,1143,3873,1269.3942
1,1,2,1.2,1,180,112,62,10,407,3,2,1.2,2,5,4462,4,17,51258,51258,37,1596,4815,1850.4324
1.5,2,2,5.3,3,265,153,74,19,540,1,3,0.6,4,5,6710,6,19,75279,75279,54,3010,8548,3057.762
2,1,2,2.8,1,301,230,95,26,861,2,5.4,2.2,3,6,9333,7,18,98214,98214,72,1836,10552,2705.7666
1.5,2,1,3.8,3,212,159,76,11,581,2,3,1.3,2,3,6165,6,18,73382,73382,54,1228,7759,1868.083
2,2,1,4.9,1,298,187,104,15,885,1,5.7,1.9,4,6,7903,4,20,97738,97738,70,2136,9935,2843.8906
0.5,1,1,1.9,3,72,55,28,6,182,1,1.4,0.6,4,3,2092,4,18,26212,26212,18,438,2774,652.0784
0.75,1,2,2.4,3,97,64,45,10,295,1,1.8,1,4,6,3053,7,18,36547,36547,30,848,3903,1037.8706
0.75,2,1,2.5,2,106,77,41,8,298,1,1.7,0.7,4,3,3194,4,21,39685,39685,30,1439,4154,1392.1688
1.5,2,1,2.1,3,232,142,97,15,560,1,3.9,0.1,4,5,5256,6,20,72138,72138,60,1354,8458,2036.7412
1.75,1,1,2.1,3,244,194,84,20,704,1,4,2.4,2,3,6498,6,20,82342,82342,68,2707,9596,2888.3596
1,1,1,2.6,1,127,83,41,12,417,2,2.3,0.8,3,6,4107,7,17,48561,48561,39,1966,4968,1808.8414
2,2,2,3.1,3,243,203,116,25,891,3,5.2,2,3,3,8052,4,18,95901,95901,77,3309,11211,3249.0104
2.5,1,2,7.3,2,449,234,119,28,1073,2,5.9,0.8,2,6,11659,5,19,119884,119884,94,2594,14392,3838.6118
1.75,1,1,6.2,1,301,179,100,16,684,1,4.9,0.4,2,3,7707,7,19,89705,89705,68,3087,10241,3329.6014
2.5,1,1,7.7,3,300,269,145,32,950,1,4.8,0.7,2,4,9543,4,21,129253,129253,100,2963,13136,3374.0786
1.5,1,2,2.1,3,227,162,67,15,629,1,2.9,0.9,4,6,5766,5,17,78064,78064,57,3368,8284,3092.1032
2.5,2,1,8.5,2,424,226,115,31,946,2,7.1,0.7,4,4,8695,7,18,128160,128160,90,4013,12388,4490.029
0.75,1,2,2.4,3,103,81,46,7,273,1,2.1,0.9,4,3,3232,6,21,39156,39156,29,540,4281,898.9164
2.5,1,1,4.7,3,320,240,159,19,981,3,6.2,2.2,2,6,9997,4,21,128872,128872,92,1443,14311,2659.3194
1.75,2,1,3.2,3,222,199,102,19,670,2,4.2,0.3,2,4,7024,7,17,91696,91696,67,3097,9649,2966.7548
2.5,2,1,8.9,1,340,232,121,35,921,2,6.6,1.3,4,6,8531,5,18,122263,122263,89,4319,13044,4277.7562
0.75,2,2,2.1,2,131,68,38,6,274,1,1.7,0.2,2,5,3275,5,17,37383,37383,29,1295,4007,1414.995
2,1,2,4.7,1,320,218,91,24,755,1,4.4,0.4,4,4,8699,4,17,101123,101123,78,1541,9669,2608.0798
1.25,2,1,4.8,3,186,126,56,9,545,3,3.1,0.2,4,6,4622,4,20,65611,65611,44,2055,6672,2143.8044
1.5,2,2,4.5,2,268,157,84,11,560,2,3.5,1.3,4,4,6263,4,19,77995,77995,58,1757,7629,2425.8826
1.25,1,1,1.6,1,165,120,73,17,542,3,2.7,0.6,4,6,5793,7,18,63698,63698,45,686,6145,1316.4786
3,1,1,8.9,2,385,343,123,22,1328,3,6.4,3,3,4,12636,6,17,143472,143472,108,6427,15101,5714.0472
2,1,2,6.3,1,333,222,114,15,742,3,4.6,0.2,3,6,7281,4,19,102401,102401,73,1720,10645,2749.8162
3,1,2,3.5,3,447,316,190,38,1083,2,8.9,0.2,2,4,11080,5,18,155307,155307,114,6685,16751,6140.576
2,2,2,5.6,1,269,223,127,16,868,3,4.3,2.7,4,6,6897,6,18,99367,99367,75,3757,10529,3606.0494
0.75,1,1,1.9,3,106,70,43,9,298,3,1.8,0.9,4,5,2706,4,18,37186,37186,26,623,4404,943.1712
2.5,2,2,9.3,3,408,242,128,20,959,3,5.5,0.1,2,4,10422,7,18,121236,121236,89,5494,12369,5189.0744
0.75,1,2,2.7,2,107,75,39,6,321,1,1.9,0.6,3,6,2654,4,18,39040,39040,28,458,3877,860.9108
1.5,2,2,6,1,261,158,61,19,542,1,3.1,0.7,2,5,5384,7,20,72489,72489,59,2110,7525,2570.5668
1.25,2,2,4.3,1,225,136,75,14,491,3,3.5,0.7,4,3,4805,4,21,64916,64916,44,499,6819,1495.851
0.75,2,2,0.9,1,104,66,43,5,336,3,1.7,0.6,2,5,2560,4,21,36776,36776,27,1345,4370,1320.652
1,1,1,1.5,2,172,107,41,9,369,1,2,1.1,2,3,4530,7,19,51965,51965,36,1450,4813,1727.776
1.75,2,2,3.8,1,285,195,82,21,713,1,5,0.9,3,4,7871,5,20,89607,89607,70,1776,9886,2564.1042
2.5,1,1,3.1,2,361,266,113,23,1058,1,7.2,2,4,5,10597,7,17,127180,127180,93,1555,12032,2913.1994
0.5,2,1,0.6,2,60,48,23,4,208,2,1.2,0.1,2,5,2014,4,18,25223,25223,19,342,2643,537.3528
2,1,1,4,1,348,227,111,21,732,2,5.6,2.6,2,6,8129,6,18,94378,94378,80,945,11090,2472.2258
1.75,2,2,5.9,3,239,167,76,21,781,3,4.2,0.5,3,6,7020,4,17,92504,92504,70,1408,9599,2138.454
0.75,1,1,1.9,3,94,67,45,6,276,3,1.9,0.4,2,5,2648,5,21,37710,37710,27,805,3613,983.2096
2.5,2,1,4.8,1,370,251,126,34,1006,2,6.8,1.8,4,6,9709,4,18,125200,125200,88,2765,12508,3584.0218
1.25,1,1,3.6,3,194,117,80,16,525,1,3.1,0.8,2,4,4649,6,20,63682,63682,46,2137,6087,2242.5098
0.5,1,1,1.6,2,68,45,21,7,198,3,1.3,0,4,3,1728,5,17,25842,25842,20,1045,2429,955.2056
1.75,1,1,2.7,1,241,140,87,14,671,1,4.3,0.7,3,6,7275,5,20,87632,87632,67,1456,9254,2167.785
2.5,2,2,3.6,3,403,217,124,35,1071,1,5.4,2.9,4,5,8816,5,20,126116,126116,99,1933,12796,3316.7732
1,1,2,3.9,1,166,115,62,8,418,3,3,1.1,2,4,4282,5,20,52544,52544,37,2244,5285,2147.2264
0.75,1,1,2.7,2,111,64,43,7,332,3,1.6,0.1,3,5,2729,7,21,38709,38709,27,740,3690,1016.0558
2.5,1,2,8.8,1,420,217,133,27,1076,3,4.8,1.9,4,5,11557,6,18,132360,132360,88,1272,14713,2980.7414
3,1,1,6.4,1,415,267,171,33,1129,3,6.7,2.8,3,3,13917,4,18,147496,147496,116,3586,16245,4340.4234
0.5,2,2,0.5,3,80,57,26,6,201,2,1.3,0.7,2,6,1983,6,20,24181,24181,19,689,2430,827.2666
0.5,2,2,1.5,2,73,52,22,4,189,1,1,0.3,3,4,2041,7,18,25447,25447,20,264,2941,558.2782
0.75,2,2,2.3,2,103,63,44,10,336,1,1.4,0.7,4,6,3137,6,21,36015,36015,28,279,3900,741.7574
0.5,1,1,1.2,2,71,44,24,5,214,1,1.1,0.5,2,3,2144,4,19,26396,26396,18,234,2675,530.9188
2,1,2,2.6,3,252,225,100,16,896,3,5.4,0.7,2,6,9280,7,19,102773,102773,79,3645,11798,3458.286
3,1,2,11.2,3,486,307,185,30,1187,1,8.6,2.3,4,4,13406,4,20,154289,154289,115,5511,15704,5716.3112
1.75,2,2,4.4,1,215,201,72,17,735,1,3.7,0.9,2,5,6758,4,19,92546,92546,62,1117,8842,1851.0216
3,1,2,9.4,1,391,342,153,30,1266,2,6.9,1.5,4,6,13098,4,20,149638,149638,112,3575,17629,4198.1496
2.5,2,2,9.8,2,430,248,150,21,934,3,5.7,3,4,3,9968,6,17,126709,126709,90,4532,13185,4825.3336
1.75,2,2,6.1,3,223,172,98,18,718,2,3.4,0.4,2,4,6341,4,17,86736,86736,64,2795,9787,2788.4882
1.25,1,2,3.8,3,187,140,75,15,537,3,2.6,0.1,3,6,5419,4,21,61338,61338,44,2415,6197,2338.8338
2,2,1,2.8,2,273,208,87,16,895,1,4.5,0.8,4,4,7532,7,18,105715,105715,72,3927,11739,3671.7264
1,1,1,2.1,2,163,111,45,10,378,1,2.6,1,4,4,4034,4,18,50837,50837,38,1238,5474,1584.8268
1.25,2,2,4.5,2,216,119,67,16,545,1,2.7,1.4,2,5,4352,4,21,64877,64877,46,769,6298,1607.0304
1,2,2,3.5,3,164,111,61,13,373,2,2.4,0.5,4,4,3425,6,20,48163,48163,38,1782,4955,1874.335
3,2,2,4.8,2,404,274,135,40,1095,1,8.7,2.7,2,6,12885,6,18,153984,153984,107,5339,16955,5227.007
0.5,1,1,0.9,3,60,43,22,4,181,1,1.2,0.6,4,5,1721,6,21,26066,26066,19,237,2832,488.3242
2,1,2,5.8,2,350,203,107,21,852,3,4.4,0.7,4,3,7773,7,20,102753,102753,71,2781,11029,3397.0646
0.5,2,1,1.7,2,73,41,20,7,181,1,1,0.6,3,3,1967,6,18,25449,25449,18,491,2445,678.4734
3,2,1,7,1,467,311,127,40,1204,3,8,3.8,4,6,12985,7,17,145295,145295,116,2454,16519,3993.817
1.5,2,2,3.7,3,193,134,70,16,630,3,3.5,1.5,4,3,6034,6,18,74965,74965,56,1696,7222,2047.4768
1,1,2,3.9,1,127,108,43,8,368,3,3,1.2,2,6,4660,7,21,48876,48876,35,1546,5746,1586.712
2,2,2,6.8,2,337,186,88,18,731,2,5.1,0.8,2,6,8969,7,21,95804,95804,72,4443,9929,4245.2538
0.5,1,1,1.7,2,73,53,26,5,181,1,1.4,0.6,4,4,2168,5,20,23661,23661,20,905,2572,914.5936
1.5,2,1,5.8,1,213,132,66,20,577,3,3.9,0.1,4,5,6429,4,19,75947,75947,54,1813,8816,2175.8358
2,1,1,5.5,3,270,201,91,19,785,3,5.9,2.6,4,3,6931,6,17,102170,102170,78,3864,10558,3688.4862
0.75,2,1,2.4,2,103,76,43,9,314,2,1.4,0.7,3,6,2648,4,17,39268,39268,27,1448,4167,1370.7396
1,1,1,2.5,1,144,84,42,14,435,2,2.9,0.4,4,5,4020,6,17,50933,50933,39,528,4994,1109.704
3,1,1,10.4,1,384,241,166,27,1252,3,7.9,1.1,3,6,11272,7,17,145114,145114,113,2004,17403,3319.3844
1.25,1,1,2.9,2,201,126,56,12,540,2,3.7,0.4,4,6,4603,7,19,60058,60058,48,1468,6038,1917.2806
2,1,2,5.3,3,356,169,82,22,798,1,5.5,2,3,6,7434,4,20,102550,102550,77,2850,11625,3508.4668
2.5,2,2,4,1,430,282,143,19,926,1,6.3,2.4,3,4,9929,4,18,127712,127712,93,2441,12539,3704.4258
3,1,1,4.6,3,537,255,159,32,1117,1,9,4.2,4,6,13666,4,21,152386,152386,112,2195,16667,4175.6532
0.5,1,2,1.4,2,65,41,21,5,195,2,1.4,0.2,4,4,2000,7,19,25731,25731,19,1099,2733,971.9
0.75,2,2,1.5,1,106,64,39,8,333,2,1.6,0.2,2,6,2994,5,19,36232,36232,28,307,3904,763.9588
3,2,2,7.8,1,470,323,131,24,1349,1,6.2,0.2,4,4,12538,7,21,148877,148877,110,1531,17475,3411.4276
3,1,1,9.7,2,531,240,190,29,1345,2,5.7,3.2,2,4,10933,6,17,142790,142790,110,3969,17430,5047.4866
1,1,2,2.2,2,148,104,46,7,429,1,2,0.4,3,5,4233,5,18,51646,51646,35,1819,5741,1804.2066
0.75,2,2,1.5,2,132,81,46,10,286,2,1.7,0,2,5,3462,4,20,36942,36942,27,270,4191,858.5524
2.5,1,1,6.7,1,431,207,160,27,961,1,6.8,2.5,4,4,10376,6,17,121952,121952,95,3054,14413,4049.7452
3,1,2,5,3,382,270,169,28,1120,3,8.5,1.8,4,3,13079,6,17,143030,143030,109,5502,16329,5208.4158
1.25,2,2,2,3,210,110,70,10,512,3,3.5,1.2,3,4,4309,6,19,66084,66084,46,768,7164,1584.9818
2.5,1,1,5.5,2,380,272,137,27,1091,1,5.4,2.8,2,3,11721,4,18,128658,128658,93,4550,14328,4612.2842
2.5,1,2,4.1,3,422,217,128,20,1098,1,5.9,3.4,3,3,10896,7,21,119369,119369,99,4280,14398,4684.9792
1.5,2,2,1.7,3,230,128,74,11,551,2,4.3,1.1,4,5,6993,6,21,70829,70829,57,3003,8256,2926.4686
3,2,1,7.2,1,492,243,166,35,1286,2,8.9,3.9,2,3,13528,7,19,141617,141617,107,2448,14825,4087.1156
0.5,2,2,1.2,3,70,53,28,6,201,1,1.3,0.1,2,3,1895,6,17,24991,24991,19,736,2641,797.449
0.5,1,2,1,3,81,50,23,4,196,3,1.2,0.6,4,3,1938,4,21,24084,24084,18,598,2779,775.8076
2.5,2,1,7.7,3,393,249,110,34,991,1,5.1,1.7,4,4,8546,7,21,127477,127477,92,3572,13562,4112.4792
0.75,1,1,1.9,3,112,84,41,6,333,2,2,0,3,4,3442,5,17,38694,38694,30,1117,3971,1237.9484
1.75,2,2,2.2,2,258,145,81,19,714,1,4.9,0.3,2,4,7480,7,18,87924,87924,63,797,9331,1876.446
1,2,2,3.2,3,173,89,45,10,435,2,2.2,1,4,5,3701,5,18,49286,49286,38,454,5185,1200.2002
0.5,1,1,1.6,2,63,48,31,4,190,1,1.4,0.6,4,4,2247,5,21,25335,25335,18,880,2460,849.9094
1.5,1,2,2.7,2,233,155,82,17,569,3,3,0.8,3,6,6079,6,20,75917,75917,59,1558,7467,2148.8358
1.5,2,1,3.5,1,202,170,96,14,618,1,4,2,3,5,5230,5,19,71711,71711,56,1871,7273,2202.546
1.25,2,2,2.6,2,170,135,71,16,486,3,2.5,0.1,2,5,5004,4,18,63430,63430,48,2742,6878,2448.8508
0.75,2,1,1.7,1,106,62,43,6,286,3,1.8,1,3,5,2563,7,19,38622,38622,28,1278,4063,1304.0526
1,1,1,2.1,1,159,104,62,11,392,2,2.1,1.1,4,6,3402,7,21,49153,49153,35,1759,5484,1835.9904
1.75,1,1,6.5,3,219,201,93,19,783,3,5.2,1.1,2,6,6006,5,19,89062,89062,68,2855,9032,2849.2912
1,1,1,2.8,1,120,99,53,8,436,2,2.9,0.5,4,5,3682,7,19,49173,49173,37,1009,5280,1258.8664
2,2,2,4.9,1,250,220,120,16,758,1,5.8,2.8,4,5,7416,4,21,94180,94180,80,2700,9724,2982.9632
1.25,2,1,4.5,3,166,140,72,11,542,1,3.6,1.1,2,3,4290,7,21,62420,62420,44,1446,6074,1748.168
2,1,1,5.3,3,271,174,97,21,875,2,3.9,0.5,3,3,7429,7,19,104396,104396,77,3800,10630,3596.1558
2,1,2,6.2,3,256,222,122,20,862,1,4.6,2.3,4,6,8909,5,20,94363,94363,75,788,10052,1940.6318
3,2,2,4.3,1,448,297,191,22,1284,3,6.9,3,4,6,11465,5,17,155765,155765,106,5155,14719,5315.773
1.25,1,1,2.5,1,176,128,59,13,516,1,2.7,0.3,4,3,4665,6,18,58989,58989,48,2858,6029,2542.163
1,1,1,1.8,3,172,102,53,10,435,1,2,0.9,2,3,4009,5,20,49074,49074,36,2188,4937,2123.9318
1.25,2,1,3.4,1,179,110,77,17,537,2,3.6,0,4,5,5272,5,21,65975,65975,45,791,6976,1436.5744
2.5,2,1,4.3,1,342,257,144,29,1013,3,5.1,0.5,3,4,8764,6,18,119972,119972,99,3632,13561,3921.0228
1.25,2,2,2.8,2,164,127,81,17,480,2,3.6,0.3,2,6,5726,5,17,63341,63341,48,2065,6488,2072.9152
0.75,1,2,2.6,3,103,75,37,7,331,1,1.9,0.2,4,3,3021,5,17,38410,38410,29,380,3691,797.0442
0.5,2,2,1,1,76,49,20,4,221,3,1,0.2,4,3,1816,6,18,23769,23769,20,370,2871,626.9032
0.75,2,2,1.2,2,101,67,37,9,304,3,2.2,0.4,3,5,2825,7,17,38969,38969,28,610,3708,915.205
2.5,2,2,3.2,3,300,263,161,29,1004,3,6.3,0.4,4,3,11683,4,21,119051,119051,99,3376,13325,3608.3166
2.5,2,2,4.9,2,334,259,153,29,961,2,5.6,3,2,3,9471,4,20,124244,124244,97,1969,13027,3029.0742
1,1,2,2,1,140,84,55,9,444,3,2.4,0.3,4,4,3684,7,20,49934,49934,38,641,5434,1143.5868
3,1,2,9.6,3,437,262,151,37,1210,1,7.2,1.8,2,4,12374,5,18,152128,152128,113,4927,15509,5140.8948
1.25,2,1,3.1,1,189,126,78,13,512,3,2.9,0.1,4,6,4254,6,19,58835,58835,50,2155,6659,2228.5608
0.5,1,2,1.7,1,73,50,21,6,207,3,1,0.2,2,4,2161,5,18,25791,25791,20,173,2859,507.2322
1.75,2,1,4.5,2,302,201,95,12,648,2,4.7,1.7,3,5,7638,5,21,83750,83750,70,2855,8778,3235.3176
1.5,2,1,5.7,1,183,137,96,18,667,3,4.1,1.5,4,6,6918,6,20,75959,75959,55,2579,8738,2486.4936
0.5,1,2,1.2,2,64,48,22,4,192,3,1.2,0.4,3,4,1947,7,17,24219,24219,18,320,2528,545.2694
2,2,1,2.1,2,302,176,128,18,772,3,5.2,0.4,3,5,7079,4,17,105223,105223,76,2800,9855,3210.4158
1.75,2,1,2.3,3,311,193,105,22,757,1,4.1,0.2,2,3,6414,7,20,88530,88530,63,2136,10325,2834.6428
3,2,1,9.8,1,494,272,121,29,1252,1,8.5,2.4,2,3,10401,4,18,155688,155688,120,6492,15667,6287.1202
1.5,1,2,5.6,1,248,164,85,18,557,3,4.2,0.3,4,4,5176,7,21,76418,76418,55,2703,7688,2829.1052
1.75,1,1,3.2,1,277,190,113,14,681,3,4.9,0.9,3,3,6636,7,21,92216,92216,63,3045,9082,3193.4172
0.75,2,1,1,2,130,73,43,10,332,3,1.7,0.1,4,6,3343,5,21,39404,39404,28,1243,3958,1378.6586
1.5,2,2,1.9,2,214,166,73,13,593,2,3.8,1.6,3,3,5915,7,21,74817,74817,53,1882,7468,2241.563
2.5,2,2,7.5,3,316,287,141,26,912,3,5.2,0.6,3,6,9003,7,20,126737,126737,88,2377,12509,3096.6006
1.25,1,2,3.5,3,167,126,65,12,533,1,2.5,0.7,2,4,5510,7,19,59450,59450,49,1753,7232,1912.892
